tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,Audiogram_both,Audiogram_none,Audiogram_time,Audiogram_frequency,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,7,0,7,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063.2503736000072,None,,,,,"[0.613878325254715, 0.5764211933642098, 0.48148575428273277, 0.44101236528608667]","[1686.2154182625216, 1892.712812273796, 2124.498300126239, 2384.6687135894795]",Tone,"[29.769780792544555, 29.841789413468156, 29.64975290668494, 29.22822029262]",True,1064.279488500004,1066.9824494000059,1066.9824494000059,1068.2010645000119,None,1,3.1364996666670777,4.151273666662746,None,1,None,1,,,0,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,7,0,7,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.4884949000116,None,6863.717073167251,9.417890868073467,0.00043500493334151037,0,"[0.7848588549981359, 0.44158091387372517, 0.6418709938489426, 0.5462288956998408]","[2723.867925589447, 3431.8585365836266, 4323.8708105031255, 5447.735851178893]",Major_3rd,"[28.958951076732028, 27.205984099293445, 24.655004808211313, 20.0]",False,1069.5068604000116,1072.391477000012,1072.391477000012,1073.6072405000014,None,0,3.4367352666595252,4.465953966660891,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,7,0,7,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074.0273242000112,None,233.2582478842019,14.0,0.0010037927958315804,0,"[0.49694994514866586, 0.7496607226790291, 0.551009568744295, 0.45260424789211057]","[146.94348828545108, 164.9384888466118, 185.13719403582056, 207.80947403569698]",Tone,"[27.639725384498178, 27.100592925878615, 26.05866239498316, 25.500858518366996]",False,1076.9838031000108,1079.8125239000074,1079.8125239000074,1081.028080300006,None,0,3.2853271333297016,4.325460033331183,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,7,0,7,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081.362700400001,None,3060.6388464757983,22.268439788568884,0.0007863677647994849,1,"[0.6014311755262032, 0.7685889014275846, 0.5120469148108013, 0.5936752879614848]","[7712.326617601644, 6121.277692951598, 4858.461324590419, 3856.1633088008216]",Major_3rd,"[14.58243639270409, 17.940131619078713, 22.262216319791804, 26.0]",False,1082.3878735000035,1085.3070447000064,1085.3070447000064,1086.5203900000051,['space'],1,3.49116596665408,4.51576336666767,None,1,None,1,,[0.3154694999975618],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.9417474000074,None,,,,,"[0.7937801955580946, 0.7619701031432674, 0.7019899430549584, 0.6794560792537871]","[1828.0739979790876, 1220.0930144372185, 814.3143907326272, 543.4896512870503]",Perfect_5th,"[29.841789413468156, 27.332992356340597, 25.383581342819372, 25.788902942437673]",True,1089.925471800001,1093.196851300003,1093.196851300003,1094.4285917000088,None,1,3.963750966649968,4.985865466645919,None,1,None,1,,,0,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.9589010000054,None,125.0,20.0,0.00722719885372964,1,"[0.533794888144355, 0.5446577987746889, 0.6853016600736046, 0.6857795993290203]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[25.545558910866454, 26.031910949287646, 24.606844944034993, 26.05866239498316]",False,1095.9833982000127,1098.772996300002,1098.772996300002,1100.0011978000111,['space'],1,3.4768992333411006,4.495737533332431,None,1,None,1,,[0.27963560000353027],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.533113100013,None,319.0154520684581,19.0,0.0008696709844295652,1,"[0.6906379262995364, 0.4818653845457946, 0.7735782276920435, 0.7010242541945705]","[200.96714165138962, 225.57798946089872, 253.20273210379054, 284.21045731475016]",Tone,"[25.500858518366996, 25.0, 24.465335243177176, 24.606844944034993]",False,1101.538239100002,1104.5094672000123,1104.5094672000123,1105.7312563000014,['space'],1,3.6641389666765463,4.701579566666624,None,1,None,1,,[0.3205294999934267],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106.296216600007,None,1414.213562373095,17.0,0.00035703362532248664,1,"[0.7011235778353135, 0.7315507909784028, 0.6359373526063298, 0.7679781252903544]","[7127.189745122715, 4756.828460010885, 3174.8021039363994, 2118.9261887185908]",Perfect_5th,"[15.0, 23.0, 28.0, 29.64975290668494]",False,1109.1199252000079,1112.2143349000107,1112.2143349000107,1113.4479853000084,['space'],1,3.8640756999957375,4.8796596999891335,None,1,None,1,,[0.3200624000019161],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114.0557406000007,None,579.0966105822902,19.652914047237584,0.0005679031959408343,0,"[0.6614700864769267, 0.6656457989518769, 0.44215630323448174, 0.5323923655979194]","[229.8146422073866, 289.54830529114514, 364.80800479770085, 459.6292844147731]",Major_3rd,"[24.653218692910055, 24.606844944034993, 25.57041546457009, 26.050848273502336]",False,1115.0580737000128,1117.861787700007,1117.861787700007,1119.0741792000044,None,0,3.3262732666771626,4.361931366685894,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119.4739649000112,None,,,,,"[0.45650521356739504, 0.5470380144862338, 0.6120796494231296, 0.7453672323499061]","[498.95953285592503, 396.0244436725284, 314.32480924544626, 249.4797664279625]",Major_3rd,"[25.93370344417099, 26.0, 25.0, 24.465335243177176]",True,1120.4758050000091,1123.1347339000058,1123.1347339000058,1124.3515168000013,None,1,3.391028866666602,4.4165613666700665,None,1,None,1,,,0,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.9378996000014,None,1000.0,16.0,0.0002779521286352017,1,"[0.7188227744606722, 0.6083943679814019, 0.5425297715138675, 0.45014467091722876]","[629.9605249474365, 707.1067811865474, 793.7005259840997, 890.8987181403393]",Tone,"[25.545558910866454, 25.419866646430975, 25.383581342819372, 25.42587904797925]",False,1125.952824500011,1128.8568090000044,1128.8568090000044,1130.0827194000012,['space'],1,3.321479966645711,4.344220166647574,None,1,None,1,,[0.42496630000823643],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.3577141000133,None,,,,,"[0.6941962914035762, 0.616740120100841, 0.5308932743565835, 0.5686048835174273]","[142.25053812596062, 179.22444734377098, 225.8086538641923, 284.5010762519212]",Major_3rd,"[27.639725384498178, 26.61195803563669, 24.653218692910055, 24.606844944034993]",True,1131.3566195000021,1134.232967200005,1134.232967200005,1135.4480805000057,None,1,3.4306348666577833,4.466923766667605,None,1,None,1,,,0,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.8702630000043,None,1840.6371085057324,23.841789413468156,0.0010522993186115462,1,"[0.6949075826537874, 0.5547264554210057, 0.4055856292427931, 0.4976798043726438]","[1159.5287191120028, 1301.5269811280023, 1460.914641166852, 1639.8212405292975]",Tone,"[26.70514406971935, 27.993129379184833, 29.0, 29.546558954001995]",False,1136.8770182000007,1139.5720818000118,1139.5720818000118,1140.8094651000138,['space'],1,3.185611366672674,4.214823566668201,None,1,None,1,,[0.3232722999964608],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.146376900011,None,1231.1444133449168,13.0,0.00023996088094672076,0,"[0.43573901994588343, 0.5280562953995551, 0.7107071942616453, 0.588981284475671]","[775.5723809168675, 870.5505632961243, 977.1599684342463, 1096.8249796946263]",Tone,"[25.38904172910234, 25.42587904797925, 25.79433112672813, 26.186896755875843]",False,1143.746071200003,1146.4380697000015,1146.4380697000015,1147.6595220000017,None,0,3.300673033343628,4.336551533342572,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.1332626000076,None,1356.7763175682755,22.0,0.0006528575509127881,1,"[0.7977085224412397, 0.5209225841227714, 0.7596237194554414, 0.6465214211045831]","[854.7155212515605, 959.38573470584, 1076.87407689671, 1208.7502821247465]",Tone,"[25.42587904797925, 25.550552382978218, 26.186896755875843, 27.0]",False,1149.134347900006,1152.2292702000123,1152.2292702000123,1153.4481894000055,['space'],1,3.7675632666650927,4.799283666667179,None,1,None,1,,[0.30126629999722354],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153.9871226000105,None,2462.2888266898335,19.0,0.0007580932840616341,1,"[0.5682338534393622, 0.7186687683337928, 0.483547430304537, 0.4231089078785373]","[977.1599684342466, 1231.144413344917, 1551.1447618337354, 1954.3199368684927]",Major_3rd,"[25.79433112672813, 27.332992356340597, 29.16105476387758, 29.789018856764294]",False,1156.736803000007,1159.5318347000139,1159.5318347000139,1160.7698406000127,['space'],1,3.2391436666512163,4.264968666655477,None,1,None,1,,[0.29945379999116994],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161.0526333000016,None,1919.96572493721,23.841789413468156,0.0011080444535930334,1,"[0.490251978724235, 0.5525890061241229, 0.7964200635441231, 0.5546693005502614]","[3047.7556115082143, 2715.241567497694, 2419.0052319250613, 2155.088660296811]",Tone,"[28.268439788568884, 28.958951076732028, 29.22822029262, 29.64975290668494]",False,1162.0589013999997,1164.93570680001,1164.93570680001,1166.1614383000124,['space'],1,3.4318271666561486,4.448881566670025,None,1,None,1,,[0.28827379998983815],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166.5638510000135,None,,,,,"[0.5359593154250111, 0.5178309843351335, 0.4011513166033148, 0.4734782542626801]","[1350.3188297506836, 901.2296948937269, 601.4986572528235, 401.4521899654152]",Perfect_5th,"[28.0, 25.42587904797925, 25.545558910866454, 26.0]",True,1167.5666059000068,1170.0496467000048,1170.0496467000048,1171.259665900012,None,1,2.9590949666599045,3.978891066653887,None,1,None,1,,,0,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171.5909444999998,None,125.0,17.0,0.005116464961403773,0,"[0.5642982560060628, 0.43532088771388716, 0.6521818297634485, 0.739606115648849]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[25.500858518366996, 26.61195803563669, 27.4547801860206, 27.639725384498178]",False,1172.611180500011,1175.3001587000035,1175.3001587000035,1176.5259678000002,None,0,3.422381933341967,4.43820663333463,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177.0962446000049,None,4109.16935434383,19.0,0.0008150640597231769,1,"[0.7032424507644113, 0.7556242865616045, 0.6895220031008173, 0.5042412450585679]","[6522.899755800883, 5811.243031000939, 5177.228967120716, 4612.386650326879]",Tone,"[16.571895402035647, 19.0, 21.0, 23.527401216238587]",False,1178.1064126000128,1181.2730916,1181.2730916,1182.501534400013,['space'],1,3.6681844666600227,4.688246566656744,None,1,None,1,,[0.32216179999522865],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182.8504819000082,None,378.9291416275994,17.0,0.0005806893951290536,1,"[0.5546411979568926, 0.7701525347048598, 0.5544015038164998, 0.46076224127672616]","[954.8416039104162, 757.8582832551988, 601.5125180410581, 477.4208019552081]",Major_3rd,"[25.550552382978218, 25.38904172910234, 25.545558910866454, 26.0]",False,1185.6016569000058,1188.495188700006,1188.495188700006,1189.7248913000076,['space'],1,3.3687740666646278,4.384294266666984,None,1,None,1,,[0.37555039998551365],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0340835000097,None,3210.1790788524845,21.7872268042997,0.0008608513872993332,1,"[0.5255816589048418, 0.5121431253221694, 0.5692221586358543, 0.698819014645033]","[5095.84164677674, 4539.878790959553, 4044.572195378379, 3603.304184288656]",Tone,"[22.0, 23.527401216238587, 25.641664062083585, 27.0]",False,1191.0495672000106,1193.6770576000126,1193.6770576000126,1194.9140317000129,['space'],1,3.329916366667021,4.353939266671659,None,1,None,1,,[0.24631839999346994],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.4618899000052,None,6062.8662660415985,17.0,0.0008412694019650779,1,"[0.62136430175971, 0.5760612411822534, 0.6354034228044688, 0.5713054455146057]","[2406.0500721642366, 3031.4331330208, 3819.3664156416708, 4812.100144328472]",Major_3rd,"[29.22822029262, 28.268439788568884, 26.0, 23.0]",False,1198.4561029000033,1201.3032084000006,1201.3032084000006,1202.5381389000104,['space'],1,3.428097500000149,4.447911399998702,None,1,None,1,,[0.2204500000079861],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,8,0,8,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202.9588402000081,None,317.56804235202566,19.0,0.0008730199540108076,1,"[0.48504665894880183, 0.7118548867638833, 0.45261295019049624, 0.7009956350274424]","[800.2213226664476, 635.1360847040514, 504.1078445010873, 400.11066133322373]",Major_3rd,"[25.383581342819372, 25.545558910866454, 25.93370344417099, 26.0]",False,1203.9722470000124,1206.6602566000074,1206.6602566000074,1207.8844161000015,['space'],1,3.394085866661044,4.427324166666949,None,1,None,1,,[0.29797850000613835],,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,9,0,9,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.3369475000072,None,870.5505632961246,16.0,0.0002547379968512103,0,"[0.7730722630568517, 0.5222473750653076, 0.724740796373859, 0.7640121838452303]","[2193.649959389253, 1741.1011265922493, 1381.912879967777, 1096.8249796946266]",Major_3rd,"[29.64975290668494, 29.769780792544555, 28.623583972636972, 26.186896755875843]",False,1211.338376300002,1214.3761644000042,1214.3761644000042,1215.6124636000022,None,0,3.8143449666531524,4.837584466658882,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,9,0,9,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.2353784000006,None,,,,,"[0.6382934584654255, 0.7287560381652403, 0.7136617269593597, 0.4810895818841574]","[330.8185113296294, 262.57082644760374, 208.40260305954286, 165.4092556648147]",Major_3rd,"[25.23241404027677, 24.45503826001906, 25.500858518366996, 27.100592925878615]",True,1217.2637186000065,1220.3745074000035,1220.3745074000035,1221.6074111000053,None,1,3.5924645666673314,4.608267566669383,None,1,None,1,,,0,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,9,0,9,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1221.9257728000084,None,5983.491696118565,12.0,0.00046370925287899013,0,"[0.43063909785867494, 0.45448887689622675, 0.7883299665342667, 0.42751532583619273]","[3769.363569905479, 4230.967553498835, 4749.100506430798, 5330.685082075394]",Tone,"[26.490680930160096, 25.0, 23.0, 20.868317207695284]",False,1222.92651070001,1225.6252777000045,1225.6252777000045,1226.8434119000012,None,0,3.116505366648198,4.148199266652227,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,9,0,9,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227.130457700012,None,8000.0,7.0,0.00040641525808204974,0,"[0.7505811247240404, 0.40079388413889655, 0.4271020672693568, 0.5795082744449617]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[22.0, 19.409209796277565, 17.0, 15.0]",False,1230.0783775000018,1232.6805672000046,1232.6805672000046,1233.9173482000042,None,0,3.1813372999895364,4.215232399990782,None,1,None,1,,,,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
,,,,9,0,9,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.3494579000107,None,,,,,"[0.7797467036670361, 0.40732185906404966, 0.7286825627403919, 0.42283359151039507]","[265.7879399757056, 236.79013502151759, 210.95602775894787, 187.94045471442448]",Tone,"[24.45503826001906, 24.653218692910055, 25.01355675944965, 26.05866239498316]",True,1235.355842600009,1238.3017236000014,1238.3017236000014,1239.5223446000018,None,1,3.3655421666480834,4.403098566646804,None,1,None,1,,,0,,,,,,,,,,,ttuwra,001,fr,0,0,2022-04-26_11h34.16.499,Cluster,2022.1.1,36.75662483008128,
