tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_both,Audiogram_frequency,Audiogram_time,Audiogram_none,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,3,0,3,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.2796249000821,None,315.33260011572963,-1.0,8.781922476364382e-05,0,"[0.6201439694316819, 0.5670368645703308, 0.4840112180988386, 0.7754501521706291]","[4184.682715160353, 2120.3008056254284, 383.2357892189787, 384.0577995303688]",None,"[-3.9208068451520646, 9.287558113264184, 7.468817621763936, 7.468817621763936]",False,576.297771200072,578.9951567000244,578.9951567000244,580.2111403000308,None,0,,3.4728524666279554,4.496224766597152,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,3,0,3,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.8438328000484,None,2350.184439998893,3.0,0.00011663946413014258,1,"[0.4015952462756145, 0.4015952462756145, 0.4015952462756145, 0.4015952462756145]","[932.6713130933845, 1175.0922199994468, 1480.5234235450002, 1865.3426261867685]",Major_3rd,"[5.794435681114329, 6.386062410243027, 8.0, 9.133831670886767]",False,581.8587056000251,584.1001433000201,584.1001433000201,585.3218024000525,['space'],1,[0.3606362999416888],2.6341152667300776,3.676980866701342,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.4604021999985,None,125.0,-4.0,0.00045600541967795504,1,"[0.6400683628727264, 0.6400683628727264, 0.6400683628727264, 0.6400683628727264]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[5.0, 4.339753944047711, 6.091034987671367, 7.187234213785111]",False,590.4624019000912,593.3965328000486,593.3965328000486,594.6208456000313,['space'],1,[0.3925347999902442],3.583567366702482,4.614240966620855,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.1327476000879,None,1148.6983549970344,-6.0,2.5195718772304546e-05,1,"[0.5915021914665425, 0.5915021914665425, 0.5915021914665425, 0.5915021914665425]","[671.6189392452171, 1073.6240035528256, 128.3123585936226, 1128.9343450127224]",None,"[8.969791673775818, 6.003534794823851, 6.0, 6.386062410243027]",False,596.1495786000742,598.9487091000192,598.9487091000192,600.1753864000784,['space'],1,[0.10264579998329282],3.3951449333690107,4.436502533382736,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.6348317000084,None,353.5533905932738,-6.0,4.441136864173166e-05,0,"[0.7316433861076632, 0.7671756642105569, 0.47857462338065343, 0.579635238715213]","[222.72467953508485, 250.00000000000003, 280.6155120773433, 314.9802624737183]",Tone,"[5.0, 4.339753944047711, 4.304480393994884, 5.0]",False,601.6497492000926,604.6419072999852,604.6419072999852,605.8855790999951,None,0,,3.572422066819854,4.603361766785383,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.3029976000544,None,,,,,"[0.7977199071978163, 0.47524969668916084, 0.44810245735054116, 0.4056630513532694]","[150.55206612433201, 7840.628753837007, 2094.22280740041, 2549.326488070833]",None,"[7.0, 8.0, 9.287558113264184, 8.0]",True,607.3089965000981,610.062405200093,610.062405200093,611.2990286999848,None,1,,3.160682066809386,4.172548666712828,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.5176425999962,None,343.02476762889256,0.0,9.134565532785244e-05,1,"[0.4150988753969372, 0.4150988753969372, 0.4150988753969372, 0.4150988753969372]","[864.3682507418786, 686.0495352577852, 544.5178769852513, 432.1841253709392]",Major_3rd,"[6.060043595139046, 8.118394698341916, 10.563290713616208, 9.420043459014051]",False,612.530502300011,614.8077863000799,614.8077863000799,616.0339064000873,['space'],1,[0.5968596000457183],2.7000882666325197,3.7388466666452587,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.3206049000146,None,522.7376613179396,4.563290713616209,0.00011482039870978185,1,"[0.5377959801099804, 0.5377959801099804, 0.5377959801099804, 0.5377959801099804]","[232.27313312867562, 1548.1104368941824, 5126.279610379403, 5645.410358007736]",None,"[4.777367351145056, 8.232537979003954, -1.0, 1.2477101506038695]",False,617.3194290000247,619.9496048000874,619.9496048000874,621.1620373000624,['space'],1,[0.7446264999452978],3.1720555666834116,4.196172066731378,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.5634336000076,None,329.87697769322364,-7.0,4.232726358590751e-05,1,"[0.6258312869877365, 0.6258312869877365, 0.6258312869877365, 0.6258312869877365]","[5429.2098556374485, 3167.383479273884, 606.3925298961577, 1517.932291930397]",None,"[0.0, 3.0, 9.728343920540128, 8.232537979003954]",False,623.5278240999905,626.4433145000366,626.4433145000366,627.6770524000749,['space'],1,[0.17608310002833605],3.5446529666660354,4.585257266648114,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.1617716000183,None,7795.840468274977,2.0,0.00022075315722867164,1,"[0.7537352340423767, 0.744415041662365, 0.7191304035340731, 0.7119114115436106]","[3093.7813400789905, 3897.9202341374894, 4911.071753800975, 6187.56268015798]",Major_3rd,"[3.0, -3.0, -2.4511633178272483, 4.0]",False,629.1611018000403,632.4071049999911,632.4071049999911,633.6467139000306,['space'],1,[0.3574139999691397],3.956959166796878,4.984876966685988,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.1885928000556,None,3249.0095854249403,-8.0,2.8168963699060408e-05,0,"[0.7816770231437498, 0.48103538807978574, 0.6285649598503893, 0.6247995841730093]","[5157.481233758315, 4594.793419988138, 4093.4955679870977, 3646.8899542328654]",Tone,"[-1.0, -3.5669840555213455, -3.4533741550294863, -2.0]",False,636.6023923000321,639.5208295000484,639.5208295000484,640.7334155000281,None,0,,3.5506156999617815,4.581516499980353,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.2262756000273,None,1231.1444133449168,0.0,5.372054966049046e-05,0,"[0.7369709760437869, 0.4311606472137952, 0.4489044689130808, 0.6020139040571418]","[1096.9723838046048, 296.87207254935447, 3313.3403992932167, 4817.499821530475]",None,"[6.003534794823851, 4.304480393994884, 1.0, -3.0]",False,642.2632413000101,644.9048082000809,644.9048082000809,646.1215890999883,None,0,,3.2265493667218834,4.257605466642417,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.5798480000813,None,,,,,"[0.4112126364243236, 0.4112126364243236, 0.4112126364243236, 0.4112126364243236]","[472.70518552269044, 375.1863543847708, 297.78560681724946, 236.35259276134522]",Major_3rd,"[10.11333014808455, 7.468817621763936, 4.754544511099742, 4.777367351145056]",True,647.5834543000674,649.8508117999882,649.8508117999882,651.085433900007,None,1,,2.684317566687241,3.7229173666564748,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.3527743000304,None,6200.463016844548,-2.0,9.95428714446474e-05,1,"[0.7817871592107157, 0.715442729721874, 0.6488575570456703, 0.6071726090362117]","[2460.6553789072386, 3100.2315084222746, 3906.0469370085584, 4921.310757814476]",Major_3rd,"[8.406063001497593, 3.0, -3.0, -2.4511633178272483]",False,652.3593816000503,655.5391866000136,655.5391866000136,656.7747476000804,['space'],1,[0.28440939995925874],3.7762698668520898,4.813977466779761,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.2206258000806,None,134.26082350505703,0.19942613278023336,0.0006551430534571813,1,"[0.40820801740571805, 0.7126204473838065, 0.7071541637466365, 0.4258533414973792]","[481.0060922742779, 204.52382525495364, 266.98242202381965, 191.86981617999254]",None,"[10.11333014808455, 6.0, 4.166112115179603, 6.705302221717382]",False,658.2287549000466,661.0778284000698,661.0778284000698,662.3127913000062,['space'],1,[0.42764709994662553],3.2821223667124286,4.322743566706777,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.6007049999898,None,1543.9765463087306,2.2325379790039537,6.72632561924379e-05,1,"[0.44395187908463285, 0.44395187908463285, 0.44395187908463285, 0.44395187908463285]","[143.42634129242282, 6330.504747983099, 3286.458424617285, 235.57747502887406]",None,"[6.784655761813158, 4.0, 1.7189995720140203, 4.777367351145056]",False,663.6007972999942,665.9514101000968,665.9514101000968,667.1757696000859,['space'],1,[0.3519676000578329],2.8189036666881293,3.8400499667041004,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.4917335000355,None,8000.0,2.0,0.0002285440948074376,1,"[0.6927125593314584, 0.7891047542337566, 0.43156667087188816, 0.5816664804728465]","[764.6401099311978, 1415.4744674674491, 4606.9010566869265, 314.53255422325617]",None,"[7.283414805690885, 7.813764485311658, -3.5669840555213455, 5.0]",False,668.5237507000566,671.456033000024,671.456033000024,672.6912264000857,['space'],1,[0.30209600005764514],3.525759033393115,4.561874933424406,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.1378875999944,None,125.0,-3.0,0.0005116464961403772,1,"[0.6061554850600145, 0.722765573105975, 0.46125309957675414, 0.6326830913626039]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[9.728343920540128, 9.0, 4.304480393994884, 6.705302221717382]",False,674.1533312000101,676.9588577999966,676.9588577999966,678.1954290000722,['space'],1,[0.6141684999456629],3.4302082668291405,4.462577066733502,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.6794538000831,None,615.5722066724584,-5.0,3.0037681611419803e-05,0,"[0.6414240927424515, 0.6414240927424515, 0.6414240927424515, 0.6414240927424515]","[4163.395843129973, 2108.0722591236076, 2419.2590789693563, 2744.8956387652865]",None,"[-3.9208068451520646, 9.287558113264184, 8.406063001497593, 6.0]",False,679.7642952000024,682.7250575000653,682.7250575000653,683.9669436000986,None,0,,3.5745983333326876,4.589941433281638,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.4172042000573,None,,,,,"[0.6146095408385595, 0.6146095408385595, 0.6146095408385595, 0.6146095408385595]","[1008.6275075340839, 1162.5995430937917, 744.3163509211021, 339.85301208081046]",None,"[5.786718495687481, 6.386062410243027, 7.283414805690885, 6.0]",True,685.4198261999991,688.306345500052,688.306345500052,689.5300322000403,None,1,,3.486135666607879,4.517988466657698,None,1,None,1,0,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.9826033000136,None,8000.0,1.0,0.0002036901389020564,1,"[0.48167900081311404, 0.48167900081311404, 0.48167900081311404, 0.48167900081311404]","[1587.4010519681997, 2378.4142300054423, 3563.5948725613575, 5339.359416680138]",Perfect_5th,"[8.583577695568755, 9.0, -1.0, -0.7565566727376387]",False,691.0180151000386,693.4786192000611,693.4786192000611,694.6933660000795,['space'],1,[0.40708069992251694],2.9621241332497448,4.0043802332365885,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,4,0,4,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.064291800023,None,591.2546194103902,4.0,9.067006491853982e-05,1,"[0.5302195904819478, 0.4474925170770156, 0.47290737352667933, 0.710482319334945]","[1489.868281685465, 1182.5092388207804, 938.5582048331108, 744.9341408427325]",Major_3rd,"[8.232537979003954, 6.386062410243027, 5.794435681114329, 7.283414805690885]",False,696.0631740000099,698.5288073000265,698.5288073000265,699.754161400022,['space'],1,[0.73723909992259],3.1898388667032123,4.222527066711336,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.1607648000354,None,3271.1750896740496,-4.28100042798598,4.346127880793825e-05,0,"[0.7724947301472062, 0.5919893879620741, 0.45745506492934723, 0.44857491032180985]","[1103.7081710124382, 1624.3706095296252, 2082.879706375347, 2834.337451134972]",None,"[6.003534794823851, 8.583577695568755, 9.287558113264184, 5.79814450588637]",False,707.1443999999901,710.000452700071,710.000452700071,711.2344625000842,None,0,,3.2872042667586356,4.304844366735779,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.4986131000333,None,235.70634169680756,-1.2226326488549435,0.000169818738805824,1,"[0.5326779352791371, 0.5326779352791371, 0.5326779352791371, 0.5326779352791371]","[148.48569074876073, 166.6695525824861, 187.0802473825441, 209.99047767523464]",Tone,"[7.0, 7.314859589979637, 6.705302221717382, 6.0]",False,712.5149495000951,715.1454314000439,715.1454314000439,716.381213100045,['space'],1,[0.5556679000146687],3.1709305667318404,4.184198066825047,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.7546208000276,None,2828.42712474619,-3.0,4.636051375812108e-05,0,"[0.6466489509444524, 0.5197878897344272, 0.6885399101132021, 0.5913409976078865]","[1023.9218922912435, 599.0937309759094, 6065.249163221904, 1771.6527404474077]",None,"[5.786718495687481, 10.0, 3.2849684731018804, 9.0]",False,717.796036100015,720.6699331999989,720.6699331999989,721.8969253000105,None,0,,3.4774384333286434,4.513649433385581,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.3602684000507,None,535.8867312681471,-6.0,3.3001352261930974e-05,0,"[0.5335783383414828, 0.5335783383414828, 0.5335783383414828, 0.5335783383414828]","[212.66679023771422, 267.94336563407364, 337.5874865420479, 425.3335804754283]",Major_3rd,"[5.404511061813822, 4.166112115179603, 6.0, 9.0]",False,723.3971952000866,726.0141743000131,726.0141743000131,727.2541695000837,None,0,,3.163110633380711,4.18681063328404,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.6269001000328,None,1609.5907218136003,2.583577695568755,7.699283552881248e-05,0,"[0.45087880958576126, 0.45751027273953365, 0.6481632335704779, 0.7714167628993395]","[6950.219892602181, 652.105395718804, 7305.49515924688, 650.4197788854998]",None,"[6.546509291340277, 9.0, 7.0, 9.0]",False,728.6289328000275,731.2064339000499,731.2064339000499,732.4432085000444,None,0,,3.362079966813326,4.377127466723323,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.0595057000173,None,,,,,"[0.6885744995492142, 0.5560492278670023, 0.41738130923232053, 0.6431674531952151]","[2067.130220920932, 2320.2752218971164, 2604.4208782121223, 2923.3635936176747]",Tone,"[9.289393373675585, 9.0, 7.337878925839407, 5.0]",True,734.0669189000037,736.7706548999995,736.7706548999995,738.0000802000286,None,1,,3.352837866754271,4.376041666837409,None,1,"['space', 'space']",0,0,"[-1.8384937999071553, 0.46436890005134046]",,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
,,,,5,0,5,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.4807696000207,None,2462.2888266898335,-5.0,4.783245253797975e-05,0,"[0.6034024057933783, 0.698904199822726, 0.42529574290643063, 0.6368314849465888]","[488.5799842171232, 732.042847972813, 1096.8249796946263, 1643.3806291715812]",Perfect_5th,"[10.506260120300766, 8.0, 6.003534794823851, 8.583577695568755]",False,739.5242133000866,742.2764042000053,742.2764042000053,743.4848371000262,None,0,,3.3916592333698645,4.428130733314902,None,1,None,1,,,,,,,,,,,,,cmzntn,001,fr,0,0,2022-05-02_14h47.17.868,Cluster,2022.1.1,None,
