tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,answer_too_late.rt,Audiogram_none,Audiogram_frequency,Audiogram_time,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,7,0,7,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.7582452000352,None,,,,,"[0.5360642476458717, 0.5360642476458717, 0.5360642476458717, 0.5360642476458717]","[2358.3938366847387, 2971.3900387814338, 3743.716857308672, 4716.787673369477]",Major_3rd,"[11.0, 14.559362849577278, 13.276481047333279, 8.0]",True,1174.7608410000103,1177.4109078000183,1177.4109078000183,1178.604876700032,None,1,,3.1625456199399196,4.168188719952013,None,1,None,1,0,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,7,0,7,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178.9759589000023,None,171.3566223686261,9.0,0.001042127417508883,1,"[0.7736419294280639, 0.7736419294280639, 0.7736419294280639, 0.7736419294280639]","[431.7916311222374, 342.7132447372522, 272.01168260967455, 215.8958155611187]",Major_3rd,"[12.652266053110589, 16.13050582112513, 17.17266412098619, 15.95853876766314]",False,1179.9765308999922,1183.341792799998,1183.341792799998,1184.560756699997,['space'],1,[0.2736975000007078],4.118663719971664,5.123291319992859,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,7,0,7,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.1564633999951,None,329.87697769322364,3.0,0.00013385056005377387,1,"[0.4593127398459718, 0.4593127398459718, 0.4593127398459718, 0.4593127398459718]","[207.80947403569695, 233.25824788420186, 261.8235307051567, 293.8869765709022]",Tone,"[15.542516398817245, 16.4155217517478, 17.0, 17.32493363747519]",False,1187.4765430000261,1189.8739421000355,1189.8739421000355,1191.094872100046,['space'],1,[0.44860120001249015],2.8652991398703307,3.878266539890319,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,7,0,7,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.3974359999993,None,354.95186447427994,10.13050582112513,0.0002832933835239335,1,"[0.5114390999649524, 0.5114390999649524, 0.5114390999649524, 0.5114390999649524]","[894.4226515011552, 709.90372894856, 563.4509630645458, 447.21132575057754]",Major_3rd,"[14.293514526086224, 12.068159352451232, 9.943778458132101, 12.0]",False,1192.4000720000477,1194.9622936000233,1194.9622936000233,1196.1556278000353,['space'],1,[0.33663370000431314],3.072654119983781,4.078898419975303,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,7,0,7,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196.5358949000365,None,,,,,"[0.5338954421490129, 0.5338954421490129, 0.5338954421490129, 0.5338954421490129]","[227.76533229588355, 255.65794142270244, 286.9663365958843, 322.10882197125324]",Tone,"[16.4155217517478, 17.0, 17.32493363747519, 17.0]",True,1197.5361057000118,1200.1757292000111,1200.1757292000111,1201.390566600021,None,1,,3.1654262199881487,4.193730119965039,None,1,None,1,0,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,7,0,7,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.777445100015,None,378.9291416275994,-1.0,7.310446358873497e-05,0,"[0.6279353104196704, 0.6279353104196704, 0.6279353104196704, 0.6279353104196704]","[601.5125180410581, 535.8867312681464, 477.4208019552081, 425.3335804754277]",Tone,"[10.33848715814247, 10.012584718170508, 11.0, 13.0]",False,1202.7975609000423,1205.6974943000241,1205.6974943000241,1206.9008026000229,None,0,,3.554908999998588,4.582498100004159,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,7,0,7,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.4232798000448,None,1351.9940490795777,2.8937323571482487,7.252675004497021e-05,1,"[0.6757832448737375, 0.6757832448737375, 0.6757832448737375, 0.6757832448737375]","[851.702880883981, 956.0041602280273, 1073.0783878818336, 1204.4897652583627]",Tone,"[14.293514526086224, 14.0, 12.880297343895435, 11.0]",False,1208.417379599996,1211.4563038000488,1211.4563038000488,1212.672430500039,['space'],1,[0.28477680002106354],3.732657019980252,4.738744619942736,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,7,0,7,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213.2145339000272,None,3249.0095854249403,2.0,8.907808461563274e-05,1,"[0.4957049117045095, 0.4957049117045095, 0.4957049117045095, 0.4957049117045095]","[5157.481233758315, 4594.793419988138, 4093.4955679870977, 3646.8899542328654]",Tone,"[6.0, 8.747285531350771, 11.0, 13.276481047333279]",False,1215.954373000015,1218.4699165000347,1218.4699165000347,1219.6789897000417,['space'],1,[0.6930636999895796],2.9956408399739303,4.028100039984565,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.412744500034,None,,,,,"[0.48475724979838464, 0.48475724979838464, 0.48475724979838464, 0.48475724979838464]","[1302.7202021049413, 1033.9697096208047, 820.6623023776594, 651.3601010524706]",Major_3rd,"[9.0, 13.0, 13.84245098635827, 11.0]",True,1223.3992093999987,1225.8929483999964,1225.8929483999964,1227.1082452000119,None,1,,2.960467819997575,3.990476419974584,None,1,None,1,0,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227.437954700028,None,1824.5207424737057,0.9710294972254973,7.480006138035799e-05,1,"[0.5970331929122555, 0.5970331929122555, 0.5970331929122555, 0.5970331929122555]","[2896.2461459405613, 2580.261978837344, 2298.752089412445, 2047.9552897799738]",Tone,"[14.044510832506466, 13.0, 10.51781505457788, 8.0]",False,1228.443110799999,1231.2726672000135,1231.2726672000135,1232.480057400011,['space'],1,[0.42202629998791963],3.408883419993799,4.434629519993905,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232.9368885000004,None,250.0,7.0,0.00037494710466622793,1,"[0.7064438523198859, 0.7064438523198859, 0.7064438523198859, 0.7064438523198859]","[1259.9210498948732, 840.8964152537146, 561.2310241546866, 374.5767692191704]",Perfect_5th,"[10.0, 14.0, 9.943778458132101, 15.133781809767155]",False,1235.257970900042,1238.4072514,1238.4072514,1239.6212999999989,['space'],1,[0.3407057999866083],3.846817839948926,4.8791728399228305,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.1851434000419,None,4392.575817648953,4.0,0.0001758466187391402,1,"[0.6490680330605146, 0.6490680330605146, 0.6490680330605146, 0.6490680330605146]","[1743.1948684465053, 2196.2879088244763, 2767.1493679575497, 3486.3897368930106]",Major_3rd,"[6.45369187610424, 10.0, 14.0, 14.170865312533543]",False,1241.1876803000341,1244.1589944000007,1244.1589944000007,1245.3633947999915,['space'],1,[0.71928239997942],3.630033519992139,4.6518255199771374,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245.9025116999983,None,125.0,6.0,0.0014420157515633036,1,"[0.5535232766773884, 0.5535232766773884, 0.5535232766773884, 0.5535232766773884]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[17.0, 16.838723675150135, 15.542516398817245, 15.0]",False,1248.4716455000453,1251.1662672000239,1251.1662672000239,1252.3727889000438,['space'],1,[0.32360820000758395],3.235244659881573,4.244442459894344,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252.7711776000215,None,2724.35875410907,7.1258127351739455,0.00016343312319203038,1,"[0.6037010809083709, 0.6037010809083709, 0.6037010809083709, 0.6037010809083709]","[540.5812440264389, 809.9567035516137, 1213.5638608950912, 1818.2913210209038]",Perfect_5th,"[10.0, 13.84245098635827, 10.270511836376757, 6.971029497225497]",False,1253.7722863000236,1256.5966094000032,1256.5966094000032,1257.812956000038,['space'],1,[0.49771460000192747],3.4262979199993424,4.439262319996487,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.2673993000062,None,,,,,"[0.7439540482238708, 0.7439540482238708, 0.7439540482238708, 0.7439540482238708]","[3339.3351442247604, 2975.009399430824, 2650.432060408382, 2361.266525135886]",Tone,"[14.605639852636942, 14.559362849577278, 13.125812735173945, 11.0]",True,1259.2670923999976,1262.516190299997,1262.516190299997,1263.7251683000359,None,1,,3.998173819971271,5.014397019927856,None,1,None,1,0,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264.3318136000307,None,870.5505632961246,8.0,0.00010141302315890103,1,"[0.4636953756446244, 0.4636953756446244, 0.4636953756446244, 0.4636953756446244]","[172.73910999597211, 258.8162309603445, 387.78619045843385, 581.0227934789201]",Perfect_5th,"[15.0, 17.0, 15.0, 10.0]",False,1265.3498919000267,1267.7796467000153,1267.7796467000153,1268.9885937999934,['space'],1,[0.38870830001542345],2.881155899958685,3.9048037999891676,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269.2972389000352,None,1150.6366762601263,5.653326638641453,9.653680300066569e-05,1,"[0.6280549667355735, 0.6280549667355735, 0.6280549667355735, 0.6280549667355735]","[2899.422738402411, 2301.2733525202525, 1826.521870328517, 1449.7113692012056]",Major_3rd,"[14.044510832506466, 10.51781505457788, 6.971029497225497, 7.704585993294453]",False,1270.3076189000276,1273.2151455000276,1273.2151455000276,1274.4242774000159,['space'],1,[0.2694749999791384],3.5373266200185753,4.547195919963997,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.914478300023,None,8000.0,-2.0,0.00014420157515633036,0,"[0.4110614267164344, 0.4110614267164344, 0.4110614267164344, 0.4110614267164344]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[14.605639852636942, 11.993414470012839, 7.0, 3.389691341329473]",False,1277.6343927000416,1279.8956658000243,1279.8956658000243,1281.0963866999955,None,0,,2.6809040399384685,3.701497239933815,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281.3773515000357,None,212.09630237608005,9.95853876766314,0.0007608189568826578,1,"[0.5831908573402516, 0.5831908573402516, 0.5831908573402516, 0.5831908573402516]","[133.6122979842456, 149.97473367471864, 168.34094675517738, 188.95632390915551]",Tone,"[15.380481822894366, 15.02244988057681, 14.953542491157226, 15.219649067321496]",False,1282.391151000047,1285.1544046000345,1285.1544046000345,1286.3722001000424,['space'],1,[0.21248039999045432],3.3660393199534155,4.376760319981258,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286.8289499999955,None,5656.85424949238,-5.0,7.227417995191064e-05,0,"[0.7365136111608359, 0.7365136111608359, 0.7365136111608359, 0.7365136111608359]","[1122.4620483093731, 1681.7928305074292, 2519.8420997897465, 3775.497250726774]",Perfect_5th,"[12.0, 6.410335264009759, 12.0, 13.0]",False,1289.7308537000208,1292.9538820000016,1292.9538820000016,1294.17439130001,None,0,,3.9723826199187897,4.97492541995598,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.765922999999,None,5436.2884004252055,-1.0,0.00012179598569947614,1,"[0.5341046826747375, 0.5341046826747375, 0.5341046826747375, 0.5341046826747375]","[1078.6962407046865, 1616.218211248104, 2421.5911836900054, 3628.287207824915]",Perfect_5th,"[12.880297343895435, 6.410335264009759, 11.899622844574992, 14.0]",False,1295.7740631000488,1298.397473799996,1298.397473799996,1299.6113300000434,['space'],1,[0.25556809996487573],3.156234520021826,4.178880219988059,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.010395899997,None,466.5164957684038,1.0,8.208192899821638e-05,1,"[0.6858821249412026, 0.6858821249412026, 0.6858821249412026, 0.6858821249412026]","[2351.0958125672178, 1569.1681957935018, 1047.2941228206269, 698.9849670895098]",Perfect_5th,"[11.0, 6.842176152629632, 13.0, 12.0]",False,1302.9550156000187,1306.035069900041,1306.035069900041,1307.259346100036,['space'],1,[0.3402038000058383],3.782135379849933,4.791093279898632,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.7959460000275,None,1187.4666591381545,5.0,9.228138232081426e-05,1,"[0.7059080575616371, 0.7059080575616371, 0.7059080575616371, 0.7059080575616371]","[471.24645597326753, 593.7333295690773, 748.0571199482506, 942.492911946535]",Major_3rd,"[11.470807719132008, 10.0, 13.0, 14.286105052735719]",False,1308.8026701000053,1311.938588900026,1311.938588900026,1313.155363400001,['space'],1,[0.2906608000048436],3.835919119999744,4.864152619964443,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313.7258132999996,None,1624.5047927124701,-3.0,4.095962509705186e-05,0,"[0.48109698455978, 0.48109698455978, 0.48109698455978, 0.48109698455978]","[4093.4955679870973, 3249.0095854249403, 2578.7406168791567, 2046.7477839935486]",Major_3rd,"[11.0, 14.605639852636942, 13.0, 8.0]",False,1316.7597149999929,1319.2177614000393,1319.2177614000393,1320.4434823000338,None,0,,2.959597619890701,3.969367919897195,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.78329630004,None,506.6047267655779,4.543314606668681,0.00011880287617893335,0,"[0.6195170511892925, 0.6195170511892925, 0.6195170511892925, 0.6195170511892925]","[1276.5639184563847, 1013.2094535311559, 804.1848761997406, 638.2819592281922]",Major_3rd,"[10.0, 13.794555457361811, 13.84245098635827, 11.0]",False,1321.796822400007,1324.6943511000136,1324.6943511000136,1325.9029606000404,None,0,,3.501965619972907,4.532484819996171,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326.3965545000392,None,287.17458874925893,3.0,0.00018094553253346707,0,"[0.5285369628389733, 0.5285369628389733, 0.5285369628389733, 0.5285369628389733]","[180.90865468004733, 203.06309908905897, 227.93062213955432, 255.84347299919386]",Tone,"[15.01659648795322, 15.542516398817245, 16.4155217517478, 17.0]",False,1329.2700543000246,1331.8780105000478,1331.8780105000478,1333.0846081000054,None,0,,3.137887139862869,4.1538882398745045,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.4764929999947,None,3012.7375241483633,8.559362849577278,0.0001501009950296724,1,"[0.40922182925146905, 0.40922182925146905, 0.40922182925146905, 0.40922182925146905]","[1195.6056787842954, 1506.3687620741819, 1897.9057122413435, 2391.2113575685903]",Major_3rd,"[11.0, 6.842176152629632, 7.0, 11.0]",False,1334.4948932999978,1336.7359771000338,1336.7359771000338,1337.941820100008,['space'],1,[0.2980925000156276],2.6477387199993245,3.6697904199827462,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,8,0,8,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.2290160999983,None,4000.0,-3.0,5.942511137185092e-05,0,"[0.583173937877854, 0.583173937877854, 0.583173937877854, 0.583173937877854]","[6349.6042078728005, 5656.854249492382, 5039.684199579494, 4489.8481932374925]",Tone,"[3.389691341329473, 4.420310465030703, 7.0, 9.0]",False,1341.2972050000099,1344.0821025000187,1344.0821025000187,1345.3108913000324,None,0,,3.3589099999517202,4.377333499956876,None,1,None,1,,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
,,,,9,0,9,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359.3431969000376,None,,,,,"[0.7248274976158975, 0.7248274976158975, 0.7248274976158975, 0.7248274976158975]","[718.1579165703146, 570.0023161215039, 452.4111381177927, 359.0789582851572]",Major_3rd,"[12.068159352451232, 9.943778458132101, 12.0, 16.0]",True,1360.3394297000486,1363.5308059999952,1363.5308059999952,1364.7376202000305,None,1,,3.9272343200282194,4.945687720028218,None,1,None,1,0,,,,,,,lkbxgs,001,fr,0,0,2022-04-29_11h04.04.543,Cluster,2022.1.1,36.63843796696743,
