tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,Audiogram_frequency,Audiogram_time,Audiogram_none,Audiogram_both,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,3,0,3,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.6830291999504,None,267.9433656340732,3.0,0.00020972419135141431,1,"[0.6508132190327148, 0.6508132190327148, 0.6508132190327148, 0.6508132190327148]","[1350.3499461681895, 901.2504626108299, 601.5125180410581, 401.46144093168806]",Perfect_5th,"[8.456175848159125, 9.72102126158546, 9.0, 7.4560788134613265]",False,625.77444129996,628.7383635998704,628.7383635998704,629.9592526999768,['space'],1,[0.2606985999736935],3.619778909953311,4.6395715097896755,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.4647796999197,None,1148.6983549970344,-8.0,2.001367081501412e-05,0,"[0.5435040340371828, 0.6124334090441916, 0.5350493852840702, 0.5950740488429161]","[326.69779744462056, 2453.150098725979, 507.6642788993946, 516.7408787325014]",None,"[7.660359555198436, 8.769482273595965, 7.685628092737151, 8.0]",False,631.4975884999149,634.2217164000031,634.2217164000031,635.4308803998865,None,0,,3.3102673897519708,4.3352328897453845,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.8877751000691,None,,,,,"[0.6826192313549879, 0.6826192313549879, 0.6826192313549879, 0.6826192313549879]","[1534.3104153675167, 5864.350167244081, 149.31327680400108, 819.9138887063779]",None,"[9.13803236350089, 19.0, 9.822047904124807, 10.154520051482688]",True,636.889570799889,639.9654534000438,639.9654534000438,641.1838807999156,None,1,,3.7782582896761596,4.801151189720258,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.7264992999844,None,6578.1588366738715,16.0,0.0008734950449807847,0,"[0.4056610594628438, 0.4056610594628438, 0.4056610594628438, 0.4056610594628438]","[2610.544064337503, 3289.079418336936, 4143.980393938691, 5221.0881286750055]",Major_3rd,"[8.11134830558945, 6.547565865480125, 9.0, 16.0]",False,642.7383822998963,644.9850810000207,644.9850810000207,646.2046449000482,None,0,,2.668677589856088,3.68069518962875,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,3,0,3,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.4579497000668,None,164.93848884661182,0.0,0.0003931354593573141,1,"[0.5968346553984145, 0.6124651017711107, 0.6432456160191993, 0.7677196674220435]","[415.6189480713941, 329.8769776932237, 261.82353070515677, 207.809474035697]",Major_3rd,"[7.4560788134613265, 7.660359555198436, 7.654204264418274, 9.0]",False,647.4989287999924,650.3881534999236,650.3881534999236,651.5921918000095,['space'],1,[0.3507065000012517],3.64241238986142,4.663653189782053,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.8926067999564,None,128.14233955666577,3.0,0.0009813522868265452,1,"[0.7932382833291709, 0.5959374483878948, 0.742238494615417, 0.5338051641100989]","[3931.8670073604426, 478.8409267597772, 2610.1543447719673, 378.32582385916805]",None,"[8.0, 7.433177645562939, 8.11134830558945, 7.572849574758852]",False,724.8636447999161,728.0301121000666,728.0301121000666,729.2316069998778,['space'],1,[0.5838974001817405],3.700458189472556,4.702959189424291,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.6061986000277,None,176.7766952966369,-2.0,0.0002780315447610839,1,"[0.5661195697837297, 0.5661195697837297, 0.5661195697837297, 0.5661195697837297]","[890.8987181403394, 594.6035575013606, 396.8502629920499, 264.86577358982385]",Perfect_5th,"[9.72102126158546, 9.0, 7.4560788134613265, 7.654204264418274]",False,730.6274389999453,733.3446432000492,733.3446432000492,734.5752848000266,['space'],1,[0.3202261000405997],3.2808427894487977,4.305952589493245,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.9797624999192,None,,,,,"[0.41427316731900904, 0.5738257533471061, 0.5428417527728354, 0.6079411018049216]","[290.15359694000324, 325.68640074560824, 365.5706244874227, 410.33915196388915]",Tone,"[7.59071669085906, 7.660359555198436, 7.652219733616056, 7.4560788134613265]",True,735.9995979999658,738.5486289998516,738.5486289998516,739.7842289998662,None,1,,3.175159489735961,4.1948324895929545,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.2396122000646,None,199.21770055467772,3.223996358287932,0.00038887181860500566,1,"[0.7729688336226773, 0.7729688336226773, 0.7729688336226773, 0.7729688336226773]","[125.49928722024599, 140.86818699460363, 158.11919371559057, 177.48279405502834]",Tone,"[8.900529052947052, 9.543286576825256, 9.822047904124807, 9.907445772281816]",False,741.2418871999253,744.576094100019,744.576094100019,745.7899894998409,['space'],1,[0.21577539993450046],4.121238789753988,5.134178489679471,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.4184425000567,None,4000.0,-2.0,6.667607160816621e-05,0,"[0.5495473511147843, 0.5382785076364215, 0.528866879163912, 0.7385295927222144]","[702.6672304021562, 1141.784204181453, 2692.864578999929, 4326.500954112799]",None,"[10.327016674808721, 8.212626858769866, 8.0, 10.0]",False,747.4313531999942,750.0690782000311,750.0690782000311,751.2830202998593,None,0,,3.381162389414385,4.3888038895092905,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.877719799988,None,606.7678651636817,3.429214537568849,8.13117073704335e-05,1,"[0.6725808279945735, 0.780764579905942, 0.45407168467062203, 0.4626834083792338]","[7993.508008296979, 366.14821249840975, 1047.946535051818, 277.8640860448798]",None,"[22.874503533923686, 7.652219733616056, 8.370891759669666, 7.59071669085906]",False,752.8880419000052,755.8257770000491,755.8257770000491,757.03571560001,['space'],1,[0.5268263001926243],3.419859789777547,4.43589818966575,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.3682854999788,None,6129.017681007697,14.338897332561363,0.0006355163261139432,1,"[0.6308678710759549, 0.6308678710759549, 0.6308678710759549, 0.6308678710759549]","[150.8761403135801, 7895.2682095345945, 522.6751058555737, 3123.4329046338894]",None,"[9.822047904124807, 22.874503533923686, 8.0, 6.872527731548502]",False,758.3885756998789,761.3056087999139,761.3056087999139,762.5102448000107,['space'],1,[0.4527304000221193],3.5535429895389825,4.561996889533475,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.9987474000081,None,2000.0,-3.0,5.296268625886443e-05,0,"[0.754227807796527, 0.754227807796527, 0.754227807796527, 0.754227807796527]","[3174.8021039364003, 2828.427124746191, 2519.842099789747, 2244.9240966187463]",Tone,"[6.547565865480125, 7.437925777140254, 8.769482273595965, 9.328888324295757]",False,764.0125360998791,767.307967599947,767.307967599947,768.5129426999483,None,0,,4.026441089808941,5.061567489756271,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.1317783999257,None,6137.337218705925,14.338897332561363,0.0006375595611613952,1,"[0.6969562460067971, 0.5729015206596301, 0.44340280790460496, 0.49115173991857364]","[1217.8019446571714, 1824.6412719140246, 2733.8729304700523, 4096.181159004871]",Perfect_5th,"[8.251987933046767, 9.918086234917741, 8.0, 9.0]",False,770.1313159998972,772.8842098000459,772.8842098000459,774.0881380999926,['space'],1,[0.401338699972257],3.2302992895711213,4.247864389559254,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.4176065998618,None,,,,,"[0.44324568850333, 0.5316396937341394, 0.4539029555438095, 0.6490470886996651]","[492.49763607494754, 390.8956327986116, 310.2540693571455, 246.24881803747374]",Major_3rd,"[7.685628092737151, 7.572849574758852, 7.618500119928713, 8.0]",True,775.4177343999036,777.889661999885,777.889661999885,779.1090642998461,None,1,,3.114140989491716,4.132287389598787,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.5843410999514,None,233.2582478842019,-2.0,0.000159090436875498,1,"[0.5322822981246125, 0.5085054257317637, 0.6022389076417773, 0.6617434482036006]","[146.94348828545108, 164.9384888466118, 185.13719403582056, 207.80947403569698]",Tone,"[9.543286576825256, 9.96367654631023, 9.645744284578136, 9.0]",False,780.5899656999391,783.2651088000275,783.2651088000275,784.4983206000179,['space'],1,[0.3753299000672996],3.336559389717877,4.3589084898121655,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.9959384999238,None,253.14162150662804,1.8670261638144354,0.0002035185447669374,1,"[0.7992836039135904, 0.7992836039135904, 0.7992836039135904, 0.7992836039135904]","[159.46922877036067, 178.99815716789504, 200.91863813827857, 225.52354610822186]",Tone,"[9.96367654631023, 9.907445772281816, 9.223996358287932, 8.23933879716737]",False,786.0158224999905,789.4403816000558,789.4403816000558,790.6718780999072,['space'],1,[0.47890499979257584],4.2258030897937715,5.261479989858344,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.3234226999339,None,615.5722066724584,-5.0,3.0037681611419803e-05,0,"[0.728110163353217, 0.6942955143614373, 0.5333152471634369, 0.7759011283466737]","[1488.8783753263392, 3554.3451634095295, 345.59868998406296, 4813.301887775759]",None,"[9.0, 6.582063189614965, 7.652219733616056, 13.0]",False,792.339722600067,795.3154994999059,795.3154994999059,796.5493616999593,None,0,,3.7517360895872116,4.764404289424419,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.156808400061,None,,,,,"[0.7137505344410481, 0.46276131099786955, 0.4191671378728136, 0.43084423929149596]","[1433.2947355656386, 742.0101810911771, 1566.1852572820344, 1163.0283496288516]",None,"[8.770267240523891, 10.380278878836705, 9.13803236350089, 8.212626858769866]",True,798.1511281998828,800.7850007000379,800.7850007000379,802.0076279998757,None,1,,3.0780236897990108,4.100334589835256,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.294405200053,None,707.1067811865476,1.0,4.982092697845807e-05,1,"[0.5319471146652714, 0.5319471146652714, 0.5319471146652714, 0.5319471146652714]","[131.19720973376772, 1235.029185254597, 891.1186409091436, 465.26346838473086]",None,"[9.20953567365234, 8.251987933046767, 9.72102126158546, 7.433177645562939]",False,803.3060395999346,805.9415080000181,805.9415080000181,807.159996900009,['space'],1,[0.5240614998620003],3.1393815896008164,4.146464089397341,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.5060304000508,None,3482.202253184498,-4.0,4.722761521385692e-05,0,"[0.7558807559211775, 0.7558807559211775, 0.7558807559211775, 0.7558807559211775]","[1381.9128799677774, 1741.1011265922498, 2193.6499593892536, 2763.825759935554]",Major_3rd,"[8.770267240523891, 9.761269433733453, 9.71510733464561, 7.437925777140254]",False,808.5862106999848,811.8839871999808,811.8839871999808,813.0905603999272,None,0,,4.059762219665572,5.072825819719583,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.6855945999268,None,5944.758522205193,14.0,0.0005909340050227435,1,"[0.46693722764351764, 0.46693722764351764, 0.46693722764351764, 0.46693722764351764]","[3744.963199334131, 4203.579063567811, 4718.357965922722, 5296.1777470864645]",Tone,"[7.076096516753575, 9.0, 12.0, 16.09185360822503]",False,814.6966234999709,817.1405934998766,817.1405934998766,818.3511598999612,['space'],1,[0.37350849993526936],2.9015416896436363,3.910225889645517,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.6517546998803,None,,,,,"[0.7402920147632531, 0.7884708572012726, 0.4952215953249727, 0.671024430778814]","[404.3432072819937, 5667.409848377251, 6944.96656409119, 3936.97230294558]",None,"[7.4560788134613265, 18.360263733267555, 22.802176100514853, 8.0]",True,819.6683236998506,822.7202800000086,822.7202800000086,823.9473838999402,None,1,,3.720773489680141,4.724696289515123,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.4390751998872,None,185.7832916127806,3.645744284578136,0.00048266590124978234,1,"[0.4150682871187344, 0.4150682871187344, 0.4150682871187344, 0.4150682871187344]","[155.5287742071163, 5719.890750380043, 5350.699103810049, 3639.934570695092]",None,"[9.822047904124807, 18.360263733267555, 16.09185360822503, 7.0]",False,825.4297747998498,827.7136092998553,827.7136092998553,828.9146926000249,['space'],1,[0.5334968001116067],2.6868221894837916,3.7037176894955337,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,4,0,4,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.1770283998922,None,200.15662663555335,3.223996358287932,0.00038429742177196037,1,"[0.7736336928548779, 0.5684162258260281, 0.7629442282952741, 0.48996666631203234]","[126.09077358704124, 141.5321079934237, 158.86441983984176, 178.31928209690898]",Tone,"[8.900529052947052, 9.543286576825256, 9.822047904124807, 9.907445772281816]",False,830.194286899874,833.3343129998539,833.3343129998539,834.5631379999686,['space'],1,[0.31321500008925796],3.6310258894227445,4.641881689429283,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.1823704000562,None,216.0963498179353,2.7162738125939643,0.00031978333021077634,1,"[0.4338647566190375, 0.5188334046233567, 0.7786441931557339, 0.4134369373058708]","[4150.832109305618, 256.3197418843227, 3004.529703026923, 811.239280709616]",None,"[9.0, 7.867026163814435, 7.0, 10.154520051482688]",False,838.1779495000374,840.9355837998446,840.9355837998446,842.1371358998585,['space'],1,[0.3421601001173258],3.1862656897865236,4.201260889880359,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.4225454998668,None,,,,,"[0.69670706442796, 0.5387079855115284, 0.5843906295123774, 0.5895884087148282]","[2930.5139521389956, 2610.7911234530106, 2325.9504652164633, 2072.186287919273]",Tone,"[7.0, 8.11134830558945, 9.328888324295757, 9.71510733464561]",True,843.4388412998524,846.2982758998405,846.2982758998405,847.509159399895,None,1,,3.46035658987239,4.463161589810625,None,1,None,1,,0,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.9365478998516,None,307.7861033362292,-3.0,7.522887020865065e-05,0,"[0.6052983365751868, 0.6052983365751868, 0.6052983365751868, 0.6052983365751868]","[593.5283732767567, 2351.169104790523, 3656.023967532021, 948.1644592212906]",None,"[9.0, 9.0, 7.0, 9.0]",False,848.9418210999575,851.7719739000313,851.7719739000313,853.0002319000196,None,0,,3.4599008897785097,4.468178589595482,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
,,,,5,0,5,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.4505865999963,None,518.7936892203826,2.0,8.625259990501722e-05,1,"[0.5899739501888539, 0.5899739501888539, 0.5899739501888539, 0.5899739501888539]","[1076.52979947551, 134.94182746847022, 139.24628921650336, 249.64866162494812]",None,"[8.370891759669666, 9.20953567365234, 9.543286576825256, 7.867026163814435]",False,854.4461234000046,857.2318837000057,857.2318837000057,858.4648837000132,['space'],1,[0.28264889982528985],3.393707489594817,4.412716789636761,None,1,None,1,,,,,,,,,,,,,wxbjqe,001,fr,0,0,2022-05-16_17h20.40.211,Cluster,2022.1.1,34.75919009068691,
