tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_none,Audiogram_frequency,Audiogram_time,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,3,0,3,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.5660107999865,None,,,,,"[0.7905764614937182, 0.7457573871698939, 0.45300593006570256, 0.6689672553198329]","[629.3215556399458, 942.916940446373, 1412.779124777709, 2116.776960718086]",Perfect_5th,"[1.698292829809227, 4.512287280576092, 4.026040202278114, 4.828475417338947]",True,609.5852266000002,612.5893735999998,612.5893735999998,613.7999440999993,None,1,,3.6792083000182174,4.7070205000345595,None,1,None,1,0,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.3344160999986,None,307.7861033362292,-6.0,5.32579615281957e-05,1,"[0.5845604036821558, 0.5845604036821558, 0.5845604036821558, 0.5845604036821558]","[1163.4260521306874, 621.457413201317, 344.390846520328, 231.0559778814027]",None,"[5.2053088615713285, 1.698292829809227, 8.78921793928857, 5.223862564447552]",False,615.3364010999794,618.1148436999938,618.1148436999938,619.3322977999924,['space'],1,[0.2370541999989655],3.3871439000358805,4.418164300033823,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,3,0,3,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.7876448000025,None,1414.213562373095,-5.0,2.836018893396214e-05,0,"[0.5426118536649024, 0.5406008153826387, 0.7181212572474518, 0.4891943222216561]","[6644.0627451397495, 2281.603792445053, 565.4178584530438, 3265.5134639005187]",None,"[-3.748760475731716, 5.1460154689617825, 2.479650305886871, 3.4224510059389095]",False,620.8142206999764,623.6291576999938,623.6291576999938,624.8368379999883,None,0,,3.3344894000329077,4.360832500009565,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.7555868999916,None,493.24650708108265,-1.0,6.398270830601402e-05,1,"[0.43142637801054695, 0.43142637801054695, 0.43142637801054695, 0.43142637801054695]","[384.9953801985361, 1742.7650653761689, 1649.9686325208404, 1913.7105491809004]",None,"[8.790195709713082, 3.7654575652601103, 3.647019961438937, 4.0574235575589865]",False,630.7297177999862,633.0456881999853,633.0456881999853,634.2505186999915,['space'],1,[0.3895980000088457],2.7526839000056498,3.7776089000108186,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.5575083000003,None,,,,,"[0.7905123560394559, 0.7905123560394559, 0.7905123560394559, 0.7905123560394559]","[801.4947380558705, 634.5191006157165, 5958.625629915053, 507.84600701929634]",None,"[2.8408289589076694, 1.698292829809227, -4.461808124366424, 4.950677049804232]",True,635.5667419999954,638.9672446999757,638.9672446999757,640.1908519999997,None,1,,4.18809899999178,5.205179100012174,None,1,None,1,0,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.8180035999976,None,189.4645708137998,-9.0,0.00010779657212192314,0,"[0.43010346310840414, 0.7855131993222978, 0.5874862764501736, 0.5548030118903596]","[477.4208019552084, 378.9291416275996, 300.7562590205292, 238.7104009776042]",Major_3rd,"[6.0, 8.790195709713082, 7.709747770638259, 5.223862564447552]",False,641.8480452999938,644.683487399976,644.683487399976,645.920312000002,None,0,,3.398776500020176,4.428842400026042,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.307018099993,None,3525.6937046175544,-4.0,4.7709321759227315e-05,1,"[0.5227675616061415, 0.5227675616061415, 0.5227675616061415, 0.5227675616061415]","[2221.0478569647466, 2493.0419269217928, 2798.344947813782, 3141.036001999243]",Tone,"[5.0, 5.301282829788761, 5.0, 4.0]",False,647.3012123999943,649.884478299995,649.884478299995,651.088503099978,['space'],1,[0.4072498000168707],3.1075030000065453,4.112838900007773,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.4716306999908,None,1148.9077099213985,-0.7946911384286711,4.588469369966269e-05,1,"[0.468629289641461, 0.6759366029385656, 0.7951384582469901, 0.788314840031177]","[5768.1392048614125, 221.71258828966944, 165.07476831074317, 537.0424642342435]",None,"[-4.762477236157597, 5.199138554488693, 6.459574941411008, 3.6129955185513642]",False,652.4794524999743,655.4351057999884,655.4351057999884,656.6493724999891,['space'],1,[0.5393205000145826],3.744065100006992,4.741222100012237,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.2731951999885,None,,,,,"[0.7809760336575854, 0.7809760336575854, 0.7809760336575854, 0.7809760336575854]","[1410.413110274323, 901.8055624208945, 1462.3496883637522, 4817.227727671833]",None,"[4.026040202278114, 4.0, 4.0, -4.0]",True,658.284771799983,661.6318611000024,661.6318611000024,662.8334433999844,None,1,,4.152360200008843,5.160624300013296,None,1,None,1,0,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.4905663999962,None,125.0,-4.0,0.00045600541967795504,1,"[0.5488311919676349, 0.536997381216326, 0.46511166492672124, 0.7346970078348798]","[351.03506818613374, 267.21869054777216, 6772.477567528391, 172.22342880447627]",None,"[8.78921793928857, 6.13337686125661, -3.0, 6.171133378872256]",False,664.5033578999864,667.0941212999751,667.0941212999751,668.3053134999936,['space'],1,[0.5340076000138652],3.3266685000271536,4.328135700023267,None,1,None,1,,,"{'estimation': [[125.0, -4.120467863543361], [133.9716828170366, -4.682383069507734], [138.37246616216035, -5.0], [143.5872943746293, -5.344992872195986], [153.89305166811442, -5.996183432810833], [153.96514092187127, -6.0], [164.93848884661162, -6.540713890874281], [176.77669529663666, -6.8769143213525314], [189.46457081379947, -6.950144538306427], [203.0630990890585, -6.740982929501455], [217.6376408240306, -6.299771051050378], [225.39128857435406, -6.0], [233.25824788420132, -5.697134230805755], [249.99999999999937, -5.06996123798306], [252.22178867054717, -5.0], [267.94336563407256, -4.522069442044122], [287.1745887492579, -4.170761791685674], [307.78610333622805, -4.071555604275165], [329.87697769322244, -4.25011542504507], [353.55339059327247, -4.674870984709713], [366.5358278794596, -5.0], [378.929141627598, -5.297318997454892], [405.78111322663034, -6.0], [406.12619817811606, -6.008844908329985], [435.2752816480601, -6.7130412053908035], [449.9428016205736, -7.0], [466.5164957684015, -7.312000014543948], [499.9999999999975, -7.694498579504215], [535.8867312681438, -7.805761297586116], [574.3491774985143, -7.608090560964078], [615.5722066724546, -7.102857848703249], [621.086250070051, -7.0], [659.7539553864432, -6.333117520802613], [675.5370391452597, -6.0], [707.1067811865431, -5.381927903144612], [725.259744613447, -5.0], [757.8582832551941, -4.361594771473099], [777.3519164469246, -4.0], [812.2523963562301, -3.3907610872188636], [839.6778461177458, -3.0], [870.5505632961181, -2.5786505695521313], [933.0329915368008, -2.020851536525603], [938.0657843401051, -2.0], [999.9999999999926, -1.7549231163485834], [1071.773462536285, -1.7974406779684378], [1120.0027773972847, -2.0], [1148.698354997026, -2.118741618196761], [1231.1444133449063, -2.6374484535428926], [1279.431844745203, -3.0], [1319.5079107728832, -3.2945172940820906], [1414.2135623730828, -3.9793584577806325], [1417.4099426094915, -4.0], [1515.7165665103846, -4.620637156653906], [1595.4578019672763, -5.0], [1624.5047927124542, -5.1416816863441905], [1741.101126592234, -5.474681716649904], [1866.065983073597, -5.591150302116356], [1999.9999999999777, -5.491824539227166], [2143.5469250725646, -5.207189070166992], [2219.6105117685383, -5.0], [2297.396709994046, -4.79969229308664], [2462.2888266898062, -4.386436548035044], [2639.01582154576, -4.070312653394506], [2772.5643656852258, -4.0], [2828.427124746159, -3.972258321673376], [2852.1174041453655, -4.0], [3031.433133020758, -4.194834756139124], [3249.0095854249043, -4.773637714547366], [3302.058855242558, -5.0], [3482.2022531844555, -5.7228268660357084], [3536.389702347157, -6.0], [3732.1319661471844, -6.974822564663211], [3736.864607086136, -7.0], [3920.2010644422257, -8.0], [3999.9999999999554, -8.412336488902993], [4115.502353869336, -9.0], [4287.093850145118, -9.871377093867054], [4317.309590506076, -10.0], [4546.239197433166, -11.0], [4594.793419988081, -11.205533443372843], [4847.793106740237, -12.0], [4924.577653379601, -12.23999902493539], [5278.031643091513, -12.854069770386484], [5656.854249492303, -12.994473960344417], [6062.866266041501, -12.654653591115842], [6430.729529647001, -12.0], [6498.019170849792, -11.88572754127586], [6877.810248288172, -11.0], [6964.404506368894, -10.805997102564213], [7285.218192711051, -10.0], [7464.2639322943505, -9.55536150406202], [7702.208371956827, -9.0], [7999.999999999872, -8.27798251549407]], 'plus_line': [[125.0, -6.652049628090992], [133.66385748398858, -7.0], [133.9716828170366, -7.012802499046954], [143.5872943746293, -7.579320070858449], [151.09948408700524, -8.0], [153.89305166811442, -8.163345754812998], [164.93848884661162, -8.681307244501824], [176.77669529663666, -8.996648254319819], [177.23419755990457, -9.0], [189.46457081379936, -9.104582498204113], [197.1178914963611, -9.0], [203.0630990890585, -8.932924391005884], [217.6376408240306, -8.561323834320222], [233.03008378653703, -8.0], [233.25824788420132, -7.992260302563888], [249.99999999999937, -7.423017407047135], [263.5831201782541, -7.0], [267.94336563407256, -6.877132298877878], [287.1745887492579, -6.5322186809208995], [307.78610333622805, -6.412783065435327], [329.87697769322244, -6.563267677118703], [353.55339059327247, -6.954694546964687], [355.4041370126542, -7.0], [378.929141627598, -7.586155430849178], [394.9601054595586, -8.0], [406.12619817811606, -8.298134076594309], [435.2752816480601, -8.974737803222876], [436.6025746702402, -9.0], [466.5164957684015, -9.582176872673148], [499.9999999999975, -9.94238935114894], [519.6171970496927, -10.0], [535.8867312681431, -10.055698356377365], [544.7786510229848, -10.0], [574.3491774985143, -9.850788453610212], [615.5722066724546, -9.326461229825046], [631.7779631474677, -9.0], [659.7539553864432, -8.492946296334795], [681.5125564959392, -8.0], [707.1067811865431, -7.458100705648137], [727.6201890735587, -7.0], [757.8582832551941, -6.356375275296264], [776.138630374939, -6.0], [812.2523963562301, -5.333662848523122], [834.6367068928698, -5.0], [870.5505632961181, -4.511718338331123], [925.8948726485439, -4.0], [933.0329915368008, -3.940371104071998], [999.9999999999926, -3.7227032285276], [1071.773462536285, -3.7870199105639815], [1123.4557858066287, -4.0], [1148.698354997026, -4.119600969195158], [1231.1444133449063, -4.663346529513659], [1276.3773005541818, -5.0], [1319.5079107728832, -5.338344590936611], [1408.5331914218907, -6.0], [1414.2135623730846, -6.045298316939517], [1515.7165665103846, -6.770800438055002], [1557.5960097176364, -7.0], [1624.5047927124563, -7.4001150248418845], [1741.1011265922318, -7.820959720165525], [1863.829027867405, -8.0], [1866.065983073597, -8.003886899193176], [1872.913070853157, -8.0], [1999.9999999999802, -7.941472023400575], [2143.5469250725646, -7.664880663428553], [2297.3967099940432, -7.224926569764655], [2368.2942719195594, -7.0], [2462.2888266898062, -6.748382869014641], [2639.01582154576, -6.379157234702732], [2828.427124746159, -6.20739534016804], [3031.4331330207615, -6.360738566022992], [3249.0095854249043, -6.861827366621099], [3283.0832986187015, -7.0], [3482.2022531844555, -7.773216111230347], [3526.2221479935424, -8.0], [3731.4196477948203, -9.0], [3732.1319661471844, -9.003287745778445], [3900.261019235725, -10.0], [3999.9999999999504, -10.51081495759379], [4088.1173525044837, -11.0], [4279.401146065815, -12.0], [4287.093850145124, -12.03778085229513], [4483.283251814935, -13.0], [4594.793419988076, -13.493835625601651], [4742.300723130632, -14.0], [4924.577653379601, -14.615994620442478], [5131.708189155485, -15.0], [5278.031643091513, -15.28988671729407], [5656.854249492303, -15.439176459519437], [6062.866266041508, -15.036262618053803], [6080.441389448459, -15.000000000000002], [6498.019170849792, -14.231958496986035], [6592.131208029074, -14.0], [6964.4045063688845, -13.106099601837435], [7007.969445497603, -13.0], [7414.744288906561, -12.0], [7464.2639322943505, -11.881164716538688], [7884.081999256946, -11.0], [7999.999999999882, -10.747850080077265]], 'minus_line': [[125.0, -1.579805648640754], [129.57213186661014, -2.0], [133.9716828170366, -2.344705652966316], [141.702685393029, -3.0], [143.5872943746293, -3.141296998937806], [153.89305166811442, -3.864933722617634], [156.19832822606475, -4.0], [164.93848884661162, -4.4361205156048715], [176.77669529663666, -4.779470784094103], [189.46457081379947, -4.819449323855998], [203.0630990890585, -4.538268852595822], [217.6376408240306, -4.035851065463946], [218.47880357240206, -4.0], [233.25824788420132, -3.3411349170172553], [241.70463764634863, -3.0], [249.99999999999937, -2.645524823916322], [267.94336563407256, -2.091392147144442], [273.05075285121075, -2.0], [287.1745887492579, -1.7262846962267426], [307.78610333622805, -1.6588522769142928], [329.87697769322244, -1.8967294924102542], [334.4616850480318, -2.0], [353.55339059327247, -2.3591771362274647], [377.68519378304364, -3.0], [378.929141627598, -3.0299762735031184], [406.12619817811606, -3.7518269899458225], [415.2976857371326, -4.0], [435.2752816480596, -4.482566123545908], [460.1536038961763, -5.0], [466.5164957684015, -5.119288971393742], [499.9999999999975, -5.5036395335763855], [535.8867312681438, -5.620440295394664], [574.3491774985143, -5.430369721233106], [612.9935805342304, -5.0], [615.5722066724546, -4.968620733569065], [659.7539553864432, -4.24208296949709], [672.2551077911925, -4.0], [707.1067811865431, -3.3588219544266864], [725.5201319072247, -3.0], [757.8582832551941, -2.406215250257472], [781.0955763758838, -2.0], [812.2523963562301, -1.4766582262339916], [847.2200665305264, -1.0], [870.5505632961181, -0.6768107782867038], [933.0329915368008, -0.12215210098625802], [962.1641724541905, 0.0], [999.9999999999939, 0.18169573820058438], [1071.773462536285, 0.16280674865630618], [1108.8960358629104, 0.0], [1148.698354997026, -0.14534472333052398], [1231.1444133449063, -0.6392529134852738], [1277.982843788207, -1.0], [1319.5079107728832, -1.2875004224611866], [1414.2135623730828, -1.9563596848673148], [1421.2787859155471, -2.0], [1515.7165665103846, -2.5124427462548384], [1624.5047927124563, -2.9656013291255667], [1639.0471245918534, -3.0], [1741.101126592234, -3.205019437778204], [1866.065983073597, -3.2565171889196494], [1999.9999999999802, -3.134350109848942], [2069.845991093256, -3.0], [2143.5469250725646, -2.8445774149298044], [2297.396709994046, -2.4585849612783814], [2462.2888266898062, -2.091049236681768], [2520.522049175145, -2.0], [2639.01582154576, -1.798386485773288], [2828.427124746159, -1.7424528227944354], [3002.5482925363813, -2.0], [3031.4331330207615, -2.0355468088084785], [3249.0095854249043, -2.6552329329985374], [3325.9474887043884, -3.0], [3482.2022531844555, -3.658595837108773], [3549.1476475105337, -4.0], [3732.1319661471844, -4.964011288291114], [3739.1656439579715, -5.0], [3928.7196377875757, -6.0], [3999.9999999999504, -6.375625927044533], [4130.727691387737, -7.0], [4287.093850145118, -7.803797106942678], [4335.879995114958, -8.0], [4572.695535879253, -9.0], [4594.793419988076, -9.08969823240635], [4900.059893936726, -10.0], [4924.577653379601, -10.071986775466335], [5278.031643091506, -10.641530626046752], [5656.854249492303, -10.784558868483089], [6062.866266041508, -10.459545032521227], [6333.11965712925, -10.0], [6498.019170849792, -9.71491165350509], [6799.536875726227, -9.0], [6964.404506368894, -8.624853911465385], [7194.22641945336, -8.0], [7464.2639322943505, -7.301567710074506], [7577.9335990798945, -7.0], [7941.114099043379, -6.0], [7999.999999999882, -5.845466351838113]]}",,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.8682419999968,None,142.91130192919437,0.4752150264841535,0.0005949339914903376,1,"[0.5016970351388683, 0.41983301044838717, 0.6281465061742106, 0.6959624096910605]","[226.85755102054813, 202.10710140466296, 180.0569575684738, 160.41251269000276]",Tone,"[5.223862564447552, 5.416622651675733, 6.0, 6.459574941411008]",False,669.8583310999966,672.4408599000017,672.4408599000017,673.6531689999974,['space'],1,[0.28977209998993203],3.278691899991827,4.298690700001316,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.212408499996,None,189.4645708137998,-7.0,0.00013570784394859175,1,"[0.5637736023221196, 0.5637736023221196, 0.5637736023221196, 0.5637736023221196]","[954.8416039104168, 637.2803136596312, 425.333580475428, 283.8761072677194]",Perfect_5th,"[4.512287280576092, 1.698292829809227, 8.0, 6.900615931954652]",False,675.2468867999851,677.9817678999971,677.9817678999971,679.2086405000009,['space'],1,[0.22330720000900328],3.2998016999918036,4.302761200000532,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.5913363999862,None,,,,,"[0.7338796968076748, 0.7338796968076748, 0.7338796968076748, 0.7338796968076748]","[997.3391805392754, 1494.3203522483866, 2238.950758894613, 3354.6357668302153]",Perfect_5th,"[5.06055000320855, 3.735371251845848, 5.0, 3.0]",True,680.5992290999857,683.8190161999955,683.8190161999955,685.035791799979,['space'],0,[0.2753190000075847],3.975185900024371,4.977905900013866,None,1,None,1,0,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.6189488999953,None,2828.42712474619,-6.0,3.282073027694465e-05,0,"[0.777851088742428, 0.5348069629538693, 0.43063574069944693, 0.7902674683221649]","[561.2310241546866, 840.8964152537146, 1259.9210498948732, 1887.748625363387]",Perfect_5th,"[3.0, 3.0, 4.876532467017045, 4.0574235575589865]",False,686.6496886999812,689.4289129999815,689.4289129999815,690.625122700003,None,0,,3.5695324999687728,4.570758899964858,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.2600367999985,None,,,,,"[0.7556143902101172, 0.7556143902101172, 0.7556143902101172, 0.7556143902101172]","[275.22172993498594, 308.9259467220734, 346.75765093357074, 389.2223031338424]",Tone,"[6.13337686125661, 7.709747770638259, 8.78921793928857, 8.790195709713082]",True,692.2525243999844,695.5486146999756,695.5486146999756,696.7552863000019,None,1,,4.04973500003689,5.069600100017851,None,1,None,1,0,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.3707442999876,None,5217.129727653297,-10.622411110452054,4.260546810687807e-05,1,"[0.6322992947538608, 0.6553497672602571, 0.5858148501770577, 0.648520836285865]","[2070.419304482853, 2608.5648638266493, 3286.5857819513485, 4140.838608965705]",Major_3rd,"[4.440927439868993, 5.238159830709439, 3.4224510059389095, -1.0]",False,698.3741394999961,701.2698653999832,701.2698653999832,702.4783738999977,['space'],1,[0.24875719999545254],3.5548060000000987,4.561287499993341,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.9909076999757,None,3031.4331330207992,-5.0,3.250253881325064e-05,0,"[0.6856046889460211, 0.6856046889460211, 0.6856046889460211, 0.6856046889460211]","[1838.2402254267142, 801.5954655003138, 1557.4829960259835, 4859.965241030408]",None,"[4.0, 2.8408289589076694, 3.735371251845848, -4.0]",False,704.0088757999765,707.0788137999771,707.0788137999771,708.3005458999833,None,0,,3.777586899988819,4.782398400013335,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
,,,,4,0,4,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.8238427999895,None,535.8867312681471,-7.0,2.94124861631282e-05,0,"[0.7489184012754182, 0.594746258509659, 0.6357179747732657, 0.4850458943206412]","[1350.3499461681915, 1071.7734625362943, 850.6671609508566, 675.1749730840957]",Major_3rd,"[4.442200552808806, 5.290295154862364, 3.723018073591315, 1.3719891105457638]",False,709.8965075000015,712.9083207999938,712.9083207999938,714.1273196999973,None,0,,3.49109740005224,4.498754700034624,None,1,None,1,,,,,,,hnxrev,001,fr,0,0,2022-07-25_14h33.50.374,Cluster,2022.1.1,36.50377102363571,
