tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,answer_too_late.rt,Audiogram_both,Audiogram_frequency,Audiogram_time,Audiogram_none,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,11,0,11,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1412.8611265000654,None,1897.610820499859,24.316041856632342,0.0011536355539017466,1,"[0.5386863529767417, 0.6236912508882313, 0.662775201624682, 0.7484746456217788]","[4781.679634512108, 3795.221640999718, 3012.2694126877145, 2390.839817256054]",Major_3rd,"[29.0, 25.0, 25.15223632413791, 28.0]",False,1413.8743730999995,1416.7288538999856,1416.7288538999856,1417.9622088000178,['space'],1,3.6154176198178902,4.646365319844335,None,1,None,1,,[0.28996660001575947],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,11,0,11,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418.5884019000223,None,3482.202253184498,19.0,0.0006671077963256969,0,"[0.45136874509482605, 0.41077311276973427, 0.6567123976093197, 0.6552590351889471]","[680.284386305381, 1446.8839199296372, 1925.9952761909242, 1407.2057281050477]",None,"[22.0, 30.448808367018295, 30.0, 30.448808367018295]",False,1419.659644600004,1422.2014812000562,1422.2014812000562,1423.4314671000466,None,0,3.2042081898543984,4.211485589854419,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,11,0,11,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423.9293920000782,None,6062.8662660415985,27.0,0.0026603274360173785,1,"[0.6985261481365113, 0.6985261481365113, 0.6985261481365113, 0.6985261481365113]","[3672.453797578689, 7004.836659526989, 2730.4355357564164, 2946.542229500812]",None,"[24.913705148798854, 36.44079369897291, 26.0, 25.15223632413791]",False,1424.931946399971,1428.0700522999978,1428.0700522999978,1429.3064837000566,['space'],1,3.8320009098388255,4.835240309825167,None,1,None,1,,[0.5009779999963939],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,11,0,11,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429.8183005000465,None,500.0,14.0,0.00035807170510645104,1,"[0.5272652193216022, 0.6600374608465209, 0.4198164879539664, 0.6104093149632166]","[314.98026247371826, 353.5533905932737, 396.85026299204986, 445.44935907016963]",Tone,"[22.148150643800342, 23.015482687218544, 22.424382756355705, 21.791290315692194]",False,1430.8272321000695,1433.471365400008,1433.471365400008,1434.6761457000393,['space'],1,3.242804509936832,4.26316150999628,None,1,None,1,,[0.42006919998675585],,,,"{'estimation': [[125.0, 10.094811115815963], [125.75891916097447, 10.0], [133.9716828170366, 9.021004679463438], [134.18232086286767, 9.0], [143.5872943746293, 8.08432720643106], [144.74973814676778, 8.0], [153.89305166811442, 7.362536569238795], [163.04819750354633, 7.0], [164.93848884661162, 6.928237778996203], [176.77669529663666, 6.833870323698663], [184.6772071645999, 7.0], [189.46457081379947, 7.095514472257472], [203.0630990890585, 7.667276280029388], [208.9756393363042, 8.0], [217.6376408240306, 8.481658415584064], [226.261083229865, 9.0], [233.25824788420132, 9.419619969444518], [243.58387791732227, 10.0], [249.99999999999937, 10.359181197517968], [263.76884046387903, 11.0], [267.94336563407256, 11.192843233799318], [287.1745887492579, 11.846499169069672], [293.84958533245987, 12.0], [307.78610333622805, 12.3088078205607], [329.87697769322244, 12.593946238063639], [353.55339059327247, 12.766057922366329], [378.929141627598, 12.893365122961084], [399.2971415216358, 13.0], [406.12619817811606, 13.035047871442199], [435.2752816480601, 13.226678640395509], [466.5164957684015, 13.482118640692997], [499.9999999999975, 13.805649849538053], [517.1450096752699, 14.0], [535.8867312681438, 14.204199228733524], [574.3491774985137, 14.676457337071877], [597.1736838430837, 15.0], [615.5722066724546, 15.252644577443295], [659.7539553864424, 15.941843901814227], [663.00308808669, 16.0], [707.1067811865431, 16.760351676609012], [719.6758650296431, 17.0], [757.8582832551941, 17.693684796541053], [773.6183882456907, 18.0], [812.2523963562301, 18.701250755117357], [828.3083724319622, 19.0], [870.5505632961181, 19.721792802696065], [887.5546924420908, 20.0], [933.0329915368008, 20.682537589576324], [957.689071773477, 21.0], [999.9999999999926, 21.51154086553761], [1055.2937824883877, 22.0], [1071.773462536285, 22.143431263504457], [1148.698354997026, 22.52549611059629], [1231.1444133449063, 22.635011564217123], [1319.5079107728832, 22.472943960904995], [1414.2135623730828, 22.07007805493675], [1426.1679364026973, 22.0], [1515.7165665103846, 21.50080308473696], [1602.6576581565998, 21.0], [1624.5047927124563, 20.877582377146982], [1741.1011265922318, 20.337184583459607], [1863.369072470943, 20.0], [1866.065983073597, 19.99271794325061], [1999.9999999999777, 19.924177465812697], [2048.7634171571663, 20.0], [2143.5469250725646, 20.138865304608917], [2297.396709994046, 20.55054868341466], [2451.5905568088974, 21.0], [2462.2888266898062, 21.030565159156996], [2639.01582154576, 21.41712142535699], [2828.427124746159, 21.584226824279845], [3031.4331330207615, 21.487032655382137], [3249.0095854249043, 21.17009008585121], [3343.486470751162, 21.0], [3482.202253184451, 20.762358551920016], [3732.1319661471844, 20.46222887738691], [3999.9999999999504, 20.452587334391502], [4287.093850145118, 20.88091316116732], [4325.319964698006, 21.0], [4594.793419988081, 21.818486608561017], [4636.584205495703, 22.0], [4866.8521427895685, 23.0], [4924.577653379601, 23.23902815369735], [5074.2669359185875, 24.0], [5274.757608233774, 25.0], [5278.031643091506, 25.01537085760086], [5466.1078858435285, 26.0], [5656.854249492297, 26.966033518205723], [5664.146811846284, 27.0], [5872.892571291658, 28.0], [6062.866266041508, 28.86725258199038], [6097.521271577386, 29.000000000000004], [6358.143960339118, 30.0], [6498.019170849792, 30.499117525114343], [6691.327310336561, 31.0], [6964.404506368894, 31.667367162482655], [7243.891328577899, 32.0], [7464.2639322943505, 32.25323681749562], [7999.999999999882, 32.19912104151581]], 'plus_line': [[125.00000000000007, 7.36929891870424], [128.08393484397794, 7.0], [133.9716828170366, 6.3284672777337745], [137.15783255365514, 6.0], [143.5872943746293, 5.34688695917804], [148.4962417581735, 5.0], [153.89305166811442, 4.614772998487925], [164.93848884661162, 4.24855276772743], [176.77669529663666, 4.24095765119162], [189.46457081379936, 4.543611901336235], [199.93707130337847, 5.0], [203.0630990890585, 5.124512390260306], [217.6376408240306, 5.870137880799406], [219.96094516641136, 6.0], [233.25824788420132, 6.716244391136655], [238.69658510127368, 7.0], [249.99999999999937, 7.571507245936848], [259.7802937627354, 8.0], [267.94336563407256, 8.342162908445484], [287.1745887492579, 8.970126695891985], [288.42734463760627, 9.0], [307.78610333622805, 9.40636226343948], [329.87697769322244, 9.7123741804566], [353.55339059327247, 9.921042977119868], [367.4030134016472, 10.0], [378.929141627598, 10.055842966659588], [406.12619817811606, 10.161722639137384], [435.2752816480601, 10.30053262328863], [466.5164957684015, 10.51905404171395], [499.9999999999975, 10.849652486446919], [511.87275241641913, 11.0], [535.8867312681438, 11.267181145439025], [574.3491774985143, 11.76142293219683], [590.5232400715352, 12.0], [615.5722066724546, 12.335091149674323], [658.4333542522562, 13.0], [659.7539553864432, 13.019373624985521], [707.1067811865431, 13.815048107155894], [716.4404781890427, 14.0], [757.8582832551941, 14.780138595500995], [768.2581236051926, 15.0], [812.2523963562301, 15.889497178947792], [817.5128517014543, 16.0], [867.4339864341034, 17.0], [870.550563296117, 17.05733947055776], [923.9772548178134, 18.0], [933.0329915368008, 18.147543210307084], [996.1650167811919, 19.0], [999.9999999999926, 19.048245184593544], [1071.773462536285, 19.63718253288933], [1148.698354997026, 19.95674624553089], [1231.1444133449063, 19.984735776983737], [1319.5079107728832, 19.755872279059254], [1414.2135623730828, 19.341686884654308], [1476.5560351724403, 19.0], [1515.7165665103846, 18.777107103643637], [1624.5047927124563, 18.16048673173487], [1658.3022475044716, 18.0], [1741.1011265922318, 17.594067016310117], [1866.065983073597, 17.25805891128438], [1999.9999999999802, 17.220496093144817], [2143.5469250725646, 17.47442585608598], [2297.396709994046, 17.94811732967789], [2313.3257644120295, 18.0], [2462.2888266898062, 18.42065506415424], [2639.01582154576, 18.779692041179146], [2828.427124746162, 18.919612504285688], [3031.4331330207656, 18.800423242979946], [3249.0095854249043, 18.49346955423686], [3482.2022531844555, 18.12370018698947], [3584.282650015471, 18.0], [3732.1319661471844, 17.807586890983252], [3999.9999999999504, 17.75830175500107], [4170.521807919911, 18.0], [4287.093850145118, 18.14881669614746], [4575.738691466386, 19.0], [4594.793419988081, 19.054652309734166], [4821.249452829521, 20.0], [4924.577653379601, 20.43814706463346], [5043.280852424219, 21.0], [5234.282109425666, 22.0], [5278.031643091513, 22.215048745735455], [5440.513011408321, 23.0], [5623.590768715708, 24.0], [5656.854249492303, 24.16610098454754], [5842.898043424265, 25.0], [6043.095816659906, 26.0], [6062.866266041508, 26.089355661244813], [6304.004792043612, 27.0], [6498.019170849792, 27.761385228461382], [6585.406118404138, 28.0], [6955.8020424852275, 29.0], [6964.404506368902, 29.021580849916777], [7464.2639322943505, 29.609045715972083], [7999.999999999882, 29.420074600019326]], 'minus_line': [[125.0, 12.795726722345663], [131.30978269543684, 12.0], [133.97168281703668, 11.678351103619562], [141.11364793728683, 11.0], [143.5872943746293, 10.772684854752018], [153.89305166811442, 10.052793009070962], [154.97518962181528, 10.0], [164.93848884661162, 9.580989265926188], [176.77669529663666, 9.413328186335491], [189.46457081379947, 9.622812339211427], [198.2971333803467, 10.0], [203.0630990890585, 10.213420008035454], [216.2518463850259, 11.0], [217.6376408240306, 11.084152190477235], [231.57518483141268, 12.0], [233.25824788420132, 12.109481875008695], [247.8212770116796, 13.0], [249.99999999999937, 13.131649441564601], [267.5282477049804, 14.0], [267.94336563407256, 14.020728222235249], [287.1745887492579, 14.726403608893534], [299.4979849335317, 15.0], [307.78610333622805, 15.19305673016752], [329.87697769322244, 15.466340299012863], [353.55339059327247, 15.614133875109598], [378.929141627598, 15.738755177884485], [406.12619817811606, 15.908717000663005], [417.20616638858183, 16.0], [435.2752816480601, 16.162983886837438], [466.5164957684015, 16.469750674914728], [499.9999999999975, 16.79581884760813], [519.7890714073429, 17.0], [535.8867312681438, 17.17477651952652], [574.3491774985143, 17.630913635694313], [601.4233737547705, 18.0], [615.5722066724546, 18.19917595414519], [659.7539553864432, 18.89768072244936], [665.492670407887, 19.0], [707.1067811865431, 19.72955216357986], [722.0135461617482, 20.0], [757.8582832551941, 20.627009482652277], [779.3932840613226, 21.0], [812.2523963562301, 21.537310183744278], [841.9211730686536, 22.0], [870.5505632961181, 22.4178240588053], [913.9952393630041, 23.0], [933.0329915368008, 23.24288279919302], [999.9999999999926, 23.9879840339924], [1001.2949361533838, 24.0], [1071.773462536285, 24.661250670131125], [1129.3038116140506, 25.0], [1148.698354997026, 25.125948706900232], [1231.1444133449063, 25.333292736951446], [1319.5079107728816, 25.21431188417905], [1366.7271157996897, 25.0], [1414.213562373081, 24.810074107246418], [1515.7165665103846, 24.232223854714206], [1553.0119019344995, 24.0], [1624.5047927124563, 23.599028856953765], [1741.1011265922318, 23.03693210519702], [1752.7670262902, 23.0], [1866.065983073597, 22.692644655211758], [1999.9999999999802, 22.596430908960016], [2143.5469250725646, 22.756981776215397], [2242.9643404450776, 23.0], [2297.396709994046, 23.141306047368737], [2462.2888266898062, 23.6369827767829], [2615.1854036660884, 24.0], [2639.015821545763, 24.06215674980995], [2828.427124746159, 24.29808674516729], [3031.4331330207656, 24.219758612900776], [3163.726397626467, 24.0], [3249.0095854249043, 23.87685094457929], [3482.2022531844555, 23.459619039632035], [3732.1319661471844, 23.141386629717147], [3999.9999999999504, 23.1570356543098], [4287.093850145118, 23.62913077469911], [4403.5837857534025, 24.0], [4594.793419988081, 24.595929596015218], [4684.293688253557, 25.0], [4921.887244649532, 26.0], [4924.577653379601, 26.010699587339307], [5105.269025119219, 27.0], [5278.031643091506, 27.805851691513638], [5314.416953598744, 28.0], [5492.633397520079, 29.0], [5656.854249492303, 29.76638196787845], [5704.937041227821, 30.0], [5904.480361602141, 31.0], [6062.866266041508, 31.6636191033973], [6149.970914298647, 32.0], [6420.713095033699, 33.0], [6498.019170849792, 33.253398743476524], [6803.062021448792, 34.0], [6964.404506368902, 34.367063064521105], [7464.2639322943505, 34.92961706529547], [7823.647343807491, 35.0], [7999.999999999882, 35.04084182820821]]}",,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,11,0,11,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435.1441653000657,None,4244.761859021138,20.757894318066356,0.0010997005843115045,0,"[0.5902441902649523, 0.44720857283042825, 0.5584385582581151, 0.44392352700931426]","[530.5059584582747, 249.04098649684596, 3919.953233015329, 1752.1616197256303]",None,"[20.31287472400956, 18.377526291504818, 25.64520523886877, 30.574079018182736]",False,1436.134722799994,1438.7680679999758,1438.7680679999758,1439.9703225999838,None,0,3.074137019808404,4.092363519826904,None,1,None,1,,,,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,11,0,11,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.295749300043,None,287.17458874925893,14.0,0.0006420189766487366,1,"[0.7411863941118326, 0.5287966224618346, 0.5481883722985957, 0.5000053902136685]","[784.0760537932777, 273.19129859580556, 1432.1930031162553, 231.22711210193935]",None,"[24.0, 20.0, 30.448808367018295, 16.854798477107213]",False,1443.7749916000757,1446.617615700001,1446.617615700001,1447.825376200024,['space'],1,3.345852048951201,4.371381248929538,None,1,None,1,,[0.3401957000605762],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,11,0,11,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448.1998832999961,None,750.9105978024616,17.64480579705644,0.0003095762437693748,1,"[0.7691586661878704, 0.7478022529047356, 0.6557262710468592, 0.5553436399908338]","[575.0871874699463, 930.6636299712316, 517.3526736725685, 3326.1317872618615]",None,"[20.36950650046022, 26.93262277190714, 20.592673545545708, 24.69830876856029]",False,1449.213458299986,1452.4179376000538,1452.4179376000538,1453.617427600082,['space'],1,3.7443079197546467,4.753813419723883,None,1,None,1,,[0.5165492000523955],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,11,0,11,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454.0403007999994,None,,,,,"[0.6915032430557247, 0.6915032430557247, 0.6915032430557247, 0.6915032430557247]","[494.6895827705141, 4072.1615901359924, 213.5522874563599, 405.2450602564339]",None,"[20.592673545545708, 26.0, 15.0, 22.424382756355705]",True,1455.0540887999814,1458.141457800055,1458.141457800055,1459.366518200026,None,1,3.804797419696115,4.803718019626103,None,1,None,1,,,0,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,11,0,11,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459.9188691000454,None,2186.6957950566266,23.0,0.0011152029042764023,1,"[0.7195654872806009, 0.7195654872806009, 0.7195654872806009, 0.7195654872806009]","[455.93486957017296, 6482.284979899949, 7527.672431843186, 229.4275084035923]",None,"[21.132904326090348, 35.65675390165805, 36.806267975261164, 16.854798477107213]",False,1460.9109533000737,1464.0960630000336,1464.0960630000336,1465.314173700055,['space'],1,3.892114719725214,4.897918919683434,None,1,None,1,,[0.4147145999595523],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
,,,,11,0,11,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1465.8825156000676,None,1741.101126592249,16.0,0.00039827096914764353,1,"[0.544371044943889, 0.6883786858312071, 0.585612207059234, 0.5580468728594987]","[293.96745233709476, 2496.486820289604, 2791.9846517767182, 588.2124445678344]",None,"[21.146209754046666, 27.652103384288885, 26.0, 20.36950650046022]",False,1466.9089997999836,1469.7469057000708,1469.7469057000708,1470.969517200021,['space'],1,3.4144622096791863,4.424890709691681,None,1,None,1,,[0.38137870002537966],,,,,,,,,,,,,wquuex,001,fr,0,0,2022-05-06_17h51.35.568,Cluster,2022.1.1,35.554076509427134,
