tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,Audiogram_time,Audiogram_frequency,Audiogram_none,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.54020230006427,None,535.8867312681471,9.0,0.00018558024164047789,1,"[0.6921993093638517, 0.7600138120756559, 0.7071049950475743, 0.6906909643385006]","[143.61877351780092, 569.3662721835889, 1157.970159464732, 527.371245299655]",None,"[15.904518781883633, 12.122965761949544, 10.14876247157516, 11.929749452068993]",False,314.0822978001088,317.2738165000919,317.2738165000919,318.4832717999816,['space'],1,[0.3388898998964578],3.874230539891869,4.892128640087321,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,0,0,0,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0177275000606,None,535.8867312681471,9.0,0.00018558024164047789,1,"[0.5304623227570153, 0.5304623227570153, 0.5304623227570153, 0.5304623227570153]","[5677.6790085461835, 6079.971028500314, 136.70811601766127, 132.34729997217943]",None,"[4.125945130134925, 4.252363104021113, 15.679776902457883, 15.679776902457883]",False,320.04780760011636,322.6590007999912,322.6590007999912,323.89105050009675,['space'],1,[0.35351180005818605],3.1475598197430372,4.1554458199534565,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.97863320005126,None,,,,,"[0.5834389249328015, 0.5834389249328015, 0.5834389249328015, 0.5834389249328015]","[212.41932610253633, 189.24410533298433, 168.5973308567711, 150.20314594218004]",Tone,"[11.191061034939638, 13.043143574966717, 15.0, 15.697045039826907]",True,333.94361210009083,336.71355620003305,336.71355620003305,337.9247881001793,None,1,,3.3679758198559284,4.398375120013952,None,1,None,1,0,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.3616812999826,None,176.7766952966369,0.0,0.0003500209769801159,1,"[0.4827458321653244, 0.4827458321653244, 0.4827458321653244, 0.4827458321653244]","[445.44935907016975, 353.55339059327383, 280.6155120773433, 222.72467953508485]",Major_3rd,"[12.746699646986363, 13.299892230202929, 11.699596671114493, 11.0]",False,339.3940775000956,341.87350010010414,341.87350010010414,343.1018112001475,['space'],1,[0.3773741996847093],2.9414426197763532,3.959457819815725,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.39781390014105,None,481.4184471170386,6.322306832128891,0.00014990594081767746,1,"[0.6078964262110336, 0.405257727905082, 0.5228784389996917, 0.7979433043986874]","[337.66692637564944, 5485.68938242347, 4950.930771704766, 618.8722202324825]",None,"[13.0, 4.0, 1.5260602889550174, 12.527670868621039]",False,344.4101871000603,346.96712590008974,346.96712590008974,348.1806259001605,['space'],1,[0.4692915997002274],3.372277020011097,4.38948661996983,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.83322570007294,None,8000.0,-11.0,5.116464961403774e-05,1,"[0.46955783186500855, 0.5821936292579276, 0.728454124577375, 0.6591898623318424]","[1587.4010519681997, 2378.4142300054423, 3563.5948725613575, 5339.359416680138]",Perfect_5th,"[14.259634010736352, 6.0, -2.0, 3.1001626587759517]",False,349.86661659996025,352.65823490009643,352.65823490009643,353.87149360007606,['space'],1,[0.43936989991925657],3.4655952202156186,4.485755420289934,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.39825450000353,None,125.0,-2.0,0.0005740768107484417,0,"[0.5213255254275074, 0.7098181673535432, 0.40066031384994816, 0.566070935401002]","[304.2757829761308, 2364.576056766111, 384.34826312005606, 4571.422484622572]",None,"[12.37755819938783, 7.0, 13.35483667658238, -0.14712958659684894]",False,355.40500520006754,358.0678986001294,358.0678986001294,359.2762464999687,None,0,,3.217379519948736,4.231109419837594,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.6937949000858,None,,,,,"[0.6748822356958171, 0.6748822356958171, 0.6748822356958171, 0.6748822356958171]","[2532.818233086627, 3191.1510074233806, 4020.5983276459474, 5065.636466173253]",Major_3rd,"[5.0, 0.0, -2.2258162714211718, 2.0]",True,360.70803630002774,363.76422650017776,363.76422650017776,364.9760102001019,None,1,,3.750926719745621,4.752543019829318,None,1,None,1,0,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.48784850002266,None,811.4499093384092,6.931393040306567,8.59424420822601e-05,1,"[0.5228408446199342, 0.5228408446199342, 0.5228408446199342, 0.5228408446199342]","[2044.7256434214962, 1622.8998186768183, 1288.0964397032908, 1022.3628217107481]",Major_3rd,"[10.0, 14.259634010736352, 12.0, 10.379185723991384]",False,366.50046889996156,369.10556900012307,369.10556900012307,370.32066870015115,['space'],1,[0.3079891998786479],3.123231020057574,4.148461919976398,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.6814415999688,None,535.8867312681471,9.0,0.00018558024164047789,1,"[0.673042353968689, 0.673042353968689, 0.673042353968689, 0.673042353968689]","[212.66679023771422, 267.94336563407364, 337.5874865420479, 425.3335804754283]",Major_3rd,"[11.191061034939638, 11.097731581488885, 13.0, 13.0]",False,372.40671070013195,375.4443821001332,375.4443821001332,376.6505803000182,['space'],1,[0.22968809981830418],3.7307418996933848,4.749670199584216,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.18571930006146,None,565.0262936112074,6.122965761949543,0.00012405458343832593,1,"[0.693663431797874, 0.5108744093345339, 0.4973772580270595, 0.5226092483313858]","[355.9442605324206, 399.533923761186, 448.46166643406167, 503.38120069381165]",Tone,"[13.299892230202929, 13.139930138205095, 12.746699646986363, 12.0]",False,378.1987215001136,380.9142148999963,380.9142148999963,382.118406200083,['space'],1,[0.31373789976350963],3.2581378198228776,4.280386519851163,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.51505409996025,None,3479.768810037122,-7.573204365542794,3.12815221531678e-05,1,"[0.7539325277387595, 0.7033165345241842, 0.5048878586191163, 0.6742803144904559]","[3240.000787071962, 136.3973873828047, 1946.7664951759916, 1983.0543835906633]",None,"[-0.4465051926092025, 15.679776902457883, 12.0, 11.0]",False,383.5250153001398,386.51130580017343,386.51130580017343,387.72839489998296,['space'],1,[0.5078843999654055],3.6741712202783674,4.679563420126215,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.24164350004867,None,1864.6628072090716,6.518635922746198,0.0001455104382664495,1,"[0.7573509806280779, 0.7573509806280779, 0.7573509806280779, 0.7573509806280779]","[265.4421884498143, 424.04770788643043, 1939.312304303658, 767.1266783647221]",None,"[11.0, 13.0, 12.0, 13.342534610553045]",False,389.2409306000918,392.5502387001179,392.5502387001179,393.763824300142,['space'],1,[0.2980267000384629],4.055681219790131,5.057389119872823,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.33479250012897,None,2462.2888266898335,0.0,8.505946547995337e-05,0,"[0.6428288089736494, 0.4655280177407083, 0.6102560502928086, 0.5868569411664707]","[488.5799842171232, 732.042847972813, 1096.8249796946263, 1643.3806291715812]",Perfect_5th,"[12.010814040623114, 13.33283077798073, 10.0, 14.259634010736352]",False,395.36793490010314,398.1067759001162,398.1067759001162,399.32399950013496,None,0,,3.319903819821775,4.352167619857937,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.7674649001565,None,,,,,"[0.7290141793355535, 0.46184753633160525, 0.4738464507007466, 0.7784064313325616]","[769.6497704702404, 685.6799939289435, 610.8714276457714, 544.2245718381768]",Tone,"[13.342534610553045, 13.33283077798073, 12.527670868621039, 12.0]",True,400.7837692000903,403.47255660011433,403.47255660011433,404.6901537999511,None,1,,3.4936161199584603,4.4934928198345006,None,1,None,1,0,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.30781000014395,None,125.0,-2.0,0.0005740768107484417,0,"[0.4781721163958954, 0.4781721163958954, 0.4781721163958954, 0.4781721163958954]","[4193.34357086016, 1848.044806871765, 7054.539621036144, 4172.11676877723]",None,"[-1.4946441071950893, 12.5186359227462, 1.0, -2.0]",False,406.39720040000975,408.8564534999896,408.8564534999896,410.0747088000644,None,0,,2.925085279624909,3.9327358796726912,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.37889910000376,None,7203.291188601264,-6.0,7.888130019375307e-05,1,"[0.4426672798878336, 0.4426672798878336, 0.4426672798878336, 0.4426672798878336]","[4537.789098520496, 5093.496046321259, 5717.256005209454, 6417.402886316468]",Tone,"[-0.14712958659684894, 2.0, 4.125945130134925, 3.3231560339757156]",False,411.39855769998394,413.76143150008284,413.76143150008284,414.9739041000139,['space'],1,[0.2775584999471903],2.8149320199154317,3.8459816200193018,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.28155800001696,None,125.0,-2.0,0.0005740768107484417,0,"[0.4140700552327656, 0.4140700552327656, 0.4140700552327656, 0.4140700552327656]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[12.0, 14.136184155122894, 15.697045039826907, 15.904518781883633]",False,417.560886700172,419.82069760002196,419.82069760002196,421.0530195001047,None,0,,2.666071399813518,3.6900881996843964,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.2995599000715,None,,,,,"[0.6490824952401614, 0.6490824952401614, 0.6490824952401614, 0.6490824952401614]","[4724.249059199356, 4627.402354080273, 755.4026871808906, 343.05260179002045]",None,"[1.0, 0.0, 13.342534610553045, 13.0]",True,422.3119844000321,425.27830999996513,425.27830999996513,426.49531639995985,None,1,,3.6312991199083626,4.657945520011708,None,1,None,1,0,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.00298690004274,None,2637.850915522581,-2.0434495945481435,6.111806812562909e-05,1,"[0.7240906083734284, 0.7084051269824659, 0.6522710594681655, 0.6277810968639403]","[1661.741947475681, 1865.2422701251594, 2093.6636591179113, 2350.0579992843877]",Tone,"[14.0, 12.5186359227462, 10.0, 7.0]",False,428.01530800014734,431.11828800011426,431.11828800011426,432.3381884000264,['space'],1,[0.37158879986964166],3.737281119916588,4.7460557201411575,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.79925719997846,None,1384.7446645124398,7.0,0.00011454183027979029,1,"[0.6114678576311163, 0.6114678576311163, 0.6114678576311163, 0.6114678576311163]","[274.7681421442998, 411.68705187506237, 616.8336232829034, 924.2061830202592]",Perfect_5th,"[11.097731581488885, 13.0, 12.527670868621039, 11.206371528990989]",False,433.8163960999809,436.6795598999597,436.6795598999597,437.90652179997414,['space'],1,[0.3877439999487251],3.4716945202089846,4.479520620079711,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,1,0,1,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.3340100001078,None,4594.793419988137,0.0,0.00012486547057085194,1,"[0.7480150801543503, 0.767481992025745, 0.5318314344727763, 0.48522806764377935]","[7293.779908465733, 6498.019170849882, 5789.07694976151, 5157.481233758314]",Tone,"[0.0, 3.3231560339757156, 4.125945130134925, 3.0]",False,439.3423754000105,442.4246509000659,442.4246509000659,443.6461977001745,['space'],1,[0.3330506996717304],3.5556356199085712,4.5732560199685395,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,2,0,2,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.5676686000079,None,250.96240482564664,4.737984022260164,0.0002872217220572558,1,"[0.676523458920643, 0.5956105314121545, 0.4693947921480633, 0.7627461056443781]","[1264.7712662882836, 844.1335463253512, 563.3915499384829, 376.01874718025704]",Perfect_5th,"[11.0, 12.155450019189026, 12.122965761949544, 13.35483667658238]",False,452.56042550015263,455.329311999958,455.329311999958,456.55956540000625,['space'],1,[0.1668951997999102],3.540038420120254,4.570201619993895,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,2,0,2,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.1710240000393,None,2639.015821545789,0.0,7.725655650415703e-05,1,"[0.43888116205993716, 0.43888116205993716, 0.43888116205993716, 0.43888116205993716]","[4189.176491282508, 3732.1319661472307, 3324.951584571152, 2962.1951045731294]",Tone,"[-1.4946441071950893, -2.229291087697346, -1.0, 1.0]",False,458.19328370015137,460.53098400007,460.53098400007,461.7636216999963,['space'],1,[0.3491242998279631],2.7846953999251127,3.818756700027734,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,2,0,2,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.0455843000673,None,346.74746897549807,7.299892230202929,0.00020944169584624812,1,"[0.45355028325283686, 0.45355028325283686, 0.45355028325283686, 0.45355028325283686]","[2075.4139335204354, 6991.818540334753, 1046.4283471231372, 2704.2725032187836]",None,"[10.0, 1.429584990538534, 10.0, 3.0]",False,463.04584050015546,465.43228940013796,465.43228940013796,466.6433942001313,['space'],1,[0.30679479986429214],2.851699119899422,3.8687064200639725,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,2,0,2,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.95588060002774,None,125.0,-3.0,0.0005116464961403772,0,"[0.41316492865898824, 0.5603495378211298, 0.7740603797913335, 0.6103467653728804]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[12.37755819938783, 10.737984022260164, 12.0, 15.697045039826907]",False,467.9757540000137,470.76149639999494,470.76149639999494,471.97434770013206,None,0,,3.3869702199008316,4.423023719806224,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,2,0,2,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.45187110011466,None,,,,,"[0.5721379076124755, 0.4314225797715274, 0.44777196389265284, 0.45437918506106983]","[930.1269865139427, 828.6489399930082, 738.242278428122, 657.6990995286172]",Tone,"[11.206371528990989, 12.931393040306567, 13.342534610553045, 12.998416328672665]",True,473.46257410012186,475.9449653001502,475.9449653001502,477.1794053001795,['space'],0,[0.5223195001017302],2.9399710199795663,3.9618867200333625,None,1,None,1,0,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,2,0,2,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.45919720013626,None,8000.0,-12.0,4.560054196779548e-05,0,"[0.7899092665004801, 0.44589301425126726, 0.636356440719252, 0.6252590502018189]","[413.60906337689215, 248.58450461988656, 1305.1656219320453, 396.32268049157483]",None,"[13.0, 10.737984022260164, 12.0, 13.139930138205095]",False,478.48765760008246,481.37977290013805,481.37977290013805,482.5905309000518,None,0,,3.5251535198185593,4.550383319845423,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,2,0,2,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.0792539000977,None,628.7694694210605,6.527670868621039,0.0001088879737073936,1,"[0.6512226549413118, 0.5385770596455092, 0.49513725847791346, 0.426684195411936]","[3265.415855210583, 288.01716569410326, 272.24459579365447, 2905.5296388106794]",None,"[-0.4465051926092025, 11.699596671114493, 11.097731581488885, 2.0]",False,484.07689670007676,486.79588840017095,486.79588840017095,488.0239355000667,['space'],1,[0.31128069991245866],3.158219019882381,4.189681019866839,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
,,,,2,0,2,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.31123290001415,None,1728.91063657738,7.716508752903846,0.00015212490233937855,1,"[0.6489073545212749, 0.6489073545212749, 0.6489073545212749, 0.6489073545212749]","[343.0593204077428, 514.008207555426, 770.1421349529929, 1153.9094110009855]",Perfect_5th,"[13.0, 12.0, 13.342534610553045, 10.14876247157516]",False,489.3151054000482,492.2959541999735,492.2959541999735,493.5303110999521,['space'],1,[0.2547953997272998],3.6273108201567084,4.637850220082328,None,1,None,1,,,,,,rehvhf,001,fr,0,0,2022-05-11_11h05.37.614,Cluster,2022.1.1,36.13552268322738,
