tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,Audiogram_none,Audiogram_frequency,Audiogram_time,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,9,0,9,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501.2566840000218,None,,,,,"[0.742855473797323, 0.742855473797323, 0.742855473797323, 0.742855473797323]","[361.8289705262097, 810.0807981596514, 7960.778185084697, 323.51827681223625]",None,"[5.276290861042572, 5.505543549071022, 7.692627719322694, 4.674472989159394]",True,1502.2130063000368,1505.4615890999557,1505.4615890999557,1506.6649596999632,None,1,,3.9902707000728697,5.023817700101063,None,1,None,1,,0,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,9,0,9,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.306095900014,None,2597.688662447183,8.772803857532233,0.00021916831315380746,1,"[0.7916340167378484, 0.7916340167378484, 0.7916340167378484, 0.7916340167378484]","[1030.8934288636312, 1298.844331223592, 1636.4413134452323, 2061.786857727262]",Major_3rd,"[6.0, 7.903959307362302, 9.721088948797641, 11.130926003204255]",False,1508.3008748999564,1511.7113407000434,1511.7113407000434,1512.917856200016,['space'],1,[0.26505960000213236],4.175205700099468,5.198256400064565,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,9,0,9,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513.567998799961,None,1725.392909866891,4.181407649142433,0.00010100465857832193,1,"[0.6080420603791331, 0.6080420603791331, 0.6080420603791331, 0.6080420603791331]","[2985.7965903662453, 522.3614378929435, 640.382343589602, 3078.58955614835]",None,"[16.76202069126697, 6.223602336188723, 5.764280545125407, 16.76202069126697]",False,1514.5698508999776,1517.4455594000174,1517.4455594000174,1518.6560185999842,['space'],1,[0.28312490007374436],3.441412900108844,4.444436000077985,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,9,0,9,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519.0855601000367,None,,,,,"[0.5591338464137254, 0.5591338464137254, 0.5591338464137254, 0.5591338464137254]","[5878.371776154937, 3923.342462219951, 2618.5169400643913, 1747.6503852086585]",Perfect_5th,"[6.139549794679203, 16.0, 14.772803857532233, 10.181407649142432]",True,1520.0768006000435,1522.779161500046,1522.779161500046,1523.994121799944,None,1,,3.2765510000754148,4.299637000076473,None,1,None,1,,0,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,9,0,9,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524.4338662000373,None,659.7539553864473,-2.0,3.856896089615441e-05,1,"[0.6245053524647638, 0.6245053524647638, 0.6245053524647638, 0.6245053524647638]","[498.9090300884727, 340.4015335051041, 153.6644371480672, 352.40944377267385]",None,"[6.372481883993501, 5.0, 8.904945631699892, 5.276290861042572]",False,1525.4455542999785,1528.3567887999816,1528.3567887999816,1529.5674638999626,['space'],1,[0.37236589996609837],3.528425600146875,4.5512495001312345,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,9,0,9,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530.0407610000111,None,4695.612829783145,5.0,0.0002343815585543926,1,"[0.583308718486897, 0.583308718486897, 0.583308718486897, 0.583308718486897]","[443.9776542794239, 200.76484270968237, 3722.4971612237805, 1399.8809294780672]",None,"[6.402990539645807, 5.349834201550752, 16.630445642002396, 8.583196466424154]",False,1531.0292698999401,1533.7919834000058,1533.7919834000058,1535.0076607000083,['space'],1,[0.23114559997338802],3.3675637000706047,4.375469200080261,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558.3782745000208,None,8000.0,2.0,0.0002285440948074376,1,"[0.6959329104923629, 0.6959329104923629, 0.6959329104923629, 0.6959329104923629]","[1836.6047782082835, 136.5379225645146, 4825.392940467163, 1283.3827744736134]",None,"[10.61849427374204, 9.84743044909529, 10.0, 7.903959307362302]",False,1559.3894629999995,1562.5051982000005,1562.5051982000005,1563.738479899941,['space'],1,[0.24988570006098598],3.8211523999925703,4.846577599993907,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564.2797467999626,None,5656.85424949238,-3.0,9.098780175804487e-05,1,"[0.7796954562918803, 0.7796954562918803, 0.7796954562918803, 0.7796954562918803]","[1122.4620483093731, 1681.7928305074292, 2519.8420997897465, 3775.497250726774]",Perfect_5th,"[6.596688252632579, 10.0, 14.0, 16.630445642002396]",False,1565.3033234999748,1568.6777922000038,1568.6777922000038,1569.9112441999605,['space'],1,[0.2467434999998659],4.168191100237891,5.1931047001853585,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.5399420999456,None,784.4634617265308,-0.42936307263230855,3.718992818020896e-05,1,"[0.4454419823681812, 0.4454419823681812, 0.4454419823681812, 0.4454419823681812]","[1245.2581243753104, 1109.3988667598073, 988.3620283026574, 880.5304640734232]",Tone,"[7.224440241281819, 6.097222008835672, 5.744353958799096, 5.486761195015499]",False,1571.5307005000068,1573.9129058000399,1573.9129058000399,1575.1267913000192,['space'],1,[0.30522809992544353],2.809134300216101,3.8285742001608014,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.4262799000135,None,,,,,"[0.48108876028011754, 0.48108876028011754, 0.48108876028011754, 0.48108876028011754]","[2269.734337145801, 2547.690653190793, 2859.686069039182, 3209.8890825754993]",Tone,"[12.62177133348687, 14.0, 16.0, 17.27513827088565]",True,1576.4333178999368,1578.91878800001,1578.91878800001,1580.1362255000276,None,1,,2.946965000242926,3.9664887002436444,None,1,None,1,,0,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580.4550821000012,None,294.4470413176031,-2.3324453169948782,9.204212524689076e-05,0,"[0.6346691363408576, 0.6346691363408576, 0.6346691363408576, 0.6346691363408576]","[3187.1004887060603, 1063.5642426249, 649.8713328059306, 267.73287720301425]",None,"[17.0, 6.097222008835672, 5.764280545125407, 3.455552171016498]",False,1581.4732936000219,1584.3981198000256,1584.3981198000256,1585.6269433000125,None,0,,3.575387900113128,4.591478500165977,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1586.1360284000402,None,1741.101126592249,-5.0,3.549593748842734e-05,0,"[0.6123700943679723, 0.6123700943679723, 0.6123700943679723, 0.6123700943679723]","[4387.299918778506, 3482.2022531844987, 2763.825759935554, 2193.649959389253]",Major_3rd,"[13.0, 17.255005123640814, 15.870546298537242, 12.0]",False,1587.146197999944,1590.0275339999935,1590.0275339999935,1591.231489000027,None,0,,3.4874777001095936,4.504828100092709,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.6956758999731,None,311.1143002391437,-1.8907033622096172,8.26408155802833e-05,0,"[0.41760326929326563, 0.41760326929326563, 0.41760326929326563, 0.41760326929326563]","[1567.9178231784426, 1046.459599221055, 698.4279894095329, 466.1447577658456]",Perfect_5th,"[9.201067646924706, 6.0, 5.6586428705152665, 6.44997255490173]",False,1592.6846117000096,1594.9686295000138,1594.9686295000138,1596.1708524000132,None,0,,2.7037379002431408,3.7225181001704186,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596.476043600007,None,164.93848884661182,-6.0,0.00019703447331607919,0,"[0.7817977197853963, 0.7817977197853963, 0.7817977197853963, 0.7817977197853963]","[261.82353070515677, 233.25824788420192, 207.809474035697, 185.13719403582058]",Tone,"[3.455552171016498, 3.8816575338523966, 5.0, 6.298427577435086]",False,1600.1099790999433,1603.4768430000404,1603.4768430000404,1604.6802218999946,None,0,,4.131587300798856,5.15302850084845,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605.3310392999556,None,164.93848884661182,-2.0,0.00031227859543881493,0,"[0.4279240940580364, 0.4279240940580364, 0.4279240940580364, 0.4279240940580364]","[190.48455583109305, 215.15240057802566, 3809.6794658691406, 6866.415326611594]",None,"[6.298427577435086, 4.513812465724815, 16.0, 6.235271880643747]",False,1606.3473876999924,1608.6622715999838,1608.6622715999838,1609.8848960000323,None,0,,2.7452871000859886,3.7558889001375064,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610.148569199955,None,193.176257069323,0.0,0.0002902941408223674,1,"[0.406760790528503, 0.406760790528503, 0.406760790528503, 0.406760790528503]","[1538.5353982670338, 717.0183010002694, 798.8856798869696, 218.47579823764409]",None,"[9.201067646924706, 5.6586428705152665, 5.505543549071022, 4.513812465724815]",False,1611.1405779999914,1613.3911338000325,1613.3911338000325,1614.6226097999606,['space'],1,[0.3228055000072345],2.637399100116454,3.6564039001241326,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.86575430003,None,493.3189354930688,0.37248188399350135,7.493148238879306e-05,1,"[0.5058931513787834, 0.5058931513787834, 0.5058931513787834, 0.5058931513787834]","[1243.085822278897, 986.6378709861377, 783.0949971575299, 621.5429111394485]",Major_3rd,"[7.224440241281819, 5.744353958799096, 5.5706369273676914, 5.893675222621583]",False,1615.855092599988,1618.4022041000426,1618.4022041000426,1619.6272404999472,['space'],1,[0.31727420003153384],3.0335614001378417,4.074134900118224,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.0125406000298,None,3732.1319661472303,7.0,0.00017739182544897908,1,"[0.6898498157087976, 0.6898498157087976, 0.6898498157087976, 0.6898498157087976]","[196.5927836936136, 135.91067501157983, 175.8217504555694, 200.47887150185437]",None,"[6.0, 9.84743044909529, 7.2639064192810725, 5.349834201550752]",False,1621.0271796999732,1624.1304058999522,1624.1304058999522,1625.3331847999943,['space'],1,[0.37679239991120994],3.786594100180082,4.786778700188734,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625.8586985999718,None,415.0034390806363,0.19046011201268565,7.746793812602678e-05,0,"[0.760300008679955, 0.760300008679955, 0.760300008679955, 0.760300008679955]","[147.4078435818607, 2963.311005965868, 235.55321838550654, 594.5978016426023]",None,"[9.477597685312794, 16.76202069126697, 3.8816575338523966, 6.0]",False,1626.8696327999933,1630.1709067999618,1630.1709067999618,1631.372227899963,None,0,,4.065216900082305,5.093588400050066,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632.025875100051,None,615.5722066724584,-5.0,3.0037681611419803e-05,0,"[0.7395705106228121, 0.7395705106228121, 0.7395705106228121, 0.7395705106228121]","[504.8542203435914, 398.057686126658, 3135.170357659764, 1956.2069724850276]",None,"[6.372481883993501, 6.0, 17.0, 11.0]",False,1635.1348224999383,1638.3935947000282,1638.3935947000282,1639.6220248000463,None,0,,4.001318000839092,5.0022653008345515,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.1804648999823,None,,,,,"[0.5769118763493256, 0.5769118763493256, 0.5769118763493256, 0.5769118763493256]","[3846.801071544883, 1481.7262282178388, 575.1361186561201, 904.1533201605478]",None,"[16.0, 9.0, 6.051973573215608, 5.552552403700736]",True,1641.173955700011,1643.927588499966,1643.927588499966,1645.1572312000208,None,1,,3.3164155001286417,4.347012600162998,None,1,None,1,,0,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645.5851623000344,None,659.7539553864473,-8.0,1.9330270815422076e-05,1,"[0.7007957455695835, 0.7007957455695835, 0.7007957455695835, 0.7007957455695835]","[1662.4757922855763, 1319.5079107728948, 1047.294122820627, 831.237896142788]",Major_3rd,"[10.0, 7.903959307362302, 6.0, 5.505543549071022]",False,1646.6603979000356,1649.7907945000334,1649.7907945000334,1651.0267580000218,['space'],1,[0.34989509999286383],3.843450100161135,4.857267200131901,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651.5649734999752,None,,,,,"[0.7299927826942713, 0.7299927826942713, 0.7299927826942713, 0.7299927826942713]","[1507.7378633038322, 1343.2417297090383, 1196.6923351503942, 1066.1316673938554]",Tone,"[9.201067646924706, 8.0, 7.0, 6.097222008835672]",True,1652.5791338999989,1655.788914200035,1655.788914200035,1656.9999111000216,None,1,,3.948790900176391,4.952140200184658,None,1,None,1,,0,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1657.5977729000151,None,2825.4554649599936,9.870546298537242,0.00020459665319724388,1,"[0.58891819142633, 0.58891819142633, 0.58891819142633, 0.58891819142633]","[253.25555454273015, 163.54310277795258, 613.2203765914444, 128.48924208638363]",None,"[3.5204496957262235, 8.157001307055994, 5.893675222621583, 10.0]",False,1658.6073920000345,1661.4031304999953,1661.4031304999953,1662.6048447999638,['space'],1,[0.2656933000544086],3.387421200168319,4.388166400138289,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1663.0728068000171,None,579.174282351406,0.05197357321560758,5.9448136875299185e-05,1,"[0.5516182760417118, 0.5516182760417118, 0.5516182760417118, 0.5516182760417118]","[364.8569349461465, 409.53806253953127, 459.69093253877435, 515.9856257267185]",Tone,"[5.276290861042572, 6.190460112012685, 6.44997255490173, 6.372481883993501]",False,1664.0777465000283,1666.7769334999612,1666.7769334999612,1668.0084518999793,['space'],1,[0.22004229994490743],3.2287397001637146,4.2588849001331255,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,10,0,10,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668.4022831999464,None,,,,,"[0.7123863893418367, 0.7123863893418367, 0.7123863893418367, 0.7123863893418367]","[1248.8909276650359, 1401.8326687818892, 1573.5039687879141, 1766.1984878286098]",Tone,"[7.224440241281819, 8.583196466424154, 9.721088948797641, 10.181407649142432]",True,1669.4177409999538,1672.5819427999668,1672.5819427999668,1673.8156729999464,None,1,,3.860077299992554,4.871071800007485,None,1,None,1,,0,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
,,,,11,0,11,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1703.4154047999764,None,125.0,0.0,0.000722719885372964,0,"[0.44804230889337765, 0.44804230889337765, 0.44804230889337765, 0.44804230889337765]","[2645.4296428175417, 625.5596856716387, 634.9743954809753, 2757.4632753285427]",None,"[14.772803857532233, 5.893675222621583, 5.893675222621583, 15.870546298537242]",False,1704.4158242000267,1706.778694299981,1706.778694299981,1708.003648599959,None,0,,2.8434296001214534,3.869989100145176,None,1,None,1,,,,,,,hoavur,001,fr,0,0,2022-05-04_14h52.44.533,Cluster,2022.1.1,30.70948428688437,
