tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,API_start,API_stop,API_duration,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,answer_too_late.rt,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,3,0,3,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.5494651000481,None,,,,217.34938945855538,0.9065744733959278,0.00025691453116532615,1,"[0.6350720810939288, 0.6350720810939288, 0.6350720810939288, 0.6350720810939288]","[136.92153548031638, 153.68922717290042, 172.51032473557834, 193.63629245721236]",Tone,"[4.216895407745912, 3.6893224035748413, 3.1083421672832143, 2.9238165415902073]",False,623.5555390000809,626.5047762999311,626.5047762999311,627.7392140999436,['space'],1,[0.309127600165084],3.587798120221123,4.596571020316333,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.1681655999273,None,,,,,,,,"[0.7869879450868369, 0.5998866412409471, 0.6320879329580444, 0.6874537217972958]","[977.0942832409656, 870.4920444416299, 775.5202465444113, 690.9099935382959]",Tone,"[5.565978271147425, 4.110395708048437, 3.0, 2.335362874573512]",True,630.1585566999856,633.2141827000305,633.2141827000305,634.4314999000635,None,1,,3.725125019904226,4.734822120051831,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.9033751999959,None,,,,674.789716738418,-0.41446251275577584,4.5035857155592074e-05,0,"[0.5668166862761725, 0.5668166862761725, 0.5668166862761725, 0.5668166862761725]","[2224.2192880698153, 1494.3211491785407, 1626.4566242635565, 1171.344042530794]",None,"[4.0, 9.6570143092373, 9.26681740728439, 7.374753143792167]",False,636.9013397998642,639.6189065000508,639.6189065000508,640.8549651000649,None,0,,3.2872128202579916,4.2934074201621115,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,3,0,3,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.2131054999772,None,,,,6171.086956649256,1.6203762634771706,0.00014934974355650755,0,"[0.4231888171819996, 0.4401463833515802, 0.6380933364112125, 0.5703584869582541]","[181.20113758160602, 286.75764566123127, 982.7459935421423, 172.09470463097185]",None,"[3.0, 5.596181116739962, 5.565978271147425, 3.1083421672832143]",False,643.209196700016,645.732460899977,645.732460899977,646.965533999959,None,0,,3.1066404201555997,4.154575420310721,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.7702830999624,None,1650536827.690467,1650536829.166511,1.4760441780090332,707.1067811865476,-5.0,2.4969612569079748e-05,0,"[0.720002729905318, 0.720002729905318, 0.720002729905318, 0.720002729905318]","[280.61551207734334, 353.5533905932739, 445.44935907016975, 561.2310241546866]",Major_3rd,"[5.596181116739962, 5.893201081980479, 3.0, 1.3517870611377325]",False,653.2348307999782,656.436419500038,656.436419500038,657.6760124999564,None,0,,3.8988157603889704,4.906213160371408,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.1631771000102,None,,,,,,,,"[0.7407507835703482, 0.5551271346748924, 0.46301046477711916, 0.41152127241710773]","[2406.611251657776, 2144.04687916403, 1910.1286162800293, 1701.731135727058]",Tone,"[2.0, 4.40792723066625, 7.0, 8.426474349612413]",True,660.1598338000476,662.943496099906,662.943496099906,664.1786980000325,None,1,,3.215528320055455,4.2195594201330096,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.3984995998908,None,1650536842.3359842,1650536844.3005838,1.964599609375,2143.5469250725882,-3.0,5.521540081768751e-05,0,"[0.7679351736117772, 0.4474639961801399, 0.7198088197481219, 0.639556413988839]","[5401.399784672766, 4287.093850145177, 3402.668643803426, 2700.6998923363826]",Major_3rd,"[3.0, 0.8358100735481013, 0.17184970796578725, 0.9712394348077362]",False,668.3679565999191,671.3189791999757,671.3189791999757,672.554532899987,None,0,,3.6109274406917393,4.634635740658268,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.0210619999561,None,,,,249.89949756142263,1.9908723620891844,0.00021087442279908554,1,"[0.7425904191820015, 0.54283040239773, 0.7564466488510271, 0.7034392969011019]","[396.6907253153268, 353.4112586815861, 314.8536373357889, 280.5027019042776]",Tone,"[5.0, 5.893201081980479, 6.059135077977032, 5.596181116739962]",False,675.0398019999266,678.1259580000769,678.1259580000769,679.3592248999048,['space'],1,[0.22266159998252988],3.789157420396805,4.815629820339382,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.8779144000728,None,,,,577.2107118275082,-0.8410274270283072,5.391797811435048e-05,1,"[0.4573560809672157, 0.4573560809672157, 0.4573560809672157, 0.4573560809672157]","[363.6199630281406, 408.1496085067452, 458.1324455811499, 514.2362832639999]",Tone,"[5.893201081980479, 4.450392872957826, 3.0, 1.9387558237431435]",False,681.8779903000686,684.2851324998774,684.2851324998774,685.5007825000212,['space'],1,[0.31628500018268824],2.856881820363924,3.889845320256427,['space'],0,None,1,,,[0.8190687000751495],,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.7947378999088,None,1650536863.7249343,1650536865.187071,1.4621367454528809,164.93848884661182,-2.0,0.00031227859543881493,1,"[0.5630433712232468, 0.5630433712232468, 0.5630433712232468, 0.5630433712232468]","[415.6189480713941, 329.8769776932237, 261.82353070515677, 207.809474035697]",Major_3rd,"[4.0, 6.159795749040223, 4.941271169810042, 3.0]",False,689.3026932000648,692.0407791000325,692.0407791000325,693.274183700094,['space'],1,[0.2344111001584679],3.257265400607139,4.2643134004902095,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.5920738000423,None,1650536871.5326507,1650536873.3498716,1.81722092628479,2143.5469250725882,2.0,9.818841039113999e-05,1,"[0.5230546469188804, 0.4460134689220132, 0.599079918692898, 0.4997784937469706]","[1094.4472990770275, 865.7847201041225, 242.46987251587467, 4646.22873064913]",None,"[6.437138982256159, 4.110395708048437, 4.0, 1.3072675182586222]",False,697.4164459998719,700.0158772999421,700.0158772999421,701.2506103999913,['space'],1,[0.2923368001356721],3.0975506405811757,4.120387540431693,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.5608149999753,None,,,,,,,,"[0.41114506797554623, 0.5564677655974734, 0.4628982660828982, 0.7161140752006717]","[6476.127215851139, 5769.573435115544, 5140.105577560992, 4579.313470155096]",Tone,"[4.3900618468875034, 3.247730475677683, 2.566116844466812, 1.3072675182586222]",True,703.5722437000368,706.0396483000368,706.0396483000368,707.2567676999606,None,1,,3.1863786200992763,4.21882082009688,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.8090538000688,None,,,,2529.5193067705554,-1.0,7.491944556800719e-05,1,"[0.4694480807043375, 0.4694480807043375, 0.4694480807043375, 0.4694480807043375]","[501.92020106768126, 752.0305892870738, 1126.7727539565637, 1688.2515912849474]",Perfect_5th,"[1.9387558237431435, 2.8910624098854916, 7.0, 9.0]",False,709.811221400043,712.2626483999193,712.2626483999193,713.4961471999995,['space'],1,[0.25653580017387867],2.917226320365444,3.9498934203293175,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.7792662999127,None,,,,5151.295875960225,0.0,0.00014716682004573532,0,"[0.5845123290840587, 0.7055451900444417, 0.4568018205423493, 0.7192344408823]","[780.3604674718625, 2149.232634542417, 1251.9083735030251, 7551.471388455082]",None,"[3.0, 4.40792723066625, 8.303968446146236, 4.967547816596368]",False,715.78166410001,718.5662485999055,718.5662485999055,719.7760729999281,None,0,,3.489623820176348,4.49412252032198,None,1,['space'],0,[0.45020800014026463],,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.3080247000325,None,1650536898.2481916,1650536900.0298042,1.7816126346588135,1414.213562373095,8.0,0.00012668031067102203,1,"[0.506509386525067, 0.506509386525067, 0.506509386525067, 0.506509386525067]","[890.8987181403394, 1000.0000000000001, 1122.4620483093731, 1259.9210498948732]",Tone,"[4.110395708048437, 5.565978271147425, 7.0, 8.303968446146236]",False,724.0976666000206,726.6439680999611,726.6439680999611,727.8779480999801,['space'],1,[0.22418939997442067],3.0494743005838245,4.060112100560218,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.1720561999828,None,,,,,,,,"[0.45202373651289124, 0.5510911810590182, 0.4437790758151275, 0.5069819004976536]","[296.53552817924486, 988.1597078306004, 3920.9038696287216, 2918.0978125866645]",None,"[6.0, 5.565978271147425, 0.4940193753806348, 0.4143334754883661]",True,730.1668302998878,732.6407323000021,732.6407323000021,733.8514276000205,None,1,,2.9872432202100754,4.000507320044562,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.2012257000897,None,,,,556.7594392303841,-0.8410274270283072,5.681395171856871e-05,0,"[0.7575212964617623, 0.7575212964617623, 0.7575212964617623, 0.7575212964617623]","[1402.9458744280528, 1113.5188784607683, 883.8005195275366, 701.4729372140264]",Major_3rd,"[9.58105541366995, 7.0, 4.110395708048437, 2.335362874573512]",False,736.2156644000206,739.5223485000897,739.5223485000897,740.7567368999589,None,0,,4.079462120542303,5.083805320551619,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.3134649998974,None,1650536919.2488425,1650536921.1800616,1.9312191009521484,4000.0,0.0,8.394020090612804e-05,1,"[0.6542376617912735, 0.40607739175285773, 0.5516744739809518, 0.7752242432496951]","[793.7005259840998, 1189.2071150027211, 1781.7974362806788, 2669.679708340069]",Perfect_5th,"[3.464680763121044, 8.0, 8.0, 0.9712394348077362]",False,745.2474617999978,747.9047353998758,747.9047353998758,749.10923000006,['space'],1,[0.2708977002184838],3.415010500466451,4.449779800605029,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.7492479998618,None,,,,5131.939850795838,0.0,0.0001478805990848359,1,"[0.4026645761915693, 0.6296489076796257, 0.7461382896635166, 0.6781856090695031]","[3232.919522406015, 3628.8294691392157, 4073.2233588954186, 4572.038634647336]",Tone,"[0.12314290329400102, 0.2889914060118919, 0.4940193753806348, 1.3072675182586222]",False,751.7614422000479,754.5827532999683,754.5827532999683,755.818539199885,['space'],1,[0.3125927001237869],3.49179082037881,4.506455220282078,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.3018300998956,None,,,,,,,,"[0.49774265213634533, 0.599116908435553, 0.74750694940524, 0.5023067882994035]","[125.35315499062703, 187.81751923127598, 281.40831822564303, 421.63607468944616]",Perfect_5th,"[4.2409982726429245, 2.9238165415902073, 5.596181116739962, 4.0]",True,758.3031246000901,761.181226799963,761.181226799963,762.393244799925,['space'],0,[0.5520767001435161],3.383669420145452,4.417447620071471,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.7690091000404,None,1650536940.7106555,1650536942.5215774,1.8109219074249268,2000.0,-1.0,6.667607160816621e-05,1,"[0.6738714051632908, 0.6738714051632908, 0.6738714051632908, 0.6738714051632908]","[793.7005259841001, 1000.0000000000003, 1259.9210498948735, 1587.4010519681997]",Major_3rd,"[3.464680763121044, 5.565978271147425, 8.303968446146236, 9.26681740728439]",False,766.5952520999126,769.631336600054,769.631336600054,770.8616953999735,['space'],1,[0.6635439000092447],3.7182492406573147,4.725919340737164,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.3400057998952,None,,,,2582.200754920424,-1.0,7.200168229404614e-05,1,"[0.6847098340828557, 0.6847098340828557, 0.6847098340828557, 0.6847098340828557]","[4098.988194753761, 3651.783328378509, 3253.3690861786754, 2898.4223485139887]",Tone,"[0.4940193753806348, 0.2889914060118919, 0.12314290329400102, 0.4143334754883661]",False,773.3523772999179,776.4322905999143,776.4322905999143,777.6630136999302,['space'],1,[0.33442740025930107],3.7790229201782495,4.81193892005831,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.1986289999913,None,1650536956.1542861,1650536958.0029464,1.8486602306365967,189.4645708137998,-7.0,0.00013570784394859175,0,"[0.7349687560669805, 0.7349687560669805, 0.7349687560669805, 0.7349687560669805]","[477.4208019552084, 378.9291416275996, 300.7562590205292, 238.7104009776042]",Major_3rd,"[2.6311300037882948, 5.289027767580068, 6.0, 3.5253033140191206]",False,782.0705709999893,785.3059042000677,785.3059042000677,786.5383039999288,None,0,,3.9621438805479556,4.993018580600619,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,4,0,4,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.1163367000408,None,,,,,,,,"[0.7689651161936712, 0.7689651161936712, 0.7689651161936712, 0.7689651161936712]","[391.0861873795674, 438.97940295157247, 492.7377198026477, 553.0793902489698]",Tone,"[5.0, 3.5168375051606526, 2.0, 1.4829887434687423]",True,789.1279190999921,792.4758846000768,792.4758846000768,793.6812539999373,None,1,,4.120177220087498,5.1481258200947195,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.7504052000586,None,1650536985.6636286,1650536987.7001193,2.0364906787872314,659.7539553864473,-6.0,2.4335369146397992e-05,0,"[0.4146289624796282, 0.6207170740813714, 0.4607396867112908, 0.6020173104385697]","[3324.9515845711517, 2219.1389441356905, 1481.0975522865647, 988.5140203528964]",Perfect_5th,"[0.12314290329400102, 4.0, 9.6570143092373, 5.565978271147425]",False,811.7688414999284,814.3036014998797,814.3036014998797,815.5372997999657,None,0,,3.1464393604546785,4.170245460467413,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.9504332998767,None,1650536993.8918574,1650536996.2841816,2.392324209213257,125.0,2.0,0.000909850429304992,1,"[0.6098846069316102, 0.5302919494902358, 0.47244374368207476, 0.5036155641684104]","[6431.0655126216625, 1212.088065753187, 627.0954754095657, 141.59325410131416]",None,"[4.3900618468875034, 8.0, 1.493318367043476, 4.014491229490316]",False,820.3534387000836,823.011145999888,823.011145999888,824.2181980998721,['space'],1,[0.31555230007506907],3.1293802408035845,4.130041240947321,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.5280317000579,None,,,,631.813019718507,-0.7265388918928083,4.6912808753317e-05,1,"[0.7196087332799026, 0.45211709935897776, 0.7735490425687677, 0.7212337858644122]","[250.73516303709076, 315.90650985925356, 398.0172615704958, 501.4703260741814]",Major_3rd,"[4.191212245504896, 6.059135077977032, 4.450392872957826, 1.9387558237431435]",False,826.537050700048,829.516581099946,829.516581099946,830.7190539999865,['space'],1,[0.2191585002001375],3.686837020330131,4.7001338202971965,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.2694365000352,None,,,,,,,,"[0.5348992904069778, 0.5348992904069778, 0.5348992904069778, 0.5348992904069778]","[321.5589555277819, 1755.9253905608543, 611.6846262381196, 214.84118490034044]",None,"[6.159795749040223, 8.426474349612413, 1.493318367043476, 3.0952451234517246]",True,833.2734769000672,835.8963067999575,835.8963067999575,837.1280694999732,None,1,,3.1863189202267677,4.2167386203072965,None,1,None,1,,0,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
,,,,5,0,5,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.5409748000093,None,,,,537.9529548438011,-0.6975054956328469,6.046795461240365e-05,0,"[0.7053053746905826, 0.7053053746905826, 0.7053053746905826, 0.7053053746905826]","[338.8891258304255, 380.39018232939225, 426.9735432142255, 479.2615978901502]",Tone,"[6.0, 5.289027767580068, 4.0, 2.6311300037882948]",False,839.5478646999691,842.6976352999918,842.6976352999918,843.9022647000384,None,0,,3.853413420030847,4.879378820070997,None,1,None,1,,,,,eqdcwr,001,fr,1,1,2022-04-21_12h16.29.024,Cluster,2022.1.1,None,
