tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,Audiogram_none,answer_too_late.rt,Audiogram_time,Audiogram_both,Audiogram_frequency,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,11,0,11,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.4341937999998,None,267.9433656340732,14.0,0.0007441295113766622,0,"[0.6548916600496522, 0.6548916600496522, 0.6548916600496522, 0.6548916600496522]","[425.3335804754277, 378.9291416275994, 337.5874865420474, 300.75625902052906]",Tone,"[15.0, 16.58193300635728, 16.44873585064281, 15.0]",False,1730.9542576000094,1733.9305362000014,1733.9305362000014,1735.1557412999973,None,0,,3.6367142999952193,4.651212599972496,None,1,['space'],0,[0.49173580002388917],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1735.6639398999978,None,2346.2037700880223,5.0,0.00014668346897460873,0,"[0.7549690620584745, 0.7549690620584745, 0.7549690620584745, 0.7549690620584745]","[5912.063034553223, 4692.407540176046, 3724.3663327694826, 2956.031517276611]",Major_3rd,"[-1.0, -3.2484897532137467, 0.1628529732957773, 6.0]",False,1736.674006199988,1739.9533351999999,1739.9533351999999,1741.1646910000127,None,0,,4.062549166672397,5.091594966681441,None,1,['space'],0,[0.6125568000134081],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741.8235577000014,None,153.8930516681146,23.0,0.006575226134985116,0,"[0.6093451140360311, 0.6093451140360311, 0.6093451140360311, 0.6093451140360311]","[244.28999210856162, 217.63764082403114, 193.89309522921693, 172.7391099959721]",Tone,"[10.0, 7.9023672276089405, 6.492421165504038, 6.3554415058480895]",False,1748.3657203000039,1751.2353338999965,1751.2353338999965,1752.4660154999874,None,0,,3.4733171999978367,4.503729799995199,None,1,['space'],0,[0.38583690000814386],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752.9229404999933,None,3155.7406613929725,-2.0,5.49039559808937e-05,0,"[0.5321270570090799, 0.5321270570090799, 0.5321270570090799, 0.5321270570090799]","[7951.968174596351, 6311.481322785945, 5009.426045634026, 3975.9840872981754]",Major_3rd,"[8.0, 0.0, -3.513043538912708, -1.31123409020815]",False,1753.9377332000004,1756.5693885000073,1756.5693885000073,1757.7896304999886,None,0,,3.157197566673858,4.169514266657643,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758.1686025999952,None,8000.0,16.0,0.0011454338263838868,1,"[0.42811759419284234, 0.42811759419284234, 0.42811759419284234, 0.42811759419284234]","[1587.4010519681997, 2378.4142300054423, 3563.5948725613575, 5339.359416680138]",Perfect_5th,"[10.987398880831252, 11.0, 1.0, -3.0]",False,1765.09224920001,1767.405465399992,1767.405465399992,1768.636142800009,['space'],1,[0.08452870001201518],2.727318033343181,3.741341133340029,None,1,['space'],0,[-9.160787799977697],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1768.894669100002,None,473.68210063192464,7.667846502120748,0.00017597898369870924,1,"[0.7957100793383982, 0.6989086757124591, 0.5936614952385583, 0.41782434146270786]","[2387.208198178334, 1593.270321564939, 1063.3803618455934, 709.721243566625]",Perfect_5th,"[10.070353108031792, 10.987398880831252, 12.714371882770156, 13.529967651613134]",False,1769.9028774999897,1773.021650300012,1773.021650300012,1774.250494899985,['space'],1,[0.1424737999914214],3.5283889666607138,4.551511566649424,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1774.5165259999922,None,2000.0,6.0,0.00014926913094589803,1,"[0.44340745184782393, 0.5631921959674786, 0.698888454399089, 0.6680280251963158]","[3174.8021039364003, 2828.427124746191, 2519.842099789747, 2244.9240966187463]",Tone,"[4.0, 7.154805188637976, 10.0, 11.081347530293748]",False,1780.0455673999968,1782.7717812999908,1782.7717812999908,1783.989698099991,['space'],1,[0.2752755999972578],3.3863151333353017,4.412397333333502,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.5207152999938,None,627.7191754424575,6.173910035084843,0.0001048757853637937,0,"[0.4751805594927583, 0.7185023744389095, 0.5613461062177371, 0.7032404865375919]","[395.4383012813025, 443.8644856361897, 498.22103971898383, 559.2342087537961]",Tone,"[16.0, 14.799841735560463, 12.693760051509344, 12.0]",False,1785.5254786000005,1788.3129487000115,1788.3129487000115,1789.546628000011,None,0,,3.4918624666752294,4.511429866659455,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790.096587899985,None,,,,,"[0.6108013253370671, 0.590539196428858, 0.6075489892139339, 0.7456754760729076]","[247.44457429513892, 370.7479568011444, 555.4942874127249, 832.3010219950551]",Perfect_5th,"[10.756041600821511, 16.58193300635728, 12.0, 14.653733467188017]",True,1791.1077504999994,1793.9376848000102,1793.9376848000102,1795.17651759999,None,1,,3.579920366697479,4.617676866677357,None,1,"['space', 'space']",0,"[-3.5964246000221465, 0.40355809999164194]",0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795.7810331000073,None,125.0,4.0,0.0011454338263838868,1,"[0.5559016283827102, 0.5541882681130819, 0.7905235147463463, 0.5447257963050925]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[6.998853458218864, 6.3554415058480895, 6.883672585631613, 7.3800252127100885]",False,1796.8068868000119,1799.7292140999925,1799.7292140999925,1800.9453210000065,['space'],1,[0.5130523999978323],3.4698099666566122,4.50156016665278,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1801.38608940001,None,,,,,"[0.6451859428741685, 0.6451859428741685, 0.6451859428741685, 0.6451859428741685]","[1099.9041253738076, 734.0979311574962, 489.95158768639806, 327.0034529288442]",Perfect_5th,"[12.714371882770156, 14.0, 13.0, 16.44873585064281]",True,1802.3876495999866,1805.358140700002,1805.358140700002,1806.5889874999993,['space'],0,[0.11583890000474639],3.6134746666648425,4.6383172666537575,None,1,None,1,,0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807.0794957999897,None,302.6342838648582,9.0,0.00031487393299460396,0,"[0.5942231395049661, 0.4716384063341694, 0.6206141279925704, 0.629600782553927]","[480.4019805687188, 427.9895086807517, 381.2953046611953, 339.695498155589]",Tone,"[13.0, 15.0, 16.58193300635728, 16.44873585064281]",False,1808.0898429999943,1810.8052021999902,1810.8052021999902,1812.0213537999953,None,0,,3.3544994666881394,4.372173866693629,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812.5218186999846,None,170.67010201977095,0.514133550478365,0.0003949610590163323,1,"[0.47567096208098314, 0.47567096208098314, 0.47567096208098314, 0.47567096208098314]","[430.06170824482984, 341.3402040395419, 270.92189948570433, 215.03085412241492]",Major_3rd,"[15.0, 16.44873585064281, 12.470443348652893, 7.9023672276089405]",False,1813.5344181999972,1815.9881183000107,1815.9881183000107,1817.2192477000062,['space'],1,[0.10013989999424666],2.93120516667841,3.9465843666985165,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817.567259500007,None,,,,,"[0.4737512222294131, 0.4737512222294131, 0.4737512222294131, 0.4737512222294131]","[6583.331687853123, 4393.846755083415, 2932.540880900512, 1957.2362209044518]",Perfect_5th,"[1.1600525257360932, -3.0, 6.0, 11.948081623836476]",True,1818.569821699988,1821.016909500002,1821.016909500002,1822.2500370999915,['space'],0,[0.16779539998969994],2.915859566652216,3.9423859666567296,None,1,None,1,,0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822.5756105000037,None,233.2582478842019,8.0,0.0005030881344778151,0,"[0.5927155945556181, 0.7359084814476773, 0.5806923746132698, 0.43706847405352645]","[146.94348828545108, 164.9384888466118, 185.13719403582056, 207.80947403569698]",Tone,"[7.3800252127100885, 6.514133550478365, 6.492421165504038, 7.0]",False,1823.6028412999876,1826.5523102000006,1826.5523102000006,1827.7806423000002,None,0,,3.364706333290087,4.384591533307685,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828.0460135999892,None,309.40298127783547,9.513778059941245,0.0003126192505137743,0,"[0.5997462846518893, 0.572863697071163, 0.6203996253313514, 0.7079810367321554]","[194.9116645060871, 218.78094618089185, 245.57330898126656, 275.646719409223]",Tone,"[6.492421165504038, 8.0, 10.0, 13.0]",False,1829.0583814999845,1831.8836459000013,1831.8836459000013,1833.1050016999943,None,0,,3.5250268666713964,4.5390006666712,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1833.6673544000078,None,125.0,36.0,0.04560054196779551,1,"[0.5197900626825269, 0.5197900626825269, 0.5197900626825269, 0.5197900626825269]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[6.998853458218864, 6.3554415058480895, 6.883672585631613, 7.3800252127100885]",False,1834.698644499993,1837.2886524999922,1837.2886524999922,1838.519858899992,['space'],1,[0.06304539999109693],3.1153296333213802,4.14375923332409,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838.9001384000003,None,870.5505632961246,16.0,0.0002547379968512103,0,"[0.6170918641038672, 0.42488156402311095, 0.7126828703254068, 0.6844193452282135]","[172.73910999597211, 258.8162309603445, 387.78619045843385, 581.0227934789201]",Perfect_5th,"[6.3554415058480895, 12.0, 16.58193300635728, 11.898771489811134]",False,1839.9358628999908,1842.7055111000082,1842.7055111000082,1843.9260839000053,None,0,,3.4549650333356112,4.48449223334319,None,1,['space'],0,[0.5151438000029884],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,11,0,11,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844.4827443000104,None,,,,,"[0.7114764311368316, 0.7114764311368316, 0.7114764311368316, 0.7114764311368316]","[2385.6493112132175, 2677.800812412233, 3005.729784864738, 3373.817610983765]",Tone,"[11.0, 8.73208995742255, 5.4169882763410016, 3.0]",True,1845.4897214999946,1848.6604918999947,1848.6604918999947,1849.8930284999951,None,1,,3.8746767666598316,4.903792566678021,None,1,['space'],0,[0.4648410999798216],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,12,0,12,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919.0285739999963,None,190.06587860402672,0.49242116550403814,0.000319215648891476,0,"[0.4294058425957135, 0.4147458081338537, 0.4193250022028365, 0.5625562595568944]","[957.8720052799076, 639.3028639206951, 426.683470823193, 284.7770509851975]",Perfect_5th,"[14.0, 12.77469882689207, 15.0, 14.0]",False,1920.0193049999943,1922.3096457000065,1922.3096457000065,1923.5303787000012,None,0,,2.8436411666916683,3.879493666696362,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,12,0,12,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1923.9699134000111,None,6152.026695044159,-6.0,6.16632547242971e-05,1,"[0.6150515680491059, 0.6150515680491059, 0.6150515680491059, 0.6150515680491059]","[2441.4334118623865, 3076.01334752208, 3875.533966300662, 4882.866823724772]",Major_3rd,"[10.070353108031792, 5.0, -1.0000000000000009, -3.513043538912708]",False,1924.9687925000035,1927.8331637000083,1927.8331637000083,1929.0717427000054,['space'],1,[0.09900349998497404],3.4969011666544247,4.532572066644207,None,1,['space'],0,[-0.8199700999830384],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,12,0,12,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929.5708689999883,None,8000.0,9.0,0.0005116464961403772,0,"[0.5561265792884095, 0.747870098171582, 0.6059582328108138, 0.6962879921583578]","[1587.4010519681997, 2378.4142300054423, 3563.5948725613575, 5339.359416680138]",Perfect_5th,"[10.987398880831252, 11.0, 1.0, -3.0]",False,1930.6524179000116,1933.5999497000012,1933.5999497000012,1934.8431284000108,None,0,,3.627493233361747,4.657830333366292,None,1,['space'],0,[0.501387700001942],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,12,0,12,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935.3849047000112,None,267.9433656340732,19.0,0.0013232701884834427,1,"[0.44706221344465036, 0.44706221344465036, 0.44706221344465036, 0.44706221344465036]","[675.1749730840947, 535.8867312681464, 425.3335804754277, 337.5874865420474]",Major_3rd,"[13.0, 12.073353274557459, 15.0, 16.44873585064281]",False,1937.1704434999847,1939.525215600006,1939.525215600006,1940.7490676000016,['space'],1,[0.14202929998282343],2.810077933361754,3.8468771333573386,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,12,0,12,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941.0842323999968,None,5778.883294631718,-8.0,4.9374725714667e-05,1,"[0.4785763200827595, 0.6919258630038128, 0.4273431372738175, 0.622770446922999]","[2293.3513552749614, 2889.4416473158594, 3640.4683538961694, 4586.702710549922]",Major_3rd,"[11.081347530293748, 7.0, 1.0, -3.2484897532137467]",False,1942.1002393999952,1944.7113927000028,1944.7113927000028,1945.9327342000033,['space'],1,[0.05077050000545569],3.246137166657718,4.285541466670111,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,12,0,12,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946.455286100012,None,4676.6045356302175,-9.248489753213747,4.4995377602589074e-05,1,"[0.44643584336568237, 0.44643584336568237, 0.44643584336568237, 0.44643584336568237]","[7423.64695949866, 6613.717560143784, 5892.152496474349, 5249.311106196398]",Tone,"[5.802559808640555, 2.0, -1.0, -3.2067318485953002]",False,1947.4594596000097,1949.8359128999873,1949.8359128999873,1951.0709394000005,['space'],1,[0.040187700011301786],2.8093237666762434,3.8292319666652475,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,12,0,12,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.3650692999945,None,659.7539553864473,16.0,0.0003063641462379217,0,"[0.7638554190414051, 0.5395526467579379, 0.5769274765264365, 0.5804900941823036]","[1662.4757922855763, 1319.5079107728948, 1047.294122820627, 831.237896142788]",Major_3rd,"[11.0, 10.503785622989126, 13.0, 14.653733467188017]",False,1952.3995263999968,1955.298476099997,1955.298476099997,1956.5137012999912,None,0,,3.4656510666536633,4.495253666653298,None,1,['space'],0,[0.4505713999969885],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,12,0,12,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956.9647104000032,None,2000.0,16.0,0.0004720304381429618,1,"[0.6204182764595803, 0.6204182764595803, 0.6204182764595803, 0.6204182764595803]","[1259.921049894873, 1414.2135623730949, 1587.4010519681995, 1781.7974362806785]",Tone,"[10.988817863437873, 10.376196147230004, 10.987398880831252, 11.466217611438429]",False,1959.739447800006,1962.6381262000068,1962.6381262000068,1963.856958999997,['space'],1,[0.19208520001848228],3.4892620333412196,4.523123933322495,None,1,None,1,,,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,12,0,12,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964.3257218000072,None,,,,,"[0.6030290886805576, 0.6030290886805576, 0.6030290886805576, 0.6030290886805576]","[2516.7109259854565, 3170.8570721494943, 3995.029571409174, 5033.421851970911]",Major_3rd,"[10.0, 4.0, -1.31123409020815, -3.513043538912708]",True,1965.3536583000096,1968.1872797000105,1968.1872797000105,1969.4316236999875,None,1,,3.44044496663264,4.483463466633111,None,1,['space'],0,[0.3936660000181291],0,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
,,,,12,0,12,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.8990434999869,None,526.2905635088177,6.0733532745574585,0.00013550722337551165,0,"[0.6576180801002731, 0.6576180801002731, 0.6576180801002731, 0.6576180801002731]","[2652.338237303177, 1770.2233929456893, 1181.4823678440036, 788.5448757986783]",Perfect_5th,"[8.73208995742255, 11.466217611438429, 11.770115939218243, 14.653733467188017]",False,1970.9132595999981,1973.9068230999983,1973.9068230999983,1975.1418657999893,None,0,,3.6582508666615468,4.682668566674693,None,1,['space'],0,[0.498607700021239],,,,,,,gtyzck,001,fr,0,0,2022-04-27_10h50.08.615,Cluster,2022.1.1,36.50298484853313,
