tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,answer_too_late.rt,Audiogram_time,Audiogram_frequency,Audiogram_none,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,16,0,16,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186.9306515,None,2134.7214879441067,11.751466951271459,0.00030098360891345747,1,"[0.49213329437101994, 0.7693066817491389, 0.7716623418681735, 0.7178412223544636]","[3388.659135621596, 3018.95208013983, 2689.5805383236852, 2396.1438539277747]",Tone,"[16.0, 15.338393759349065, 15.727744022958504, 16.330229238830245]",False,2187.9604394999997,2191.0298341999996,2191.0298341999996,2192.2751883,['space'],1,3.792113066665479,4.829909266665709,None,1,None,1,,[0.43038829999932204],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,16,0,16,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2192.8651629999995,None,1532.944803206755,12.0,0.00020337591397675119,1,"[0.4057348659916636, 0.4057348659916636, 0.4057348659916636, 0.4057348659916636]","[965.6947129435721, 1083.955665532174, 1216.6990966097937, 1365.6985601567928]",Tone,"[17.0, 16.52712978726722, 16.557281121282692, 17.0]",False,2193.8649238,2196.1239958999995,2196.1239958999995,2197.360452,['space'],1,2.6672310666672274,3.694467866666855,None,1,None,1,,[0.3716437999992195],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,16,0,16,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2197.6328839,None,203.0630990890589,10.0,0.0008204245696818118,0,"[0.7680911505004678, 0.6180709837567622, 0.5374649409274534, 0.6149667874228484]","[2973.2912028572696, 744.1265194353315, 7240.189726572319, 6680.1947255600435]",None,"[15.338393759349065, 20.393573098672633, 19.0, 18.0]",False,2198.6552254,2201.5988238,2201.5988238,2202.8327128,None,0,3.5498669333346697,4.568798133334894,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,16,0,16,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203.293036,None,,,,,"[0.6289150081331699, 0.6289150081331699, 0.6289150081331699, 0.6289150081331699]","[337.04384196479367, 2408.6450259405333, 133.85355438702086, 476.68940231644785]",None,"[31.087801539139534, 16.330229238830245, 20.022505355605915, 28.0]",True,2204.2948447999997,2207.1961321,2207.1961321,2208.4101733999996,None,1,3.5450055666678963,4.57858436666811,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,16,0,16,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2208.9416124,None,435.2752816480623,14.0,0.0003746470838436557,0,"[0.7687071899650525, 0.4403392961521915, 0.6512394904648613, 0.5779348508651614]","[172.73910999597217, 217.63764082403122, 274.2062449236567, 345.47821999194423]",Major_3rd,"[19.6209483717776, 22.667073298204066, 28.0, 31.367258929177495]",False,2209.9608817999997,2212.8414606999995,2212.8414606999995,2214.0728755,None,0,3.4491385666669885,4.470303166666781,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,16,0,16,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2214.5162244000003,None,1062.3358746099298,10.52712978726722,0.00015678305414678118,1,"[0.6297417131693137, 0.6297417131693137, 0.6297417131693137, 0.6297417131693137]","[259.041675862868, 2502.9878887806717, 957.034496046281, 2447.040152447874]",None,"[27.0, 16.330229238830245, 17.536976808502533, 16.330229238830245]",False,2215.5318740000002,2218.4555314,2218.4555314,2219.6685298,['space'],1,3.5394146666658344,4.5829701666662,None,1,None,1,,[0.5042476999997234],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,16,0,16,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2220.1872413,None,164.86324187017263,13.304277644406959,0.0018199469679556714,0,"[0.5523807768337886, 0.408857908287579, 0.4182457943011688, 0.7556790607610382]","[219.46007737466232, 3619.928021860746, 955.6307276551157, 3687.9407293509607]",None,"[23.0, 16.506253786942413, 17.536976808502533, 16.506253786942413]",False,2221.1880421999995,2223.5993627,2223.5993627,2224.8192174999995,None,0,3.1670935666661535,4.200016666665761,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,16,0,16,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225.4646759999996,None,,,,,"[0.4187985153064717, 0.4187985153064717, 0.4187985153064717, 0.4187985153064717]","[1296.8332699495818, 5884.667087636852, 258.2019767662325, 3301.973728041667]",None,"[16.910019972301612, 16.53660351984219, 27.0, 15.585569304371509]",True,2226.4736151999996,2228.7484861000003,2228.7484861000003,2229.9748440000003,None,1,2.6914776666681064,3.7290108666675224,None,1,None,1,,,0,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,16,0,16,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2230.2704797999995,None,250.0,13.0,0.0007481178280472167,1,"[0.49001567653812184, 0.49001567653812184, 0.49001567653812184, 0.49001567653812184]","[157.49013123685913, 176.77669529663686, 198.42513149602493, 222.72467953508482]",Tone,"[19.310635395283462, 19.6209483717776, 21.0, 23.0]",False,2231.2923097000003,2233.7790155000002,2233.7790155000002,2234.9988401,['space'],1,2.98297893333347,3.9993072333336386,None,1,None,1,,[0.852361799999926],,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,16,0,16,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235.3530026999997,None,3482.202253184498,1.0,8.398389572004273e-05,0,"[0.7271227735541913, 0.5051887421373322, 0.5187971681413815, 0.41520016019279876]","[1851.518886230662, 1509.0009765077905, 226.05103538156493, 1965.5397412797624]",None,"[18.58621091439418, 17.90976647246743, 24.0, 18.297056651816593]",False,2237.1774012999995,2239.9610783,2239.9610783,2241.1842347,None,0,3.1838858000000982,4.200910600000498,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,16,0,16,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241.4539760999996,None,144.5931607569298,13.577230263869932,0.002617389388008069,0,"[0.6610761988511539, 0.4340463059143259, 0.49833087942626075, 0.4856299600095161]","[364.3519338169784, 289.18632151385964, 229.52733549295735, 182.17596690848916]",Major_3rd,"[31.367258929177495, 29.123019354804306, 24.0, 20.0]",False,2242.4586134,2245.0823493999997,2245.0823493999997,2246.3081799,None,0,3.11805856666615,4.134834066666372,None,1,None,1,,,,,,,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
,,,,16,0,16,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2246.6675976999995,None,466.5164957684038,14.0,0.00036664650895603605,1,"[0.6235053148158758, 0.6235053148158758, 0.6235053148158758, 0.6235053148158758]","[341.6827881959848, 3796.1894962031374, 993.7477402068373, 178.5006407898414]",None,"[31.087801539139534, 16.506253786942413, 17.0, 19.6209483717776]",False,2247.6857014999996,2250.5808685,2250.5808685,2251.8008891,['space'],1,3.5220604666674262,4.531707566667137,None,1,None,1,,[0.465253199999097],,,"{'estimation': [[125.0, 11.840891263512356], [133.9716828170366, 11.54216892320515], [143.5872943746293, 11.229205094965767], [152.4617060981401, 11.0], [153.89305166811442, 10.962867933659531], [164.93848884661162, 10.802567680939195], [176.77669529663666, 10.777158143400593], [189.46457081379947, 10.885313245863518], [196.45374073388254, 11.0], [203.0630990890585, 11.104805263424117], [217.6376408240306, 11.392802209838573], [233.25824788420132, 11.71451703385347], [247.48723110386717, 12.0], [249.99999999999937, 12.048460947825495], [267.94336563407256, 12.36916510901618], [287.1745887492579, 12.666696110055575], [307.78610333622805, 12.943719372559585], [312.5808020733617, 13.0], [329.87697769322244, 13.198553150654114], [353.55339059327247, 13.422080900365742], [378.929141627598, 13.61816432542481], [406.12619817811606, 13.793134001392296], [435.2752816480601, 13.955610326261056], [443.89640751707765, 13.999999999999998], [466.5164957684015, 14.11289854295304], [499.9999999999975, 14.261979156727852], [535.8867312681438, 14.390022764850512], [574.3491774985143, 14.465432220693778], [615.5722066724546, 14.437382718151264], [659.7539553864432, 14.243081479834633], [686.2204290664913, 14.0], [707.1067811865431, 13.816188986436376], [757.8582832551941, 13.136546886679836], [765.6408724821304, 13.0], [812.2523963562301, 12.200026460973678], [822.4787552419209, 12.0], [870.5505632961181, 11.075181442166866], [874.405341035961, 11.0], [926.5482984559517, 10.0], [933.0329915368008, 9.880543179349154], [986.1084793771258, 9.0], [999.9999999999926, 8.779283260461836], [1066.1670526182636, 8.0], [1071.773462536285, 7.936020763869348], [1148.698354997026, 7.477007545253611], [1231.1444133449063, 7.46689471264317], [1319.5079107728832, 7.8770842258264375], [1334.831408822735, 8.0], [1414.2135623730828, 8.594596747927072], [1461.1456092904093, 9.0], [1515.7165665103846, 9.447585192508626], [1590.4145790127154, 10.0], [1624.5047927124563, 10.243503238804688], [1741.1011265922318, 10.815931697400124], [1824.013175679101, 11.0], [1866.065983073597, 11.091507762728776], [1999.9999999999802, 11.053785745646543], [2027.4300481749415, 11.0], [2143.5469250725646, 10.78093424454526], [2297.396709994046, 10.408834529960117], [2462.2888266898062, 10.063213978290358], [2513.5389362820356, 10.0], [2639.015821545763, 9.850545811234678], [2828.427124746159, 9.826808924850358], [3031.4331330207615, 9.97276196288632], [3054.991164558065, 10.0], [3249.0095854249043, 10.213999166037969], [3482.2022531844555, 10.437839029932936], [3732.1319661471844, 10.543323805272655], [3999.9999999999504, 10.461028509341428], [4287.093850145118, 10.174285960564609], [4404.769941710944, 10.0], [4594.793419988076, 9.725875911644652], [4924.577653379601, 9.23291270663385], [5115.070431310383, 9.0], [5278.031643091513, 8.808519639986926], [5656.854249492303, 8.590808304253423], [6062.866266041516, 8.658358799845786], [6451.240288935273, 9.0], [6498.019170849792, 9.040196461168751], [6964.404506368894, 9.679932086005461], [7157.428595860798, 10.0], [7464.2639322943505, 10.490484564306666], [7787.164294826426, 11.0], [7999.999999999882, 11.334684468745724]], 'plus_line': [[125.0, 9.308582524896941], [133.9716828170366, 9.052355418117775], [135.28426415284636, 9.0], [143.5872943746293, 8.63873033108645], [153.89305166811442, 8.29973057045839], [164.93848884661162, 8.108050441488073], [176.77669529663666, 8.069918932929685], [189.46457081379947, 8.162121613480249], [203.0630990890585, 8.358313510114074], [217.6376408240306, 8.644467890555607], [232.58388909182906, 9.0], [233.25824788420132, 9.014032420695012], [249.99999999999937, 9.375069914197692], [267.94336563407256, 9.745561370474643], [281.5437007877324, 10.0], [287.1745887492579, 10.090642200273548], [307.78610333622805, 10.354281305682314], [329.87697769322244, 10.571787753941367], [353.55339059327247, 10.753395729993688], [378.929141627598, 10.911005689087801], [395.4682310212188, 11.0], [406.12619817811606, 11.0494616103387], [435.2752816480601, 11.174692700351288], [466.5164957684015, 11.309945042032187], [499.9999999999975, 11.461465473193417], [535.8867312681438, 11.622935476934849], [574.3491774985143, 11.76325830011435], [615.5722066724546, 11.814119209465835], [659.7539553864432, 11.680257066118774], [707.1067811865431, 11.294250033446183], [728.5205192995602, 11.0], [757.8582832551941, 10.587851495685383], [790.308397734612, 10.0], [812.2523963562301, 9.607530071072244], [841.980310505978, 9.0], [870.5505632961181, 8.44256729474538], [892.7223544382887, 8.0], [933.0329915368008, 7.237874857930585], [947.089111529412, 7.0], [999.9999999999926, 6.142237048366584], [1011.9579604632861, 6.0], [1071.773462536285, 5.298270573827404], [1125.0373419957216, 5.0], [1148.698354997026, 4.857589635623333], [1231.1444133449063, 4.872983381408636], [1253.4785673510678, 5.0], [1319.5079107728832, 5.319170901820893], [1400.8021504612418, 6.0], [1414.2135623730828, 6.102794689310086], [1514.9426235555463, 7.0], [1515.7165665103846, 7.00645010471485], [1624.5047927124563, 7.803660769473505], [1661.6227790665935, 8.0], [1741.1011265922318, 8.370580216474664], [1866.065983073597, 8.616108801047595], [1999.9999999999777, 8.559434029809962], [2143.5469250725646, 8.289420504134], [2266.6547441678754, 8.0], [2297.396709994046, 7.9210192839386915], [2462.2888266898062, 7.5567246984585745], [2639.01582154576, 7.340052513228693], [2828.427124746159, 7.302229888337168], [3031.4331330207615, 7.437460258470425], [3249.0095854249043, 7.693210972910238], [3482.2022531844555, 7.970757638302081], [3529.5799872625307, 8.0], [3732.1319661471844, 8.102224923254592], [3999.9999999999504, 8.018008045924745], [4015.9986679585872, 8.0], [4287.093850145118, 7.670282963051592], [4594.793419988076, 7.193983719849088], [4720.842926373739, 7.0], [4924.577653379601, 6.668764854980653], [5278.031643091506, 6.269473710814609], [5656.854249492303, 6.082018253307045], [6062.866266041508, 6.147980252031109], [6498.019170849792, 6.4998481702398045], [6844.543013415713, 7.0], [6964.404506368894, 7.15795682997937], [7464.26393229436, 7.984403446176703], [7474.258029412935, 8.0], [7999.999999999872, 8.758568247386403]], 'minus_line': [[125.0, 14.428486438676615], [133.9716828170366, 14.045763274836826], [135.47333586155503, 14.0], [143.58729437462938, 13.789248687042633], [153.89305166811442, 13.594770931865249], [164.93848884661162, 13.468249135181456], [176.77669529663666, 13.451975969454894], [189.46457081379947, 13.568391121473324], [203.0630990890585, 13.7939127159205], [213.42902962849655, 14.0], [217.6376408240306, 14.091548019669279], [233.25824788420132, 14.418808191938208], [249.99999999999937, 14.714017750965674], [267.94336563407256, 14.988393531843139], [268.7166338277742, 15.0], [287.1745887492579, 15.295932317527258], [307.78610333622805, 15.589685502449026], [329.87697769322244, 15.870215386640895], [341.36086678473686, 16.0], [353.55339059327247, 16.15329084715874], [378.929141627598, 16.410095704740527], [406.12619817811606, 16.62014953196428], [435.2752816480601, 16.793386317373326], [466.51649576840094, 16.938558013784778], [483.54990984819943, 17.0], [499.9999999999975, 17.065055086354462], [535.8867312681438, 17.150498007140563], [574.3491774985143, 17.153788060058005], [615.5722066724546, 17.03086322179662], [619.9883659973252, 17.0], [659.7539553864432, 16.772399148206286], [707.1067811865431, 16.326826038227484], [730.5768509234762, 16.0], [757.8582832551941, 15.652231222729544], [796.7491149132782, 15.0], [812.2523963562301, 14.748637230332687], [852.080099731565, 14.0], [870.5505632961181, 13.657327460770068], [905.0593211029066, 13.0], [933.0329915368008, 12.471629377849599], [960.715084445369, 12.0], [999.9999999999926, 11.347617300342696], [1027.1851156694277, 11.0], [1071.773462536285, 10.470724856222898], [1142.354042967293, 10.0], [1148.6983549970273, 9.962002644832378], [1231.1444133449077, 9.922496300049183], [1249.1410964139961, 10.0], [1319.5079107728832, 10.314185334195889], [1414.2135623730828, 10.975224267138797], [1417.1357311248744, 11.0], [1515.7165665103828, 11.812003489146312], [1540.963755633074, 12.0], [1624.5047927124563, 12.620256093537758], [1698.949963130512, 13.0], [1741.1011265922318, 13.228476105120464], [1866.065983073597, 13.544053813178156], [1999.9999999999827, 13.538855176112829], [2143.5469250725646, 13.282865886757136], [2251.9418369125387, 13.0], [2297.396709994046, 12.896060194701276], [2462.2888266898062, 12.571302195320392], [2639.01582154576, 12.37953678977833], [2828.427124746159, 12.377127733205885], [3031.433133020758, 12.532770097403407], [3249.0095854249043, 12.75251403680334], [3482.2022531844555, 12.93813639199446], [3682.698031076746, 13.0], [3732.1319661471844, 13.01726035114359], [3780.5670634346575, 13.0], [3999.9999999999504, 12.936216909896972], [4287.093850145118, 12.687786907774596], [4594.793419988081, 12.271407809785682], [4759.882311062102, 12.0], [4924.577653379601, 11.761323313273737], [5278.031643091506, 11.312340725434925], [5656.854249492303, 11.037005198048288], [6062.866266041508, 11.098559153908127], [6498.019170849792, 11.502353975831536], [6858.224439437651, 12.0], [6964.404506368894, 12.153714319909692], [7464.2639322943505, 12.970738386136818], [7481.154327684375, 13.0], [7999.999999999882, 13.912108131452674]]}",,,,ikieoz,001,fr,0,0,2022-04-25_16h11.31.989,Cluster,2022.1.1,None,
