tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_both,Audiogram_frequency,Audiogram_none,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,13,0,13,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1753.595620799926,None,420.61513788740126,8.0,0.0001896499538041432,1,"[0.5169212768884479, 0.505950606450787, 0.7004345873786558, 0.435440109144494]","[264.9709330643857, 297.41981626989616, 333.842456178105, 374.72548717430783]",Tone,"[12.409733461880743, 14.0, 14.562099795198893, 14.558264051257781]",False,1754.6055311999517,1757.3538239999907,1757.3538239999907,1758.5812275999924,['space'],1,[0.3076136999297887],3.186426066677086,4.218943066662177,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,13,0,13,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758.8960835000034,None,1624.5047927124701,4.0,9.169717853260424e-05,0,"[0.6347002926557187, 0.5690146969047485, 0.7917529243072594, 0.5492537125311121]","[5919.226235001567, 647.9422867399655, 1701.1639721211236, 4392.191012807124]",None,"[-1.0, 12.308239549758483, 8.0, -3.2044923810778823]",False,1759.9812550999923,1762.9987861999543,1762.9987861999543,1764.2138339999365,None,0,,3.5506451333640143,4.576224033371545,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,13,0,13,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764.6337640999118,None,344.4039349193217,8.741967372715234,0.00024893194438034214,1,"[0.7641911197050175, 0.7552847568216972, 0.7680680901244317, 0.48523772097544404]","[1069.493795225812, 1293.6218002309404, 3517.507678355908, 2244.3798373479453]",None,"[9.272298795104259, 7.208428754134724, 1.0, 10.35069724881328]",False,1765.6367509999545,1768.9538963999366,1768.9538963999366,1770.1907124000136,['space'],1,[0.3213914999505505],3.8040885666850954,4.822576166712679,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,14,0,14,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772.3459857999114,None,125.0,13.0,0.003228271145173279,1,"[0.43061041841343783, 0.4742882371564252, 0.6990356903143504, 0.45347217989879307]","[3547.0856837845167, 1669.883806459788, 219.51525536356704, 1438.8120669179389]",None,"[1.0, 8.0, 10.916650309560254, 7.067103149845728]",False,1773.5409948999295,1776.1663739999058,1776.1663739999058,1777.3996081999503,['space'],1,[0.3315113999415189],3.0846126000396907,4.09910089999903,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,14,0,14,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777.7090478999307,None,6062.8662660415985,-8.0,4.7308055034313446e-05,1,"[0.49989160990384085, 0.5030793950332206, 0.7674714107948377, 0.47257434144769106]","[2406.0500721642366, 3031.4331330208, 3819.3664156416708, 4812.100144328472]",Major_3rd,"[10.0, 5.666273056370914, -1.0, -3.8162840883782856]",False,1778.7379801999778,1781.5467439999338,1781.5467439999338,1782.7897695999127,['space'],1,[0.24248560005798936],3.2781615334097296,4.300346533302218,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,14,0,14,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.1021148000145,None,4056.8546326932887,-8.063256987041779,3.4720778846781624e-05,0,"[0.5212822093687739, 0.7812965373553495, 0.6561380326280875, 0.7405097132970162]","[1609.9638279048481, 2028.427316346645, 2555.658274046905, 3219.9276558096954]",Major_3rd,"[7.6869849008816455, 9.785329093629244, 9.0, 4.0]",False,1784.1061489999993,1787.0801457999041,1787.0801457999041,1788.3213391999016,None,0,,3.740046766703017,4.7814267666544765,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,14,0,14,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788.9629224999808,None,,,,,"[0.6346717246521141, 0.449466843319052, 0.44454930548703686, 0.713855950143756]","[4451.544965620599, 4996.690280251775, 5608.595206738943, 6295.435263894325]",Tone,"[-3.8006024616724545, -3.8162840883782856, -2.0910989360067767, 1.0]",True,1789.970584900002,1792.5201974000083,1792.5201974000083,1793.742159999907,None,1,,3.2850810666568577,4.301367366686463,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,14,0,14,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1794.3420904999366,None,1624.5047927124701,3.0,8.172519639140109e-05,1,"[0.5668353739040376, 0.5427172437000092, 0.6315244553701077, 0.758685966632719]","[644.6851542197894, 812.2523963562353, 1023.3738919967745, 1289.3703084395786]",Major_3rd,"[12.308239549758483, 12.459334676748085, 10.0, 7.208428754134724]",False,1795.358047299902,1798.1108569999924,1798.1108569999924,1799.3285512999864,['space'],1,[0.3869288000278175],3.5229670668486506,4.557991966838017,None,1,None,1,,,,,"{'estimation': [[125.0, 10.385916305346417], [130.2635331270263, 10.0], [133.9716828170366, 9.741660707383787], [140.4123914945984, 9.0], [143.5872943746293, 8.641899232464306], [148.3347907354647, 8.0], [153.89305166811442, 7.268932531379447], [155.9480247960067, 7.0], [163.8605801262628, 6.0], [164.93848884661162, 5.870182664007944], [173.65155472585434, 5.0], [176.77669529663666, 4.706810503369626], [188.97198824001336, 4.0], [189.46457081379947, 3.972831603497206], [203.0630990890585, 3.737146343991346], [217.6376408240306, 3.9452202660556237], [219.35475688461818, 4.0], [233.25824788420132, 4.425672763300878], [249.99999999999937, 4.9677955831962475], [251.3233395936472, 5.0], [267.94336563407256, 5.388873616443558], [287.1745887492579, 5.585390894845938], [307.78610333622805, 5.556572859717381], [329.87697769322244, 5.373972336432629], [353.55339059327247, 5.136790955276036], [369.8847709068903, 5.0], [378.929141627598, 4.926049780551226], [406.12619817811606, 4.78377808835133], [435.2752816480601, 4.708961108426311], [466.5164957684015, 4.680802588289202], [499.9999999999975, 4.682783484094373], [535.8867312681438, 4.7111590452117245], [574.3491774985143, 4.765385173846911], [615.5722066724546, 4.828609071883375], [659.7539553864432, 4.853376579686663], [707.1067811865431, 4.765968330849042], [757.8582832551941, 4.492500920399845], [811.0299629563535, 4.0], [812.2523963562301, 3.9888210502257992], [870.5505632961181, 3.2729536484323174], [890.3382975875058, 3.0], [933.0329915368008, 2.429053633469528], [966.796423188366, 2.0], [999.9999999999926, 1.5926862232252923], [1062.1786700068094, 1.0], [1071.773462536285, 0.9114022204516296], [1148.698354997026, 0.5024891808113355], [1231.1444133449063, 0.42363047709738666], [1319.5079107728832, 0.6613403998433833], [1385.1632322063606, 1.0], [1414.2135623730828, 1.146643078204102], [1515.7165665103846, 1.764450552931724], [1555.2323034770404, 2.0], [1624.5047927124563, 2.399446304304786], [1741.1011265922318, 2.9356311909320465], [1762.7354537262622, 3.0], [1866.065983073597, 3.294878487198565], [1999.9999999999802, 3.4158085290266422], [2143.5469250725646, 3.273367509684774], [2244.1597055806005, 3.0], [2297.3967099940432, 2.860166410249557], [2462.2888266898062, 2.1968983533641895], [2500.3700660287527, 2.0], [2639.01582154576, 1.308945748482197], [2692.5782791502356, 1.0], [2828.427124746159, 0.24103515839833], [2868.36016915402, 0.0], [3031.4331330207615, -0.9593850527706803], [3038.157371017272, -1.0], [3206.436680266976, -2.0], [3249.0095854249043, -2.2438480101281817], [3379.988080167704, -3.0], [3482.2022531844555, -3.5689374683568875], [3560.8935617211287, -4.0], [3732.1319661471844, -4.905503091293956], [3750.763229718951, -5.0], [3953.285619662139, -6.0], [3999.9999999999504, -6.21980731425219], [4177.631625183986, -6.999999999999999], [4287.093850145118, -7.46113049811788], [4436.048373712364, -8.0], [4594.793419988081, -8.554457056682866], [4769.5574589197, -9.0], [4924.577653379601, -9.383031708249856], [5278.031643091506, -9.793977594285272], [5656.854249492303, -9.639126323808512], [5964.280693256466, -9.0], [6062.866266041501, -8.800945981857778], [6284.72214275546, -8.0], [6498.019170849792, -7.251953943589605], [6551.564366007791, -6.999999999999999], [6760.723452828144, -6.0], [6964.404506368894, -5.066728099307472], [6977.3434431324395, -5.0], [7165.594089267158, -4.0], [7352.473981615203, -3.0], [7464.2639322943505, -2.4434659789137547], [7552.791049311871, -2.0], [7741.434302288811, -1.0], [7930.701474437908, 0.0], [7999.999999999882, 0.34551830839204456]], 'plus_line': [[125.0, 6.198338785143483], [128.03261207305684, 6.0], [133.9716828170366, 5.611252280849209], [138.87326756225508, 5.0], [143.5872943746293, 4.431386656445163], [146.59608922837046, 4.0], [153.89305166811442, 3.014839798145995], [154.00687518997472, 3.0], [161.7915953668292, 2.0], [164.93848884661162, 1.62894825931414], [171.65844597587224, 1.0], [176.77669529663666, 0.5488820337699054], [187.7455247763892, 0.0], [189.46457081379947, -0.0859267120499887], [203.0630990890585, -0.2680492632836645], [217.6376408240306, -0.02475136136716524], [218.3783046712996, 0.0], [233.25824788420132, 0.4422524957660553], [249.99999999999923, 0.992445981316229], [250.30345566828743, 1.0], [267.94336563407256, 1.3894476465754146], [287.1745887492579, 1.5741316900287035], [307.78610333622805, 1.5273817218192822], [329.87697769322244, 1.3218218422972798], [353.55339059327247, 1.066714602105065], [361.0250476811085, 1.0], [378.929141627598, 0.8291504705983982], [406.12619817811606, 0.6697591893729966], [435.2752816480601, 0.5844984278695632], [466.5164957684015, 0.5416837007617763], [499.9999999999975, 0.5234340581971741], [535.8867312681438, 0.5380836755061077], [574.3491774985143, 0.6017891351548166], [615.5722066724546, 0.7021727728500988], [659.7539553864432, 0.7721928087254843], [707.1067811865431, 0.7031718986197181], [757.8582832551941, 0.4078966702147063], [798.9375566432221, 0.0], [812.2523963562301, -0.13733367061612148], [870.5505632961181, -0.8948391663334225], [878.0353338477026, -1.0], [933.0329915368008, -1.7597661521583576], [952.2156987380458, -2.0], [999.9999999999926, -2.5869425228747147], [1045.3721666554811, -3.0], [1071.773462536285, -3.240573928263508], [1148.698354997026, -3.6315412472372506], [1231.1444133449063, -3.7012079436692074], [1319.5079107728832, -3.4682355933416003], [1409.6184198082506, -3.0], [1414.2135623730828, -2.9781534340236853], [1515.7165665103846, -2.380322643380337], [1578.8280269170473, -2.0], [1624.5047927124563, -1.7445116803885323], [1741.1011265922318, -1.1991422539914127], [1804.4098151684948, -1.0], [1866.065983073597, -0.8257760054380013], [1999.9999999999802, -0.700319175033776], [2143.5469250725646, -0.839906116766781], [2203.237726249554, -1.0], [2297.396709994049, -1.262241209458033], [2462.2888266898062, -1.918403749151837], [2478.1685951352356, -2.0], [2639.01582154576, -2.8052207008713546], [2672.5150969774973, -3.0], [2828.427124746159, -3.867689762002308], [2849.8820031715195, -4.0], [3019.2237594911085, -5.0], [3031.4331330207615, -5.068673610714698], [3184.761521284079, -6.0], [3249.0095854249043, -6.360718058156216], [3358.7950262901018, -7.0], [3482.2022531844555, -7.6638330375067065], [3544.0768109925966, -8.0], [3732.1319661471844, -8.94801570825484], [3742.53724862822, -9.0], [3949.1733578017806, -10.0], [3999.9999999999504, -10.227505973166148], [4176.07511823512, -11.0], [4287.093850145118, -11.455746702422534], [4434.8765089132075, -12.0], [4594.793419988081, -12.566937288779027], [4758.043313029121, -13.0], [4924.577653379601, -13.442188957567339], [5278.031643091506, -13.905470834302715], [5656.854249492303, -13.81923813729275], [6062.866266041508, -13.025686257473769], [6070.225662422366, -13.0], [6357.271479890309, -12.0], [6498.019170849792, -11.49661908292611], [6608.045691983731, -11.0], [6814.701965483508, -10.0], [6964.404506368894, -9.258879458394347], [7017.60155852678, -9.0], [7211.195066256698, -8.0], [7386.493440367668, -7.0], [7464.2639322943505, -6.578620379742708], [7592.094014447721, -6.0], [7789.500257880242, -5.0], [7972.855829610078, -4.0], [7999.999999999872, -3.8617869293473968]], 'minus_line': [[125.0, 14.603722956255755], [132.24959507864534, 14.0], [133.9716828170366, 13.86842855400829], [141.8482615711418, 13.0], [143.5872943746293, 12.812549208151285], [149.7489541866991, 12.0], [153.89305166811442, 11.452552075307038], [157.26818215967907, 11.0], [164.68688225244455, 10.0], [164.93848884661162, 9.967917954820722], [173.85463882555436, 9.0], [176.77669529663666, 8.696250728591485], [187.09208592641713, 8.0], [189.46457081379947, 7.852003364810388], [203.0630990890585, 7.576755846134343], [217.6376408240306, 7.783349447455149], [224.2787317413651, 8.0], [233.25824788420132, 8.304309729472592], [249.99999999999937, 8.877304786308178], [254.95679003889865, 9.0], [267.94336563407256, 9.334248824963339], [287.1745887492579, 9.545563259646327], [307.78610333622805, 9.524139526167218], [329.87697769322244, 9.3501759134232], [353.55339059327247, 9.119754257032495], [368.1260845339749, 9.0], [378.929141627598, 8.9219287087117], [406.12619817811606, 8.796812102929422], [435.2752816480601, 8.733259191173243], [466.5164957684015, 8.717497380938038], [499.9999999999975, 8.733764797211498], [535.8867312681438, 8.768685754704205], [574.3491774985143, 8.809216738685784], [615.5722066724546, 8.837976053323024], [659.7539553864432, 8.827171040490327], [707.1067811865431, 8.732096902040976], [757.8582832551941, 8.488674649045137], [812.2523963562301, 8.019896419534318], [813.8918418764592, 8.0], [870.5505632961181, 7.360175678130878], [897.063742726669, 7.0], [933.0329915368008, 6.535961692163559], [975.0474413767562, 6.0], [999.9999999999926, 5.6976213107421545], [1071.773462536285, 5.008171932532206], [1073.2919245949397, 5.0], [1148.698354997026, 4.635272082766921], [1231.1444133449063, 4.601204999428706], [1319.5079107728848, 4.884356727577215], [1340.3111279653433, 5.0], [1414.2135623730828, 5.424976013678898], [1506.5049022830171, 6.0], [1515.7165665103846, 6.058763152152001], [1624.5047927124563, 6.6982727103992294], [1694.6714472387084, 7.0], [1741.1011265922298, 7.203370049003974], [1866.065983073597, 7.517928684393703], [1999.9999999999802, 7.593843843114161], [2143.5469250725646, 7.42381889867479], [2291.6504225768804, 6.999999999999999], [2297.396709994046, 6.985145606693245], [2462.2888266898062, 6.329687591169694], [2526.257585640834, 6.0], [2639.01582154576, 5.446137737479601], [2718.3321546798165, 5.0], [2828.427124746159, 4.394020662128141], [2896.5068479417137, 4.0], [3031.4331330207615, 3.2198973807018776], [3069.5095607220405, 3.0], [3241.0374646998243, 2.0], [3249.0095854249043, 1.9546587764567644], [3419.111024967235, 1.0], [3482.202253184451, 0.644910860701396], [3601.1857432300994, 0.0], [3732.1319661471844, -0.715746801204912], [3787.9938082066597, -1.0], [3983.819766404965, -2.0], [3999.9999999999554, -2.0794978172248646], [4207.032704966168, -3.0000000000000004], [4287.093850145118, -3.3502879933944643], [4463.332353703744, -4.0], [4594.793419988076, -4.469378064545338], [4795.352275259153, -5.0], [4924.577653379601, -5.320142946778007], [5278.031643091506, -5.74985653463002], [5656.854249492303, -5.6018320778450255], [5949.283144589809, -5.0], [6062.866266041501, -4.770950316798017], [6269.738855472414, -4.0], [6498.019170849792, -3.2318832928868426], [6545.195910449757, -3.0], [6746.1244602252345, -2.0], [6964.404506368894, -1.0758851998838388], [6978.276183554601, -1.0], [7149.892704097131, 0.0], [7338.371929341167, 1.0], [7464.2639322943505, 1.574064994690423], [7538.914368257021, 2.0], [7703.644071800667, 3.0], [7885.328100097026, 4.0], [7999.999999999872, 4.55096240843039]]}",,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,14,0,14,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1799.9964462999487,None,,,,,"[0.7403296927882528, 0.5911637466074398, 0.6345945114533637, 0.41058197513869527]","[3297.081921814118, 5296.884630731207, 347.051228516969, 720.8122856994914]",None,"[3.0, -3.2410290068567154, 14.741967372715234, 12.572495526117587]",True,1801.0199413999217,1804.0177732999437,1804.0177732999437,1805.2395145999035,None,1,,3.3964844667352736,4.430079266661778,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,14,0,14,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.5114088999107,None,202.4035579773638,5.181050693590538,0.00047342246411751876,1,"[0.4157481225766077, 0.43866095139965866, 0.5734680914189543, 0.540893012240331]","[4843.703434569184, 2326.7810503209607, 1079.848632793478, 4279.275969922422]",None,"[-3.8162840883782856, 10.35069724881328, 9.272298795104259, -3.2044923810778823]",False,1806.5206404000055,1808.9731633999618,1808.9731633999618,1810.2061508999905,['space'],1,[0.34958999999798834],3.0041144667193294,4.046334366779774,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,14,0,14,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810.6370657999068,None,757.8582832551998,3.0,5.690296941495141e-05,1,"[0.7921498769443414, 0.6389517124012489, 0.5568911328884313, 0.4030201818169037]","[2061.1737421636694, 6404.187332675837, 4157.097081088354, 271.97792479673853]",None,"[10.0, 1.0, -3.0, 12.409733461880743]",False,1814.0977417000104,1817.1153882999206,1817.1153882999206,1818.3512474999297,['space'],1,[0.35829959996044636],3.418671599938534,4.444388199946843,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,14,0,14,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818.6051666999701,None,6803.341161118966,-3.0,0.00010284006128696267,0,"[0.7414998018304622, 0.5682601965967199, 0.4378079550275027, 0.5811930474413181]","[459.0190075939482, 148.18807008814576, 1335.944237025078, 176.73165888967137]",None,"[13.0, 16.0, 7.208428754134724, 12.937531404266515]",False,1819.6152911999961,1822.372090299963,1822.372090299963,1823.59120289993,None,0,,3.3728319666115567,4.390888166613877,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,14,0,14,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824.0961312999716,None,,,,,"[0.6263798484883123, 0.7603948757570209, 0.6785863358340092, 0.6420825606663765]","[4302.239044717008, 127.97375788066856, 987.743726083793, 610.853591923009]",None,"[-3.2044923810778823, 18.786162976081553, 10.254190837343113, 11.99822464899644]",True,1825.1073231999762,1828.1924311999464,1828.1924311999464,1829.4273654000135,None,1,,3.752867466653697,4.78719766670838,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,14,0,14,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829.9665809000144,None,153.8930516681146,8.0,0.0011692589252193838,1,"[0.5293943625054943, 0.47802950363221575, 0.5087522421489211, 0.7416835674692952]","[1163.919589275227, 843.4401313842495, 460.33123172163243, 765.0049606008819]",None,"[8.370031608802233, 12.0, 12.691372772585694, 12.654239689947314]",False,1830.9958159999223,1833.5370129999937,1833.5370129999937,1834.763352299924,['space'],1,[0.32996499992441386],3.284989566775039,4.328853466780856,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,14,0,14,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835.4041908999206,None,,,,,"[0.6023845527224243, 0.4732720638644698, 0.5326763053779067, 0.5173224974361154]","[298.0325193516111, 305.08372434153546, 1349.679977763746, 1743.5768921283425]",None,"[14.0, 14.0, 7.208428754134724, 8.34684472884015]",True,1836.4241167999571,1839.0725340999197,1839.0725340999197,1840.301666699932,None,1,,3.148882466717623,4.162885466706939,None,1,None,1,0,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,14,0,14,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840.658832599991,None,2519.247626241062,3.9422234031422234,0.00013334939872227845,1,"[0.4070535209226858, 0.4949662342575452, 0.5057205004655896, 0.5508202866066791]","[3640.266201203903, 957.1908590248216, 1266.6747437458691, 437.8789423398264]",None,"[0.0, 11.0, 7.65358028324402, 13.389643363353557]",False,1841.6853643999202,1844.1123584999004,1844.1123584999004,1845.342723299982,['space'],1,[0.45923170004971325],2.9949123667320237,4.025937066762708,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
,,,,14,0,14,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1845.7887405999936,None,466.5164957684038,-1.0,6.519999376391703e-05,0,"[0.4159093940551695, 0.6000961014897428, 0.45940064077243414, 0.6660989457051129]","[3595.6588449669234, 192.4721854211434, 256.6065439488867, 5560.072514152461]",None,"[1.0, 11.872930038518033, 12.0, -2.0910989360067767]",False,1849.6526443999028,1852.1548912998987,1852.1548912998987,1853.3855513999006,None,0,,3.164079566602595,4.193763066665269,None,1,None,1,,,,,,,,,,,,,cbtxie,001,fr,0,0,2022-05-05_16h25.21.942,Cluster,2022.1.1,None,
