tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_none,Audiogram_frequency,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,11,0,11,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615.3781854999252,None,177.96734629245768,6.116046522772202,0.0006990084485805798,1,"[0.7746795760067905, 0.7746795760067905, 0.7746795760067905, 0.7746795760067905]","[896.8992231511909, 598.6084141181764, 399.5231841032311, 266.6497344029524]",Perfect_5th,"[13.0, 15.0, 11.0, 10.12521572052971]",False,1616.3733884999529,1619.7383151999675,1619.7383151999675,1620.936500800075,['space'],1,[0.7159033997450024],4.12679969985038,5.140335999894887,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,11,0,11,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621.590513400035,None,3031.4331330207992,1.0,6.485109083489232e-05,1,"[0.47745731437935585, 0.5520180050144858, 0.6860011902201473, 0.5459797183094226]","[1100.627260212405, 227.34802230341396, 135.91422314204607, 861.3489391515396]",None,"[7.0, 11.479029571563201, 9.571598720377217, 13.227877515962216]",False,1622.659452300053,1625.409307199996,1625.409307199996,1626.620819499949,['space'],1,[0.39556739991530776],3.2864725498948246,4.289781149942428,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,12,0,12,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660.9534561000764,None,388.1856034018991,4.474664409935791,0.00013327956204203055,0,"[0.559197843741774, 0.4168278462787387, 0.7891337003498105, 0.778736991075532]","[125.89202341087682, 713.6881327311977, 270.2226735621194, 2035.1517663945845]",None,"[9.045280298470153, 15.6825341469976, 10.12521572052971, 9.0]",False,1661.9515309000853,1664.731552900048,1664.731552900048,1665.9318339000456,None,0,,3.545635499758646,4.54927339986898,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,12,0,12,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.5833855001256,None,,,,,"[0.6957369732272709, 0.6957369732272709, 0.6957369732272709, 0.6957369732272709]","[194.40209027757047, 218.2089684485854, 244.9312856842745, 274.926072624219]",Tone,"[12.403805897260522, 12.053320048470916, 11.0, 10.0]",True,1667.587538199965,1670.7144220001064,1670.7144220001064,1671.9453660000581,None,1,,3.8140066999476403,4.841193600092083,None,1,None,1,0,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,12,0,12,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672.497743899934,None,125.0,0.0,0.000722719885372964,0,"[0.46862514643507325, 0.7552434462418304, 0.5762178980724493, 0.6543992790164671]","[594.9338817219265, 612.6203942208001, 210.8744443222765, 417.8494415747931]",None,"[15.0, 15.245364980628292, 12.053320048470916, 11.154379536012986]",False,1673.5232224001084,1676.363841400016,1676.363841400016,1677.584387500072,None,0,,3.477975150104612,4.499972650082782,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,12,0,12,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678.0837143999524,None,,,,,"[0.5593692523332792, 0.7516816078462594, 0.48500802484598576, 0.4301030072301968]","[2476.940241932737, 2780.271417499734, 3120.7491501427558, 3502.9224833289727]",Tone,"[10.7928107105889, 10.03860550823755, 9.0, 6.78511766356254]",True,1679.1021718999837,1681.9109221999533,1681.9109221999533,1683.1224938000087,['space'],0,[0.5488385998178273],3.2286201999522746,4.2423421000130475,None,1,None,1,0,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,12,0,12,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683.4138754000887,None,292.1181735705184,3.6383140997775145,0.00018678178388591878,0,"[0.5727142673379554, 0.46702616145658543, 0.5772300081963009, 0.7100801159189946]","[187.3272108432986, 2985.0033079798714, 6016.6306668652005, 328.0237343247464]",None,"[12.403805897260522, 9.081846481128295, 1.3868785490928328, 9.530692052403078]",False,1684.4115462999325,1687.0675860000774,1687.0675860000774,1688.294753700029,None,0,,3.3371586001012474,4.366893199970946,None,1,None,1,,,,"{'estimation': [[125.0, 0.4044047593573033], [129.2591016684826, 0.0], [133.9716828170366, -0.4215235610144218], [141.26972342570676, -1.0], [143.5872943746293, -1.1805839902804058], [153.89305166811442, -1.748052734950233], [163.65188246782424, -2.0], [164.93848884661162, -2.032579462631568], [170.74801433777628, -2.0], [176.77669529663666, -1.9678765724876772], [189.46457081379947, -1.5470625668453897], [199.40445056584448, -1.0], [203.0630990890585, -0.8046122963776612], [215.02018173550732, 0.0], [217.6376408240306, 0.1709048818616541], [229.41601754194224, 1.0], [233.25824788420132, 1.2607575172558256], [244.78522187684678, 2.0], [249.99999999999937, 2.321090776966428], [263.6708435029639, 3.0], [267.94336563407256, 3.2039208970850614], [287.1745887492579, 3.7764914641367513], [307.78610333622805, 3.9679869057782167], [329.87697769322244, 3.7722868909954803], [353.55339059327247, 3.2913505805742025], [365.87329590857223, 3.0], [378.929141627598, 2.701325348613545], [406.12619817811606, 2.2607069631802803], [435.2752816480601, 2.2009678965317665], [466.5164957684015, 2.6866034694586554], [476.1498180295009, 3.0], [499.9999999999975, 3.7514561826517285], [505.89198457424436, 4.0], [529.5616473981538, 5.0], [535.8867312681438, 5.253962819526688], [553.1475631689832, 6.0], [574.3491774985143, 6.893882435796951], [577.3806676255502, 7.0], [606.0872979760202, 8.0], [615.5722066724546, 8.314124492171722], [651.4601540601775, 9.0], [659.7539553864432, 9.153472182244016], [707.1067811865431, 9.180421885580792], [717.7161497001957, 9.0], [757.8582832551941, 8.344391730077128], [769.8617567965211, 8.0], [804.6737885198595, 7.0], [812.2523963562301, 6.792960021346295], [835.6677029283304, 6.0], [865.3799214775067, 5.0], [870.5505632961181, 4.837572170976907], [896.4059319245629, 4.0], [927.8507415682974, 3.0], [933.0329915368008, 2.8469856700541634], [965.7963719245529, 2.0], [999.9999999999926, 1.1609092073160254], [1009.5149828353954, 1.0], [1070.9692110643912, 0.0], [1071.773462536285, -0.01244334847691409], [1148.698354997026, -0.6139019653388621], [1231.1444133449063, -0.7358087526285022], [1319.5079107728832, -0.5625494358682442], [1414.2135623730828, -0.282764779584025], [1515.7165665103846, -0.02112572298954059], [1526.4012141522355, 0.0], [1624.5047927124563, 0.1857286278994248], [1741.1011265922318, 0.3765448174574647], [1866.065983073597, 0.6283922032409894], [1999.9999999999827, 0.9922075915979628], [2002.4374906869166, 1.0], [2143.5469250725646, 1.4307165328444813], [2297.396709994046, 1.826314588665665], [2449.374270695384, 2.0], [2462.2888266898062, 2.0144041195908597], [2475.1207889280768, 2.0], [2639.01582154576, 1.8236355167478218], [2828.427124746159, 1.1725852947979631], [2859.7968960726866, 1.0], [3031.4331330207615, 0.07960746291147625], [3043.815766277872, 0.0], [3200.1318704004707, -1.0], [3249.0095854249084, -1.299617192128876], [3362.425976118142, -2.0], [3482.2022531844555, -2.714580992505046], [3540.4955461584614, -3.0], [3732.1319661471844, -3.906984799358934], [3763.8521027865, -4.0], [3999.9999999999504, -4.662655086765728], [4287.093850145118, -4.8847556682256705], [4594.793419988081, -4.633042465931624], [4924.577653379594, -4.101616319606286], [4989.290599010422, -4.0], [5278.031643091506, -3.5680275327328586], [5656.854249492303, -3.3339633615710644], [6062.866266041508, -3.6132474191684136], [6246.210756543901, -4.0], [6498.019170849792, -4.503289726494119], [6657.637168230465, -5.0], [6964.404506368894, -5.930270527372501], [6984.603486938613, -6.0], [7266.30291214633, -7.0], [7464.2639322943505, -7.680991249490858], [7564.347353737546, -8.0], [7860.539622199337, -9.0], [7999.999999999872, -9.463011544009518]], 'plus_line': [[125.0, -2.664249002499499], [128.90414325919443, -3.0], [133.9716828170366, -3.4306175996459594], [140.91510979483726, -4.0], [143.5872943746293, -4.223627394329164], [153.89305166811442, -4.824071512858932], [161.13692901490467, -5.0], [164.93848884661162, -5.100534037100566], [176.51120764096788, -5.0], [176.77669529663666, -4.998089871862603], [189.46457081379947, -4.568948858361393], [199.41731549123097, -4.0], [203.0630990890585, -3.807003401729094], [214.9528000923942, -3.0], [217.6376408240306, -2.8252990181240163], [229.29775470961783, -2.0], [233.25824788420132, -1.727932466236013], [244.38142173967557, -1.0], [249.99999999999937, -0.6449736441642459], [262.3393494921193, 0.0], [267.94336563407256, 0.2758407774074383], [287.1745887492579, 0.8917049226810144], [296.54865908596565, 1.0], [307.78610333622805, 1.1096622198450157], [321.1040513077592, 1.0], [329.87697769322244, 0.9202034858714752], [353.55339059327247, 0.4123963782805824], [371.1570042722094, 0.0], [378.929141627598, -0.1918186675312127], [406.12619817811606, -0.6618462999312956], [435.2752816480601, -0.7337766596036909], [466.5164957684015, -0.25029651110390433], [474.1724598603461, 0.0], [499.9999999999975, 0.8238638505141995], [504.289753535405, 1.0], [527.9933597885376, 2.0], [535.8867312681438, 2.3286361392075285], [552.0535158900914, 3.0], [574.322029948281, 4.0], [574.3491774985143, 4.0011254879710725], [603.4816648496369, 5.0], [615.5722066724546, 5.4166943940157015], [644.7777064349377, 6.0], [659.7539553864432, 6.280592707516866], [707.1067811865431, 6.313536611711573], [725.5844039238141, 6.0], [757.8582832551941, 5.451856609020442], [772.6353551426522, 5.0], [807.0732637195014, 4.0], [812.2523963562301, 3.8595754909044224], [835.1565925383496, 3.0], [865.3127157119285, 2.0], [870.5505632961192, 1.8417578044216656], [894.2993207858599, 1.0], [926.4300284577592, 0.0], [933.0329915368008, -0.18548053690555028], [963.1143685241369, -1.0], [999.9999999999939, -1.8582387156498923], [1008.5706662696203, -2.0], [1071.773462536285, -2.975810479876769], [1075.054503966609, -3.0], [1148.698354997026, -3.542803100457273], [1231.1444133449063, -3.6282827150293095], [1319.5079107728832, -3.443766416502178], [1414.2135623730828, -3.1485077505997987], [1465.7814350953206, -3.0], [1515.7165665103846, -2.8765838062657068], [1624.5047927124563, -2.6779841966446427], [1741.1011265922318, -2.4982328983568527], [1866.065983073597, -2.260866905571162], [1961.9521836760584, -2.0], [1999.9999999999802, -1.9089498906136226], [2143.5469250725646, -1.4985804349048606], [2297.396709994046, -1.0834555691942716], [2359.7388492027053, -1.0], [2462.2888266898062, -0.8851219146285187], [2576.8504551995566, -1.0], [2639.01582154576, -1.0684572606635867], [2828.427124746159, -1.7408166219412922], [2874.3746552768134, -2.0], [3031.4331330207615, -2.8545832309793404], [3053.233868866162, -3.0], [3203.873937444637, -4.0], [3249.0095854249043, -4.276004760334901], [3360.6438649807965, -5.0], [3482.2022531844596, -5.7203135182313405], [3538.4265428592817, -6.0], [3732.1319661471844, -6.917774570787955], [3760.852189835804, -7.0], [3999.9999999999504, -7.684390947395405], [4287.093850145118, -7.88714096458018], [4594.793419988081, -7.628308247516773], [4924.577653379601, -7.05037410235072], [4952.189122472826, -7.000000000000001], [5278.0316430915, -6.486395421020148], [5656.854249492303, -6.1803568715573745], [6062.866266041516, -6.404332749342448], [6370.452924186477, -7.0], [6498.019170849792, -7.241658551529301], [6735.748684743969, -8.0], [6964.404506368894, -8.657085578809909], [7056.375033855343, -9.0], [7319.158308848367, -10.0], [7464.2639322943505, -10.480783790187157], [7603.009696381552, -11.0], [7863.0933720328785, -12.0], [7999.999999999882, -12.470136649572499]], 'minus_line': [[125.0, 3.4346203569480958], [129.05507413015894, 3.0], [133.9716828170366, 2.5159653308175827], [140.45715461554198, 2.0], [143.5872943746293, 1.7671171920647688], [153.89305166811442, 1.2270291143723324], [162.09880787361024, 1.0], [164.93848884661162, 0.9313441734197728], [176.77669529663666, 0.9781933287566152], [177.4349095286646, 1.0], [189.46457081379947, 1.415090649374043], [200.15822641860316, 2.0], [203.0630990890585, 2.162364656749781], [215.2700633803236, 3.0], [217.6376408240306, 3.158906675327024], [229.36950284107687, 4.0], [233.25824788420132, 4.266067557851867], [244.724648008274, 5.0], [249.99999999999937, 5.32344547360146], [264.1335166254466, 6.0], [267.94336563407256, 6.18048822910471], [287.1745887492579, 6.730253419129031], [307.78610333622805, 6.886025313260591], [329.87697769322244, 6.679109359440636], [353.55339059327247, 6.1744533424886505], [360.37573275098015, 6.0], [378.929141627598, 5.579558900489468], [406.12619817811606, 5.112462880029491], [435.2752816480601, 5.034681139862519], [466.5164957684015, 5.536371102205154], [480.6539141711707, 6.0], [499.9999999999975, 6.60970776128602], [508.8346198794193, 7.0], [532.6460336988669, 8.0], [535.8867312681438, 8.126525761917174], [554.6896219491047, 9.0], [574.3491774985143, 9.801019988338286], [579.8607432980066, 10.0], [608.085106772916, 11.0], [615.5722066724546, 11.24353981753015], [656.1134709202569, 12.0], [659.7539553864432, 12.068153675411741], [707.1067811865431, 12.07488901463624], [711.2839932842613, 12.0], [757.8582832551941, 11.230002904373524], [766.1269058826188, 11.0], [800.7654238821225, 10.0], [812.2523963562301, 9.676162578047705], [833.8186280625991, 9.0], [862.0976349719073, 8.0], [870.5505632961181, 7.721603499779609], [894.7373498148215, 7.0], [924.2795484519635, 6.0], [933.0329915368008, 5.726491843706121], [962.6585987602003, 5.0], [999.9999999999926, 4.006816324805623], [1000.4062756220588, 4.0], [1060.8417445373943, 3.0], [1071.773462536285, 2.823287784423759], [1148.698354997026, 2.2299718027357], [1231.1444133449063, 2.13026861093145], [1319.5079107728832, 2.3551879419249078], [1414.2135623730828, 2.658771508635923], [1515.7165665103846, 2.8997465058479315], [1581.5512922863475, 3.0], [1624.5047927124563, 3.0716472663043604], [1741.1011265922318, 3.2404086419116], [1866.065983073597, 3.483890858965064], [1999.9999999999802, 3.8411695159023838], [2050.251615450113, 4.0], [2143.5469250725646, 4.31193311413723], [2297.396709994046, 4.730537128660685], [2462.2888266898035, 4.9317722038577925], [2639.015821545763, 4.774174794055959], [2828.427124746159, 4.135314417839066], [2853.1964006485223, 4.0], [3031.4331330207615, 3.0433750138370255], [3038.284270690187, 3.0], [3196.8012970396685, 2.0], [3249.0095854249043, 1.6727077115341387], [3359.3691881693067, 1.0], [3482.2022531844555, 0.2335466424450351], [3529.14866006912, 0.0], [3731.284591283689, -1.0], [3732.1319661471844, -1.003956676295182], [3999.9999999999504, -1.7656519706373], [4277.302172231931, -2.0], [4287.093850145118, -2.00719622013502], [4295.297325625952, -2.0], [4594.7934199880865, -1.7166186639095171], [4924.577653379594, -1.1621625756613878], [5029.834984799265, -1.0], [5278.031643091506, -0.5982355296774434], [5656.854249492303, -0.3674646406476275], [6062.866266041501, -0.6756212647749258], [6208.270862652748, -1.0], [6498.019170849792, -1.6078047815712342], [6624.422197915439, -2.0], [6933.831858740968, -3.0], [6964.4045063688845, -3.092936179356037], [7235.641978646675, -4.0], [7464.2639322943505, -4.83169340458385], [7522.810299496988, -5.0], [7850.770281250543, -6.0], [7999.999999999872, -6.475741605111941]]}",,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,12,0,12,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688.8593232999556,None,406.12619817811805,-1.0,6.795016959419142e-05,0,"[0.7953045609217304, 0.40586948346114093, 0.7217061713391077, 0.7590592457844088]","[644.6851542197901, 574.349177498518, 511.68694599838784, 455.86124427910875]",Tone,"[15.620563390405254, 14.667483670350345, 13.301052477958216, 12.58752167620985]",False,1689.8944010001142,1692.839577200124,1692.839577200124,1694.056874900125,None,0,,3.7182968501001596,4.743002850096673,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,12,0,12,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694.701845300151,None,,,,,"[0.5067903893003272, 0.5474658963349589, 0.5503154071480583, 0.5786060654599542]","[550.3816043584719, 490.33426581098604, 436.8381688712918, 389.17856468220697]",Tone,"[14.0, 13.0, 11.867488779501988, 10.47466440993579]",True,1695.722940000007,1698.3501609000377,1698.3501609000377,1699.5627917000093,None,1,,3.2099666001740843,4.238937200047076,None,1,None,1,0,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,12,0,12,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0289454001468,None,1065.595149802689,2.0605058062634893,5.9324618171011595e-05,1,"[0.5746878838809688, 0.6387673817226203, 0.5422358101096663, 0.4463905436438165]","[1691.526861769, 1506.979112849953, 1342.5657599022888, 1196.0901145160597]",Tone,"[6.0, 4.564443575721455, 4.561992096923383, 6.0]",False,1701.039143500151,1703.814630100038,1703.814630100038,1705.0348150001373,['space'],1,[0.9416247999761254],3.219386799959466,4.219753700075671,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,12,0,12,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705.343638600083,None,574.3491774985172,3.0,8.45350024333888e-05,0,"[0.6470053527673097, 0.6470053527673097, 0.6470053527673097, 0.6470053527673097]","[227.93062213955415, 287.17458874925865, 361.8173093600944, 455.8612442791082]",Major_3rd,"[11.479029571563201, 9.638314099777514, 10.0, 12.58752167620985]",False,1706.35939340014,1709.3308703000657,1709.3308703000657,1710.5448599001393,None,0,,3.610413950169459,4.62833205005154,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,12,0,12,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711.0421502999961,None,201.53336343739883,6.384595368515688,0.0005473392673525254,1,"[0.653801443779022, 0.653801443779022, 0.653801443779022, 0.653801443779022]","[507.83225370178525, 403.0667268747977, 319.9142731272164, 253.9161268508926]",Major_3rd,"[13.301052477958216, 11.154379536012986, 9.530692052403078, 10.782137438800723]",False,1712.0370678000618,1715.0294473001268,1715.0294473001268,1716.2552594000008,['space'],1,[0.4009803000371903],3.6264863996766508,4.644776899833232,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,12,0,12,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.7656549001113,None,1231.1444133449168,-8.0,2.1386536025916495e-05,1,"[0.6957817103202117, 0.7965863521239333, 0.4039974225455589, 0.5442101506527222]","[244.2899921085616, 366.0214239864065, 548.4124898473132, 821.6903145857906]",Perfect_5th,"[11.0, 10.0, 14.0, 14.499522387231952]",False,1717.778637100011,1720.697575099999,1720.697575099999,1721.9168772001285,['space'],1,[0.47659759991802275],3.4867563501466066,4.5200152499601245,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,12,0,12,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722.3569004000165,None,5656.85424949238,-10.0,4.06427581312032e-05,0,"[0.4650304389731114, 0.4650304389731114, 0.4650304389731114, 0.4650304389731114]","[3563.5948725613575, 4000.0000000000005, 4489.8481932374925, 5039.684199579493]",Tone,"[6.78511766356254, 5.067126500205376, 4.27301836022609, 3.9525763145982866]",False,1723.3651602999307,1725.7717564001214,1725.7717564001214,1727.007379699964,None,0,,2.9026034499984235,3.9128368499223143,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,12,0,12,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.3424687001389,None,1329.104624811577,-1.4380079030766173,4.452804350567942e-05,1,"[0.6337852860926063, 0.48724603062239646, 0.4129431699848432, 0.599173035667703]","[837.2834471563666, 939.818893110668, 1054.9110398008481, 1184.0976065190305]",Tone,"[14.0, 11.611269431546013, 8.060505806263489, 6.0]",False,1728.35965940007,1730.9122409999836,1730.9122409999836,1732.1159214000218,['space'],1,[0.21590129984542727],3.1345752999186516,4.158115400001407,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,12,0,12,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1732.6063496000133,None,1427.3652898611215,-1.677553550191505,4.13057532441102e-05,1,"[0.6553195336524231, 0.6553195336524231, 0.6553195336524231, 0.6553195336524231]","[7193.470298341296, 4801.065422007185, 3204.3267338864325, 2138.631515087054]",Perfect_5th,"[-3.0, 4.0, 8.0, 9.700473139918685]",False,1733.61901080003,1736.619854999939,1736.619854999939,1737.8506349001545,['space'],1,[0.2947079997975379],3.6396940001286566,4.649208200164139,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
,,,,12,0,12,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1738.3442454999313,None,3031.4331330207992,2.0,7.276412069836211e-05,0,"[0.5613699894238046, 0.5613699894238046, 0.5613699894238046, 0.5613699894238046]","[4812.100144328472, 4287.093850145177, 3819.3664156416703, 3402.668643803426]",Tone,"[4.0, 4.585532564029018, 5.796928157975716, 7.0]",False,1741.2780905999243,1744.00025380007,1744.00025380007,1745.2209803001024,None,0,,3.282691300380975,4.308016700204462,None,1,None,1,,,,,,,nlhglm,001,fr,0,0,2022-05-09_14h49.52.594,Cluster,2022.1.1,36.090607616575966,
