tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,Audiogram_none,Audiogram_frequency,Audiogram_both,Audiogram_time,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,3,0,3,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.035766200046,None,,,,,"[0.6587706079403566, 0.6587706079403566, 0.6587706079403566, 0.6587706079403566]","[726.691343737142, 151.20258247335948, 478.1753362835109, 1314.232981245437]",None,"[8.0, 7.643464056059555, 11.461726883648712, 9.554482866438688]",True,585.035153600038,588.0596725000069,588.0596725000069,589.2866120000836,None,1,,3.639884499949403,4.677467799861915,None,1,None,1,0,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.7730469000526,None,697.2378570559047,2.114754943661182,5.7747435812044765e-05,1,"[0.6672733318756826, 0.6672733318756826, 0.6672733318756826, 0.6672733318756826]","[1756.9293057766538, 1394.4757141118093, 1106.7961077625962, 878.4646528883269]",Major_3rd,"[9.584130305229188, 9.720261633119645, 8.65206876366474, 7.856919128777964]",False,590.7803870000644,593.8232656000182,593.8232656000182,595.0607187000569,['space'],1,[0.32954499998595566],3.693875499884598,4.726723399828188,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.5675914000021,None,1330.392366971323,3.554482866438688,7.906673973869495e-05,1,"[0.7480734348274539, 0.4537922225976948, 0.61072315778077, 0.6204354509031734]","[6704.75739106654, 4474.88868906836, 2986.629882571573, 1993.3362984558526]",Perfect_5th,"[3.6439710197306145, 3.8289179146613765, 4.0, 8.816716895979171]",False,596.5660207000328,599.4070356000448,599.4070356000448,600.632283300045,['space'],1,[0.4110942999832332],3.4429513999493793,4.44561379996594,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,3,0,3,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.0695310001029,None,757.8582832551998,5.0,7.163659420302861e-05,1,"[0.4400694576574348, 0.6816077340818674, 0.6201834570194893, 0.645998851026519]","[3609.573624123634, 3306.87194870689, 1329.9309773288642, 1610.5821930725315]",None,"[2.794586337472524, 3.1903858144161164, 9.554482866438688, 9.748528716308854]",False,602.0866692001,604.8696843000362,604.8696843000362,606.0972865000367,['space'],1,[0.3876575999893248],3.412677300046198,4.434185100020841,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.5269212001003,None,5310.107995724944,-1.575618045532019,0.00011786728050827003,1,"[0.6793246123477497, 0.6688017822507661, 0.7006348717849815, 0.7819789802661846]","[3940.630381632059, 1040.521881104527, 4907.140185681965, 3203.627710098838]",None,"[3.0, 8.65206876366474, 4.216817147160892, 3.1903858144161164]",False,631.518939700094,634.5959778000833,634.5959778000833,635.8143251000438,['space'],1,[0.34864920005202293],3.8463726999470964,4.86219000001438,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.4422907000408,None,,,,,"[0.6211273264835442, 0.4954949076276826, 0.7615904704409358, 0.7363925343192312]","[244.38743123359785, 7530.387577096169, 199.5454014447015, 1569.499539048997]",None,"[9.0, 2.4622137000562287, 7.766580179906163, 9.790007724829989]",True,637.4435004000552,640.341034000041,640.341034000041,641.5704463000875,None,1,,3.6484641999704763,4.667781900032423,None,1,None,1,0,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.1621254000347,None,2000.0,-5.0,4.206975708225974e-05,0,"[0.42278876389302117, 0.4539236015752995, 0.5861958322246918, 0.7918634098610293]","[1259.921049894873, 1414.2135623730949, 1587.4010519681995, 1781.7974362806785]",Tone,"[9.308165133595097, 9.720261633119645, 9.748528716308854, 9.584130305229188]",False,643.1876942000818,645.6747774000978,645.6747774000978,646.9018772999989,None,0,,3.273075499921106,4.2940376999322325,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.5241277000168,None,8000.0,-3.0,0.00012851978913844324,1,"[0.6933685428786998, 0.6933685428786998, 0.6933685428786998, 0.6933685428786998]","[1743.5568889585363, 453.68035923681737, 5763.60886341213, 204.53450012678638]",None,"[9.584130305229188, 11.461726883648712, 4.399108917147118, 7.766580179906163]",False,648.551861200016,651.6650357000763,651.6650357000763,652.877328600036,['space'],1,[0.4216638000216335],3.7976861000061035,4.826487899990752,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.4122483000392,None,7132.219129990943,-3.0,0.00010989762561739225,0,"[0.6724706091138735, 0.5585689976889471, 0.601668198318699, 0.6305158719595201]","[1415.2115187269173, 2120.4214337859366, 3177.0424402024682, 4760.1851716929195]",Perfect_5th,"[9.720261633119645, 8.201577190156675, 3.1903858144161164, 4.0]",False,654.422764500021,657.2844292999944,657.2844292999944,658.5167855001055,None,0,,3.481197299901396,4.515222099842504,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.9953846000135,None,,,,,"[0.5876581550409236, 0.7054636077980133, 0.7371575993773303, 0.709726704717339]","[894.930235237041, 797.2921993977121, 710.3065984267135, 632.8112380249838]",Tone,"[8.0, 7.791855928430435, 8.114754943661183, 9.0]",True,660.0056653000647,663.0579057000577,663.0579057000577,664.2621880000224,None,1,,3.774043299956247,4.795958499889821,None,1,None,1,0,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.8549530000892,None,880.5493014393804,1.8569191287779636,5.034842915505026e-05,1,"[0.455668656043067, 0.455668656043067, 0.455668656043067, 0.455668656043067]","[3555.8966239867095, 1688.7533455329076, 698.6267175013678, 3068.0948493789156]",None,"[2.8436219255812087, 9.584130305229188, 8.114754943661183, 3.79279876921605]",False,665.8689497000305,668.2776961000636,668.2776961000636,669.4999227999942,['space'],1,[0.5669624001020566],2.863180699874647,3.8828029999276623,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.8157237000996,None,500.0,4.0,0.00011323221537965297,1,"[0.41532608259400017, 0.7570196865406238, 0.5683570715688052, 0.7726760467222439]","[4684.9237974317, 3437.1490427515946, 1398.0525480822414, 5134.13611650401]",None,"[4.0, 2.8436219255812087, 9.720261633119645, 4.4243819544679805]",False,670.8312423001043,673.6156095000915,673.6156095000915,674.8497511000605,['space'],1,[0.4656509000342339],3.551319899968803,4.581778299994767,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.4664293000242,None,3482.202253184498,-5.0,4.2091656365169526e-05,1,"[0.7613667453814248, 0.6187421832733383, 0.7128022967867044, 0.6391826084102046]","[2193.6499593892527, 2462.2888266898335, 2763.8257599355534, 3102.289523667471]",Tone,"[8.0, 6.520129077200691, 5.0, 3.79279876921605]",False,676.4808139000088,679.6157532000216,679.6157532000216,680.8504498000257,['space'],1,[0.3835179000161588],3.778447200078517,4.808466700022109,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.3410713000922,None,1741.101126592249,-4.0,3.9827096914764364e-05,0,"[0.5905972204733955, 0.5905972204733955, 0.5905972204733955, 0.5905972204733955]","[345.47821999194423, 517.632461920689, 775.5723809168677, 1162.0455869578402]",Perfect_5th,"[12.0, 10.89226938530659, 7.873415866578979, 9.0]",False,682.3530855000718,685.1549950001063,685.1549950001063,686.3854023000458,None,0,,3.4139430000213906,4.446743699954823,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.8391063000308,None,,,,,"[0.6028175237876892, 0.7128877329689743, 0.7214946862553967, 0.7213504528713139]","[231.00730571811494, 6142.192237895101, 691.714845492461, 4825.780746164681]",None,"[8.749208672221705, 4.0, 8.114754943661183, 4.0]",True,687.849486400024,690.9161276000086,690.9161276000086,692.1319347000681,None,1,,3.770811899797991,4.799857899895869,None,1,None,1,0,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.7041031999979,None,192.1693940070993,1.4919820652611693,0.00034905108077712925,1,"[0.4221441457886135, 0.6384742426008968, 0.573733089974419, 0.5746904185247587]","[519.5894723113064, 1173.6851698971, 4768.999724334593, 386.8595681821168]",None,"[10.26260093989387, 9.0, 4.0, 12.230458358877735]",False,693.7202485000016,696.3672974000219,696.3672974000219,697.602910400019,['space'],1,[0.45463339996058494],3.237806399934925,4.2613168999087065,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.0496842000866,None,417.5250532588316,6.0,0.00015095935154541408,1,"[0.4756058638981997, 0.4756058638981997, 0.4756058638981997, 0.4756058638981997]","[165.694927191537, 208.76252662941585, 263.02430172964, 331.3898543830739]",Major_3rd,"[7.443600666896941, 8.0, 10.0, 11.760367223652612]",False,699.0591200001072,701.5089332000352,701.5089332000352,702.7398986000335,['space'],1,[0.29816060001030564],2.9360402999445796,3.954137499909848,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.0752775000874,None,353.5533905932738,-7.0,3.9581673965746926e-05,0,"[0.7991098091345358, 0.7991098091345358, 0.7991098091345358, 0.7991098091345358]","[140.30775603867167, 176.77669529663694, 222.72467953508487, 280.6155120773433]",Major_3rd,"[8.0, 7.3852636021574884, 8.205214547732592, 10.694876538956837]",False,705.3242581000086,708.7483797000023,708.7483797000023,709.9802725000773,None,0,,4.221865399740636,5.245761499740183,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6247822000878,None,233.2582478842019,-2.0,0.000159090436875498,1,"[0.5043174215090722, 0.5043174215090722, 0.5043174215090722, 0.5043174215090722]","[6158.064005844667, 222.6307992450639, 613.9474248063185, 3093.8793929499916]",None,"[4.0, 8.205214547732592, 9.006826678762522, 3.79279876921605]",False,711.7201681000879,714.2592016000999,714.2592016000999,715.4874681000365,['space'],1,[0.6046492999885231],3.0236998999025673,4.042413299903274,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.8254829000216,None,,,,,"[0.4093872267140579, 0.47834809372571013, 0.5970395142611689, 0.6759683147844502]","[299.1846689404604, 5777.076001891147, 304.7484189785249, 730.7350295903609]",None,"[11.0, 4.399108917147118, 11.28986005276826, 8.0]",True,716.8419074000558,719.3575276000192,719.3575276000192,720.5600025000749,None,1,,3.1725628999993205,4.186767799896188,None,1,None,1,0,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.0855057000881,None,667.7612281834655,2.4940128190459836,6.376938393485746e-05,0,"[0.7966091654751779, 0.7966091654751779, 0.7966091654751779, 0.7966091654751779]","[3365.3057107680074, 2246.0720920995755, 1499.0732719367907, 1000.5113738511509]",Perfect_5th,"[3.0, 7.422255942512912, 9.790007724829989, 8.328435085231524]",False,722.081559900078,725.4964732000371,725.4964732000371,726.7332888999954,None,0,,4.206395499990322,5.243553799926303,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.3917848001001,None,267.9433656340732,0.0,0.00014847335715060603,1,"[0.5609820832125237, 0.7275944787236993, 0.41822113355191726, 0.43582517108268337]","[701.0168361771495, 424.48908365821774, 2903.6499584157627, 147.79135736032782]",None,"[8.114754943661183, 12.0, 4.614733173469618, 7.94866819657239]",False,728.4032590000425,731.1238355000969,731.1238355000969,732.3374425000511,['space'],1,[0.8118388999719173],3.172564300009981,4.222678999998607,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.6747363000177,None,250.3601590584602,3.385401044056934,0.0002467456624462666,1,"[0.7831908012541641, 0.5838211515815788, 0.5943189755114241, 0.7934756452765217]","[328.7975286677046, 201.78038576129768, 184.32828483765098, 4729.928907332049]",None,"[11.760367223652612, 7.766580179906163, 7.491982065261169, 4.0]",False,733.676448800019,736.6794161000289,736.6794161000289,737.9027731000679,['space'],1,[0.4630875000730157],3.784206199925393,4.801618399913423,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
,,,,4,0,4,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.539565400104,None,5428.42020716524,-1.575618045532019,0.00011422816130147423,1,"[0.7401033479029077, 0.504877993590396, 0.41494347469113996, 0.6877705803742769]","[3419.6904433410864, 3838.4727396166236, 4308.539973689766, 4836.172604090627]",Tone,"[3.0, 2.794586337472524, 3.3925430880429674, 4.216817147160892]",False,739.5566856000805,742.2497299000388,742.2497299000388,743.471289100009,['space'],1,[0.34691289998590946],3.3639801999088377,4.372689299867488,None,1,None,1,,,,,,,,,,,,wfoooa,001,fr,0,0,2022-05-04_11h35.25.053,Cluster,2022.1.1,35.60301357442,
