tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,feedback.rt,answer_too_early.rt,Catch trial answer,Audiogram_time,Audiogram_frequency,Audiogram_both,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,3,0,3,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.6157611999661,None,980.6677061549842,-0.2914297226421427,4.206758327753896e-05,0,"[0.5062107987969733, 0.616839471458954, 0.4098345605816398, 0.6718737613308248]","[873.8701325058975, 639.5785621961958, 6222.974750525455, 185.56606546976812]",None,"[6.085324619050359, 9.0, 1.0192658574643438, 7.241812043660456]",False,632.6277547997888,635.1768051998224,635.1768051998224,636.402184000006,None,0,3.2507302302401513,4.282645230181515,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.9431930999272,None,1515.7165665103996,-3.0,3.5135546789290564e-05,0,"[0.7066898046050081, 0.4160750121799349, 0.5367525100070474, 0.7516746105941193]","[5160.4003618139, 300.6921764308122, 6198.7010106191765, 2359.7472606806696]",None,"[1.504103727551139, 9.0, 1.0192658574643438, 5.176677237760281]",False,639.0087733999826,641.6992122000083,641.6992122000083,642.9217626999598,None,0,3.4528812903445214,4.472448990447447,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,3,0,3,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.5257454998791,None,,,,,"[0.656356451451527, 0.656356451451527, 0.656356451451527, 0.656356451451527]","[828.452553496666, 929.9065501249981, 1043.784810989608, 1171.6088369376073]",Tone,"[6.566281837311289, 5.785634017698149, 5.839735171374016, 6.14075580409218]",True,644.5218454999849,647.5078759999014,647.5078759999014,648.7390091000125,None,1,3.6691634303424507,4.688695030286908,None,1,None,1,,,0,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.2906201998703,None,574.3491774985172,4.0,9.484983276472362e-05,1,"[0.4023309582602755, 0.7922454222725805, 0.7432694976034417, 0.6202344182947779]","[1447.2692374403773, 1148.6983549970344, 911.7224885582164, 723.6346187201887]",Major_3rd,"[7.089383911605467, 6.14075580409218, 5.785634017698149, 7.917063680964205]",False,651.314641600009,654.2879297998734,654.2879297998734,655.4972580999602,['space'],1,3.58687213039957,4.602388430386782,None,1,None,1,[0.2835544999688864],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.9730581999756,None,5656.85424949238,-4.0,8.109296367558474e-05,1,"[0.6964569327845721, 0.6964569327845721, 0.6964569327845721, 0.6964569327845721]","[499.85674960108133, 5580.953105804554, 1107.5679379054, 2624.362776125479]",None,"[11.248238492631339, 1.0815060227410527, 6.0, 5.565799458368608]",False,656.9918773998506,660.1248423999641,660.1248423999641,661.3548120998312,['space'],1,3.819266030099243,4.847690130118281,None,1,None,1,[0.24694360001012683],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.890379599994,None,3690.5090959659906,0.0,7.850736565328034e-05,1,"[0.4612471780437165, 0.45124464765071776, 0.6513346203352428, 0.6440827801482747]","[2324.8750474180247, 2609.5840077881867, 2929.1590106173107, 3287.8698228813632]",Tone,"[5.176677237760281, 5.565799458368608, 6.0, 6.469547185443853]",False,662.9096883998718,665.504158699885,665.504158699885,666.730826899875,['space'],1,3.2423503301106393,4.271651230286807,None,1,None,1,[0.34279430005699396],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.219928599894,None,151.70266730300278,3.1576145975989864,0.0006976126798828249,0,"[0.760398897701813, 0.45935371769454997, 0.4602623595872036, 0.7405542471916062]","[1934.0926760010175, 3575.4537876855234, 794.3411609429472, 3278.606443638368]",None,"[6.0, 6.36155917072716, 6.566281837311289, 6.469547185443853]",False,668.2284938998055,670.9257671998348,670.9257671998348,672.1286660998594,None,0,3.474987730383873,4.4915749304927886,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.7600878998637,None,169.9109069726213,2.0,0.0004721297917814617,0,"[0.5973177839366324, 0.5973177839366324, 0.5973177839366324, 0.5973177839366324]","[3130.023079052385, 237.99533155532114, 168.5345903146762, 167.57135629051606]",None,"[6.301877561509345, 7.0, 8.460699112274225, 8.460699112274225]",False,673.7568717999384,676.5749518999364,676.5749518999364,677.7851080999244,None,0,3.4211050299927592,4.42527923011221,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.219816399971,None,,,,,"[0.5992506568983105, 0.47270323614344856, 0.466279204169485, 0.5543126959052392]","[240.3463870124947, 325.0891335039378, 194.75766794515474, 191.9503917732898]",None,"[7.0, 10.0, 7.0, 7.241812043660456]",True,679.2237465998624,681.7820563998539,681.7820563998539,683.0088457998354,None,1,3.13628513016738,4.147069930098951,None,1,None,1,,,0,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.4012666998897,None,500.0,3.0,0.0001009183181840781,1,"[0.6457155153211939, 0.6457155153211939, 0.6457155153211939, 0.6457155153211939]","[314.98026247371826, 353.5533905932737, 396.85026299204986, 445.44935907016963]",Tone,"[9.330168526613592, 10.735160218967797, 11.570024076097177, 11.671229488450555]",False,684.4167031999677,687.3823434999213,687.3823434999213,688.5939321999904,['space'],1,3.601074230391532,4.626005530357361,None,1,None,1,[0.16802859981544316],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.0997790999245,None,125.0,5.0,0.0012851978913844323,1,"[0.6958795496890093, 0.6958795496890093, 0.6958795496890093, 0.6958795496890093]","[133.65453897947154, 206.77180440727216, 218.77380311847554, 184.74417986369681]",None,"[10.27310147448673, 6.876039654364539, 6.75705146153416, 7.241812043660456]",False,690.1222168998793,693.2230403998401,693.2230403998401,694.4244613999035,['space'],1,3.8007485303096473,4.821826830506325,None,1,None,1,[0.41452380013652146],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.984040599782,None,212.78699995586112,0.7570514615341596,0.0002622823566204699,0,"[0.5308875018413686, 0.5308875018413686, 0.5308875018413686, 0.5308875018413686]","[1316.2692370604616, 3833.112838328647, 426.2164883990666, 125.39174406740526]",None,"[6.854557875483904, 5.919617785862145, 11.671229488450555, 10.55968581726599]",False,696.0013226999436,698.6141148998868,698.6141148998868,699.830551699968,None,0,3.150578130269423,4.154124430380762,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.1976307998411,None,1627.6426500809948,0.9338255623800196,6.458170098244029e-05,1,"[0.6119430279832261, 0.6119430279832261, 0.6119430279832261, 0.6119430279832261]","[2583.7216549668797, 2301.834310441429, 2050.701236543721, 1826.9671029256094]",Tone,"[5.565799458368608, 5.176677237760281, 5.633473004060601, 6.1002107947482305]",False,701.2023151998874,704.0760730998591,704.0760730998591,705.3017121998128,['space'],1,3.474511130247265,4.495686230249703,None,1,None,1,[0.2670867000706494],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.7375093998853,None,,,,,"[0.47192614444764397, 0.6140793030596071, 0.7425157383724442, 0.6427300954370939]","[514.872857823948, 648.6991515919224, 817.3097161396083, 1029.745715647896]",Major_3rd,"[11.0, 9.0, 6.566281837311289, 5.7085702773578575]",True,706.7461290999781,709.5859562999103,709.5859562999103,710.7949063999113,['space'],0,3.50822163047269,4.5177318304777145,None,1,None,1,[0.8509279999416322],,0,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.2948406999931,None,2297.3967099940687,-6.0,4.0798774319230084e-05,0,"[0.6367267449478246, 0.6367267449478246, 0.6367267449478246, 0.6367267449478246]","[260.3172026600489, 661.2349991707699, 7795.160576788075, 2059.5602135835775]",None,"[7.849121882063646, 8.679293836948103, 3.0000000000000004, 5.633473004060601]",False,712.3264468999114,715.2707634000108,715.2707634000108,716.4839684998151,None,0,3.586875230073929,4.611442330060527,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.979142999975,None,310.7527482101828,3.3301685266135923,0.00015130536770479257,1,"[0.6015140560740417, 0.6015140560740417, 0.6015140560740417, 0.6015140560740417]","[1101.4005599492373, 6385.3375055312545, 145.54499042861718, 4008.353790097788]",None,"[6.0, 1.3154670164497082, 9.779158216387522, 5.190708467321604]",False,717.9818784999661,720.8106660000049,720.8106660000049,722.0226131998934,['space'],1,3.456009130226448,4.48102253023535,None,1,None,1,[0.20065140002407134],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.5070747998543,None,435.2752816480623,3.0,0.00010558989463529619,1,"[0.7246863713325135, 0.6346220196380936, 0.6493440548724448, 0.789540886588787]","[2174.8740360200145, 353.4663242850423, 1143.352301274866, 862.9625510381973]",None,"[5.304905809411233, 10.735160218967797, 6.14075580409218, 6.085324619050359]",False,723.5408810998779,726.5887846997939,726.5887846997939,727.8040169999003,['space'],1,3.804747530259192,4.819207630353048,None,1,None,1,[0.439550600014627],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.4133068998344,None,2828.42712474619,-4.0,4.131885137928784e-05,1,"[0.7836311859233884, 0.7836311859233884, 0.7836311859233884, 0.7836311859233884]","[1781.7974362806788, 2000.0000000000002, 2244.9240966187463, 2519.8420997897465]",Tone,"[6.566156445600722, 5.633473004060601, 5.176677237760281, 5.277906663124167]",False,729.5063600998838,732.8735340998974,732.8735340998974,734.1120310998522,['space'],1,4.1628651700448245,5.198344670236111,None,1,None,1,[0.26823069993406534],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.754712899914,None,267.9433656340732,-4.0,9.368035515380568e-05,0,"[0.45403058760208154, 0.712832433719246, 0.7278688402990187, 0.5092704320478911]","[168.79374327102366, 189.46457081379967, 212.66679023771383, 238.71040097760402]",Tone,"[8.460699112274225, 7.241812043660456, 6.75705146153416, 7.0]",False,735.7770244998392,738.7022460999433,738.7022460999433,739.9191076999996,None,0,3.44137373031117,4.475949530256912,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.2992683998309,None,1099.0134208672453,0.0,4.8193890270344326e-05,1,"[0.45709389019365965, 0.6132641413507407, 0.4425257667307519, 0.4843403921886093]","[382.13697167359214, 3194.0354344271236, 811.7807461691941, 602.8627376537165]",None,"[11.254749696499829, 6.469547185443853, 6.566281837311289, 9.439401505478198]",False,741.3008053000085,743.8554658999201,743.8554658999201,745.0748470998369,['space'],1,3.0310222301632166,4.04611543007195,None,1,None,1,[0.36350269988179207],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.3866947998758,None,,,,,"[0.7373723452070176, 0.7373723452070176, 0.7373723452070176, 0.7373723452070176]","[2531.696548433243, 2009.408882123595, 1594.8688866586192, 1265.8482742166216]",Major_3rd,"[5.277906663124167, 5.633473004060601, 7.0, 6.50896343074093]",True,746.3891544998623,749.6267112998758,749.6267112998758,750.862227199832,None,1,3.9951470303349197,5.001866930397227,None,1,None,1,,,0,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.4227696999442,None,3004.4526905448865,0.3018775615093445,5.719909396309623e-05,0,"[0.7814376873810281, 0.7814376873810281, 0.7814376873810281, 0.7814376873810281]","[1192.3178403899103, 1502.2263452724435, 1892.686594115395, 2384.63568077982]",Major_3rd,"[6.50896343074093, 7.124052080247171, 6.0, 5.277906663124167]",False,752.435292399954,755.8035323999356,755.8035323999356,757.0011207999196,None,0,4.157081730198115,5.161613530246541,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,4,0,4,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.6363700998481,None,3031.4331330207992,-3.0,4.091827205982744e-05,1,"[0.5830434136461932, 0.5830434136461932, 0.5830434136461932, 0.5830434136461932]","[4812.100144328472, 4287.093850145177, 3819.3664156416703, 3402.668643803426]",Tone,"[2.253106289190758, 4.2409436738925885, 5.919617785862145, 6.36155917072716]",False,762.7295899000019,765.492169899866,765.492169899866,766.7037874998059,['space'],1,3.368785420898348,4.372980520827696,None,1,None,1,[0.3273807999212295],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,5,0,5,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.2071226998232,None,435.2752816480623,-4.0,4.716527343053582e-05,0,"[0.7533135901682209, 0.7533135901682209, 0.7533135901682209, 0.7533135901682209]","[6692.532509155345, 2457.475554961745, 436.61474218494584, 1415.982074098296]",None,"[1.3154670164497082, 5.277906663124167, 11.671229488450555, 7.089383911605467]",False,775.2097815999296,778.4903338998556,778.4903338998556,779.6934099998325,None,0,4.026502530090511,5.043785730144009,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,5,0,5,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.3122979998589,None,5354.63847049958,-4.495896272448861,8.323443025760897e-05,1,"[0.586415617741932, 0.7170222945744376, 0.41158530242761815, 0.7827539480237926]","[3373.2108617796534, 3786.301173292615, 4249.979370490211, 4770.440549473023]",Tone,"[6.36155917072716, 5.919617785862145, 4.2409436738925885, 3.0]",False,781.3110851999372,784.059290099889,784.059290099889,785.2665875998791,['space'],1,3.543205530149862,4.548477730015293,None,1,None,1,[0.2736929999664426],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,5,0,5,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.9032820998691,None,231.36138588716796,0.8965361670768676,0.0002261806773125178,0,"[0.6362943002299567, 0.6362943002299567, 0.6362943002299567, 0.6362943002299567]","[2722.701805839072, 1217.3629412319772, 214.8435952542125, 728.3115567371756]",None,"[5.565799458368608, 6.50896343074093, 6.75705146153416, 7.917063680964205]",False,786.9120608998928,789.8611544999294,789.8611544999294,791.0813670998905,None,0,3.6078444300219417,4.609464430017397,None,1,None,1,,,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,5,0,5,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.5559956999496,None,,,,,"[0.5244985828067498, 0.5244985828067498, 0.5244985828067498, 0.5244985828067498]","[192.17494255284754, 607.2509520671567, 883.5817479603971, 313.45428568343544]",None,"[7.241812043660456, 9.439401505478198, 6.0, 9.330168526613592]",True,792.5633791999426,795.1727541999426,795.1727541999426,796.3846973998006,None,1,3.1435132301412523,4.14627003017813,None,1,['space'],0,,[-3.591662500053644],0,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,5,0,5,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.7418169998564,None,125.0,5.0,0.0012851978913844323,1,"[0.5796316862948668, 0.4106045372334716, 0.5121414477410818, 0.4579248724892783]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[9.0, 11.570024076097177, 8.559262982701703, 7.241812043660456]",False,797.7614866998047,800.2834308999591,800.2834308999591,801.5061897998676,['space'],1,2.9774762301240116,3.9958391301333904,None,1,None,1,[0.5584319999907166],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
,,,,5,0,5,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.7950792999472,None,3042.3323144055967,0.3018775615093445,6.091062380563681e-05,1,"[0.609334414500513, 0.6954872145481044, 0.4467285342890315, 0.41416912434938696]","[4829.401516324291, 4302.507620278322, 3833.0985236949987, 3414.9025612655014]",Tone,"[2.253106289190758, 4.2409436738925885, 5.919617785862145, 6.36155917072716]",False,802.7991343999747,805.5669438999612,805.5669438999612,806.7706929999404,['space'],1,3.2116635299753398,4.230339729925618,None,1,None,1,[0.30810340004973114],,,,,,,quvsxs,001,fr,0,0,2022-05-17_12h50.04.194,Cluster,2022.1.1,36.59194349462968,
