tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_none,Audiogram_frequency,Audiogram_both,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,12,0,12,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838.1859739000001,None,5928.89023541928,-5.0,6.663294783045805e-05,1,"[0.6358122549344962, 0.6176357910729678, 0.48096034798255133, 0.6695041739636198]","[1176.4408245885686, 1762.6696130076912, 2641.0203553649053, 3957.059488618606]",Perfect_5th,"[15.0, 14.0, 7.357996047207937, 7.0]",False,1839.1885015999997,1841.9714816000005,1841.9714816000005,1843.1881533000005,['space'],1,[0.3843873999999232],3.459538430000066,4.4640077300000485,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,12,0,12,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1843.7170902999997,None,,,,,"[0.7411756730257719, 0.5981868918436637, 0.684566318066892, 0.4304747949149515]","[3468.4686284759273, 984.3969744455447, 1376.0899320670717, 1812.8333590693337]",None,"[7.416849728278493, 12.753732655716997, 16.545527686064084, 13.0]",True,1844.7229790000001,1847.7659464999997,1847.7659464999997,1848.9768081000002,None,1,,3.4965121300001556,4.5142184300002555,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,12,0,12,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849.2939787000005,None,3709.3504629739696,1.2974970514784936,9.154003014759588e-05,1,"[0.538063891338138, 0.4898770997035905, 0.6138036787879384, 0.6344577547716571]","[416.5172877966528, 642.0609733585641, 237.43241893801508, 138.67835532976864]",None,"[11.0, 8.446569919492394, 13.818573845899522, 9.452158704192678]",False,1850.3145923000002,1853.0002729999997,1853.0002729999997,1854.2162825000005,['space'],1,[0.44403639999973166],3.330449629999748,4.361166929999854,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,12,0,12,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1854.7403458,None,233.2582478842019,3.0,0.00028290724822979506,1,"[0.6261246530273034, 0.6182687935441283, 0.46835792854451236, 0.49648227330265027]","[1175.5479062836089, 784.5840978967509, 523.6470614103134, 349.4924835447549]",Perfect_5th,"[15.0, 10.0, 8.582694964616035, 12.413360172591144]",False,1855.7652374,1858.5169827999998,1858.5169827999998,1859.7351900000003,['space'],1,[0.2598904000001312],3.2336882300005527,4.268154930000492,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,12,0,12,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860.1183517,None,4008.8688245893018,0.9983837657049773,9.484948965170803e-05,1,"[0.737155589367841, 0.737155589367841, 0.737155589367841, 0.737155589367841]","[1590.9206473388947, 2004.4344122946513, 2525.42910918369, 3181.8412946777885]",Major_3rd,"[15.461311896220947, 11.0, 7.729781002044465, 7.4017923300165425]",False,1861.1195372000002,1864.3570947999997,1864.3570947999997,1865.5797837999999,['space'],1,[0.2031592999996974],4.013114929999574,5.032030530000156,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,12,0,12,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866.2192975999997,None,406.12619817811805,-3.0,5.3974738262969606e-05,0,"[0.44686097442812595, 0.6335247486838996, 0.5551855713636197, 0.6310676482093951]","[5027.617028239708, 533.7907205893063, 126.53562381229096, 3486.1133252310624]",None,"[4.0, 8.582694964616035, 9.102958615505726, 7.416849728278493]",False,1867.2462997000002,1869.91961,1869.91961,1871.1251515000004,None,0,,3.299467229999209,4.305657529999735,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,12,0,12,0,19,0,19,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1871.6278356000003,None,138.7817720101882,3.9264843406413945,0.0009429579702811059,1,"[0.4073322734215365, 0.5573482289517566, 0.7999774294625945, 0.7128074375449667]","[220.30233088298363, 196.26706418697898, 174.85407589734726, 155.77727207856026]",Tone,"[13.565784481606322, 13.0, 11.89549327517948, 10.518628407903087]",False,1872.6449312000004,1875.4547125999998,1875.4547125999998,1876.6890221000003,['space'],1,[0.40065699999968274],3.5150460300001214,4.530934630000047,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,13,0,13,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885.7421362000005,None,870.5505632961246,1.0,4.529953347550672e-05,1,"[0.4877506268283467, 0.4877506268283467, 0.4877506268283467, 0.4877506268283467]","[1381.912879967777, 1231.144413344917, 1096.8249796946266, 977.1599684342465]",Tone,"[16.545527686064084, 15.663953319519575, 14.0, 12.753732655716997]",False,1886.7361458000005,1889.2494004999999,1889.2494004999999,1890.4552499000001,['space'],1,[0.2787879000002249],2.9717884299989237,3.9885240299990983,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,13,0,13,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890.8005279999998,None,1196.7521644569513,9.0,0.00014735075505135922,1,"[0.48062088527406344, 0.48062088527406344, 0.48062088527406344, 0.48062088527406344]","[753.9066217532818, 846.2315708871884, 949.8628224020919, 1066.1849692463743]",Tone,"[9.457909470134442, 10.945713403216956, 12.0, 13.757857418103542]",False,1891.8061795000003,1894.2927307999998,1894.2927307999998,1895.5292405,['space'],1,[0.24584529999947335],2.9736781299998256,3.9905578299994886,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,13,0,13,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895.8630334,None,,,,,"[0.6000306239241446, 0.6000306239241446, 0.6000306239241446, 0.6000306239241446]","[1260.6053981600958, 1000.5431675780635, 794.1316383765062, 630.3026990800479]",Major_3rd,"[16.0, 12.753732655716997, 10.0, 8.241478389069105]",True,1896.8580222,1899.7050381,1899.7050381,1900.9084566000001,None,1,,3.445831529998941,4.474412029998348,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,13,0,13,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1901.3890732999998,None,6062.8662660415985,-5.0,6.682440389904723e-05,1,"[0.5579928867843651, 0.5579928867843651, 0.5579928867843651, 0.5579928867843651]","[1203.0250360821178, 1802.5009252216623, 2700.6998923363826, 4046.477761207694]",Perfect_5th,"[15.663953319519575, 13.0, 7.357996047207937, 6.998383765704977]",False,1902.5060619000005,1905.2158575000003,1905.2158575000003,1906.4210783999997,['space'],1,[0.47636540000030436],3.25643669999954,4.286066999999093,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,13,0,13,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1906.8603021999998,None,4393.732730624878,0.0,0.00011103131798165422,1,"[0.48450085866966175, 0.48450085866966175, 0.48450085866966175, 0.48450085866966175]","[2767.878177463182, 3106.8382085461376, 3487.3079793305205, 3914.3708575649566]",Tone,"[7.262032003682652, 7.317684178598554, 7.416849728278493, 7.0]",False,1907.8598831999998,1910.3365879000003,1910.3365879000003,1911.5740899000002,['space'],1,[0.2512266999997337],2.9840182300004017,4.002152330000172,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,13,0,13,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911.9306140999997,None,,,,,"[0.5563079226918659, 0.5897879198858872, 0.7733298662826036, 0.7837372285637608]","[929.1784476070469, 377.8981408784573, 3363.1493137317134, 349.82497806165077]",None,"[11.810490103672866, 11.833242802693402, 7.4017923300165425, 12.413360172591144]",True,1912.9374876000002,1915.8980930999996,1915.8980930999996,1917.1323288000003,['space'],0,[0.40888589999985925],3.757976630000485,4.762162230001195,None,1,None,1,0,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,13,0,13,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1917.7539159999997,None,1124.4438046355936,8.764429412170614,0.00013511216545841458,0,"[0.5628795680507259, 0.7386145624587301, 0.5711200566408224, 0.601749461665263]","[489.5083710205406, 3102.1152140469885, 5461.083075317255, 7638.3322861185425]",None,"[9.094045895017006, 7.317684178598554, 3.0, -5.123307360784905]",False,1918.7643628000005,1921.6836937999997,1921.6836937999997,1922.9087476000004,None,0,,3.5291510299994115,4.544234729999516,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,13,0,13,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1923.3779451,None,203.0630990890589,-1.0,0.00023122706035812028,0,"[0.6910751588352533, 0.768543434495706, 0.636080243476344, 0.7141823892887686]","[1863.806555678116, 6460.364724978557, 766.2258573294414, 773.8581472973661]",None,"[12.653614237667398, -1.8442053410312722, 9.457909470134442, 9.457909470134442]",False,1926.0006537999998,1929.1231717,1929.1231717,1930.3415569999997,None,0,,3.8323806199996397,4.866093220000039,None,1,None,1,,,,"{'estimation': [[125.0, -1.905867699295108], [132.03542089311162, -2.0], [133.9716828170366, -2.0245996322349877], [143.5872943746293, -2.0897304722330388], [153.89305166811442, -2.0640602081229087], [158.56354229936457, -2.0], [164.93848884661162, -1.9155384530038873], [176.77669529663666, -1.6300732599735572], [189.46457081379958, -1.2138935110510283], [194.9951038770515, -1.0], [203.0630990890585, -0.6981972090194108], [217.6376408240306, -0.15799685478361733], [222.55371793800757, 0.0], [233.25824788420132, 0.3278361520227686], [249.99999999999937, 0.6597012182722163], [267.94336563407256, 0.7707013624017475], [287.1745887492579, 0.6291372855321862], [307.78610333622805, 0.26091834426635696], [318.756636218744, 0.0], [329.87697769322244, -0.25596795367956676], [353.55339059327247, -0.7854452847910752], [366.4901600890778, -1.0], [378.929141627598, -1.198716049294942], [406.12619817811606, -1.375583313121108], [435.2752816480601, -1.2690863456950616], [458.0979418490548, -1.0], [466.5164957684015, -0.9038669018646275], [499.9999999999975, -0.3855685753621196], [525.1077191790828, 0.0], [535.8867312681438, 0.15937700401501653], [574.3491774985151, 0.6051753174548236], [615.5722066724546, 0.907234654974508], [635.167193425412, 1.0], [659.7539553864432, 1.1123751304255236], [707.1067811865431, 1.3527423923569608], [757.8582832551941, 1.8110630042965679], [769.8310298453256, 2.0], [812.2523963562301, 2.652040558429923], [827.7747321094091, 3.0], [870.5505632961181, 3.939493252314886], [872.7994865291405, 4.0], [909.7465330419511, 5.0], [933.0329915368008, 5.60297621824475], [947.3966891369645, 6.0], [983.5428386430475, 7.0], [999.9999999999926, 7.428299919496277], [1023.9982176669915, 8.0], [1067.289285967677, 9.0], [1071.773462536285, 9.098011988225887], [1130.0176781598518, 10.0], [1148.698354997026, 10.273972714918777], [1231.1444133449063, 10.672912577790559], [1319.5079107728832, 10.159314379484712], [1330.1376376171854, 10.0], [1397.3788266151364, 9.0], [1414.2135623730828, 8.758621880409347], [1451.22094056498, 8.0], [1499.6038752210686, 7.0], [1515.7165665103846, 6.686220692674101], [1546.7313225441342, 6.0], [1590.4743784339412, 5.0], [1624.5047927124563, 4.278046845763824], [1638.3313085239276, 4.0], [1686.151311654727, 3.0], [1736.5718111085548, 2.0], [1741.1011265922298, 1.916074029104112], [1798.0547193437815, 1.0], [1862.9830036223725, 0.0], [1866.065983073597, -0.044798732852906795], [1960.7594492690623, -1.0], [1999.9999999999802, -1.3760160955221639], [2142.226163116681, -2.0], [2143.5469250725646, -2.0056583663759993], [2297.396709994046, -2.0434560044260954], [2318.491087127088, -2.0], [2462.2888266898062, -1.7180172864916536], [2639.01582154576, -1.322049112412468], [2828.427124746159, -1.1023585963581803], [3031.433133020758, -1.2069967999313274], [3249.0095854249043, -1.6348955539318637], [3383.770229986992, -2.0], [3482.2022531844596, -2.2643213828641384], [3732.1319661471844, -2.8863803365268836], [3800.4719642036, -3.0], [3999.9999999999504, -3.3222566912643847], [4287.093850145118, -3.4590221111978514], [4594.793419988081, -3.331867998711158], [4924.577653379601, -3.102314095639806], [5278.031643091506, -3.0201800740149563], [5656.854249492303, -3.3396512105054144], [5956.282978354699, -4.0], [6062.866266041501, -4.2338175783706244], [6283.49237181064, -5.0], [6498.019170849792, -5.732558584118481], [6560.463216737048, -6.0], [6790.569169791373, -7.0], [6964.4045063688845, -7.713137718417629], [7029.194065585535, -8.0], [7249.916417653173, -9.0], [7464.2639322943505, -9.910994407813062], [7487.698519844319, -10.0], [7742.296137295628, -11.0], [7999.999999999882, -11.992867926786198]], 'plus_line': [[125.0, -5.337936984999103], [133.9716828170366, -5.388926712711771], [143.5872943746293, -5.510600957655912], [153.89305166811442, -5.540193913438332], [164.93848884661162, -5.412622917850982], [176.77669529663666, -5.123361725323316], [180.36807074917965, -5.0], [189.46457081379947, -4.72243856316059], [203.0630990890585, -4.220194001450615], [208.4787085102151, -4.0], [217.6376408240306, -3.6644711631764912], [233.25824788420132, -3.131681252130197], [238.51545012763307, -3.0], [249.99999999999937, -2.7498434520205244], [267.94336563407256, -2.6142174103372033], [287.1745887492579, -2.7547423694706117], [300.4655575124629, -3.0], [307.78610333622805, -3.143052695973917], [329.87697769322244, -3.6783048948245916], [344.25744134723766, -4.0], [353.55339059327247, -4.215338791300855], [378.929141627598, -4.62751734799726], [406.12619817811606, -4.799297565418489], [435.2752816480601, -4.698776606902259], [466.5164957684015, -4.337931938151511], [486.6648807122767, -4.0], [499.9999999999975, -3.7977039173267944], [535.8867312681438, -3.2321187821115465], [553.2778277655874, -3.0], [574.3491774985143, -2.750127743867837], [615.5722066724546, -2.4323964853454374], [659.7539553864432, -2.225135634693226], [705.461404169523, -2.0], [707.1067811865431, -1.9928669825112193], [757.8582832551941, -1.5806714638666717], [796.0047504082745, -1.0], [812.2523963562301, -0.7648116703682082], [847.58386566199, 0.0], [870.5505632961181, 0.49695906809590185], [890.0553832406765, 1.0], [926.7045729042167, 2.0], [933.0329915368008, 2.1650926033139415], [964.5214153633268, 3.0], [999.567117486795, 4.0], [999.9999999999926, 4.011479598268787], [1042.5367941122963, 5.0], [1071.773462536285, 5.702005217272347], [1090.281163949653, 6.000000000000001], [1148.698354997026, 6.931593175501978], [1160.7130979514645, 7.0], [1231.1444133449063, 7.353841087696927], [1292.0031406328665, 7.0], [1319.5079107728816, 6.832680069776059], [1371.8006527602556, 6.0], [1414.2135623730828, 5.375557475836125], [1431.244907229812, 5.0], [1475.7594029570096, 4.0], [1515.7165665103864, 3.2308110232991485], [1525.506585935995, 3.0], [1565.4586621232427, 2.0], [1611.8361630129561, 1.0], [1624.5047927124563, 0.7556225652804998], [1658.3083847755995, 0.0], [1705.7550067232542, -1.0], [1741.1011265922318, -1.6289069230746605], [1763.3261517242968, -2.0], [1824.8135602620684, -3.0], [1866.065983073597, -3.5784728912106236], [1907.3583305578288, -4.0], [1999.9999999999802, -4.872653697968631], [2029.454034667981, -5.0], [2143.5469250725646, -5.494689484104747], [2297.396709994046, -5.511156567622057], [2462.2888266898062, -5.144385209487525], [2514.551005963376, -5.0], [2639.01582154576, -4.699018562499894], [2828.427124746159, -4.441863662651106], [3031.4331330207615, -4.5477036761613086], [3238.9541441539186, -5.0], [3249.0095854249043, -5.023681144696574], [3482.2022531844555, -5.7577992720686755], [3569.568981672977, -6.0], [3732.1319661471844, -6.466137590896116], [3999.9999999999504, -6.894491686882217], [4287.093850145118, -6.95287772963409], [4594.793419988076, -6.708214638017296], [4924.577653379601, -6.366876742707909], [5278.031643091506, -6.2381599147748705], [5656.854249492303, -6.598563788901737], [5823.819819446315, -7.0], [6062.866266041508, -7.5661130698589805], [6180.702753242906, -8.0], [6467.897372789822, -9.0], [6498.019170849792, -9.098590654901027], [6696.064477885486, -10.0], [6948.94037643763, -11.0], [6964.404506368894, -11.056694899953905], [7162.02940376585, -12.0], [7398.984594181128, -13.0], [7464.2639322943505, -13.245795475445348], [7637.179762006949, -14.0], [7874.976572963866, -14.999999999999998], [7999.999999999882, -15.46731015289242]], 'minus_line': [[125.0, 1.508622486519848], [133.9716828170366, 1.309749944496997], [143.5872943746293, 1.2895759348317637], [153.89305166811442, 1.3615661551785658], [164.93848884661162, 1.5217174826631952], [176.77669529663666, 1.8050757943620805], [182.51027593723398, 2.0], [189.46457081379947, 2.2472556345000534], [203.0630990890585, 2.780174797303011], [208.96113431719056, 3.0], [217.6376408240306, 3.3321029349810796], [233.25824788420147, 3.786707033644353], [245.36537087894746, 4.0], [249.99999999999937, 4.086669825335031], [267.94336563407256, 4.191257522340243], [287.1745887492579, 4.051737012453001], [289.9625675193, 4.0], [307.78610333622805, 3.7090254793580866], [329.87697769322244, 3.2007717113929774], [338.0987790503989, 3.0], [353.55339059327247, 2.6607498859456786], [378.929141627598, 2.2310092245634223], [406.12619817811606, 2.028019328800766], [435.2752816480601, 2.136333296104444], [466.5164957684015, 2.5047536098132834], [499.9999999999975, 2.9987875660005137], [500.08149796961186, 3.0], [535.8867312681438, 3.5383088150395405], [574.3491774985143, 3.945564972375239], [582.2700601406914, 4.0], [615.5722066724546, 4.241183834433856], [659.7539553864432, 4.450306162669701], [707.1067811865431, 4.7118471407153875], [736.7912309786828, 5.0], [757.8582832551941, 5.215135407412872], [806.206004135849, 6.0], [812.2523963562301, 6.098273878659632], [850.4403290711529, 7.0], [870.5505632961181, 7.441911520676619], [890.0787362837347, 8.0], [927.8297687572209, 9.0], [933.0329915368008, 9.129163731971172], [962.622765253207, 10.0], [999.9999999999926, 10.956215700054775], [1001.8055717399025, 11.0], [1042.777661396343, 12.0], [1071.773462536285, 12.617412960449455], [1096.9012516296755, 13.0], [1148.698354997026, 13.73870717309801], [1213.1419481702635, 14.0], [1231.1444133449063, 14.07640162933019], [1242.3787979345095, 14.0], [1319.5079107728832, 13.53726225432942], [1356.1000834807696, 13.0], [1414.2135623730828, 12.12977387676218], [1421.140885747426, 12.0], [1471.9954741491865, 11.0], [1515.7165665103846, 10.073938645067773], [1519.4946547173245, 10.0], [1567.6966464321363, 9.0], [1610.0704902450764, 8.0], [1624.5047927124563, 7.6850207493076645], [1661.2902320224382, 7.0], [1708.358882274111, 6.0], [1741.1011265922318, 5.319262880453364], [1762.5019301515551, 5.0], [1824.9901601501379, 4.0], [1866.065983073597, 3.3379564258544767], [1899.985531883064, 3.0], [1998.2789645640205, 2.0], [1999.9999999999802, 1.9832963499926886], [2143.5469250725646, 1.3796644011236103], [2297.396709994046, 1.3618772752394261], [2462.2888266898062, 1.6818042538160043], [2622.743457486151, 2.0], [2639.01582154576, 2.0341073756938814], [2828.427124746159, 2.21185440878189], [3031.4331330207615, 2.0646518295597858], [3061.7501447969985, 2.0], [3249.0095854249043, 1.6496681591127993], [3482.2022531844555, 1.0460906886458932], [3500.175025274831, 1.0], [3732.1319661471844, 0.46071690167847457], [3999.4733283616906, 0.0], [3999.9999999999504, -0.0008267644604236945], [4287.093850145118, -0.18854443576775537], [4594.793419988081, -0.1356686187370049], [4830.292548212936, 0.0], [4924.577653379601, 0.05894357295465524], [5278.031643091506, 0.19941840374790643], [5636.890778655779, 0.0], [5656.854249492303, -0.010103035823634796], [6062.866266041508, -0.7658998155581453], [6134.66006799813, -1.0], [6431.11938651507, -2.0], [6498.019170849792, -2.2239842882317076], [6684.171218935721, -3.0], [6903.159592855305, -4.0], [6964.404506368902, -4.263302867260608], [7135.0677753629425, -5.0], [7343.410042414282, -6.0], [7464.2639322943505, -6.553087823656847], [7589.055603805805, -7.0], [7845.454810081423, -8.0], [7999.999999999882, -8.60322916899062]]}",,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
,,,,13,0,13,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930.9573701999998,None,933.0329915368076,-1.0,3.756544065126319e-05,1,"[0.7716715242975932, 0.49321803417731114, 0.5275290761355476, 0.5012461591112563]","[587.7739531418043, 659.7539553864472, 740.5487761432822, 831.2378961427879]",Tone,"[8.287388138157038, 8.446569919492394, 9.457909470134442, 10.161245385309872]",False,1932.0069449000002,1934.8223384000003,1934.8223384000003,1936.0449329000003,['space'],1,[0.3989969999997811],3.3001475299997765,4.309816830000273,None,1,None,1,,,,,,,,,,,,,cwzopc,001,english,0,0,2022-07-20_11h23.46.854,Cluster,2022.1.1,32.32834216059683,
