tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,feedback.rt,Catch trial answer,answer_too_early.rt,Audiogram_none,Audiogram_time,Audiogram_frequency,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,3,0,3,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.0024838999379,None,4924.577653379667,-3.0,0.00010446204222725298,1,"[0.6960067084194534, 0.6960067084194534, 0.6960067084194534, 0.6960067084194534]","[1954.3199368684932, 2462.288826689834, 3102.289523667471, 3908.6398737369855]",Major_3rd,"[7.574658982062939, 8.812406925636111, 7.725845229991597, 5.217880866515777]",False,685.0318867999595,688.1376187999267,688.1376187999267,689.3567701999564,['space'],1,3.811359866755083,4.824529966688715,None,1,None,1,[0.5729305000277236],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.0730389000382,None,250.0,-3.0,0.00011856868528308277,0,"[0.7206277705058575, 0.7206277705058575, 0.7206277705058575, 0.7206277705058575]","[1151.35550013761, 155.74207743139712, 431.5988411106075, 132.85038301503036]",None,"[6.881873475493382, 6.440830814488993, 12.0, 7.882025936411902]",False,703.0835864000255,706.2653463999741,706.2653463999741,707.5001710000215,None,0,3.895237566786818,4.912470166687854,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.0494710999774,None,,,,,"[0.6804876365137571, 0.6121755938162127, 0.5147702247370206, 0.5157750875220749]","[1353.5106994321197, 1074.2821540643802, 852.6583107362302, 676.7553497160599]",Major_3rd,"[5.419783536075185, 7.935265083037154, 11.0, 12.374164758239809]",True,709.0771206000354,711.9293724999297,711.9293724999297,713.1541825999739,None,1,3.351612366735935,4.376783466665074,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.4907241000328,None,208.0079170932252,-3.1403238562163205,0.00017397820761429764,0,"[0.6398990938183249, 0.4397189082736086, 0.5843852499143152, 0.7983321794126598]","[2998.1179358743652, 854.1226729433967, 2989.639136553015, 1116.692664717163]",None,"[7.725845229991597, 11.0, 7.725845229991597, 7.0]",False,714.5162361999974,717.2140448000282,717.2140448000282,718.4364489000291,None,0,3.4859339667018503,4.5231699666474015,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.0884581999853,None,1515.7165665103996,2.0,6.248081941585461e-05,1,"[0.4672400984890143, 0.7001041977876802, 0.44374831650680896, 0.46550540827080655]","[601.5125180410591, 757.8582832552, 954.8416039104177, 1203.025036082118]",Major_3rd,"[12.43619861205731, 12.030931211648069, 10.0, 6.014686025405318]",False,720.1074828000274,722.7398612999823,722.7398612999823,723.9766214999836,['space'],1,3.0980490333167836,4.126622933312319,None,1,None,1,[0.4215182999614626],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.2738717999309,None,1038.9027774182355,2.0,5.750725322816586e-05,0,"[0.543085219959848, 0.43801433750962804, 0.46811467593869255, 0.4138671199573682]","[206.14442022079888, 308.86764367546346, 462.7785763371721, 693.3844159529006]",Perfect_5th,"[2.8596761437836795, 6.12041693751124, 12.403272966353022, 12.264078453096529]",False,725.2952191999648,727.7651284999447,727.7651284999447,729.0114268999314,None,0,2.8853278666501865,3.9236636667046696,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.2661601,None,,,,,"[0.47827375551046275, 0.47827375551046275, 0.47827375551046275, 0.47827375551046275]","[3001.216286459054, 3368.75138031828, 3781.2955745970844, 4244.360775925411]",Tone,"[7.725845229991597, 6.249301591637303, 5.61341503639132, 5.105671826033465]",True,730.2659655000316,732.7491640000371,732.7491640000371,733.979674299946,None,1,2.9506567666539922,3.983801666647196,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.2987240999937,None,250.0,1.0,0.00018791870214422208,1,"[0.45223808150792016, 0.6748319726112914, 0.41229808920103017, 0.7789736380143213]","[396.85026299205003, 353.5533905932739, 314.98026247371837, 280.6155120773433]",Tone,"[11.0, 9.111763019987018, 7.0, 4.0]",False,735.3245109999552,737.8891094999854,737.8891094999854,739.1261030000169,['space'],1,3.363671233295463,4.393495433381759,None,1,None,1,[0.2500904999906197],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.7691955999471,None,1148.6983549970344,5.0,8.9397783717774e-05,1,"[0.6419162623728257, 0.567146023114969, 0.6484447575652086, 0.6611482182669708]","[286.6377785074555, 215.2348117032821, 184.81853375873968, 6116.046808403654]",None,"[4.691777011888568, 2.4140431281402135, 4.0, 7.665899311942048]",False,740.7887335999403,743.6926833000034,743.6926833000034,744.9295300999656,['space'],1,3.526544766733423,4.549339766730554,None,1,None,1,[0.3725173999555409],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.3924046999309,None,823.129551351073,5.612439159137557,7.446804934213578e-05,0,"[0.5343393157240888, 0.7611806541324136, 0.47521627829938884, 0.5597910446964908]","[1473.0671213989067, 166.2100036468184, 248.9881706279608, 232.72419287821302]",None,"[5.229957997039526, 5.504814901485191, 2.7189213988014735, 2.3518981835911785]",False,746.4159236999694,749.2296016999753,749.2296016999753,750.4683201999869,None,0,3.35350596671924,4.3893952667713165,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.8553911999334,None,131.29045128804808,2.0,0.0008393471688163575,1,"[0.4445128486932946, 0.4445128486932946, 0.4445128486932946, 0.4445128486932946]","[330.8312064560185, 262.58090257609615, 208.41060048802717, 165.41560322800925]",Major_3rd,"[7.6392326970469115, 3.523597500375282, 2.8596761437836795, 5.504814901485191]",False,751.8552426999668,754.2190258000046,754.2190258000046,755.4396273000166,['space'],1,2.822879866696894,3.8402428667759523,None,1,None,1,[0.35151910001877695],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.7418467999669,None,3031.4331330207992,-1.0,5.1513052502824035e-05,0,"[0.562483217457679, 0.7321734274739558, 0.6880351250644947, 0.670222889060843]","[348.49718003278196, 2335.4122441587583, 4298.3300066878055, 777.353933920639]",None,"[9.0, 8.629370669639023, 5.105671826033465, 12.0]",False,756.7801061000209,759.8095607999712,759.8095607999712,761.0456049999921,None,0,3.691771633340977,4.715813533286564,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.5403972000349,None,,,,,"[0.4640910496597321, 0.4640910496597321, 0.4640910496597321, 0.4640910496597321]","[461.103413906149, 235.56948453431212, 6658.472614392654, 440.8946319673092]",None,"[12.403272966353022, 2.3518981835911785, 8.207841187533027, 12.033165800560354]",True,762.5480968999909,764.9836125000147,764.9836125000147,766.2173665999435,None,1,2.8722772668115795,3.9133226667763665,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.4978842999553,None,187.17168026552426,-2.3984676828772233,0.00023684138349153514,1,"[0.7274077316505172, 0.5149401976005183, 0.7746701646580159, 0.7553908971442493]","[297.1165221521488, 264.70072872366507, 235.82153991072687, 210.09310761634742]",Tone,"[5.0, 3.523597500375282, 2.3518981835911785, 2.8596761437836795]",False,767.5073959999718,770.5562526999274,770.5562526999274,771.7926644999534,['space'],1,3.820520566776395,4.854936766671017,None,1,None,1,[0.3688962999731302],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.4099160999758,None,535.8867312681471,0.0,6.584635451124388e-05,1,"[0.7601658000949901, 0.5160818395873782, 0.6074634959534939, 0.6923489047078915]","[212.66679023771422, 267.94336563407364, 337.5874865420479, 425.3335804754283]",Major_3rd,"[2.4140431281402135, 3.523597500375282, 8.0, 12.0]",False,774.1203785999678,777.0194675000384,777.0194675000384,778.2328068999341,['space'],1,3.6075465000467375,4.627116800053045,None,1,None,1,[0.4320261999964714],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.7926298000384,None,766.815462973839,6.0,7.956496174683252e-05,1,"[0.56913424333865, 0.6944213715236409, 0.46289535207852817, 0.6461986361748899]","[1106.2779258529124, 5511.514831951783, 6963.4759936525215, 980.6612284102919]",None,"[7.0, 7.0, 8.580840414865701, 9.049049531369052]",False,779.8161316999467,782.5668849999784,782.5668849999784,783.7997524000239,['space'],1,3.415648466674611,4.437257266719826,None,1,None,1,[0.6049252999946475],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.304131199955,None,,,,,"[0.5495418644260937, 0.5495418644260937, 0.5495418644260937, 0.5495418644260937]","[849.0835040096955, 566.6952503352419, 378.2237026581727, 252.43403604994285]",Perfect_5th,"[11.0, 12.492993717878832, 10.386860652875287, 2.7189213988014735]",True,785.3227316000266,788.011748299934,788.011748299934,789.2401372999884,None,1,3.217783866683021,4.250570466625504,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.6219223999651,None,3249.0095854249403,-4.0,4.464479880532507e-05,1,"[0.5874633128030137, 0.5874633128030137, 0.5874633128030137, 0.5874633128030137]","[644.6851542197893, 965.936328924845, 1447.2692374403773, 2168.4537406028358]",Perfect_5th,"[12.374164758239809, 10.0, 5.159676622472672, 8.199389784623765]",False,790.64290909993,793.4345270999474,793.4345270999474,794.6822863999987,['space'],1,3.358264866634272,4.378679766668938,None,1,None,1,[0.04615359997842461],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.0760602999944,None,2375.449225406267,2.629370669639023,0.00011252516466105371,1,"[0.7904673675508591, 0.7493097180774446, 0.7582373420726448, 0.6998561343793503]","[1496.4392410229134, 1679.696255649103, 1885.3952996534765, 2116.2846699219053]",Tone,"[5.229957997039526, 6.0, 7.0, 8.0]",False,796.1000863999361,799.4197395000374,799.4197395000374,800.6522489000345,['space'],1,4.018319566734135,5.0485151667380705,None,1,None,1,[0.334376799990423],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.1988432999933,None,3448.7531810715964,0.2493015916373027,7.642594696746763e-05,1,"[0.5045727782419063, 0.5045727782419063, 0.5045727782419063, 0.5045727782419063]","[1024.5201762748814, 3231.487818166433, 1134.1424513646837, 3905.292046723232]",None,"[9.0, 7.0, 7.0, 5.217880866515777]",False,802.2113006999716,804.7666941999923,804.7666941999923,805.9951703000115,['space'],1,3.049971066764556,4.0774741667555645,None,1,None,1,[0.3041585999308154],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,4,0,4,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.3427336999448,None,6062.8662660415985,-1.0,0.00010590954282987185,0,"[0.6862568578456454, 0.40896785803090596, 0.520232306349117, 0.7904291258303691]","[185.22107045628943, 152.08978442158747, 2920.832007377473, 302.7230950229336]",None,"[4.0, 6.440830814488993, 8.0, 6.0]",False,807.43098309997,810.0939729999518,810.0939729999518,811.3305603000335,None,0,3.4309415998868644,4.45526529988274,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,5,0,5,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.903384199948,None,,,,,"[0.4916204466000431, 0.5567188088946671, 0.4662409799149629, 0.7144033355153947]","[1738.9249943500865, 332.95736249424255, 785.8001676226731, 351.7788668865178]",None,"[6.172489810500375, 8.0, 12.0, 9.0]",True,820.8934659999795,823.4405217999592,823.4405217999592,824.6784607999725,None,1,3.259392166743055,4.284010266768746,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,5,0,5,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.225091499975,None,353.5533905932738,-4.0,5.591060055563459e-05,0,"[0.5876794832832364, 0.5067463573393999, 0.5435731650771565, 0.7512013921442952]","[140.30775603867167, 176.77669529663694, 222.72467953508487, 280.6155120773433]",Major_3rd,"[7.25280808554968, 4.523954383956677, 2.4140431281402135, 4.0]",False,826.2409808000084,828.9166228999384,828.9166228999384,830.1423073000042,None,0,3.392526466632262,4.423500866629183,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,5,0,5,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.7173330000369,None,452.86122347945627,6.403272966353022,0.00015435964368410452,1,"[0.4355055911898202, 0.6292133680521319, 0.587724777348213, 0.45408959503210067]","[660.0311306805198, 146.6025955089812, 6666.724978157366, 1600.3223555839475]",None,"[12.374164758239809, 7.0, 8.207841187533027, 5.58640812440147]",False,831.7344906999497,834.4183854999719,834.4183854999719,835.6518686999334,['space'],1,3.1487268666969612,4.188433366711251,None,1,None,1,[0.3140521999448538],,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,5,0,5,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.9759659999982,None,8000.0,-2.0,0.00014420157515633036,0,"[0.657267999486448, 0.657267999486448, 0.657267999486448, 0.657267999486448]","[622.8091811387677, 242.10734675260514, 2886.513625223009, 2964.1268440223657]",None,"[12.43619861205731, 2.7189213988014735, 8.0, 8.0]",False,837.0009110999526,839.9870528000174,839.9870528000174,841.2231315999525,None,0,3.6557329333154485,4.6999075333587825,None,1,None,1,,,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
,,,,5,0,5,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.7450991999358,None,,,,,"[0.7128267544353503, 0.7914257010685066, 0.4996627140827656, 0.7735448468591266]","[982.0086414738305, 644.800368006904, 454.22950706937667, 5562.087401875457]",None,"[9.049049531369052, 12.374164758239809, 12.403272966353022, 7.0]",True,842.7451593999285,845.7959359999513,845.7959359999513,847.03637909994,None,1,3.8185932667693123,4.858294466743246,None,1,None,1,,0,,,,,,nfsmrp,001,fr,0,0,2022-06-21_16h44.46.818,Cluster,2022.1.1,None,
