tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,Audiogram_both,Audiogram_frequency,Audiogram_none,Audiogram_time,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,8,0,8,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.7714707998093,None,7050.969398108398,-7.847718983824807,6.189517827681858e-05,1,"[0.6749076019932925, 0.5813312493679288, 0.6159303987337832, 0.420112783280739]","[133.0541695063608, 208.23890746499032, 213.99162396374422, 7779.517050687045]",None,"[6.048065125584764, 1.0, 0.6961229588504807, -1.5246490448829233]",False,1307.7799914998468,1310.667294899933,1310.667294899933,1311.8759546999354,['space'],1,[0.06642980012111366],3.307667499873787,4.3391089998185635,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,8,0,8,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.1919580998365,None,1515.7165665103996,-1.0,4.4233032710320856e-05,0,"[0.5446045731738918, 0.7720801844477718, 0.46641423318455266, 0.685178258355136]","[2264.8784047440718, 2721.6581040442584, 2574.4845937265295, 125.920345326897]",None,"[-0.4494547166917453, 1.0, 0.6462576101882194, 6.656789160322759]",False,1316.1924625998363,1318.9865975999273,1318.9865975999273,1320.2143639998976,None,0,,3.505826798733324,4.5145869988482445,None,1,None,1,,,,"{'estimation': [[125.0, -0.43231908313492917], [129.85874767539707, -1.0], [133.9716828170366, -1.4446766662253188], [138.42513364278096, -2.0], [143.5872943746293, -2.6137255372497674], [146.80479960250705, -3.0], [153.89305166811442, -3.8243555191954868], [155.5761595001022, -4.0], [164.93848884661162, -4.949796429375288], [165.56483010757432, -5.0], [176.77669529663666, -5.869160096547888], [179.3416804422153, -6.0], [189.46457081379947, -6.5031227818201565], [203.0630990890585, -6.803181488192723], [217.6376408240306, -6.795763022794755], [233.25824788420132, -6.543348292011533], [249.99999999999937, -6.141022078660704], [255.39071888197344, -6.0], [267.94336563407256, -5.690467136532796], [287.1745887492579, -5.3052208134540235], [307.78610333622805, -5.035475408637346], [313.69344739794064, -5.0], [329.87697769322244, -4.908092844198697], [353.55339059327247, -4.900637970904022], [378.9291416275985, -4.944782761636519], [406.12619817811606, -4.9500367356943045], [435.2752816480601, -4.825130924150706], [466.5164957684015, -4.504902492882367], [496.90290674228135, -4.0], [499.9999999999975, -3.9496517253908183], [535.8867312681438, -3.1986016911040207], [544.3509499478349, -3.0], [574.3491774985143, -2.3166508945972093], [588.8681564772434, -2.0], [615.5722066724546, -1.427860389706678], [640.402818438988, -1.0], [659.7539553864432, -0.6697910879658597], [707.1067811865431, -0.17687962090384493], [757.8582832551941, -0.017266004716549686], [812.2523963562301, -0.21697921957255184], [870.5505632961181, -0.7070600161005532], [896.8791410700138, -1.0], [933.0329915368008, -1.3806469194895294], [993.9089390333817, -2.0], [999.9999999999926, -2.061144201684067], [1071.773462536285, -2.5975452179556973], [1148.698354997026, -2.857881987034568], [1231.1444133449063, -2.781893343626564], [1319.5079107728816, -2.3722714944947496], [1370.4954489463612, -2.0], [1414.2135623730828, -1.6821838388542913], [1494.732725125576, -1.0], [1515.7165665103846, -0.8245142439778326], [1613.8185740961287, 0.0], [1624.5047927124563, 0.08708414472380765], [1741.101126592234, 0.9462872892760775], [1749.6731367176353, 1.0], [1866.065983073597, 1.6760447727923191], [1944.2875531582463, 2.0], [1999.9999999999802, 2.21786650577015], [2143.5469250725646, 2.529474080557433], [2297.396709994046, 2.5944402894247203], [2462.2888266898062, 2.401129755874714], [2613.8506410475134, 2.0], [2639.015821545763, 1.9341581808245683], [2828.427124746159, 1.2183903629851236], [2873.2310204515657, 1.0], [3031.4331330207615, 0.2754187861998705], [3082.76214784602, 0.0], [3249.0095854249043, -0.8256548296109792], [3281.5170434457054, -1.0], [3482.2022531844555, -1.9951905129309622], [3483.1991361439386, -2.0], [3702.6432123853906, -3.0], [3732.1319661471844, -3.123665470047435], [3968.444097397273, -4.0], [3999.9999999999504, -4.112633130369434], [4287.093850145118, -4.894991364281177], [4343.525920824642, -5.0], [4594.793419988081, -5.466866843439828], [4924.577653379601, -5.846274054818583], [5126.774112213819, -6.0], [5278.031643091506, -6.113422103000009], [5656.854249492303, -6.331112032932305], [6062.866266041508, -6.557216683569502], [6498.019170849792, -6.812910607188771], [6817.473721898282, -7.0], [6964.404506368894, -7.078687113497606], [7464.2639322943505, -7.284481946126398], [7999.999999999892, -7.366190422401123]], 'plus_line': [[125.0, -2.901843228136771], [125.90307014195938, -3.0], [133.9716828170366, -3.8241859770829305], [135.37988399797317, -4.0], [143.5872943746293, -4.967473397624118], [143.85343967502, -5.0], [152.0780690047917, -6.0], [153.89305166811442, -6.202636538818566], [161.47594510598952, -7.0], [164.93848884661162, -7.341530118574527], [173.27129073055212, -8.0], [176.77669529663666, -8.273766334737509], [189.46457081379947, -8.915448083157266], [192.94577376988175, -9.0], [203.0630990890585, -9.271558642933073], [217.6376408240306, -9.29004788200307], [233.25824788420132, -9.015984861960428], [233.80861086705193, -9.0], [249.99999999999937, -8.607712605855879], [267.94336563407256, -8.109675812375501], [272.27369281861127, -8.0], [287.1745887492579, -7.684150809203999], [307.78610333622805, -7.391169057179182], [329.87697769322244, -7.250655617275248], [353.55339059327247, -7.2522007726135165], [378.929141627598, -7.320226548226898], [406.12619817811606, -7.348385925902504], [435.2752816480601, -7.2317806267966995], [455.5060517551094, -7.0], [466.5164957684015, -6.893871376737751], [499.9999999999975, -6.351870984127363], [515.6895943964454, -6.0], [535.8867312681438, -5.5888039436989825], [561.2168082444578, -5.0], [574.3491774985143, -4.7123990158478914], [608.1024898107506, -4.0], [615.5722066724546, -3.849366923833456], [659.7539553864424, -3.1438777663860726], [673.3537541415839, -3.0], [707.1067811865431, -2.6868636011073406], [757.8582832551941, -2.5427089345877847], [812.2523963562301, -2.7094610591763164], [851.0584745212598, -2.9999999999999996], [870.5505632961181, -3.1576490437710563], [933.0329915368008, -3.792715208341304], [953.2428189941702, -4.0], [999.9999999999926, -4.4956761840649335], [1064.1212799578507, -5.0], [1071.773462536285, -5.066007708003337], [1148.698354997026, -5.432637309916129], [1231.1444133449063, -5.443497185591039], [1319.5079107728832, -5.08547590384473], [1331.1562018575662, -5.0], [1414.2135623730828, -4.4547455058498855], [1466.483793939865, -4.0], [1515.7165665103846, -3.600020159878923], [1582.8511494344286, -3.0], [1624.5047927124563, -2.6504263676110185], [1703.3479671762977, -2.0], [1741.1011265922318, -1.7111872827116166], [1845.7172635529357, -1.0], [1866.065983073597, -0.873919570038928], [1999.9999999999827, -0.25215390187411396], [2090.288787663847, 0.0], [2143.5469250725646, 0.12743335489149477], [2297.396709994046, 0.1803806000363246], [2421.0915793308604, 0.0], [2462.2888266898062, -0.06859540612261862], [2639.01582154576, -0.6000393426467427], [2743.4670728385427, -1.0], [2828.427124746159, -1.3322262330461354], [2981.0234783498204, -2.0], [3031.4331330207656, -2.214591294777163], [3201.4640208276364, -3.0], [3249.0095854249043, -3.2046839354202534], [3422.396025991289, -4.0], [3482.2022531844555, -4.250789783773793], [3657.2550907073437, -5.0], [3732.1319661471844, -5.297457800125632], [3921.586046604398, -6.0], [3999.999999999946, -6.283347114963197], [4243.427399102949, -7.0], [4287.093850145118, -7.133814834374284], [4594.793419988081, -7.809961241394625], [4731.359958216908, -8.0], [4924.577653379601, -8.297514543164535], [5278.031643091506, -8.59900329054166], [5656.854249492303, -8.774594009420781], [6062.866266041508, -8.891178943098023], [6498.019170849792, -8.995483823289783], [6512.512572310847, -9.0], [6964.4045063688845, -9.152206785811957], [7464.2639322943505, -9.373406934744757], [7999.999999999882, -9.657085315922117]], 'minus_line': [[125.0, 1.996696604843983], [132.9326277425428, 1.0], [133.9716828170366, 0.8788769894525125], [140.97878223065229, 0.0], [143.5872943746293, -0.3180930159527874], [149.35490703448406, -1.0], [153.89305166811442, -1.5351108905134845], [158.41671352472, -2.0], [164.93848884661162, -2.6637485058067307], [169.19273100158568, -3.0], [176.77669529663666, -3.569788895060593], [185.52182467314648, -4.0], [189.46457081379947, -4.178561764174002], [203.0630990890585, -4.418578701264142], [217.63764082403074, -4.366762326566047], [233.25824788420118, -4.103647695329194], [237.66659204330344, -4.0], [249.99999999999937, -3.6898646324489044], [267.94336563407256, -3.2837460086194787], [284.68479033430077, -3.0], [287.1745887492579, -2.953681156297928], [307.78610333622805, -2.714742658644829], [329.87697769322244, -2.6226705625104163], [353.55339059327247, -2.633231772418502], [378.929141627598, -2.6804682203216266], [406.12619817811606, -2.678846130385134], [435.2752816480601, -2.5428360939322268], [466.5164957684015, -2.21919647919739], [479.56376162496025, -2.0], [499.9999999999975, -1.637545033617019], [529.7607252057849, -1.0], [535.8867312681438, -0.8632062626155911], [571.9080236170636, 0.0], [574.3491774985143, 0.059296235212702886], [615.3616516038282, 1.0], [615.5722066724546, 1.0048818437841782], [659.7539553864432, 1.8334297589843487], [674.8046786345592, 2.0], [707.1067811865431, 2.3795259210171094], [757.8582832551951, 2.5219567694752243], [812.2523963562301, 2.254425797241663], [834.9796426486371, 2.0], [870.5505632961181, 1.6630549045346785], [924.0008210793728, 1.0], [933.0329915368008, 0.8994343207674887], [999.9999999999926, 0.20364057010376058], [1027.6370723343884, 0.0], [1071.773462536285, -0.2893855218264573], [1148.698354997026, -0.4394852626576873], [1231.1444133449063, -0.233151484180605], [1270.1244429523688, 0.0], [1319.5079107728832, 0.32850227867020554], [1400.5137622603127, 1.0], [1414.2135623730828, 1.1210561732008166], [1510.9048018545589, 2.0], [1515.7165665103846, 2.044556278239292], [1624.5047927124563, 2.9682521279089973], [1628.8929648849223, 3.0], [1741.1011265922318, 3.791478178352909], [1781.5994372567538, 4.0], [1866.065983073597, 4.433215611135911], [1999.9999999999827, 4.849378798290242], [2093.1105788195164, 5.0], [2143.5469250725646, 5.089513051141648], [2297.396709994046, 5.153133908052192], [2446.1462699517388, 5.0], [2462.2888266898062, 4.986103906394504], [2639.01582154576, 4.591471817218521], [2789.557091514978, 4.0], [2828.427124746159, 3.858868901126746], [2999.1109673485607, 3.0], [3031.4331330207615, 2.847118075617074], [3180.135866800266, 2.0], [3249.0095854249043, 1.628398811949273], [3358.8840292752457, 1.0], [3482.2022531844555, 0.3165125236514079], [3544.5459491173065, 0.0], [3732.1319661471844, -0.9371731163181457], [3747.9722823177835, -1.0], [3999.9999999999504, -1.9542239317636936], [4017.020275776905, -2.0], [4287.093850145118, -2.660750294192205], [4499.606042173099, -3.0000000000000004], [4594.793419988076, -3.1392999343672843], [4924.577653379601, -3.4035299605381173], [5278.031643091506, -3.6062997930737275], [5656.854249492303, -3.849945472850533], [5823.767771955996, -4.0], [6062.866266041508, -4.174829091418259], [6498.019170849792, -4.560371082030434], [6964.404506368894, -4.9778633327492905], [7006.333040600862, -5.0], [7464.2639322943505, -5.189685743200058], [7999.999999999892, -5.0998565876053625]]}",,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,8,0,8,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.7675282999408,None,7232.021948175303,-7.781676705724075,6.46080646267617e-05,1,"[0.7548481002081207, 0.7548481002081207, 0.7548481002081207, 0.7548481002081207]","[1599.9984341593888, 168.77018102649754, 732.0326290487351, 136.98031642035838]",None,"[4.0, 3.0, 6.0, 6.0]",False,1321.7781443998683,1325.0798243999016,1325.0798243999016,1326.2880833998788,['space'],1,[0.361100000096485],4.040396499680355,5.052361199865118,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,8,0,8,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326.9031500997953,None,3031.4331330207992,-1.0,5.1513052502824035e-05,0,"[0.5446298512910163, 0.5446298512910163, 0.5446298512910163, 0.5446298512910163]","[2082.703955144324, 2748.708106582608, 159.20733308632109, 1855.472633532353]",None,"[-0.4963369915670208, 1.0, 4.0, 1.0]",False,1329.5422010999173,1332.20514179999,1332.20514179999,1333.4098696999718,None,0,,3.2059149492997676,4.228260349249467,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,8,0,8,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.8170203999616,None,4755.067346554764,-5.042211612086842,7.60479166436489e-05,1,"[0.4610503171248961, 0.4610503171248961, 0.4610503171248961, 0.4610503171248961]","[283.20619713768605, 935.2511829602965, 475.5119774476493, 4875.061312175445]",None,"[1.9331993152652034, 6.012492611891718, 6.59044577893951, 0.27134708569755706]",False,1334.8223984998185,1337.2340739998035,1337.2340739998035,1338.4354636999778,['space'],1,[0.5243472999427468],2.8650999998208135,3.885399399790913,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,8,0,8,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.7862564998213,None,500.0,-1.0,6.367515405083307e-05,1,"[0.4560107964540195, 0.4560107964540195, 0.4560107964540195, 0.4560107964540195]","[325.4749559467553, 7451.541124870711, 411.93102847662016, 274.6803538506157]",None,"[3.4747590406773865, -1.7816767057240748, 5.597592726781405, 1.2931498873070675]",False,1341.6590223999228,1344.0509719999973,1344.0509719999973,1345.271593999816,['space'],1,[0.6487239999696612],2.841529349097982,3.8446573491673917,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,8,0,8,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1345.5586520999204,None,2720.1367912206047,-5.0,4.060973440306942e-05,0,"[0.41495213696324007, 0.41495213696324007, 0.41495213696324007, 0.41495213696324007]","[4006.6548450427076, 276.3012834009402, 990.0802896424742, 147.29370157256372]",None,"[2.1509078376766233, 1.2931498873070675, 6.431302590161051, 5.0]",False,1346.550744799897,1348.8212671999354,1348.8212671999354,1350.042099099839,None,0,,2.672840700019151,3.6846013001631945,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,8,0,8,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.3112192999106,None,233.2582478842019,-7.0,8.946312709767912e-05,0,"[0.7629078688712044, 0.7629078688712044, 0.7629078688712044, 0.7629078688712044]","[1047.445350479608, 3362.4552331949462, 194.34581910962459, 1736.1187772490205]",None,"[6.891968791479923, 2.4515867102086832, 1.6760163755732504, 2.0876797242856355]",False,1353.6224996999372,1356.9518023999408,1356.9518023999408,1358.1814782000147,None,0,,4.091026948997751,5.103356749052182,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,8,0,8,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358.7663051998243,None,5763.979966956294,-7.0,5.5644841764167665e-05,0,"[0.402356993560106, 0.402356993560106, 0.402356993560106, 0.402356993560106]","[2018.4332862303647, 1000.0944533283682, 7646.442716640815, 2657.4279066754966]",None,"[-0.07449695470183038, 6.431302590161051, -1.7816767057240748, 0.6462576101882194]",False,1359.7609031000175,1361.9903787998483,1361.9903787998483,1363.21521569998,None,0,,2.634527599904686,3.6469066001009196,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,8,0,8,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363.4806835998315,None,307.7861033362292,-2.0,8.440818067039319e-05,1,"[0.5818254199357598, 0.5818254199357598, 0.5818254199357598, 0.5818254199357598]","[923.3587588481387, 3890.8402149083367, 619.849800585494, 4550.9985173075365]",None,"[6.0, 2.1509078376766233, 6.896055004427689, 1.0]",False,1366.799446000019,1369.559957999969,1369.559957999969,1370.7872476999182,['space'],1,[0.3610733998939395],3.355758698657155,4.369485598756,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,8,0,8,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371.215600800002,None,4766.801603873664,-5.728652914302443,7.068673208974742e-05,1,"[0.5554263518844197, 0.5554263518844197, 0.5554263518844197, 0.5554263518844197]","[7770.563131794111, 1765.647273074655, 152.1495236589018, 343.761627646478]",None,"[-1.5246490448829233, 2.0, 4.371753608000451, 4.0]",False,1372.2292420999147,1374.917126199929,1374.917126199929,1376.1143695998471,['space'],1,[0.5194050997961313],3.238304799888283,4.2663795000407845,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,8,0,8,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376.5696703998838,None,153.8930516681146,-9.0,0.00016516221312576292,1,"[0.6476721399060176, 0.6476721399060176, 0.6476721399060176, 0.6476721399060176]","[487.7830989023093, 3152.2695795131285, 1173.290282616057, 303.1775327703692]",None,"[6.908020731256669, 2.4515867102086832, 7.243472637208711, 2.683282694300539]",False,1379.8539763998706,1382.833792799851,1382.833792799851,1384.0568254999816,['space'],1,[0.21650550002232194],3.6177488989196718,4.644410998793319,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,8,0,8,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384.5371168998536,None,171.33253869270942,-3.0,0.0002618326674820258,1,"[0.5257744971047903, 0.5257744971047903, 0.5257744971047903, 0.5257744971047903]","[5767.139578343118, 4174.58410145083, 1342.9207512189828, 4117.767532086428]",None,"[-1.0, 2.0, 6.954440554421228, 2.0]",False,1385.5533261999954,1388.1675521999132,1388.1675521999132,1389.3839604998939,['space'],1,[0.370714999968186],3.103985499823466,4.111313299974427,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,8,0,8,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389.7349219999742,None,,,,,"[0.42683679472625224, 0.42683679472625224, 0.42683679472625224, 0.42683679472625224]","[2721.291691787892, 211.17434438258402, 7883.450047485077, 1281.8246129037707]",None,"[1.0, 1.0, -1.5246490448829233, 7.0]",True,1390.7243798999116,1393.0220862999558,1393.0220862999558,1394.2335963998921,None,1,,2.7335355998948216,3.7327175999525934,None,1,None,1,0,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,9,0,9,0,0,0,0,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473.8068762000185,None,125.0,-4.0,0.00045600541967795504,0,"[0.631241956575181, 0.631241956575181, 0.631241956575181, 0.631241956575181]","[156.70969486603053, 1574.2966531742688, 210.31583690197073, 2163.5933053164163]",None,"[4.0, 4.0, 1.0, -0.4963369915670208]",False,1474.8159680999815,1477.7291774000041,1477.7291774000041,1478.9488053999376,None,0,,3.5628617499023676,4.566370049724355,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,9,0,9,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1479.4351059999317,None,141.97374274578684,-0.7286194916501563,0.0005256124389964139,1,"[0.6938018232465417, 0.6938018232465417, 0.6938018232465417, 0.6938018232465417]","[309.89735217934924, 373.0004900016648, 396.3461674750923, 244.88037161419012]",None,"[2.683282694300539, 4.961109682929862, 5.597592726781405, 0.8324630595920937]",False,1480.4538099998608,1483.566760999849,1483.566760999849,1484.787351799896,['space'],1,[0.29116200003772974],3.7850837998557836,4.7858676998876035,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,9,0,9,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.3096058999654,None,8000.0,-7.0,8.109050486794653e-05,1,"[0.6540508412175523, 0.6540508412175523, 0.6540508412175523, 0.6540508412175523]","[797.7483261195097, 1292.470104374895, 255.34758932774332, 1707.0413390361098]",None,"[5.735065782666709, 7.0, 1.0, 2.0876797242856355]",False,1488.7300419998355,1491.7199933999218,1491.7199933999218,1492.9477744998876,['space'],1,[0.5165726998820901],3.6560068489052355,4.6661324489396065,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
,,,,9,0,9,0,3,0,3,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493.4384836999234,None,514.0279035604738,1.0,7.770689128473016e-05,1,"[0.6980114250243425, 0.6980114250243425, 0.6980114250243425, 0.6980114250243425]","[682.5877800222838, 267.79915579286603, 4044.70511461262, 252.7671000265022]",None,"[6.595400128776029, 1.2931498873070675, 2.0, 0.8324630595920937]",False,1494.4306428998243,1497.539931499865,1497.539931499865,1498.768865399994,['space'],1,[0.3231300001498312],3.8083977999631315,4.820025800028816,None,1,None,1,,,,,,,,,,,,klxufm,001,fr,0,0,2022-05-09_16h56.39.686,Cluster,2022.1.1,36.28772245089252,
