tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_late.rt,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,Audiogram_frequency,Audiogram_both,Audiogram_none,Audiogram_time,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,12,0,12,0,4,0,4,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814.1714732000255,None,147.18917568105405,10.482370475553209,0.0017555836328970887,0,"[0.41101532292947973, 0.41101532292947973, 0.41101532292947973, 0.41101532292947973]","[4905.308926666183, 415.68200091963877, 675.0015764304414, 2534.5917260830447]",None,"[13.816603791135027, 30.194537947803656, 22.0, 17.495035524627113]",False,1815.1847178000025,1817.4419470999856,1817.4419470999856,1818.6689021000057,None,0,2.6877974666422233,3.7236608666717075,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,12,0,12,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818.9725690999767,None,2658.4803290950877,11.634980621918327,0.0002902892573972312,1,"[0.41521636284661545, 0.41521636284661545, 0.41521636284661545, 0.41521636284661545]","[4220.074471042308, 3759.6589367083625, 3349.475327358351, 2984.043275586248]",Tone,"[16.01533696934428, 17.730040329576703, 18.242212058307175, 18.113642233224674]",False,1819.986178799998,1822.2496097999974,1822.2496097999974,1823.4763918999815,['space'],1,2.696399766660761,3.7226511666667648,None,1,,None,1,,[0.602538600040134],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,12,0,12,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823.7813254999928,None,4000.0,7.0,0.00018791870214422208,0,"[0.5610087067040868, 0.5610087067040868, 0.5610087067040868, 0.5610087067040868]","[5579.262215454797, 1432.766298012199, 3383.7462073135653, 881.5334272395878]",None,"[12.460225176586967, 16.129914452154452, 18.14131397789337, 15.699648179946783]",False,1825.540620499989,1828.2502026000293,1828.2502026000293,1829.4705159000005,None,0,3.2761612000176683,4.297930400003679,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,12,0,12,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829.9043899999815,None,2047.566169049534,11.68494805930083,0.0002912699667973354,1,"[0.46670190970172226, 0.46670190970172226, 0.46670190970172226, 0.46670190970172226]","[573.0296537735471, 802.4916855482568, 3408.4382334226257, 1712.3805775398146]",None,"[26.209190244689157, 17.0, 18.14131397789337, 17.633147810913545]",False,1830.9188324999996,1833.3387139000115,1833.3387139000115,1834.559354899975,['space'],1,2.8974795666872524,3.9342664666473866,None,1,,None,1,,[0.5735035999678075],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,12,0,12,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834.9155050999834,None,329.87697769322364,9.0,0.00026706697831277394,0,"[0.784780296368815, 0.784780296368815, 0.784780296368815, 0.784780296368815]","[130.9117653525784, 164.93848884661188, 207.80947403569704, 261.82353070515677]",Major_3rd,"[17.0, 15.593117235502163, 15.349362697800428, 19.0]",False,1835.9521204999764,1839.3404347000178,1839.3404347000178,1840.561179100012,None,0,4.1437345666927285,5.155221166729461,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,12,0,12,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841.1814410000225,None,8000.0,17.0,0.0012851978913844323,0,"[0.61077295576778, 0.61077295576778, 0.61077295576778, 0.61077295576778]","[1200.0766794915548, 205.83835961149586, 2470.7491460846936, 3543.048235614429]",None,"[14.7385252899293, 15.349362697800428, 17.495035524627113, 18.0]",False,1842.1960440999828,1845.0717808000045,1845.0717808000045,1846.3184107000125,None,0,3.4538098667399026,4.486842566751875,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,12,0,12,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1846.7532646000036,None,940.4350437091487,8.79019500895358,0.00011653611919825151,1,"[0.732264881566028, 0.732264881566028, 0.732264881566028, 0.732264881566028]","[1492.8475776916625, 1329.9759933444127, 1184.8739076279617, 1055.6026454636858]",Tone,"[16.799106454687937, 15.401470255701224, 14.273568653459192, 14.089441365949824]",False,1847.7715822000173,1850.9894146000152,1850.9894146000152,1852.2093638000078,['space'],1,3.9625370666617528,4.994439566624351,None,1,,None,1,,[0.7044605000410229],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,12,0,12,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1852.8341063000262,None,927.5882701601449,8.79019500895358,0.0001155316049531455,0,"[0.42118653132184125, 0.42118653132184125, 0.42118653132184125, 0.42118653132184125]","[302.8198524524086, 528.0881453591323, 3794.8082174003703, 2377.5730199227487]",None,"[23.0, 28.0, 17.730040329576703, 17.481046052572484]",False,1853.8448647999903,1856.1447193999775,1856.1447193999775,1857.3495928000193,None,0,2.717032966669649,3.7477191666257568,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,12,0,12,0,12,0,12,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857.6541558000026,None,,,,,"[0.4822447780834178, 0.4822447780834178, 0.4822447780834178, 0.4822447780834178]","[178.30330888887573, 324.58035905422776, 923.2467352833161, 1168.1810294427041]",None,"[15.301736209859286, 25.0, 15.0, 14.273568653459192]",True,1858.6672462000279,1861.1335292999865,1861.1335292999865,1862.368814699992,None,1,2.970088566711638,3.992366466729436,None,1,,None,1,,,0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,12,0,12,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1862.7181423000293,None,125.0,13.0,0.003228271145173279,1,"[0.5941531796561498, 0.5941531796561498, 0.5941531796561498, 0.5941531796561498]","[198.42513149602502, 176.77669529663694, 157.49013123685918, 140.30775603867164]",Tone,"[15.349362697800428, 15.301736209859286, 16.0, 16.48237047555321]",False,1863.75277120003,1866.574514499982,1866.574514499982,1867.7878018000047,['space'],1,3.3987503332900815,4.4161434333072975,None,1,,None,1,,[0.5360189999919385],,,"{'estimation': [[125.0, 12.75536154460389], [131.32840096821573, 12.0], [133.9716828170366, 11.70489318739871], [143.5872943746293, 11.22312139026696], [153.89305166811442, 11.438551075094246], [160.75017417866542, 12.0], [164.93848884661162, 12.331147783019276], [170.53338716485933, 13.0], [176.77669529663655, 13.713453058752384], [179.0282057449203, 14.0], [187.11502944449404, 15.0], [189.46457081379947, 15.27709585422771], [196.4686190269404, 16.0], [203.0630990890585, 16.65213850388249], [208.83416712669776, 17.0], [217.6376408240306, 17.512311382219607], [233.25824788420132, 17.642932229985465], [249.99999999999937, 17.001664713016858], [250.0224892350816, 17.0], [263.89839796487513, 16.0], [267.94336563407256, 15.720224183505135], [276.1791179831989, 15.0], [287.1745887492579, 14.072359699463444], [288.04441463825765, 14.0], [300.186155537729, 13.0], [307.78610333622805, 12.39964252289591], [314.13770488755273, 12.0], [329.87697769322244, 11.039082333700929], [330.9997784090835, 11.0], [353.55339059327247, 10.239898693455011], [378.929141627598, 10.118523866640858], [406.12619817811606, 10.637298256230697], [416.54508789733484, 11.0], [435.2752816480607, 11.63093221079587], [444.55046785694896, 12.0], [466.5164957684015, 12.846545102952845], [470.78558479203434, 13.0], [499.5629799095876, 14.0], [499.9999999999975, 14.014665915102947], [535.8867312681438, 14.906459160551696], [543.1366476515094, 15.0], [574.3491774985143, 15.385791826083691], [615.5722066724546, 15.414876894116047], [659.7539553864432, 15.04839612005832], [663.1591475840128, 15.0], [707.1067811865431, 14.395097041243169], [731.3247125947631, 14.0], [757.8582832551941, 13.580487325313197], [794.0495573246592, 13.000000000000002], [812.2523963562301, 12.71831168217572], [863.0028441010352, 12.0], [870.5505632961181, 11.897085632678962], [933.0329915368008, 11.185747190089876], [955.4189512098163, 11.0], [999.9999999999926, 10.64126227183692], [1071.773462536285, 10.327046945817477], [1148.698354997026, 10.292480946988787], [1231.1444133449063, 10.56307463059009], [1300.6314240008683, 11.0], [1319.5079107728832, 11.114669973512786], [1414.2135623730828, 11.847831159918181], [1434.0205085939474, 12.0], [1515.7165665103864, 12.604560624954718], [1588.7610631524067, 13.0], [1624.5047927124563, 13.188319305439506], [1741.1011265922318, 13.422904538647579], [1866.065983073597, 13.216307153426575], [1912.0073345610606, 13.0], [1999.9999999999802, 12.60347064678335], [2101.5462464779775, 12.0], [2143.5469250725646, 11.760992841707886], [2291.0317696864117, 11.0], [2297.396709994049, 10.968511067118625], [2462.2888266898062, 10.528695876207214], [2639.0158215457564, 10.669140408245184], [2717.42317916001, 11.0], [2828.427124746159, 11.453761270713903], [2914.110532952338, 12.0], [3031.4331330207615, 12.72985003631665], [3071.9659815739315, 13.0], [3224.7381407669745, 14.0], [3249.0095854249043, 14.154358422030684], [3425.0582574762184, 15.0], [3482.2022531844555, 15.264897251354634], [3732.1319661471844, 15.615827969893079], [3965.0489556348507, 15.0], [3999.9999999999504, 14.912506302961933], [4142.003371718028, 14.0], [4287.093850145118, 13.115556455808317], [4300.423657320433, 13.0], [4414.135821831338, 12.0], [4529.791617209912, 11.0], [4594.793419988081, 10.474328155639366], [4647.452183784244, 10.0], [4755.008787123207, 9.0], [4865.121581873898, 8.0], [4924.577653379601, 7.49603218055042], [4990.405127917651, 7.0], [5119.857043120077, 6.0], [5254.0077528321, 5.0], [5278.031643091506, 4.829210197833772], [5459.036340817872, 4.0], [5656.854249492303, 3.1137685018261263], [5811.473798752711, 3.0], [6062.866266041508, 2.8177798817851722], [6121.19778182962, 3.0], [6449.788264765188, 4.0], [6498.019170849792, 4.141494032928876], [6638.83026296657, 5.0], [6800.833727592437, 6.0], [6964.404506368894, 6.952072819740814], [6970.912783322464, 7.0], [7100.826751114574, 8.0], [7223.766869433696, 9.0], [7349.400405460671, 10.0], [7464.2639322943505, 10.836739065585494], [7486.547668485972, 11.0], [7613.929575796808, 12.0], [7731.679541478071, 13.0], [7848.6627106867345, 14.0], [7973.723933655027, 15.0], [7999.999999999882, 15.197393877742861]], 'plus_line': [[125.0, 7.643919532896937], [131.19509972348484, 7.0], [133.9716828170366, 6.723859028846779], [143.5872943746293, 6.189655404333787], [153.89305166811442, 6.354338234345073], [161.47460408048812, 7.0], [164.93848884661162, 7.2798759162561435], [170.70091637961977, 8.0], [176.77669529663666, 8.748951988337893], [178.69215581565325, 9.0], [186.35371420396092, 10.0], [189.46457081379947, 10.39520558664147], [195.2053142979427, 11.0], [203.0630990890585, 11.822428337175646], [205.9278979889583, 12.000000000000002], [217.6376408240306, 12.68894562709445], [233.25824788420132, 12.813435291144371], [249.99999999999937, 12.16110836419482], [252.16157646446865, 12.0], [265.9967656607657, 11.0], [267.94336563407256, 10.864903365176826], [277.466471104566, 10.0], [287.1745887492579, 9.194164623314771], [289.426515818707, 9.0], [301.1998230917122, 8.0], [307.78610333622805, 7.4853805579516495], [315.21759963488773, 7.0], [329.87697769322244, 6.097995046587643], [332.63113575509595, 6.0], [353.55339059327247, 5.265176412013676], [378.929141627598, 5.132796597614416], [406.12619817811606, 5.643588304946913], [416.26253517907855, 6.0], [435.2752816480601, 6.642821293427482], [444.22051231202744, 6.999999999999999], [466.5164957684015, 7.877294973545285], [469.8863157718393, 8.0], [497.98001874154096, 9.0], [499.9999999999975, 9.069462457657306], [535.8867312681438, 9.99200203023093], [536.4596904158861, 10.0], [574.3491774985143, 10.480941305432227], [615.5722066724546, 10.513060562464396], [659.7539553864432, 10.13527661727671], [669.0808326870073, 10.0], [707.1067811865431, 9.449762824376542], [734.594358213597, 9.0], [757.8582832551951, 8.625455109115995], [797.90769994414, 8.0], [812.2523963562301, 7.780813561302498], [870.0317578584533, 7.0], [870.5505632961181, 6.993096121359536], [933.0329915368008, 6.277160755749891], [965.2697942074531, 6.0], [999.9999999999926, 5.696707114533836], [1071.773462536285, 5.316677761850718], [1148.698354997026, 5.224426023702461], [1231.1444133449063, 5.471775668673656], [1310.1921573180266, 6.0], [1319.5079107728832, 6.0575814593186275], [1414.2135623730828, 6.832069026527771], [1434.742532123417, 7.0], [1515.7165665103846, 7.617487189079012], [1583.478472002289, 8.0], [1624.5047927124563, 8.214181239589124], [1741.1011265922318, 8.440972506265524], [1866.065983073597, 8.238176962971458], [1918.9131343791505, 8.0], [1999.9999999999802, 7.63418994503858], [2110.884353259985, 7.0], [2143.5469250725646, 6.815746758089954], [2297.396709994046, 6.050491860353395], [2316.8980815708933, 6.0], [2462.2888266898062, 5.616541819202259], [2639.01582154576, 5.762205291276167], [2695.501533251866, 6.0], [2828.427124746159, 6.528348140196703], [2904.1391920515384, 7.0], [3031.4331330207615, 7.786654906565895], [3063.8486980887583, 8.0], [3216.634251017332, 9.0], [3249.0095854249043, 9.206859060988297], [3409.0445700501123, 10.0], [3482.2022531844555, 10.349577095900877], [3732.1319661471844, 10.783042880960236], [3999.9999999999504, 10.187746079179249], [4029.6152900430134, 10.0], [4192.007281122894, 9.0], [4287.093850145118, 8.474850258821395], [4339.278538528401, 8.0], [4449.697638102709, 7.0], [4577.603547457805, 6.0], [4594.793419988081, 5.874847198393394], [4682.309563102389, 5.0], [4785.171677193689, 4.0], [4905.13073977949, 2.9999999999999996], [4924.577653379601, 2.849573501719837], [5024.833425349692, 2.0], [5147.130361106439, 1.0], [5278.0316430915, 0.07126074288808548], [5292.273003227056, 0.0], [5488.6222553442185, -1.0], [5656.854249492303, -1.7838129405007215], [5900.365437427083, -2.0], [6062.866266041508, -2.151798275560483], [6110.664878155988, -2.0], [6430.467931339994, -1.0], [6498.019170849792, -0.7942940138105173], [6633.351482899636, 0.0], [6789.138230091197, 1.0], [6941.102458710472, 2.0], [6964.4045063688845, 2.1426102296687857], [7089.369268795105, 3.0], [7215.207027298554, 4.0], [7330.833663268503, 5.0], [7450.292461849938, 6.0], [7464.2639322943505, 6.104942321154916], [7602.607759817375, 7.0], [7732.144620508376, 8.0], [7848.272152021462, 9.0], [7965.320925086565, 10.0], [7999.999999999882, 10.268102330503291]], 'minus_line': [[125.0, 17.865304584514433], [131.13606152376525, 17.0], [133.9716828170366, 16.623630686301922], [143.5872943746293, 16.170334895449066], [153.89305166811442, 16.459943953902567], [160.37448902821052, 17.0], [164.93848884661162, 17.374164201155], [170.1811384662211, 18.0], [176.77669529663655, 18.737406061725956], [178.8386503140771, 19.0], [187.0101349949597, 20.0], [189.46457081379947, 20.281443518003897], [196.35398503067793, 21.0], [203.0630990890585, 21.653057473145253], [208.86081207801732, 22.0], [217.6376408240306, 22.514857370156406], [233.25824788420132, 22.629215838931678], [248.38836721306913, 22.0], [249.99999999999937, 21.93783976642004], [262.561960108151, 21.0], [267.94336563407256, 20.60792755355116], [274.8472005484003, 20.0], [285.9884403558955, 19.0], [287.1745887492579, 18.898133009907898], [298.1656353203345, 18.0], [307.78610333622805, 17.198945970208673], [310.96600580939037, 17.0], [327.0672521420812, 16.0], [329.87697769322244, 15.830240377310226], [353.55339059327247, 15.041541105119261], [363.6625384157284, 15.0], [378.929141627598, 14.944015520041285], [381.6857890654779, 14.999999999999998], [406.12619817811606, 15.50147812215114], [420.18221606910646, 16.0], [435.2752816480601, 16.52051721136688], [447.11663013461424, 17.0], [466.5164957684015, 17.74787799939238], [473.5325001905098, 18.0], [499.9999999999975, 18.908069334161496], [503.66307823571395, 19.0], [535.8867312681438, 19.786351649594845], [553.8137314806988, 20.0], [574.3491774985143, 20.248131964502512], [615.5722066724546, 20.276263022583855], [649.638492793778, 20.0], [659.7539553864432, 19.92500009441444], [707.1067811865431, 19.31429329250201], [726.6561061293684, 19.0], [757.8582832551941, 18.522936873863035], [789.9628060683115, 18.0], [812.2523963562301, 17.653677460978113], [856.5569361770183, 17.0], [870.5505632961181, 16.80414166365017], [933.0329915368008, 16.07252483717256], [941.7303616827742, 16.0], [999.9999999999914, 15.553403669687132], [1071.773462536285, 15.282050010019892], [1148.698354997026, 15.295683742446737], [1231.1444133449063, 15.594129339831609], [1296.5017874012774, 16.0], [1319.5079107728832, 16.144923049827266], [1414.2135623730846, 16.882578716641074], [1429.2223084992308, 17.0], [1515.7165665103864, 17.672818863450104], [1572.541629838852, 18.0], [1624.5047927124563, 18.304189989732112], [1741.1011265922318, 18.57994822768943], [1866.065983073597, 18.377797032993833], [1940.591466574725, 18.0], [1999.9999999999802, 17.72164244007751], [2111.0098498017182, 17.0], [2143.5469250725646, 16.801175576335027], [2281.8960943264797, 16.0], [2297.396709994046, 15.916132040656718], [2462.2888266898062, 15.412112542756905], [2639.01582154576, 15.521391165470941], [2750.9384746759633, 16.0], [2828.427124746159, 16.328283434054875], [2927.4507008971045, 17.0], [3031.4331330207615, 17.671066074536686], [3077.9058743123906, 18.0], [3224.010509014573, 19.0], [3249.0095854249043, 19.164706449004825], [3416.8749691448174, 20.0], [3482.2022531844555, 20.313400073325617], [3732.1319661471844, 20.632460530792155], [3938.965322990192, 20.0], [3999.9999999999504, 19.826317362494464], [4124.443290539053, 19.0], [4270.307855433252, 18.000000000000004], [4287.093850145118, 17.891029697642825], [4392.33883888477, 17.0], [4500.205438987982, 16.0], [4594.793419988081, 15.12790345620001], [4610.140559649546, 15.0], [4725.110431665011, 14.0], [4828.323293047204, 13.0], [4924.577653379601, 12.077877647525618], [4935.7955665037125, 12.0], [5075.32473595793, 11.0], [5202.176688462937, 10.0], [5278.031643091506, 9.4201252316765], [5374.750508908783, 9.0], [5598.654266414346, 8.0], [5656.854249492303, 7.745533644862752], [6062.866266041508, 7.498111889845592], [6222.434723497471, 8.0], [6498.019170849792, 8.818786507665182], [6526.786534300564, 9.0], [6679.384235403928, 10.0], [6845.77974590852, 11.0], [6964.404506368894, 11.62410167332487], [7010.355386341238, 12.0], [7122.499045969529, 13.0], [7237.44599350797, 14.0], [7369.978171014036, 15.0], [7464.2639322943505, 15.608890448600025], [7509.474968923228, 16.0], [7612.084324098983, 17.0], [7711.628439791253, 18.0], [7819.418589360791, 19.0], [7946.585640594567, 20.0], [7999.999999999882, 20.37535714911699]]}",,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,12,0,12,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868.2318634000258,None,1414.213562373095,5.0,8.968279190402293e-05,1,"[0.468416938534903, 0.468416938534903, 0.468416938534903, 0.468416938534903]","[539.3029094335462, 742.2246447309939, 197.14716861647847, 1930.314170723837]",None,"[27.9687080657157, 19.0, 15.349362697800428, 17.73603578707793]",False,1869.2641769999755,1871.695098199998,1871.695098199998,1872.913466500002,['space'],1,2.8958905665786006,3.929602066578809,None,1,,None,1,,[0.7441153000108898],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,12,0,12,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1873.2676378000178,None,,,,,"[0.7499627064736272, 0.7499627064736272, 0.7499627064736272, 0.7499627064736272]","[424.07455786758345, 229.55047884515668, 222.79917784956947, 1321.651559113479]",None,"[30.56888273247342, 16.67353767314307, 16.0, 15.401470255701224]",True,1874.2807955000317,1877.5663921000087,1877.5663921000087,1878.7841502000229,None,1,4.038361666665878,5.066329866705928,None,1,,None,1,,,0,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,12,0,12,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879.4009803999797,None,5460.420825214916,6.9588497165341305,0.0003025088455529737,1,"[0.5418751046785047, 0.5418751046785047, 0.5418751046785047, 0.5418751046785047]","[4442.642301532236, 288.2332656635161, 203.74930764838464, 1805.0509134720091]",None,"[15.0, 21.463078262892942, 15.349362697800428, 17.73603578707793]",False,1880.4161825000192,1883.0871191999759,1883.0871191999759,1884.319041699986,['space'],1,3.201652266725432,4.2243526667007245,None,1,,None,1,,[0.5009528999798931],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,12,0,12,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884.7060187000316,None,329.87697769322364,10.0,0.0002996540782015946,0,"[0.6676748645364949, 0.6676748645364949, 0.6676748645364949, 0.6676748645364949]","[141.9064301390632, 156.91098889605775, 259.1328482322207, 168.99249252177287]",None,"[16.48237047555321, 16.0, 19.0, 15.593117235502163]",False,1890.2231996000046,1893.2481007000315,1893.2481007000315,1894.479865500005,None,0,3.6881987666129135,4.716837866639253,None,1,,None,1,,,,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
,,,,12,0,12,0,18,0,18,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895.0035133999772,None,1401.6940978541782,10.0,0.00016046395279875015,1,"[0.7793517915201715, 0.6390921110918435, 0.44595667743916134, 0.4710309787826594]","[737.0822086217721, 3455.9101888751875, 1184.9800778242493, 7735.181886863092]",None,"[19.0, 18.14131397789337, 14.273568653459192, 15.0]",False,1896.0243217999814,1898.905814800004,1898.905814800004,1900.1416885000071,['space'],1,3.359665166644845,4.387709666625597,None,1,,None,1,,[0.55916259996593],,,,,,tvzljm,001,fr,0,0,2022-04-29_15h17.25.861,Cluster,2022.1.1,None,
