tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_none,Audiogram_both,Audiogram_frequency,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,14,0,14,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759.8588471000548,None,125.0,16.0,0.004560054196779551,0,"[0.7053509162378039, 0.6661988522470638, 0.7571338250583385, 0.42302859722920605]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[24.12229882851687, 23.493321563251698, 24.112279518464348, 25.65234502824306]",False,1760.8934172000736,1764.0545617000898,1764.0545617000898,1765.2640700000338,None,0,,3.567310966667719,4.607959366636351,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,14,0,14,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765.5762312000152,None,159.03627903187243,19.65234502824306,0.004032342528178245,1,"[0.6661573100834384, 0.47123055814767467, 0.4645062070852002, 0.7632499808666222]","[801.4926225968429, 534.9321477327641, 357.02437503523305, 238.28518235358905]",Perfect_5th,"[18.300670454568305, 20.179488091888764, 24.34575158242586, 23.531253110563384]",False,1766.599362000008,1769.2214116000105,1769.2214116000105,1770.4569750000956,['space'],1,[0.5619017001008615],3.4078693666961044,4.4490468667354435,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,14,0,14,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771.115554900025,None,329.87697769322364,22.0,0.0011929443721765323,1,"[0.5238553258187475, 0.7486145877799169, 0.7554581229912518, 0.44155793708092533]","[207.80947403569695, 233.25824788420186, 261.8235307051567, 293.8869765709022]",Tone,"[24.0, 23.531253110563384, 23.618090464956765, 24.0]",False,1773.9201188000152,1776.9642384999897,1776.9642384999897,1778.1935884000268,['space'],1,[0.6857502999482676],3.490911600063555,4.504636500147171,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,14,0,14,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778.4992622000864,None,430.6613572981949,17.003285969918135,0.0005310729733348411,1,"[0.6297194149809571, 0.6297194149809571, 0.6297194149809571, 0.6297194149809571]","[271.29965471814637, 304.5235661405562, 341.81614580860355, 383.67565116954046]",Tone,"[23.618090464956765, 24.12229882851687, 24.34575158242586, 24.0]",False,1779.5175736000529,1782.4439538000152,1782.4439538000152,1783.684728100081,['space'],1,[0.4842034999746829],3.561380166793242,4.579892066773027,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,14,0,14,0,9,0,9,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.1634489001008,None,,,,,"[0.7403656641961883, 0.479878754232698, 0.5465218239164401, 0.7632892877470734]","[1192.220378981719, 946.2659418867531, 751.0517757963555, 596.1101894908595]",Major_3rd,"[17.0, 19.004327458869362, 17.99259359280647, 19.0]",True,1785.1676950000692,1787.9526378000155,1787.9526378000155,1789.1797397000482,None,1,,3.5713523667072877,4.600238966639154,None,1,None,1,0,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,14,0,14,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789.8256738000782,None,2108.2054117452317,-1.113102352498563,6.792359979053788e-05,0,"[0.4362648608909134, 0.581653243914577, 0.4103615639015847, 0.6247060571606972]","[418.32093604617904, 626.7732188836677, 939.0987494501766, 1407.0583021872412]",Perfect_5th,"[23.69144843127717, 18.56335264732024, 19.004327458869362, 11.615651520037542]",False,1790.8352964000078,1793.2909126000013,1793.2909126000013,1794.4933451000834,None,0,,3.0811127667548135,4.106753066764213,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,14,0,14,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795.0139322000323,None,8000.0,-7.0,8.109050486794653e-05,0,"[0.6614256211073926, 0.7346442287518412, 0.5689650836200837, 0.7272849852488164]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[9.028398643114974, 9.668480869467476, 8.207358387276932, 6.0]",False,1797.7576002000133,1800.7706582000246,1800.7706582000246,1801.9832704000873,None,0,,3.7229719333117828,4.74254153331276,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,14,0,14,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1802.5675749999937,None,301.9610274174279,18.0,0.0008931008954973325,1,"[0.7878738560234413, 0.6070180785113123, 0.5229891524343381, 0.5306054994290561]","[1521.7882187644013, 1015.6717820065749, 677.8795866891377, 452.43034432048586]",Perfect_5th,"[9.339143175506198, 19.0, 18.0, 22.133902068025165]",False,1803.5817416000646,1806.5445149000734,1806.5445149000734,1807.7763672000729,['space'],1,[0.5401870000641793],3.472359466715716,4.490161966765299,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,14,0,14,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808.1468888000818,None,250.0,17.0,0.0011856868528308277,1,"[0.49849909484663807, 0.49849909484663807, 0.49849909484663807, 0.49849909484663807]","[1259.9210498948732, 840.8964152537146, 561.2310241546866, 374.5767692191704]",Perfect_5th,"[15.0, 18.300670454568305, 19.284917039316973, 24.14720206948669]",False,1809.1762535000453,1811.6939263000386,1811.6939263000386,1812.9105903001036,['space'],1,[0.4003017999930307],3.0133906666887924,4.045304466737434,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,14,0,14,0,14,0,14,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813.3014183000196,None,6062.8662660415985,-1.0,0.00010590954282987185,0,"[0.5466354155427404, 0.5169244857141841, 0.538347960539502, 0.44066784316918517]","[3819.3664156416694, 4287.0938501451765, 4812.100144328471, 5401.399784672765]",Tone,"[6.0, 7.279424043043629, 9.0, 9.5808718829304]",False,1814.3269594000885,1816.9623969000531,1816.9623969000531,1818.1930041000014,None,0,,3.07121466670651,4.11552336672321,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,14,0,14,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818.5190844000317,None,1074.6231202982494,12.586177919475155,0.00020091342955639836,1,"[0.5576534553219069, 0.5576534553219069, 0.5576534553219069, 0.5576534553219069]","[213.23223395384875, 319.4873651512758, 478.690180178841, 717.2248845933312]",Perfect_5th,"[23.744682568266967, 24.315909985835255, 22.0, 17.900269021903046]",False,1819.5324887000024,1822.2399297000375,1822.2399297000375,1823.455501700053,['space'],1,[0.24540180002804846],3.272621266776696,4.302473766729236,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,14,0,14,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823.9064148000907,None,856.7012934300569,12.693979025111146,0.00017240018226047967,1,"[0.75359724622111, 0.7020147842123061, 0.738615156338299, 0.6997299381924349]","[169.9910668016737, 254.6988183947644, 381.6170420730042, 571.7795147947285]",Perfect_5th,"[25.423428007499954, 23.493321563251698, 24.14720206948669, 19.284917039316973]",False,1824.921594900079,1828.147588700056,1828.147588700056,1829.3751594000496,['space'],1,[0.15748009993694723],3.923612066777423,4.957309166784398,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,14,0,14,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829.9518665000796,None,6498.0191708498805,-4.0,8.581676767568637e-05,0,"[0.5283649844685375, 0.5283649844685375, 0.5283649844685375, 0.5283649844685375]","[1289.3703084395786, 1931.87265784969, 2894.5384748807546, 4336.9074812056715]",Perfect_5th,"[15.0, 5.0, 5.960003624663175, 7.279424043043629]",False,1830.978096500039,1833.5804372000275,1833.5804372000275,1834.8018752000062,None,0,,3.1250217666383833,4.13743766664993,None,1,None,1,,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,14,0,14,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835.1866717000958,None,,,,,"[0.5615729683757225, 0.4045830076755925, 0.7120322664234761, 0.6685894479624646]","[271.2084950926668, 304.4212429206173, 341.70129187756135, 383.5467319908464]",Tone,"[23.618090464956765, 24.12229882851687, 24.315909985835255, 24.0]",True,1836.199643000029,1838.8892192000058,1838.8892192000058,1840.1064396000002,None,1,,3.374187499983236,4.391198699944653,None,1,None,1,0,,,,,,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
,,,,14,0,14,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840.6807580000022,None,277.70744320604217,17.854540953153773,0.001078977932558476,1,"[0.5642363116759739, 0.5642363116759739, 0.5642363116759739, 0.5642363116759739]","[1399.55781363111, 934.0927739249415, 623.4321310636259, 416.0910274569421]",Perfect_5th,"[12.0, 19.004327458869362, 18.56335264732024, 23.69144843127717]",False,1841.6932620001025,1844.413820900023,1844.413820900023,1845.6252428001026,['space'],1,[0.3431324999546632],3.2853166667046025,4.319609666708857,None,1,None,1,,,,,"{'estimation': [[125.0, 20.734349907488316], [131.60510513932996, 20.0], [133.9716828170366, 19.756279936843768], [140.58285895297718, 19.0], [143.5872943746293, 18.666837797316056], [150.56210897789595, 18.0], [153.89305166811442, 17.686883233619998], [164.678093188117, 17.0], [164.93848884661162, 16.98365591113882], [176.77669529663666, 16.6127201513697], [189.46457081379947, 16.517402121200895], [203.0630990890585, 16.528014141988958], [217.6376408240306, 16.428358933966738], [233.25824788420132, 16.024006539964432], [233.7406905778874, 16.0], [249.99999999999937, 15.222082092911963], [253.3719379112778, 15.0], [267.94336563407256, 14.065510656361752], [268.87874691027014, 14.0], [283.34192639284385, 13.0], [287.1745887492579, 12.743793489145446], [299.81728250619483, 12.0], [307.78610333622805, 11.544111687373707], [322.99745535001074, 11.0], [329.87697769322244, 10.75955102532945], [353.55339059327247, 10.608968165941228], [371.3695720572162, 11.0], [378.929141627598, 11.159071892865333], [398.8375678917395, 12.0], [406.12619817811606, 12.293197589395769], [419.9282200732321, 13.0], [435.2752816480601, 13.750035891287265], [440.5278218857053, 14.0], [462.0543839754522, 15.0], [466.5164957684015, 15.197368004242986], [490.4572858445494, 16.0], [499.9999999999975, 16.309113816277375], [535.8867312681438, 16.868128750507644], [574.3491774985143, 16.81173348552498], [615.5722066724546, 16.219334084880504], [625.5353103339664, 16.0], [659.7539553864432, 15.26815609925004], [671.0908309886628, 15.0], [707.1067811865431, 14.175480366694533], [715.2852043112832, 14.0], [757.8582832551941, 13.12392894755615], [764.9918023481331, 13.0], [812.2523963562301, 12.21990622390215], [828.9364319439098, 12.0], [870.5505632961181, 11.47891391567476], [917.4255781348752, 11.0], [933.0329915368008, 10.846426482959021], [999.9999999999926, 10.229576201073282], [1022.6929397873249, 10.0], [1071.773462536285, 9.52157740043234], [1117.2378431927016, 9.0], [1148.698354997026, 8.65234082024772], [1198.5452786513556, 8.0], [1231.1444133449063, 7.59074681554839], [1272.5323539965157, 7.0], [1319.5079107728832, 6.3536821034593505], [1343.828465138507, 6.0], [1414.011652828896, 5.0], [1414.2135623730828, 4.99722000264913], [1486.621671788209, 4.0], [1515.7165665103846, 3.6123346594886825], [1565.9236771675892, 3.0], [1624.5047927124563, 2.3043177716658096], [1655.0343628189241, 2.0], [1741.1011265922318, 1.1690583372754337], [1764.4016426770836, 1.0], [1866.065983073597, 0.291575734764118], [1934.3809378639014, 0.0], [1999.9999999999777, -0.2702892271657331], [2143.5469250725646, -0.4778665651886884], [2297.3967099940432, -0.3260565219202389], [2402.3097363490965, 0.0], [2462.2888266898062, 0.17908361815567686], [2638.6435580904604, 1.0], [2639.01582154576, 1.0016645293195445], [2811.4381205105815, 2.0], [2828.427124746159, 2.094239581057343], [2970.6696039971143, 3.0], [3031.4331330207615, 3.37382172848751], [3131.0847808907015, 4.0], [3249.0095854249043, 4.726256946123887], [3298.239265586249, 5.0], [3480.613406079059, 6.0], [3482.2022531844555, 6.00848825480865], [3721.142772844856, 7.0], [3732.1319661471844, 7.044448921057912], [3999.9999999999554, 7.6568909198837805], [4287.093850145118, 7.695568229570748], [4594.793419988081, 7.064402131735673], [4610.359475276976, 7.0], [4858.200999954605, 6.0], [4924.577653379594, 5.745342956105154], [5059.509780074482, 5.0], [5244.368959952018, 4.0], [5278.031643091513, 3.828112483109857], [5411.220507960187, 3.0], [5570.229303659295, 2.0], [5656.854249492303, 1.4920616200125432], [5737.755279472862, 1.0], [5895.096931588118, 0.0], [6061.082425661452, -1.0], [6062.866266041508, -1.0101713459343409], [6241.375461969338, -2.0], [6422.136520210154, -3.0], [6498.019170849792, -3.3920905530289263], [6638.202435205573, -4.0], [6871.600939471571, -5.0], [6964.404506368894, -5.371979237797065], [7189.281424766077, -6.0], [7464.2639322943505, -6.726449092760104], [7705.170566112588, -7.0], [7999.999999999882, -7.327156137057653]], 'plus_line': [[125.0, 17.013410199886412], [125.13268079902578, 17.0], [133.9716828170366, 16.14683345072459], [135.18996891433721, 16.0], [143.5872943746293, 15.013125481945497], [143.71344386150182, 15.0], [153.38622702463277, 14.0], [153.89305166811442, 13.94848606734631], [164.93848884661162, 13.197628900740426], [171.6126807337415, 13.0], [176.77669529663677, 12.840268533862211], [189.46457081379947, 12.787528014673786], [203.0630990890585, 12.854351638978656], [217.6376408240306, 12.793868856549054], [233.25824788420132, 12.407565203671991], [241.64461598646076, 12.0], [249.99999999999923, 11.597497824278303], [258.83142919471965, 11.0], [267.94336563407256, 10.411137971369044], [273.55155198108264, 10.0], [287.1745887492579, 9.051820211509726], [288.0053840169334, 9.0], [304.11278506650825, 8.0], [307.78610333622805, 7.782436423785105], [328.80035999318096, 7.0], [329.87697769322244, 6.959496805394963], [353.55339059327247, 6.785070152062389], [362.39911451850674, 7.0], [378.929141627598, 7.362848790997342], [393.09686236778646, 8.0], [406.12619817811606, 8.566989531492219], [414.2866037401545, 9.0], [432.8990191573489, 10.0], [435.2752816480601, 10.120421013665974], [453.61740572420905, 11.0], [466.5164957684015, 11.617377146329332], [477.58425212705487, 12.0], [499.9999999999981, 12.752593915219949], [515.5213475947652, 13.0], [535.8867312681438, 13.296119765728859], [574.3491774985143, 13.198885761420357], [587.071163510526, 13.0], [615.5722066724546, 12.545780416130771], [639.6365056976344, 12.0], [659.7539553864432, 11.552044162655271], [682.8208779950381, 11.0], [707.1067811865431, 10.440569134894236], [728.1444454886737, 10.0], [757.8582832551941, 9.400870592805724], [782.5961804119057, 9.0], [812.2523963562301, 8.531023482280789], [856.9215567189786, 8.0], [870.550563296117, 7.837719982182449], [933.0329915368008, 7.2298555264528055], [958.0333199214566, 7.0], [999.9999999999926, 6.609299801331118], [1063.1209498223552, 6.0], [1071.7734625362837, 5.915523866856682], [1148.698354997026, 5.065539103963086], [1153.6979258632791, 5.0], [1231.1444133449063, 4.030076314273387], [1233.2152432807663, 4.0], [1303.696105857806, 3.0], [1319.5079107728816, 2.791401493617115], [1371.9614826023164, 2.0], [1414.2135623730828, 1.413975749728317], [1442.7311722337154, 1.0], [1515.7165665103846, 0.010374822100438719], [1516.5328830553397, 0.0], [1595.5859427357145, -1.0], [1624.5047927124563, -1.337103016773872], [1691.0832407100843, -2.0], [1741.1011265922318, -2.4717052997540856], [1816.981909196896, -3.0], [1866.065983073597, -3.335067413721511], [1999.9999999999802, -3.8812968615773573], [2080.8988888539607, -4.0], [2143.5469250725646, -4.098494806517802], [2235.2812254503374, -4.0], [2297.396709994046, -3.9420315086922404], [2462.2888266898062, -3.4300402872434823], [2548.0107834463543, -3.0], [2639.01582154576, -2.570922251532033], [2735.3244359765617, -2.0], [2828.427124746159, -1.461706017818031], [2902.674046142462, -1.0], [3031.4331330207615, -0.19234122759122196], [3063.4987887179605, 0.0], [3227.8324153153526, 1.0], [3249.0095854249043, 1.1263524401372376], [3414.5813327618284, 2.0], [3482.2022531844555, 2.3569001127732037], [3640.175849610848, 3.0], [3732.1319661471844, 3.36409128317484], [3999.9999999999504, 3.977521925266456], [4141.594954700671, 4.0], [4287.093850145118, 4.019804834501285], [4296.780536935642, 4.0], [4594.793419988081, 3.391668659101825], [4690.613595249983, 3.0], [4924.577653379601, 2.1069131410879427], [4943.3764632736065, 2.0], [5115.59672933729, 1.0], [5278.031643091506, 0.186693155252169], [5306.539324541006, 0.0], [5451.873129635893, -1.0], [5619.660206910955, -2.0], [5656.854249492303, -2.201312886343583], [5772.521716698701, -3.0], [5922.6227266012365, -4.0], [6062.866266041516, -4.785070776766295], [6099.5171967721735, -5.0], [6262.839779157184, -6.0], [6451.311877428379, -7.0], [6498.019170849792, -7.224869329650266], [6668.677061958308, -8.0], [6916.208405384191, -9.0], [6964.404506368902, -9.178784007908229], [7273.152210340873, -10.0], [7464.2639322943505, -10.460709138323498], [7948.774475279708, -11.0], [7999.999999999872, -11.058185555530816]], 'minus_line': [[125.0, 24.525936527984435], [128.80366377295755, 24.0], [133.9716828170366, 23.33932395001705], [136.83578921528905, 23.0], [143.5872943746293, 22.22731757955134], [146.0148563341429, 22.0], [153.89305166811442, 21.290276623262283], [158.48150463190302, 21.0], [164.93848884661162, 20.61808787780224], [176.77669529663666, 20.260343346034333], [189.46457081379947, 20.16243221444171], [203.0630990890585, 20.175547718222692], [217.6376408240306, 20.075776942539584], [220.41255989537734, 20.0], [233.25824788420132, 19.68678188270437], [247.4241035178719, 19.0], [249.99999999999937, 18.88164996311829], [263.7171374022031, 18.0], [267.94336563407256, 17.7342961196881], [278.69687350509986, 17.0], [287.1745887492579, 16.422467176417996], [294.3825767936673, 16.0], [307.78610333622805, 15.224924058906897], [313.8922274174445, 15.0], [329.87697769322244, 14.45069199481436], [353.55339059327247, 14.29544390320769], [378.929141627598, 14.818360007864488], [383.2444618893856, 15.0], [406.12619817811606, 15.918629917927088], [407.7082368052159, 16.0], [427.4014139446647, 17.0], [435.2752816480601, 17.365572280927644], [448.43065404479205, 18.0], [466.5164957684015, 18.805594760654238], [472.0781142476528, 19.0], [499.9999999999975, 19.94454665243601], [503.2461589889932, 20.0], [535.8867312681438, 20.572023936001138], [574.3491774985143, 20.568747350926245], [615.3311232844728, 20.0], [615.5722066724546, 19.99688728988339], [659.7539553864432, 19.064314566615437], [662.4159465527598, 19.0], [705.0758332226109, 18.0], [707.1067811865431, 17.954203563181792], [751.1734013090713, 17.0], [757.8582832551941, 16.861240506188544], [805.8078141689658, 16.0], [812.2523963562301, 15.890820125136711], [870.5505632961181, 15.090515913879937], [878.4479923629359, 15.0], [933.0329915368008, 14.432084039668425], [977.2004953665823, 14.0], [999.9999999999926, 13.79442242461959], [1071.773462536285, 13.080578268129049], [1078.4898834795758, 13.0], [1148.698354997026, 12.204630643487647], [1163.9230386244085, 12.0], [1231.1444133449063, 11.119552559967248], [1239.5812451474815, 11.0], [1310.4679901531808, 10.0], [1319.5079107728832, 9.875973355191242], [1382.6084327959559, 9.0], [1414.2135623730828, 8.557140008282575], [1456.9257024050014, 8.0], [1515.7165665103846, 7.212636718918134], [1533.8528984182922, 7.0], [1618.0204330517488, 6.0], [1624.5047927124563, 5.924942970570128], [1719.8742523118851, 5.0], [1741.1011265922318, 4.7984055851298635], [1852.2356523267592, 4.0], [1866.065983073597, 3.905270848412546], [1999.9999999999802, 3.3512353816594755], [2143.5469250725646, 3.1383889946770527], [2297.396709994046, 3.289180784975023], [2462.2888266898062, 3.757695127599254], [2515.789483839206, 4.0], [2639.01582154576, 4.545650174285006], [2717.1659749699684, 5.0], [2828.427124746159, 5.615556918176505], [2886.494555786352, 6.0], [3031.4331330207615, 6.904378625699339], [3045.8304402457875, 7.0], [3197.01105749082, 8.0], [3249.0095854249043, 8.319266359300059], [3364.334959945905, 9.0], [3482.202253184451, 9.654508910251412], [3560.8325072777006, 10.0], [3732.1319661471844, 10.730734453576803], [3845.803065972382, 11.0], [3999.9999999999504, 11.371611641406567], [4287.093850145118, 11.410031035417665], [4470.388170362211, 11.0], [4594.793419988081, 10.744172557954911], [4774.87464977884, 10.0], [4924.577653379601, 9.385325141351313], [4997.5590625090545, 9.0], [5176.125706625369, 8.0], [5278.031643091506, 7.433828890231065], [5355.161846014336, 7.0], [5516.478470433662, 6.0], [5656.854249492303, 5.096755776098867], [5674.905524162665, 5.0], [5850.320479042277, 4.0], [6004.9034583575385, 3.0], [6062.866266041508, 2.648016987187563], [6193.65401637442, 2.0], [6372.796079353575, 1.0], [6498.019170849792, 0.30318003359214474], [6572.3889939206565, 0.0], [6803.742263953603, -1.0], [6964.404506368894, -1.7029880724647837], [7069.078962206199, -2.0], [7418.073256587133, -3.0], [7464.2639322943505, -3.1262830264727315], [7999.999999999892, -3.658371718274433]]}",,rdzaqd,001,fr,0,0,2022-05-06_14h32.44.031,Cluster,2022.1.1,None,
