tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_both,Audiogram_none,Audiogram_frequency,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,3,0,3,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.1022055000067,None,,,,,"[0.4291817081975615, 0.6179705403488158, 0.4643281202660814, 0.47958004044277774]","[7473.704736855421, 187.6141980367019, 569.9351817527158, 161.54920383143198]",None,"[-1.069734284184654, 4.215283354364277, 6.263239677530973, 3.7753546007495498]",True,588.1013396999915,590.6262157000019,590.6262157000019,591.8386553000018,None,1,,3.018762666673865,4.052143666660413,None,1,None,1,0,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,17,0,17,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.2481369000161,None,1515.7165665103996,-3.0,3.5135546789290564e-05,1,"[0.4477548902896125, 0.4477548902896125, 0.4477548902896125, 0.4477548902896125]","[1388.7169756096375, 781.954559838083, 470.66695938495513, 1812.9110260986104]",None,"[7.634769891063657, 4.555734982903949, 6.5460312043078765, 9.250582882084911]",False,593.1985369000176,595.5741545000055,595.5741545000055,596.7897249000089,['space'],1,[0.5533813000074588],2.794834666652605,3.8098930666456,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,18,0,18,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.0610490000108,None,849.6076866357089,-2.0,3.1596801622257764e-05,1,"[0.721311783431636, 0.721311783431636, 0.721311783431636, 0.721311783431636]","[630.1657485370237, 1598.3071187880914, 580.269399973812, 481.5087766907313]",None,"[5.938948445846544, 8.933686697687136, 6.263239677530973, 6.5460312043078765]",False,598.0688789999986,601.2705774999922,601.2705774999922,602.4830421000079,['space'],1,[0.31123870000010356],3.9261498666601256,4.956876566662686,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,3,0,3,0,19,0,19,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.0697424999962,None,8000.0,-6.0,9.098504293049921e-05,1,"[0.718918691721876, 0.718918691721876, 0.718918691721876, 0.718918691721876]","[2513.0177381888684, 3881.690967929256, 143.78257503484664, 1584.3898403443322]",None,"[6.781753329484543, 1.101626449771853, 3.6043672322220215, 8.933686697687136]",False,605.2403434000153,608.4090744999994,608.4090744999994,609.6288717999996,['space'],1,[0.4349293000122998],3.891032333311159,4.925403833301971,None,1,None,1,,,"{'estimation': [[125.0, -7.520734161047116], [133.9716828170366, -7.1753911570713775], [137.47527834591799, -7.0], [143.5872943746293, -6.707236622764235], [153.89305166811442, -6.194014694070384], [157.89372122930575, -6.0], [164.93848884661162, -5.668188488869355], [176.77669529663666, -5.230325863127977], [185.87326790634472, -5.0], [189.46457081379947, -4.910986834447744], [203.0630990890585, -4.769058801841453], [217.6376408240306, -4.806097115423009], [233.25824788420132, -4.998801882817314], [233.32250810241408, -5.0], [249.99999999999923, -5.292476421334459], [267.94336563407256, -5.61196842894703], [287.1745887492579, -5.9111523261195], [294.4981217951676, -6.0], [307.78610333622805, -6.15184649880774], [329.87697769322244, -6.301104893246133], [353.55339059327247, -6.3756243966463275], [378.929141627598, -6.409267288388025], [406.12619817811606, -6.442402526619231], [435.2752816480601, -6.510711611054617], [466.5164957684015, -6.635403726165055], [499.9999999999975, -6.819304901451393], [528.1839257856644, -7.000000000000001], [535.8867312681438, -7.048728517322694], [574.3491774985143, -7.280403954360537], [615.5722066724546, -7.471072839545782], [659.7539553864432, -7.589287276937222], [707.1067811865431, -7.6103477829705515], [757.8582832551941, -7.522499348414829], [812.2523963562301, -7.327583269549066], [870.5505632961181, -7.03304754499732], [876.0989610791479, -7.0], [933.0329915368008, -6.674219164534688], [999.9999999999926, -6.284693956582461], [1048.2354404096277, -6.0], [1071.773462536285, -5.868855701491877], [1148.698354997026, -5.47300103877477], [1231.1444133449063, -5.094671649092919], [1252.6881601580415, -5.0], [1319.5079107728832, -4.737805952998386], [1414.2135623730828, -4.433861489554702], [1515.7165665103846, -4.1739124992712275], [1606.8242650660286, -4.0], [1624.5047927124563, -3.966314177371021], [1741.1011265922318, -3.8439463654159054], [1866.065983073597, -3.8253199039994], [1999.9999999999802, -3.9242464624319506], [2047.4302002735506, -4.0], [2143.546925072562, -4.149663650724983], [2297.396709994046, -4.477910601348327], [2462.2888266898062, -4.897242102284588], [2498.4499395149287, -5.0], [2639.01582154576, -5.387895816584314], [2828.427124746159, -5.889264960420109], [2871.593190606555, -6.0], [3031.4331330207615, -6.390759320948262], [3249.0095854249043, -6.834699088673245], [3344.1590285763255, -7.0], [3482.2022531844596, -7.226656956332203], [3732.1319661471844, -7.521427049526286], [3999.9999999999504, -7.7219347292733564], [4287.093850145118, -7.826464603610823], [4594.793419988081, -7.829840605861881], [4924.577653379601, -7.733661780306859], [5278.031643091506, -7.548421639958317], [5656.854249492303, -7.288680041499276], [6010.973397600377, -7.0], [6062.866266041508, -6.960753044736352], [6498.019170849792, -6.612080576434646], [6964.404506368894, -6.280293201183911], [7417.538028872681, -6.0], [7464.2639322943505, -5.967938424498636], [7999.999999999882, -5.722846915964789]], 'plus_line': [[125.0, -9.334495021096718], [131.6530568511628, -9.0], [133.9716828170366, -8.904081200533655], [143.5872943746293, -8.486920389431784], [153.30401152874285, -8.0], [153.89305166811442, -7.973258374147991], [164.93848884661162, -7.516921954502982], [176.77669529663666, -7.064067729855516], [179.0393932933656, -7.0], [189.46457081379947, -6.763064343074717], [203.0630990890585, -6.636847855843265], [217.6376408240306, -6.683347982946641], [233.25824788420132, -6.869640200907861], [241.13736807874443, -7.0], [249.99999999999937, -7.1664120074373105], [267.94336563407256, -7.474956704470895], [287.1745887492579, -7.717517757847292], [307.78610333622805, -7.88786456254703], [329.87697769322244, -7.995913804035154], [331.2737881025646, -8.0], [353.55339059327247, -8.07786750466203], [378.929141627598, -8.140218572602892], [406.12619817811606, -8.217195035604593], [435.2752816480601, -8.33391080010237], [466.5164957684015, -8.498691880211206], [499.9999999999975, -8.701504674035016], [535.8867312681438, -8.919630520279462], [550.5845221368844, -9.0], [574.3491774985143, -9.148765121305676], [615.5722066724546, -9.320461016387323], [659.7539553864432, -9.406445102624204], [707.1067811865431, -9.413761783361746], [757.8582832551941, -9.351280650828139], [812.2523963562301, -9.214760863902685], [865.8331939407075, -9.0], [870.5505632961181, -8.983828872826741], [933.0329915368008, -8.706646187289856], [999.9999999999914, -8.328778481946546], [1046.8186154097682, -8.0], [1071.773462536285, -7.852097187611426], [1148.698354997026, -7.374972282116424], [1204.7864355190125, -7.0], [1231.1444133449063, -6.856086702557187], [1319.5079107728832, -6.431386757741386], [1414.2135623730828, -6.0311406253374455], [1423.7237865524296, -6.000000000000001], [1515.7165665103864, -5.770284792857139], [1624.5047927124563, -5.606659811370576], [1741.1011265922318, -5.527285714136163], [1866.065983073597, -5.541949575187385], [1999.9999999999802, -5.662505944642856], [2143.5469250725646, -5.895475536356585], [2187.979531625312, -6.0], [2297.396709994046, -6.290071616878085], [2462.2888266898062, -6.746153695143826], [2550.3848467757607, -7.0], [2639.015821545763, -7.282611468527707], [2828.427124746159, -7.800400041429233], [2912.0245029292746, -8.0], [3031.4331330207615, -8.307760962564696], [3249.0095854249043, -8.716253311370703], [3460.37643485461, -9.0], [3482.2022531844555, -9.033438991775618], [3732.1319661471844, -9.31650757371997], [3999.9999999999504, -9.5090112149989], [4287.093850145118, -9.62715484665623], [4594.793419988081, -9.65397904088196], [4924.577653379601, -9.558515539589195], [5278.0316430915, -9.314250113407581], [5558.996083831153, -9.0], [5656.854249492303, -8.912579709506339], [6062.866266041508, -8.504900124350897], [6498.019170849792, -8.077363038746723], [6609.846489491749, -8.0], [6964.404506368902, -7.803403873785045], [7464.2639322943505, -7.704510459292819], [7999.999999999882, -7.736532796422797]], 'minus_line': [[125.0, -5.795751365783783], [133.9716828170366, -5.483381123904158], [143.5872943746293, -5.0253318267189515], [144.04011904250157, -5.0], [153.89305166811442, -4.424167345330308], [162.60195529958588, -4.0], [164.93848884661162, -3.871383825671722], [176.77669529663666, -3.392887994688099], [189.46457081379947, -3.089705648882005], [197.8906381414081, -3.0], [203.0630990890585, -2.9349047808456303], [217.6376408240306, -2.9646637079870013], [220.17429288255585, -3.0], [233.25824788420132, -3.144391134856309], [249.99999999999952, -3.427239842898899], [267.94336563407256, -3.7897447293038375], [277.98191627015854, -4.0], [287.1745887492579, -4.156634857205213], [307.78610333622805, -4.421041857300484], [329.87697769322244, -4.594373147110765], [353.55339059327247, -4.671522461156819], [378.929141627598, -4.680580218183151], [406.12619817811606, -4.674169605259283], [435.2752816480601, -4.702602926853766], [466.5164957684015, -4.7998011088878245], [499.9999999999975, -4.984087518948757], [502.1546451984949, -5.0], [535.8867312681438, -5.196757184399205], [574.3491774985143, -5.434183487981578], [615.5722066724546, -5.668003410447931], [659.7539553864432, -5.846229794761333], [707.1067811865431, -5.896047457749112], [757.8582832551941, -5.77229192397996], [812.2523963562301, -5.505925290409844], [870.5505632961181, -5.155078802287538], [894.3225293711679, -5.0], [933.0329915368008, -4.719474749188181], [999.9999999999926, -4.317292391429712], [1065.2871260007391, -4.0], [1071.773462536285, -3.964805436995267], [1148.698354997026, -3.625917764703024], [1231.1444133449063, -3.3583078406269458], [1319.5079107728848, -3.1156077827131075], [1360.9966115826148, -3.0], [1414.2135623730828, -2.832835840914772], [1515.7165665103846, -2.5570572153464415], [1624.5047927124563, -2.3367640962109784], [1741.1011265922298, -2.189826799565785], [1866.065983073597, -2.1410791393380366], [1999.9999999999777, -2.2067297945978277], [2143.5469250725646, -2.38742488573439], [2297.396709994046, -2.684971861690725], [2418.564680326023, -3.0], [2462.2888266898062, -3.0994171787992437], [2639.01582154576, -3.5265936414462096], [2810.8178663324957, -4.0], [2828.427124746159, -4.0440593825738365], [3031.4331330207615, -4.518810753666011], [3233.9657441402333, -5.0], [3249.0095854249043, -5.0316846388327665], [3482.2022531844555, -5.437371416650455], [3732.1319661471844, -5.776872342169407], [3979.376936557573, -6.0], [3999.999999999946, -6.015469552329833], [4287.093850145124, -6.090941952476282], [4594.793419988081, -6.063175145414553], [4812.030743704281, -6.0], [4924.577653379601, -5.960871253007027], [5278.031643091506, -5.8049293357232585], [5656.854249492303, -5.630628719187662], [6062.866266041508, -5.426730790672261], [6498.019170849792, -5.158798696668745], [6686.995393883454, -5.0], [6964.404506368894, -4.728087087290642], [7464.2639322943505, -4.251102571774215], [7753.048801280293, -4.0], [7999.999999999872, -3.7345993482114777]]}",,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,4,0,4,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.4940698000137,None,1363.6502025841112,1.0,5.799451124900228e-05,1,"[0.7442613306619636, 0.4349623454431134, 0.5701555426325895, 0.722482694760517]","[270.58247076233334, 405.4156308219818, 607.4371087369993, 910.1273187781565]",Perfect_5th,"[5.5936566629773345, 6.431249782034804, 6.0, 3.8546879595060357]",False,619.4750856000173,622.2559980000078,622.2559980000078,623.4671755000018,['space'],1,[0.2599425000080373],3.5142928666900843,4.539127266674768,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,4,0,4,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.0645541000122,None,,,,,"[0.5516054961214973, 0.4638313443536407, 0.690757162041701, 0.6227694919653847]","[245.31997699668716, 275.36236387090975, 309.08380297785226, 346.9348385897707]",Tone,"[5.347903196485904, 5.5936566629773345, 6.0, 6.2570440306439075]",True,625.068270000018,627.8073728000163,627.8073728000163,629.0288391000067,None,1,,3.3548042666516267,4.367820766667137,None,1,None,1,0,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,4,0,4,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.4759256000107,None,1624.5047927124701,-6.0,2.8997193917412574e-05,0,"[0.7755741701294384, 0.7882016674733442, 0.5243386614321099, 0.7514298586808958]","[1444.6429687587308, 3412.2662694609676, 540.5379537347816, 1096.1174868373512]",None,"[8.0, 2.2340571828013855, 6.456672943607029, 4.482667266406526]",False,630.5005070999905,633.6198226000124,633.6198226000124,634.8590277000039,None,0,,3.846212166652549,4.887889666657429,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,4,0,4,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.4432831000013,None,353.5533905932738,-7.0,3.9581673965746926e-05,1,"[0.4558478038821665, 0.45129712236988184, 0.42533306505921126, 0.7253946444802779]","[222.72467953508485, 250.00000000000003, 280.6155120773433, 314.9802624737183]",Tone,"[4.771495999328634, 5.347903196485904, 5.809202697236832, 6.0]",False,636.4463838000083,638.8043108000129,638.8043108000129,640.0304268000182,['space'],1,[0.10080470002139919],3.0720246666751336,4.114947866677539,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,4,0,4,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.6138672000088,None,6723.381977667304,-6.575082696514484,6.700401978941059e-05,1,"[0.7533679811421821, 0.5636139806620727, 0.7935537075597461, 0.532714428922231]","[2668.1759060332793, 3361.690988833653, 4235.46524007343, 5336.351812066557]",Major_3rd,"[5.811982983314229, 2.998486563333788, 0.7306426957260639, 0.12414104234400192]",False,641.631756000017,644.7700375000131,644.7700375000131,646.004872599995,['space'],1,[0.37823559998651035],3.671068566647591,4.69318296664278,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,4,0,4,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.3701086000074,None,,,,,"[0.7907116134053594, 0.41538355287266393, 0.4856354689201393, 0.5176170248171609]","[789.3581157941367, 5014.942052913951, 538.2649640722844, 1238.1522171570098]",None,"[4.159855742261785, 0.29520897195786056, 6.456672943607029, 6.0]",True,647.3794542000105,650.1093584000191,650.1093584000191,651.3196939000045,None,1,,3.2332846666977275,4.259725566691486,None,1,None,1,0,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,4,0,4,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.6847651000135,None,4980.802109319385,-5.7047910280421394,7.851604208714481e-05,1,"[0.47512114599273203, 0.47512114599273203, 0.47512114599273203, 0.47512114599273203]","[3137.7087114461383, 3521.958947247996, 3953.265253989509, 4437.390214503338]",Tone,"[3.871695893082623, 2.2340571828013855, 1.101626449771853, 0.7306426957260639]",False,652.6947072000185,655.1549434000044,655.1549434000044,656.3858053000004,['space'],1,[0.48176380002405494],2.935356366651831,3.9534778666566126,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,4,0,4,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.6980666000163,None,3031.4331330207992,-5.0,3.250253881325064e-05,1,"[0.42823491295824956, 0.65300031470029, 0.6578777740286035, 0.6054971072360907]","[1203.0250360821183, 1515.7165665104, 1909.6832078208354, 2406.050072164236]",Major_3rd,"[5.913495259209107, 8.38635033036424, 9.250582882084911, 7.0]",False,657.7204254000098,660.4698542999977,660.4698542999977,661.692827699997,['space'],1,[0.40454300001147203],3.3594412333332,4.396168733335799,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,4,0,4,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.1678105000174,None,329.87697769322364,-6.0,4.749197086349176e-05,1,"[0.6960512245296169, 0.6960512245296169, 0.6960512245296169, 0.6960512245296169]","[831.2378961427881, 659.7539553864474, 523.6470614103135, 415.618948071394]",Major_3rd,"[4.0, 5.521429633254154, 6.456672943607029, 6.431249782034804]",False,663.1899519000144,666.2942607000005,666.2942607000005,667.5302238000149,['space'],1,[0.44002340000588447],3.7980763666855637,4.820408366678748,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,4,0,4,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.0631280000089,None,1828.2508048770112,3.2505828820849114,9.74926322492646e-05,1,"[0.4111083609815194, 0.4111083609815194, 0.4111083609815194, 0.4111083609815194]","[2902.1672509234754, 2585.5370836765965, 2303.451673551791, 2052.1421432655097]",Tone,"[4.824661604593502, 6.0, 7.674840210994211, 8.963804799751824]",False,669.0818695999915,671.347413600015,671.347413600015,672.5696768999915,['space'],1,[0.5425045000156388],2.6803785666415934,3.6951767666323576,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,4,0,4,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.8232387000171,None,,,,,"[0.48583682906503683, 0.48583682906503683, 0.48583682906503683, 0.48583682906503683]","[2083.9865864153544, 2339.195852437037, 2625.6585679232667, 2947.202094312205]",Tone,"[8.428561809022453, 7.674840210994211, 5.811982983314229, 4.0]",True,673.8347686000052,676.3094638000184,676.3094638000184,677.5348157999979,None,1,,2.977584966691211,3.989460366690764,None,1,None,1,0,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,4,0,4,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.8619553000026,None,1000.0,-8.0,1.7537593697628398e-05,1,"[0.7347490671622695, 0.7347490671622695, 0.7347490671622695, 0.7347490671622695]","[2519.8420997897465, 2000.0000000000002, 1587.4010519681997, 1259.9210498948732]",Major_3rd,"[6.781753329484543, 8.963804799751824, 8.933686697687136, 6.0]",False,678.8850318000186,682.1067706000176,682.1067706000176,683.3448255000112,['space'],1,[0.3907362000027206],3.944184366671834,4.970804766664514,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,4,0,4,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.9071921000141,None,344.69915360961846,0.25704403064390713,9.364152798506738e-05,1,"[0.5174194941954688, 0.5174194941954688, 0.5174194941954688, 0.5174194941954688]","[1737.1748780548187, 1159.4251304452707, 773.8234360223191, 516.4651812466936]",Perfect_5th,"[9.240647661617327, 5.127535793346383, 4.555734982903949, 6.541656715615594]",False,684.9172247000097,687.507838199992,687.507838199992,688.7423254000023,['space'],1,[0.3739886000112165],3.093138766649645,4.11821786663495,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,4,0,4,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.0798120000109,None,8000.0,-5.0,0.00010208689723347648,1,"[0.7111631062528213, 0.7111631062528213, 0.7111631062528213, 0.7111631062528213]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[3.0000000000000004, 1.101626449771853, 0.29520897195786056, -0.5750826965144844]",False,691.0986540000013,694.2710213999962,694.2710213999962,695.4956069000182,['space'],1,[0.2772312000161037],3.865705366653856,4.882037266652333,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
,,,,4,0,4,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.0352245999966,None,1995.434738115452,2.963804799751823,0.00010494504578346951,1,"[0.4755403708471021, 0.7977741418513906, 0.7028172336933729, 0.4028422466276329]","[716.1009543118431, 335.1285643333099, 3239.5944351119756, 6807.759536733118]",None,"[5.0, 6.142930026355189, 3.0000000000000004, -0.8426983390972307]",False,697.0446438000072,700.0488423999923,700.0488423999923,701.2683449000178,['space'],1,[0.29432509999605827],3.41338036666275,4.4305650666647125,None,1,None,1,,,,,,,,,,,,,qmbami,001,fr,0,0,2022-04-27_15h01.28.884,Cluster,2022.1.1,36.05161293298902,
