tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,Audiogram_time,Audiogram_none,Audiogram_both,Audiogram_frequency,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,12,0,12,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671.9013551999815,None,,,,,"[0.7382677627236522, 0.7382677627236522, 0.7382677627236522, 0.7382677627236522]","[4820.339436295655, 3825.90594600976, 3036.6235617136413, 2410.1697181478276]",Major_3rd,"[37.44107461450291, 42.0, 44.017246615624416, 43.24799782389515]",True,1672.9051043000072,1676.1385556999594,1676.1385556999594,1677.3546698000282,None,1,3.9805476401234046,5.007571640075184,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677.96960089996,None,712.625023038627,28.145474531390082,0.0011218287070782818,1,"[0.6553123782040884, 0.5227448867418508, 0.4070604432547349, 0.7084932566659616]","[282.8054278075948, 356.3125115193136, 448.92563360409264, 565.6108556151895]",Major_3rd,"[22.622938488500367, 25.508643194256045, 31.0, 35.0]",False,1678.9737236000365,1681.5782325000037,1681.5782325000037,1682.799501099973,['space'],1,3.3379636401077732,4.347180240205489,None,1,None,1,,[0.4364511000458151],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683.3879600999644,None,203.0630990890589,10.0,0.0008204245696818118,0,"[0.47184109216359404, 0.47184109216359404, 0.47184109216359404, 0.47184109216359404]","[1023.3738919967751, 683.0201283771979, 455.8612442791085, 304.2508784176478]",Perfect_5th,"[37.0, 34.77164448763786, 31.0, 23.385027500518813]",False,1684.40728699998,1686.8500431999564,1686.8500431999564,1688.0645904999692,None,0,2.9152511401334777,3.9347403401043266,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688.4089240999892,None,220.11277795956195,15.381870299461335,0.0013282320274824347,1,"[0.6509891911628786, 0.6509891911628786, 0.6509891911628786, 0.6509891911628786]","[138.66236115104417, 155.64323792101507, 174.70362764232567, 196.09819173048288]",Tone,"[23.609039372773694, 22.78182025365567, 22.08165514605822, 21.75926950267614]",False,1689.417268399964,1692.4156485999702,1692.4156485999702,1693.6484781999607,['space'],1,3.657978440169245,4.67339444020763,None,1,None,1,,[0.2485219999216497],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694.15957420005,None,2143.5469250725882,43.0,0.011016920845743376,1,"[0.7490579385171539, 0.46429024708658145, 0.43976165668976747, 0.5050548186978584]","[1350.3499461681909, 1515.7165665103992, 1701.3343219017127, 1909.6832078208347]",Tone,"[42.41586704910984, 43.49534248380189, 43.33907123251382, 43.0]",False,1695.1890536999563,1697.8757350000087,1697.8757350000087,1699.1255735000595,['space'],1,3.180466140154749,4.213205740205012,None,1,None,1,,[0.38896779995411634],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699.4881518000038,None,6093.3224814218065,33.141408306701194,0.005460340591667474,0,"[0.4944021247881615, 0.4347152052461916, 0.6085665266948241, 0.7765042872331234]","[2418.1366292476146, 3046.661240710904, 3838.552629070499, 4836.273258495228]",Major_3rd,"[43.24799782389515, 44.0, 42.0, 37.44107461450291]",False,1700.4824905999703,1703.0622704999987,1703.0622704999987,1704.2963697999949,None,0,3.35059544024989,4.371308340225369,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.9364633000223,None,8000.0,39.0,0.016179682846481417,0,"[0.5325085840511115, 0.5121248015489333, 0.7456844893765252, 0.4785201587414675]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[37.44107461450291, 37.95896922020435, 40.0, 43.0]",False,1707.663795700064,1710.4960278000217,1710.4960278000217,1711.7239896999672,None,0,3.3045341606484726,4.313767560641281,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712.0351530000335,None,169.98040131794224,16.427865668147323,0.0024840566407041327,1,"[0.46333560292976483, 0.422775373067428, 0.4197342424850291, 0.6427309290785574]","[269.82706786607827, 240.38858888145546, 214.16188569005368, 190.7965494357867]",Tone,"[22.041006007444324, 21.415962982174147, 21.381870299461333, 21.75926950267614]",False,1713.0558363000164,1715.374130900018,1715.374130900018,1716.611946900026,['space'],1,2.97787154011894,4.0266512400703505,None,1,None,1,,[0.2912219000281766],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,8,0,8,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717.1501735000638,None,,,,,"[0.5341746305916234, 0.5341746305916234, 0.5341746305916234, 0.5341746305916234]","[2793.0260752086406, 2216.8262649804037, 1759.4961725303135, 1396.51303760432]",Major_3rd,"[43.91363634999545, 42.843714326279006, 43.33907123251382, 43.0]",True,1718.1634621999692,1720.7997785999905,1720.7997785999905,1722.0155885999557,None,1,3.159078440046869,4.193540940061212,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722.417829300044,None,5656.85424949238,35.0,0.007227417995191065,1,"[0.4883433025365829, 0.4883433025365829, 0.4883433025365829, 0.4883433025365829]","[2244.9240966187467, 2828.427124746191, 3563.594872561358, 4489.8481932374925]",Major_3rd,"[42.965464858798846, 43.91363634999545, 43.0, 38.15120362747138]",False,1723.4474012999563,1725.953178100055,1725.953178100055,1727.1876598000526,['space'],1,2.964997240109369,3.9972593401325867,None,1,None,1,,[0.36244360008277],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727.5219095000066,None,219.5935496774511,15.381870299461335,0.001334209649114802,1,"[0.6630497727873998, 0.6630497727873998, 0.6630497727873998, 0.6630497727873998]","[553.3410713195124, 439.1870993549022, 348.58303176341695, 276.6705356597562]",Major_3rd,"[35.0, 30.304489664930905, 25.508643194256045, 22.041006007444324]",False,1728.5398725999985,1731.550421299995,1731.550421299995,1732.7700134000042,['space'],1,3.675288340076804,4.694509040098637,None,1,None,1,,[0.3731195000000298],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1733.3007877999917,None,,,,,"[0.7465670734409648, 0.7465670734409648, 0.7465670734409648, 0.7465670734409648]","[3290.9082229872133, 2931.86591737681, 2611.99558755035, 2327.023520736829]",Tone,"[43.7732142657211, 44.0, 43.605416509454585, 43.00000000000001]",True,1734.31199810002,1737.5962189000566,1737.5962189000566,1738.8019335999852,None,1,4.035212340182625,5.061493740184233,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739.4328617999563,None,125.0,16.0,0.004560054196779551,1,"[0.6115123498738001, 0.6115123498738001, 0.6115123498738001, 0.6115123498738001]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[24.0, 21.633804144956393, 21.51025092793338, 22.78182025365567]",False,1740.4407477000495,1743.3029050000478,1743.3029050000478,1744.5378219999839,['space'],1,3.4558568401262164,4.4869087401311845,None,1,None,1,,[0.25326429994311184],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.0029998000246,None,,,,,"[0.5547575543056139, 0.5546390126571388, 0.5365311585016544, 0.7168029505128273]","[339.6790288429589, 427.9687586470917, 539.2068477168493, 679.3580576859177]",Major_3rd,"[25.0, 30.0, 34.65065241278761, 34.77164448763786]",True,1746.0274725999916,1748.7152138999663,1748.7152138999663,1749.9431336000562,None,1,3.3973773402394727,4.421762340236455,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.5159958000295,None,2072.957507838819,36.843714326279006,0.00531427700332865,0,"[0.705567533425154, 0.705567533425154, 0.705567533425154, 0.705567533425154]","[1305.881399831872, 1465.8023109043943, 1645.3074643143589, 1846.795186492996]",Tone,"[42.41586704910984, 43.49534248380189, 43.51466302373089, 43.095439700475254]",False,1751.5297228000127,1754.694405099959,1754.694405099959,1755.9139696999919,None,0,3.859972740174271,4.893277440220118,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1756.4930299000116,None,535.8867312681471,23.0,0.0009301044792367184,1,"[0.6236855058627666, 0.6236855058627666, 0.6236855058627666, 0.6236855058627666]","[337.5874865420477, 378.9291416275998, 425.33358047542816, 477.4208019552087]",Tone,"[25.0, 26.91762810907877, 30.0, 33.0]",False,1759.4882462000242,1762.3867469000397,1762.3867469000397,1763.5943412999623,['space'],1,3.542854860657826,4.576239260612056,None,1,None,1,,[0.3538174999412149],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764.129037000006,None,1889.2240003425377,37.095439700475254,0.004996766050739847,0,"[0.5426285745059934, 0.5426285745059934, 0.5426285745059934, 0.5426285745059934]","[749.7390413868287, 944.612000171269, 1190.1365429990813, 1499.4780827736572]",Major_3rd,"[33.61213434736711, 35.0, 40.0, 43.49534248380189]",False,1765.143697899999,1767.7970106999855,1767.7970106999855,1769.0290927999886,None,0,3.221507440088317,4.260167240048759,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769.4747010000283,None,125.0,15.0,0.004064152580820497,1,"[0.5075521079864153, 0.7301827938683167, 0.6688671671821365, 0.7202796658344838]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[24.0, 21.633804144956393, 21.51025092793338, 22.78182025365567]",False,1770.5571861000499,1773.5057517000241,1773.5057517000241,1774.737922100001,['space'],1,3.650079920189455,4.6852175201056525,None,1,None,1,,[0.3164547000778839],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775.3071057000197,None,8000.0,40.0,0.018153902738505076,0,"[0.6237779672332177, 0.6237779672332177, 0.6237779672332177, 0.6237779672332177]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[43.7732142657211, 40.70748826461904, 37.44107461450291, 40.0]",False,1776.3383813999826,1779.241984399967,1779.241984399967,1780.4632982000476,None,0,3.509425840107724,4.520289040054195,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,12,0,12,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780.9284540000372,None,1671.8796743267783,37.51466302373089,0.004506676638723898,0,"[0.40447561255915454, 0.40447561255915454, 0.40447561255915454, 0.40447561255915454]","[663.4858884476449, 835.9398371633894, 1053.2181972878468, 1326.9717768952894]",Major_3rd,"[34.77164448763786, 33.45210865578541, 37.971631624891515, 42.41586704910984]",False,1781.9555664999643,1784.1960832000477,1784.1960832000477,1785.4143093000166,None,0,2.653924140147865,3.6623962400481105,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,13,0,13,0,0,0,0,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1792.07729809999,None,153.8930516681146,11.0,0.0016516221312576293,0,"[0.6278758454219714, 0.6278758454219714, 0.6278758454219714, 0.6278758454219714]","[775.5723809168677, 517.632461920689, 345.4782199919442, 230.5790483964849]",Perfect_5th,"[33.61213434736711, 34.0, 25.0, 21.415962982174147]",False,1793.0765667000087,1795.9759869000409,1795.9759869000409,1797.1812823000364,None,0,3.5261394401313737,4.555386740132235,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,13,0,13,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797.7145192000316,None,152.23742828874362,16.78182025365567,0.0033154338360065596,1,"[0.5546579244434939, 0.7609464434931681, 0.5023033817176652, 0.6646181506738048]","[383.61428096569864, 304.47485657748723, 241.66185381448494, 191.80714048284932]",Major_3rd,"[27.0, 23.385027500518813, 21.633804144956393, 21.75926950267614]",False,1798.7291337000206,1801.592806700035,1801.592806700035,1802.809799300041,['space'],1,3.518688340089284,4.551955440081656,None,1,None,1,,[0.3253289998974651],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,13,0,13,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1803.3511265000561,None,500.0,20.0,0.0007144469792555515,1,"[0.6857714267179718, 0.7076174951611354, 0.4752836223349795, 0.4780465915116657]","[1259.9210498948732, 1000.0000000000001, 793.7005259840998, 629.9605249474366]",Major_3rd,"[42.0, 36.25469760911161, 33.45210865578541, 35.0]",False,1806.7782000000589,1809.6774176000617,1809.6774176000617,1810.912853499991,['space'],1,3.3598062607925385,4.390045960783027,None,1,None,1,,[0.3622957000043243],,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,13,0,13,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1811.247151699965,None,,,,,"[0.5772632668405568, 0.7584676309925549, 0.652261164749746, 0.6048886234456372]","[258.03985698776825, 325.10984753075184, 409.61274043210693, 516.0797139755363]",Major_3rd,"[21.633804144956393, 24.0, 28.544879706665434, 34.0]",True,1812.2449249000056,1815.2516214000061,1815.2516214000061,1816.4834008000325,None,1,3.6446517400909215,4.682224240037613,None,1,None,1,,,0,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,13,0,13,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816.9921500000637,None,2168.790566867083,36.843714326279006,0.00546198817377654,0,"[0.6730290893711612, 0.6730290893711612, 0.6730290893711612, 0.6730290893711612]","[3442.740427343515, 3067.1330336102615, 2732.5048880092722, 2434.385102039672]",Tone,"[43.11180246142274, 44.0, 43.605416509454585, 43.24799782389515]",False,1817.9926449999912,1821.052442300017,1821.052442300017,1822.2598172000144,None,0,3.7417250401340425,4.7716495401691645,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
,,,,13,0,13,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822.8452818000223,None,7652.341641703863,38.0,0.013583066387912953,0,"[0.5576952364417832, 0.5539636708672908, 0.5163629994603457, 0.7556700697665484]","[1518.4168965075964, 2275.0547816864596, 3408.7306796829557, 5107.325300535633]",Perfect_5th,"[43.49534248380189, 42.965464858798846, 43.11180246142274, 37.363495548070134]",False,1823.8534172000363,1826.5191672999645,1826.5191672999645,1827.725248600007,None,0,3.4142761401599273,4.442990840179846,None,1,None,1,,,,,,,,bihhjl,001,fr,0,0,2022-06-23_11h09.35.468,Cluster,2022.1.1,36.42254817810165,
