tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,feedback.rt,Catch trial answer,answer_too_late.rt,Audiogram_none,Audiogram_time,Audiogram_frequency,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,11,0,11,0,15,0,15,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651.6829106999794,None,1515.7165665103996,-4.0,3.131458903779733e-05,1,"[0.4040123369569745, 0.4040123369569745, 0.4040123369569745, 0.4040123369569745]","[954.8416039104173, 1071.7734625362941, 1203.0250360821178, 1350.3499461681913]",Tone,"[12.0, 8.709070939796105, 4.0, 0.0]",False,1654.6512055000057,1656.8977648,1656.8977648,1658.124779799953,['space'],1,2.6262457667617127,3.6464140666648746,None,1,['space'],0,[-3.8103323999093845],[0.5090178999816999],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,11,0,11,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.3777642999776,None,214.092260512133,4.432425410968461,0.0003961804395392206,1,"[0.717839080902112, 0.717839080902112, 0.717839080902112, 0.717839080902112]","[339.8502795552098, 302.77217841537237, 269.73934563881335, 240.31043726163273]",Tone,"[5.0, 7.0, 8.785576129843362, 10.0]",False,1659.3881230000407,1662.5731385999825,1662.5731385999825,1663.785095200059,['space'],1,3.8893892667256296,4.930607766727917,None,1,['space'],0,[-2.861309599946253],[0.24171809991821647],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,11,0,11,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664.3871704000048,None,125.0,1.0,0.0008109050486794653,1,"[0.7202806158153542, 0.7202806158153542, 0.7202806158153542, 0.7202806158153542]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[6.0, 2.0, 8.0, 10.543619371000801]",False,1667.2928715000162,1670.4700180999935,1670.4700180999935,1671.6914235999575,['space'],1,3.9157521000597626,4.950861099991016,None,1,['space'],0,[-5.190623800037429],[0.5619832999072969],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,11,0,11,0,18,0,18,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672.3142502000555,None,8000.0,-8.0,7.22719885372964e-05,1,"[0.6939892003865427, 0.615872723617991, 0.4942980646806963, 0.4339921032478472]","[5039.684199579492, 5656.8542494923795, 6349.604207872798, 7127.189745122714]",Tone,"[-3.1701608221140987, -3.8431547423451313, -5.0, -7.0]",False,1673.3998656000476,1676.2293313000118,1676.2293313000118,1677.468729199958,['space'],1,3.265505133429542,4.292326533352025,None,1,None,1,,[0.34906149993184954],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,11,0,11,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677.7569634000538,None,,,,,"[0.6138964466625306, 0.6138964466625306, 0.6138964466625306, 0.6138964466625306]","[5864.328836510567, 4654.520882082161, 3694.295672312587, 2932.1644182552836]",Major_3rd,"[-4.0, -2.3823907161649984, 3.2278384853111417, 9.206231582890727]",True,1678.7741794000613,1681.6490302999737,1681.6490302999737,1682.8784433000255,None,1,3.489188266801648,4.516630466794595,None,1,None,1,,,0,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685.2546652000165,None,2085.254576369811,-2.0,6.092628170350661e-05,1,"[0.7614699337486559, 0.6896008690422399, 0.502794276096713, 0.4692903173044499]","[413.76691351886745, 619.949894702741, 928.8753145420703, 1391.7404573144374]",Perfect_5th,"[2.5993568148196537, 5.458044982307854, 13.000626279128747, -1.0]",False,1686.2207863000222,1689.2059330999618,1689.2059330999618,1690.4201057000319,['space'],1,3.4679787666536868,4.497076366678812,None,1,None,1,,[0.13457790005486459],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.7831158000045,None,206.2034753887136,4.567047562418643,0.0004285166869027429,1,"[0.4881616238727011, 0.4881616238727011, 0.4881616238727011, 0.4881616238727011]","[327.3276137515427, 291.6157515031855, 259.8000992037197, 231.45557535332685]",Tone,"[5.72092724128576, 7.863398994928131, 9.0, 10.096333932716702]",False,1691.8007513999473,1694.2832839000039,1694.2832839000039,1695.5113394999644,['space'],1,2.970182166667655,4.005906766746193,None,1,['space'],0,[-2.300496199983172],[0.25309350003954023],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695.8768134999555,None,153.8930516681146,-2.0,0.0003697521378173748,1,"[0.7245336031610023, 0.40457618284784536, 0.5944924150935493, 0.4880932422887344]","[244.28999210856162, 217.63764082403114, 193.89309522921693, 172.7391099959721]",Tone,"[9.542511536681426, 10.432425410968461, 10.543619371000801, 10.41839078124893]",False,1696.9042437999742,1699.6427152999677,1699.6427152999677,1700.8684150000336,['space'],1,3.2333676666021347,4.250399966607802,None,1,None,1,,[0.37698790000285953],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701.2207611999474,None,382.9472042608405,-2.4583395123347813,6.1019476435614586e-05,1,"[0.6933369523772434, 0.5537040924331832, 0.4064646839578689, 0.5563073401268032]","[151.97269872298483, 191.4736021304203, 241.24162182331233, 303.9453974459696]",Major_3rd,"[10.0, 10.543619371000801, 10.0, 7.0]",False,1702.2329897000454,1704.9056392000057,1704.9056392000057,1706.1287122999784,['space'],1,3.243857466848567,4.279176966752857,None,1,None,1,,[0.3469630000181496],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706.5800111000426,None,707.1067811865476,1.0,4.982092697845807e-05,1,"[0.6354579854285405, 0.6354579854285405, 0.6354579854285405, 0.6354579854285405]","[140.30775603867164, 210.22410381342866, 314.9802624737183, 471.93715634084674]",Perfect_5th,"[9.883499719674859, 10.567047562418644, 6.8241492997937545, 1.5121754791380786]",False,1707.6171827999642,1710.5571816000156,1710.5571816000156,1711.7794723999687,['space'],1,3.5637179667828605,4.595445166807622,None,1,None,1,,[0.4861705999355763],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712.2890779000008,None,125.0,-10.0,0.0002285440948074376,1,"[0.6341671886619572, 0.5439009465384976, 0.5136053259379914, 0.42242202370671955]","[629.9605249474366, 420.4482076268573, 280.6155120773433, 187.2883846095852]",Perfect_5th,"[6.0, 2.0, 8.0, 10.543619371000801]",False,1713.3210462999996,1716.0297101000324,1716.0297101000324,1717.242849100032,['space'],1,3.129361566854641,4.150677666766569,None,1,None,1,,[0.7369634000351653],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1717.5396757000126,None,137.5298569628934,3.701383027368968,0.0009359020091536212,1,"[0.648556889650036, 0.648556889650036, 0.648556889650036, 0.648556889650036]","[218.315039619933, 194.4965889481557, 173.2767617765804, 154.3720449502644]",Tone,"[10.432425410968461, 10.543619371000801, 10.41839078124893, 10.062230116357714]",False,1718.569692500052,1721.5326109000016,1721.5326109000016,1722.7579494999954,['space'],1,3.6359402666566893,4.661718966672197,None,1,None,1,,[0.49790469999425113],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,7,0,7,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.3064513000427,None,2073.3375107274405,-2.0,6.0716444928233456e-05,0,"[0.46084287332379215, 0.6442477470049615, 0.5348290586881472, 0.7111747790775819]","[5224.48314660428, 4146.675021454881, 3291.2181456138674, 2612.24157330214]",Major_3rd,"[-3.5611283207333813, 0.0, 7.0, 9.67595133734369]",False,1724.3216761000222,1726.994681000011,1726.994681000011,1728.2399698999943,None,0,3.386728966725059,4.417651366675273,None,1,None,1,,,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728.80732979998,None,1148.6983549970344,-1.0,4.480502791392034e-05,1,"[0.47129286877814985, 0.5503927407690241, 0.7856352633907826, 0.5572127025864728]","[2894.5384748807546, 2297.3967099940687, 1823.4449771164327, 1447.2692374403773]",Major_3rd,"[9.878919472691907, 6.990211164607461, 0.0, -2.0]",False,1732.1006957000354,1734.9500858000247,1734.9500858000247,1736.1772722000023,['space'],1,3.370874833315611,4.3891220332589,None,1,['space'],0,[-4.455122200073674],[0.47159780003130436],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736.5583426000085,None,,,,,"[0.7212504668571071, 0.7212504668571071, 0.7212504668571071, 0.7212504668571071]","[3616.198311727903, 2413.522813538399, 1610.8332202298238, 1075.1021903919125]",Perfect_5th,"[4.0, 8.0, -2.3652269246217106, 8.709070939796105]",True,1737.5777924000286,1740.7849893999519,1740.7849893999519,1742.0197764000623,None,1,3.9183458666084334,4.948041066643782,None,1,None,1,,,0,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.5870959999738,None,1148.6983549970344,3.0,7.101118372880253e-05,1,"[0.7198881301815117, 0.7198881301815117, 0.7198881301815117, 0.7198881301815117]","[455.8612442791083, 574.3491774985173, 723.6346187201888, 911.7224885582164]",Major_3rd,"[1.5121754791380786, 3.6061119610441996, 11.0, 13.000626279128747]",False,1743.627727800049,1746.822863599984,1746.822863599984,1748.057869900018,['space'],1,3.9014091334538534,4.925675433478318,None,1,None,1,,[0.2954066999955103],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748.6076229000464,None,,,,,"[0.6927762006657963, 0.6927762006657963, 0.6927762006657963, 0.6927762006657963]","[3653.255271496492, 3254.6804384156617, 2899.5906305409503, 2583.2415758806706]",Tone,"[4.0, 7.715417315930713, 9.878919472691907, 9.67595133734369]",True,1749.6326854999643,1752.7420508000068,1752.7420508000068,1753.9685069000116,None,1,3.796884566778317,4.816120866802521,None,1,None,1,,,0,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754.5096664000303,None,548.0382200793335,-3.0,4.527364103299361e-05,1,"[0.5984047690952362, 0.7944683551224434, 0.6277265596235294, 0.6667875755771885]","[2761.9395584994863, 1843.3734987469518, 1230.3042061241435, 821.1295435437657]",Perfect_5th,"[9.878919472691907, 0.0, 2.6841110795295924, 13.29151386160071]",False,1755.5217578000156,1758.5651206000475,1758.5651206000475,1759.7808953999775,['space'],1,3.7296063667163253,4.750402366742492,None,1,['space'],0,[-3.094804899999872],[0.4284674000227824],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.3449343000539,None,125.0,-12.0,0.0001815390273850507,1,"[0.4071046906766924, 0.4734912510214755, 0.47021516122386453, 0.7198914270827471]","[314.9802624737183, 250.00000000000003, 198.42513149602496, 157.49013123685916]",Major_3rd,"[6.8241492997937545, 9.542511536681426, 10.567047562418644, 10.062230116357714]",False,1763.7140778000467,1766.097634900012,1766.097634900012,1767.314232200035,['space'],1,3.076619500061497,4.090654200059362,None,1,['space'],0,[-3.473817800055258],[0.5084576999070123],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1767.8862150999485,None,125.03799080656898,3.490574947021435,0.0010796810003336692,1,"[0.6384756249472179, 0.6384756249472179, 0.6384756249472179, 0.6384756249472179]","[198.48543814233767, 176.83042241053224, 157.5379966537579, 140.35039927722997]",Tone,"[10.567047562418644, 10.41839078124893, 10.062230116357714, 9.883499719674859]",False,1768.9031552999513,1771.842883400037,1771.842883400037,1773.0855160000501,['space'],1,3.581792766810395,4.618817766779102,None,1,None,1,,[0.36341280001215637],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1773.59028949996,None,,,,,"[0.638908096012905, 0.6418809542505977, 0.7537434134087453, 0.7213718661157219]","[180.1545592423756, 226.98052142400198, 285.9775368582143, 360.30911848475114]",Major_3rd,"[10.41839078124893, 10.096333932716702, 7.863398994928131, 4.607193576852355]",True,1774.6080654000398,1777.6747053000145,1777.6747053000145,1778.8934179999633,None,1,3.7868894666898996,4.8224358666921034,None,1,None,1,,,0,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1779.4938079999993,None,217.63764082403114,-4.0,0.00014567967910578282,1,"[0.4880774934747779, 0.4880774934747779, 0.4880774934747779, 0.4880774934747779]","[548.4124898473133, 435.27528164806233, 345.47821999194423, 274.20624492365664]",Major_3rd,"[3.0, 1.8810953384182945, 5.0, 8.785576129843362]",False,1780.5323133999482,1783.010748700006,1783.010748700006,1784.2308352000546,['space'],1,2.9848892332520336,4.015618033241481,None,1,['space'],0,[-2.483811700018123],[0.37063779996242374],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.6037302999757,None,3584.175966054953,-1.0,6.830616967920506e-05,1,"[0.7228737720371348, 0.7228737720371348, 0.7228737720371348, 0.7228737720371348]","[5689.524698954771, 5068.790261126605, 4515.778746159928, 4023.1014963592684]",Tone,"[-3.8431547423451313, -3.1701608221140987, -2.0, 0.9066411805858392]",False,1785.6213671000442,1788.819808100001,1788.819808100001,1790.0383856999688,['space'],1,3.9105576666770503,4.942931666737422,None,1,['space'],0,[-3.5082501999568194],[0.45096669998019934],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790.6335052000359,None,329.87697769322364,-5.0,5.328686774000889e-05,1,"[0.6568133250827731, 0.6568133250827731, 0.6568133250827731, 0.6568133250827731]","[831.2378961427881, 659.7539553864474, 523.6470614103135, 415.618948071394]",Major_3rd,"[13.29151386160071, 7.672047411979337, 2.0, 2.5993568148196537]",False,1793.850154899992,1796.8452584999613,1796.8452584999613,1798.078019700013,['space'],1,3.629823400056921,4.662011399981566,None,1,None,1,,[0.8109855999937281],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,12,0,12,0,19,0,19,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798.6002467999933,None,1529.0369004854776,-8.541264201621859,1.8985436568597888e-05,0,"[0.5470272960249789, 0.5470272960249789, 0.5470272960249789, 0.5470272960249789]","[303.3993480411053, 454.5853902897594, 681.1085073158948, 1020.5096966323182]",Perfect_5th,"[7.0, 1.5121754791380786, 9.0, 11.0]",False,1799.6179239000194,1802.2745177999604,1802.2745177999604,1803.487846700009,None,0,3.2212364667793736,4.2505896667717025,None,1,None,1,,,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,13,0,13,0,0,0,0,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.9394139000215,None,5318.75785218299,-9.561128320733381,4.6896056493114704e-05,1,"[0.554641872870967, 0.6099864953739567, 0.4993975889423549, 0.44471805594434677]","[3350.6074886294964, 3760.9297447677886, 4221.500904859699, 4738.47455260869]",Tone,"[7.0, 3.0, -1.0, -3.0]",False,1806.9309495999478,1809.6323888000334,1809.6323888000334,1810.85785140004,['space'],1,3.147700266679749,4.164227266679518,None,1,None,1,,[0.7205927999457344],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,13,0,13,0,1,0,1,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1811.163932000054,None,812.2523963562351,-1.0,3.4505947777357636e-05,0,"[0.41210323201947974, 0.6102046228619759, 0.432386422472399, 0.601794547714994]","[4093.4955679870977, 2732.08051350879, 1823.4449771164327, 1217.0035136705903]",Perfect_5th,"[0.0, 9.67595133734369, 0.0, 3.0]",False,1814.2903356000315,1816.7797839000123,1816.7797839000123,1817.9995759000303,None,0,3.085245466674678,4.115659666713327,None,1,"['space', 'space']",0,"[-3.6446782000130042, 0.49884959997143596]",,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,13,0,13,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818.4737606999697,None,8000.0,-5.0,0.00010208689723347648,0,"[0.6879042107032759, 0.6879042107032759, 0.6879042107032759, 0.6879042107032759]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[8.0, 0.9066411805858392, -3.1701608221140987, -5.0]",False,1819.5072919999948,1822.607335299952,1822.607335299952,1823.8277203000616,None,0,3.789892033324577,4.804913733270951,None,1,"['space', 'space']",0,"[-3.0082904000300914, 0.5272724999813363]",,,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
,,,,13,0,13,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824.3845910000382,None,291.0255832742485,1.8633989949281309,0.0001536954983295289,1,"[0.785691900986416, 0.7659570545521218, 0.48412019315264415, 0.6776885819161445]","[183.33462921257947, 205.78616343199135, 230.98715851960043, 259.27431908507253]",Tone,"[10.543619371000801, 10.567047562418644, 10.096333932716702, 9.0]",False,1825.3898685000604,1828.4564455000218,1828.4564455000218,1829.6904649999924,['space'],1,3.742655266658403,4.767295766738243,None,1,None,1,,[0.40220100001897663],,,,,,,nefynm,001,english,0,0,2022-05-06_09h50.37.702,Cluster,2022.1.1,None,
