tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,answer_too_early.rt,Catch trial answer,feedback.rt,Audiogram_time,Audiogram_none,Audiogram_frequency,Audiogram_both,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,14,0,14,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777.8514146999223,None,2652.105347745487,7.173429664566957,0.00017458622161975265,1,"[0.6064346712632991, 0.6064346712632991, 0.6064346712632991, 0.6064346712632991]","[6682.886708326603, 5304.210695490974, 4209.954818941674, 3341.4433541633016]",Major_3rd,"[7.0, 7.0, 7.602375190643109, 9.977041029447504]",False,1778.8411027999828,1781.6954512000084,1781.6954512000084,1782.9292885999894,['space'],1,3.4442132199183106,4.474970719893463,None,1,None,1,,,[0.5202985000796616],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,14,0,14,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.402248700033,None,343.0000117641373,23.0,0.001290382458485054,1,"[0.5603042496825915, 0.7164793927643638, 0.5086468917444262, 0.650610566502102]","[864.3058698716516, 686.0000235282747, 544.4785794994964, 432.1529349358257]",Major_3rd,"[15.15034245042767, 20.0, 22.963512851527405, 28.00213892984289]",False,1784.4135459000245,1787.2292740999255,1787.2292740999255,1788.4350074999966,['space'],1,3.445539919892326,4.456290419911966,None,1,None,1,,,[0.27533109998330474],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,14,0,14,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788.943175100023,None,,,,,"[0.4434531844622255, 0.46767553241359183, 0.726665535095765, 0.5009037605993476]","[4856.349099003093, 5451.06755697239, 6118.616455471999, 6867.914759428536]",Tone,"[7.31058309055847, 7.0, 6.4872047839874, 7.279976985850478]",True,1789.951642800006,1792.6195730000036,1792.6195730000036,1793.838201000006,None,1,3.178796319756657,4.203873619786464,None,1,None,1,,0,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,14,0,14,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1794.2276596999727,None,2462.2888266898335,0.0,8.505946547995337e-05,0,"[0.7613702338564498, 0.7613702338564498, 0.7613702338564498, 0.7613702338564498]","[977.1599684342466, 1231.144413344917, 1551.1447618337354, 1954.3199368684927]",Major_3rd,"[13.28722819198618, 14.68421633517286, 16.0, 14.375882463379812]",False,1795.2407549999189,1798.5615373000037,1798.5615373000037,1799.7717634999426,None,0,4.070283809909597,5.074703509919345,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,14,0,14,0,5,0,5,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.3766069000121,None,185.03418242255762,10.72540755029058,0.0010998892433249532,0,"[0.5933730215037101, 0.6782847705877161, 0.7416132129649247, 0.5074548403361311]","[5613.319718173729, 167.41295761647032, 182.26704453310822, 4091.553828572425]",None,"[6.6894277273926255, 16.535813243161147, 16.533228341172187, 7.793222268823757]",False,1801.3674531999277,1804.413514600019,1804.413514600019,1805.6170782999834,None,0,3.533023320022039,4.560508319991641,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,14,0,14,0,6,0,6,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1806.0079863999272,None,1866.0659830736151,12.0,0.0002737553943749768,0,"[0.6722595870950314, 0.6254432413691627, 0.6833669945529052, 0.6273218576573987]","[7942.184059428445, 2963.0479412230534, 942.918609463776, 5242.1788620630305]",None,"[10.0, 11.157465300610848, 13.945474298346642, 7.022136109135772]",False,1810.8722296999767,1813.8875035999808,1813.8875035999808,1815.12039549998,None,0,3.643859149538912,4.674727849429473,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,14,0,14,0,7,0,7,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815.6210159999318,None,,,,,"[0.5846802369087656, 0.4072579292854751, 0.4693870840353176, 0.7407614308293934]","[1487.806294250164, 4033.2339207888035, 1494.2718238051577, 2104.1159227408516]",None,"[16.09599889204023, 7.793222268823757, 16.09599889204023, 14.174236238575745]",True,1816.6346651000204,1819.130180099979,1819.130180099979,1820.360798300011,None,1,3.215039719827473,4.248435719870031,None,1,['space'],0,[-3.356372299953364],0,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,14,0,14,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820.9623595000012,None,8000.0,2.0,0.0002285440948074376,0,"[0.5995865691339826, 0.6338025365233474, 0.5882541804466676, 0.5292677926528753]","[3174.8021039364003, 4000.0000000000014, 5039.684199579494, 6349.604207872799]",Major_3rd,"[10.0, 7.793222268823757, 7.31058309055847, 6.624589840340092]",False,1821.990359099931,1824.8335638999706,1824.8335638999706,1826.0499644000083,None,0,3.3820596099831164,4.4011573099996895,None,1,None,1,,,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,14,0,14,0,9,0,9,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826.4424269000301,None,7242.918960686179,2.0,0.00019965310417122484,1,"[0.46466559601286206, 0.45268777553967204, 0.6754296338234086, 0.5282930093688022]","[334.78387022104727, 902.1525708397409, 813.5302089259163, 462.87311576711176]",None,"[29.0, 15.0, 16.63746682027365, 26.22569265138384]",False,1827.4405478999251,1830.0773703999585,1830.0773703999585,1831.2834751999471,['space'],1,3.1424433200154454,4.161194919957779,None,1,None,1,,,[0.2860111000481993],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,14,0,14,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1831.688541200012,None,551.3023865646817,16.963512851527405,0.00044724874467148975,1,"[0.6965338023907591, 0.6965338023907591, 0.6965338023907591, 0.6965338023907591]","[875.1379883853547, 779.6593120484276, 694.597481690123, 618.8160060612383]",Tone,"[15.0, 18.0, 19.338971386041575, 21.0]",False,1832.6866452000104,1835.8077308000065,1835.8077308000065,1837.014208199922,['space'],1,3.8208537198370323,4.835120819858275,None,1,None,1,,,[0.15361060004215688],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,14,0,14,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837.5983104999177,None,,,,,"[0.5870511321785482, 0.7175344982702412, 0.5803436902364599, 0.4841259100615481]","[1863.9482661411778, 2092.2111887555307, 2348.4276564263214, 2636.0209175386694]",Tone,"[14.740833633636964, 14.174236238575745, 14.0, 13.173429664566957]",True,1838.5942496999633,1841.4898407999426,1841.4898407999426,1842.7161923999665,None,1,3.3782034198520705,4.389472619863227,None,1,None,1,,0,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,14,0,14,0,12,0,12,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1843.0540558999637,None,1071.7734625362941,7.0,0.00010534195118358306,1,"[0.5687367818964238, 0.605372825284259, 0.6832510299141679, 0.6931419540208956]","[1781.2641689272632, 542.4038113180122, 1306.5509066416234, 2110.972465990329]",None,"[15.0, 22.963512851527405, 15.507063998267402, 14.174236238575745]",False,1844.0673054999206,1846.938315999927,1846.938315999927,1848.1527274999535,['space'],1,3.5733806098578498,4.587765309843235,None,1,None,1,,,[0.32701019989326596],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,14,0,14,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848.720491999993,None,1071.7734625362941,5.0,8.367608612606695e-05,1,"[0.45004918490693707, 0.45004918490693707, 0.45004918490693707, 0.45004918490693707]","[1701.334321901713, 1515.7165665103996, 1350.3499461681913, 1203.0250360821178]",Tone,"[15.259401909493146, 16.09599889204023, 15.507063998267402, 14.68421633517286]",False,1849.7336658999557,1852.0995204999344,1852.0995204999344,1853.3110527999233,['space'],1,2.827047609956935,3.849913609912619,None,1,None,1,,,[0.36806719994638115],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,14,0,14,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853.6402962999418,None,593.317939572714,15.858006744505602,0.0003531131266235703,1,"[0.4244210310319228, 0.4244210310319228, 0.4244210310319228, 0.4244210310319228]","[235.4583803573328, 296.6589697863571, 373.76688067395844, 470.91676071466543]",Major_3rd,"[19.0, 25.0, 30.0, 26.0]",False,1854.6362213999964,1856.92499650002,1856.92499650002,1858.1402486999286,['space'],1,2.717621619813144,3.7403396198060364,None,1,None,1,,,[0.26859190000686795],,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,14,0,14,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858.458651099936,None,5511.939945896892,0.6894277273926256,0.00014492617838965808,0,"[0.7557471559539343, 0.41392404838592634, 0.7540363032346702, 0.7221967258794908]","[1793.1652229156794, 2900.25811380184, 289.1199845990724, 1424.0665807908783]",None,"[15.0, 12.0, 24.4083931859817, 16.01994791733071]",False,1859.4551965999417,1862.4011311000213,1862.4011311000213,1863.6051854999969,None,0,3.665073819924146,4.688424119958654,None,1,None,1,,,,,"{'estimation': [[125.0, 15.398315854353767], [128.63272459573253, 15.0], [133.9716828170366, 14.448188363223014], [139.6687719930744, 14.0], [143.5872943746293, 13.699013970814137], [153.89305166811442, 13.278376440681221], [164.93848884661162, 13.235269823506501], [176.77669529663666, 13.55040595632602], [186.2185520032624, 14.0], [189.46457081379947, 14.151049178240646], [203.0630990890585, 14.932889681214268], [204.13851234950695, 15.0], [217.63764082403074, 15.816839971940095], [220.61424166398172, 16.0], [233.25824788420132, 16.75242084710288], [237.39769613873267, 17.0], [249.99999999999937, 17.726968915938475], [254.70146351048487, 18.0], [267.94336563407256, 18.74181691283167], [272.60947817208876, 19.0], [287.17458874925825, 19.77907226215441], [291.6346437101471, 20.0], [307.78610333622805, 20.773995777729503], [313.6159287362758, 21.0], [329.87697769322244, 21.608582933798154], [347.46575527795, 22.0], [353.55339059327247, 22.13165810461021], [378.929141627598, 22.19655062332069], [389.8412810952943, 22.0], [406.12619817811606, 21.716895471904017], [426.6237836992078, 21.0], [435.2752816480601, 20.70776494234337], [450.5589903147758, 20.0], [466.5164957684015, 19.286579798622455], [472.28267224735754, 19.0], [492.5041145739322, 18.0], [499.9999999999975, 17.648033546069428], [514.1269281859314, 17.0], [535.8867312681438, 16.02914311048765], [536.6654850231997, 16.0], [563.6137183007739, 15.0], [574.3491774985143, 14.617801160503724], [597.1449582393631, 14.0], [615.5722066724546, 13.51580062781645], [643.1314482617508, 13.0], [659.7539553864432, 12.699015438455838], [707.1067811865431, 12.048502096289177], [710.6767999614084, 12.0], [757.8582832551941, 11.394784866436147], [784.2409609982421, 11.0], [812.2523963562301, 10.600042797570225], [847.7980921652114, 10.0], [870.5505632961181, 9.627965785151154], [907.1504011887232, 9.0], [933.0329915368008, 8.564376086448691], [971.8943319125818, 8.0], [999.9999999999926, 7.598995939312743], [1067.6066562592596, 7.0], [1071.773462536285, 6.9638101598337805], [1148.6983549970273, 6.841435833445097], [1175.8093834943036, 7.0], [1231.1444133449063, 7.305553057944199], [1293.8439651338656, 8.0], [1319.5079107728832, 8.272321581451903], [1373.4241433613427, 9.0], [1414.2135623730828, 9.532442607109155], [1450.8204356958877, 10.0], [1515.7165665103828, 10.808538550043576], [1535.6084597743854, 11.0], [1624.5047927124563, 11.829681346481427], [1658.43671551866, 12.0], [1741.1011265922318, 12.400653171110726], [1866.065983073597, 12.431741852273712], [1985.273378404473, 12.0], [1999.9999999999802, 11.948394234705509], [2143.5469250725646, 11.060614386927591], [2151.3126884588382, 11.0], [2284.073663650944, 10.0], [2297.396709994049, 9.904186281447144], [2411.839217206218, 9.0], [2462.2888266898062, 8.621851126404371], [2544.860159040558, 8.0], [2639.01582154576, 7.3214081419370185], [2686.4884186836794, 7.0], [2828.427124746159, 6.06749055713777], [2839.7975824743903, 6.0], [3011.6636842687058, 5.0], [3031.4331330207615, 4.888712645812023], [3205.1961379842746, 4.0], [3249.0095854249043, 3.782968989685995], [3419.597644552247, 3.0], [3482.2022531844555, 2.722473675904837], [3652.2083447276445, 2.0], [3732.1319661471844, 1.6717093448249165], [3898.898672815476, 1.0], [3999.9999999999504, 0.6035822774816173], [4158.151511363916, 0.0], [4287.093850145118, -0.4825889111118742], [4435.373578158797, -1.0], [4594.793419988081, -1.5453859046677503], [4750.535434293935, -2.0], [4924.577653379601, -2.4940538327897777], [5177.363848768377, -3.0], [5278.031643091506, -3.195151505847324], [5656.854249492303, -3.4935794978084944], [6062.866266041508, -3.2570903759912957], [6189.125947236114, -3.0], [6498.019170849792, -2.3998308418243894], [6620.834030449175, -2.0], [6937.680873351438, -1.0], [6964.404506368894, -0.9201717252132563], [7189.759137386683, 0.0], [7440.944311485774, 1.0], [7464.2639322943505, 1.08723781624413], [7673.416181446264, 2.0], [7894.1592628042645, 3.0], [7999.999999999882, 3.454114691181043]], 'plus_line': [[125.0, 11.826771714111821], [133.3093587920688, 11.0], [133.97168281703668, 10.935409671733186], [143.5872943746293, 10.148478984455984], [147.15116338225317, 10.0], [153.89305166811442, 9.708252150137996], [164.93848884661162, 9.699971344247825], [174.24225645527633, 10.0], [176.77669529663666, 10.071574929510081], [189.46457081379947, 10.678526262114723], [194.8669700201218, 11.0], [203.0630990890585, 11.455491029104564], [212.03846083415127, 12.0], [217.6376408240306, 12.324621241794102], [228.9839437867414, 13.0], [233.25824788420132, 13.245748066514041], [246.32451004900017, 14.0], [249.99999999999937, 14.206254050211331], [264.214998613684, 15.0], [267.94336563407256, 15.203423453788796], [282.94402618663014, 16.0], [287.1745887492579, 16.219889312667906], [303.52016364935184, 17.0], [307.78610333622805, 17.197882646933977], [329.0666194881675, 18.0], [329.87697769322244, 18.029139439922254], [353.55339059327247, 18.53260986283722], [378.929141627598, 18.600465544210383], [406.12619817811606, 18.137362640594585], [409.98406937957645, 18.0], [435.2752816480601, 17.132619835752394], [438.0681887165204, 17.0], [459.60410534555024, 16.0], [466.5164957684015, 15.705733450794208], [480.1953829235655, 15.0], [499.9999999999981, 14.085229405683677], [501.8039133620554, 14.0], [522.9152989541313, 13.0], [535.8867312681438, 12.455202531006975], [547.7269513257381, 12.0], [574.3491774985143, 11.05256284655309], [576.2320851649014, 11.0], [613.272598921816, 10.0], [615.5722066724546, 9.94068940190923], [659.7539553864432, 9.13055009061916], [669.5831415748211, 9.0], [707.1067811865431, 8.504514836148385], [750.5046291187243, 8.0], [757.8582832551941, 7.913698439340656], [812.2523963562301, 7.1528327381757135], [821.0262820276804, 7.0], [870.5505632961181, 6.157657000360743], [879.0905136527188, 6.0], [933.0329915368008, 5.023152924028199], [934.5016623342863, 5.0], [998.3320954628755, 4.0], [999.9999999999926, 3.9741472325143783], [1071.773462536285, 3.291123858963302], [1148.698354997026, 3.1997636852646094], [1231.1444133449063, 3.717275087707331], [1254.840778852097, 4.0], [1319.5079107728832, 4.73351896819435], [1338.996645348291, 5.0], [1412.2442478585033, 6.0], [1414.2135623730828, 6.0256503033468185], [1492.0654142420053, 7.0], [1515.7165665103846, 7.291783639343346], [1589.89548090815, 8.0], [1624.5047927124563, 8.317763478379595], [1741.1011265922318, 8.906781298137034], [1866.0659830735945, 8.950574075869628], [1999.9999999999802, 8.457941816785834], [2073.6106664229083, 8.0], [2143.5469250725646, 7.572976892552141], [2219.3876834014773, 7.0], [2297.396709994046, 6.442314804194589], [2353.630549618481, 6.0], [2462.2888266898062, 5.202639229766129], [2489.1256588304104, 5.0], [2628.343450938206, 4.0], [2639.01582154576, 3.927340476977877], [2774.089475386658, 3.0], [2828.427124746159, 2.6528329543057754], [2935.4731453983745, 2.0], [3031.4331330207615, 1.4447910772531745], [3115.1571458797143, 1.0], [3249.0095854249043, 0.3185186715129563], [3316.937611951036, 0.0], [3482.202253184451, -0.7437225481535169], [3541.340821895678, -1.0], [3732.1319661471844, -1.7931670339550134], [3781.500368072568, -2.0], [3999.9999999999504, -2.8803630503869577], [4029.5323165916984, -3.0], [4284.446921298101, -4.0], [4287.093850145118, -4.010077868220056], [4557.339245517699, -5.0], [4594.7934199880865, -5.131577878497908], [4887.283944677339, -6.0], [4924.577653379601, -6.108364575411976], [5278.031643091506, -6.81744907335699], [5514.624934010928, -7.0], [5656.854249492303, -7.11708051710993], [5841.133980174718, -7.0], [6062.866266041508, -6.8765314211501325], [6493.574596825588, -6.0], [6498.019170849792, -5.991390531698995], [6803.723077711805, -5.0], [6964.4045063688845, -4.473332999949019], [7086.109731385541, -4.0], [7324.274202446517, -3.0], [7464.2639322943505, -2.416795227103764], [7572.7283914107, -2.0], [7807.582248211818, -1.0], [7999.999999999882, -0.1306078007428739]], 'minus_line': [[125.0, 18.9594307356837], [133.0416061558584, 18.0], [133.9716828170366, 17.896575381282386], [143.5872943746293, 17.172019275100336], [147.8641962936822, 17.0], [153.89305166811442, 16.781201198324748], [164.93848884661162, 16.758850982205445], [173.5751366515729, 17.0], [176.77669529663666, 17.096407743557407], [189.46457081379947, 17.744201556122977], [193.64261035682156, 18.0], [203.0630990890585, 18.579185775721346], [209.75365124938577, 19.0], [217.6376408240306, 19.488664053397322], [226.1349176468246, 20.0], [233.25824788420132, 20.4160343325836], [243.46416428282555, 21.0], [249.99999999999937, 21.35884064228834], [261.5508581422734, 22.0], [267.94336563407256, 22.337869493842028], [280.30319775830696, 23.0], [287.1745887492579, 23.350133069021872], [300.58706254666845, 24.0], [307.78610333622805, 24.335437114319333], [325.3640265370069, 25.0], [329.87697769322244, 25.169084061818566], [353.55339059327247, 25.70594387066618], [378.929141627598, 25.78430741030532], [406.12619817811606, 25.325590215427113], [415.372762531607, 25.0], [435.2752816480601, 24.32091756591165], [442.35443601867064, 24.0], [463.8857353740663, 23.0], [466.5164957684015, 22.88208952572718], [484.8742834608563, 22.0], [499.9999999999975, 21.241440066449705], [505.46968695027346, 21.0], [527.410570064968, 20.0], [535.8867312681438, 19.61680131854889], [553.0233376928659, 19.0], [574.3491774985143, 18.213089269259243], [582.3589414911403, 18.0], [615.5722066724546, 17.128359291487108], [622.3654026534413, 17.0], [659.7539553864432, 16.33404863719032], [682.4673477957239, 16.0], [707.1067811865431, 15.665660888494452], [754.4498110476554, 15.000000000000002], [757.8582832551941, 14.95563437859119], [812.2523963562301, 14.12571662338402], [819.4599879670118, 14.0], [870.5505632961181, 13.14824399538267], [879.2918976725701, 13.0], [933.0329915368008, 12.114100249029505], [940.9520697665279, 12.0], [999.9999999999926, 11.18667173627604], [1019.7803817185098, 11.0], [1071.773462536285, 10.552470940059766], [1148.698354997026, 10.38741735910628], [1231.1444133449063, 10.791286619792787], [1250.0512066801114, 11.0], [1319.5079107728832, 11.743795796088742], [1337.772506862901, 12.0], [1412.106546299384, 13.0], [1414.2135623730828, 13.027445759374974], [1486.3192707853568, 14.0], [1515.7165665103846, 14.371075446652728], [1579.5037419767525, 15.0], [1624.5047927124563, 15.432294277675574], [1741.080936339803, 16.0], [1741.1011265922318, 16.0001025224109], [1866.065983073597, 16.036946730349637], [1875.4838910408942, 16.0], [1999.9999999999802, 15.565212124850442], [2087.1514777749385, 15.0], [2143.5469250725646, 14.653484674902025], [2226.3653098881023, 14.0], [2297.396709994046, 13.453017848312305], [2352.330589073032, 13.0], [2462.2888266898062, 12.093979363620932], [2474.374047520251, 12.0], [2604.6775084976252, 11.0], [2639.01582154576, 10.744311936547009], [2750.037704822607, 10.0], [2828.427124746159, 9.479296115874078], [2911.2436698861793, 9.0], [3031.4331330207615, 8.311292819783251], [3092.4881050057875, 8.0], [3249.0095854249043, 7.216074628906208], [3295.699472268294, 7.0], [3482.2022531844555, 6.15734113246418], [3519.1948373911655, 6.0], [3732.1319661471844, 5.115021106951001], [3761.5391775092717, 5.0], [3999.9999999999504, 4.0826753629008445], [4022.8632386791905, 4.0], [4287.093850145118, 3.055860134530741], [4303.8370026301345, 3.0], [4594.793419988081, 2.047104125348437], [4610.930516195143, 2.0], [4924.577653379601, 1.1233972594142585], [4981.880151015664, 1.0], [5278.031643091506, 0.4148976094878867], [5656.854249492303, 0.07031518555510119], [6062.866266041508, 0.28075870839401773], [6451.58357437761, 1.0], [6498.019170849792, 1.0842034953310073], [6783.986935025568, 2.0], [6964.404506368894, 2.5156413736373224], [7078.568779372729, 3.0], [7321.739509822725, 4.0], [7464.2639322943505, 4.508362006912503], [7565.77165311319, 5.0], [7762.516115336046, 6.0], [7994.899452439449, 7.0], [7999.999999999882, 7.0205832602079115]]}",,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
,,,,14,0,14,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1864.2276623999933,None,357.1545234267799,23.782625608166118,0.0013552492009488205,0,"[0.6493046584423703, 0.6300516174159726, 0.6374937905644, 0.732800457478534]","[224.99325106528582, 252.54638544652573, 283.4737331014357, 318.188507098942]",Tone,"[18.0, 20.25224880082594, 24.0, 28.0]",False,1865.2486763999332,1868.2006964000175,1868.2006964000175,1869.408048399957,None,0,3.6655574197648093,4.672526619862765,None,1,['space'],0,[0.5644723000004888],,,,,,,tsbvqq,001,fr,0,0,2022-05-04_16h54.43.372,Cluster,2022.1.1,34.987042549916396,
