tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_both,Audiogram_time,Audiogram_frequency,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,3,0,3,0,18,0,18,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.3037963999668,None,523.7056104206096,4.025029693258762,0.00010768099945412307,1,"[0.5582647799541711, 0.5582647799541711, 0.5582647799541711, 0.5582647799541711]","[1319.65544503394, 1047.4112208412193, 831.3308369033238, 659.8277225169699]",Major_3rd,"[6.286726888702948, 4.465980350534826, 4.0, 6.939487120190779]",False,580.3231049999595,583.0187835999532,583.0187835999532,584.2408439000137,['space'],1,[0.16475759993772954],3.2776007101638243,4.304506910149939,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,3,0,3,0,19,0,19,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.6575938999886,None,5975.145589868363,-5.9020400315968296,5.919564987927775e-05,0,"[0.5021836576434509, 0.42436948770290794, 0.7930266608090398, 0.6902853078760907]","[4874.802192325675, 2180.7145582751846, 337.78671522380887, 575.6725929089918]",None,"[0.6040513895135975, 7.6661718151528495, 13.386035984172485, 9.118681732301107]",False,585.6618036000291,588.4130161999492,588.4130161999492,589.6382301000413,None,0,,3.465454010060057,4.470276110107079,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,0,0,0,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.1166696000146,None,,,,,"[0.6193522735138066, 0.42409056100048903, 0.4899061177001359, 0.535680952566115]","[1322.855088787087, 948.991500986201, 254.16342800322866, 792.4999541922972]",None,"[6.286726888702948, 3.7391670222236364, 12.012059773774315, 4.178795381812933]",True,593.1020317999646,595.6610294999555,595.6610294999555,596.8916240000399,None,1,,3.1038920101709664,4.134819710161537,None,1,None,1,0,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,1,0,1,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.2735502000432,None,1148.6983549970344,-6.0,2.5195718772304546e-05,0,"[0.5609325800973086, 0.5609325800973086, 0.5609325800973086, 0.5609325800973086]","[227.93062213955412, 341.51006418859873, 511.6869459983872, 766.6641723347999]",Perfect_5th,"[11.0, 13.386035984172485, 10.774202387751487, 4.88041726909917]",False,598.28387439996,600.9989263999742,600.9989263999742,602.2261040000012,None,0,,3.2761304101441056,4.295266410103068,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.6201692000031,None,1701.1072386638803,1.8014054553687762,7.544717821660888e-05,1,"[0.4874814610926199, 0.5594302377067087, 0.6032687661983072, 0.6641745906183684]","[4286.521636242329, 3402.2144773277605, 2700.3394201657625, 2143.2608181211644]",Major_3rd,"[0.5848890422849387, 2.0, 5.0, 7.6661718151528495]",False,603.613098599948,606.2964145999867,606.2964145999867,607.5323920999654,['space'],1,[0.28003250004258007],3.3450917100999504,4.345614910125732,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.9931089000311,None,2751.1103653266428,-1.0,6.26466194556005e-05,1,"[0.6287586235597058, 0.6287586235597058, 0.6287586235597058, 0.6287586235597058]","[6932.363719718024, 5502.2207306532855, 4367.11548800013, 3466.181859859012]",Major_3rd,"[-0.6665017941203928, 0.3932899010127491, 0.5848890422849387, 1.6228778415857468]",False,608.9858850999735,611.8902463000268,611.8902463000268,613.1044277000474,['space'],1,[0.36969339998904616],3.543930010055192,4.547188510070555,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.5703712999821,None,500.0,-3.0,5.057897271299494e-05,1,"[0.5934381477506325, 0.5934381477506325, 0.5934381477506325, 0.5934381477506325]","[198.42513149602502, 250.00000000000009, 314.98026247371837, 396.8502629920499]",Major_3rd,"[9.0, 12.012059773774315, 13.419576214029288, 12.389760054493381]",False,615.964776400011,618.7697956999764,618.7697956999764,619.9773668999551,['space'],1,[0.3190325000323355],3.406682720175013,4.429840820142999,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,5,0,5,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.4318767000223,None,3668.321316445031,-4.954374234234683,4.416027120293777e-05,1,"[0.5661758473065285, 0.5661758473065285, 0.5661758473065285, 0.5661758473065285]","[5823.097116682213, 5187.789756858889, 4621.795244367167, 4117.551458713825]",Tone,"[0.3932899010127491, 0.558631801578974, 0.5833937802563938, 0.7084603997272367]",False,621.4334226000356,624.148099699989,624.148099699989,625.3517309000017,['space'],1,[0.17353020003065467],3.296248310129158,4.320438410155475,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.7891667999793,None,250.0,-3.0,0.00011856868528308277,0,"[0.4765764855617064, 0.4088265993613996, 0.6746896520577153, 0.7882993104704423]","[157.49013123685913, 176.77669529663686, 198.42513149602493, 222.72467953508482]",Tone,"[8.696188121303779, 8.432311991088431, 9.0, 10.22167760361431]",False,626.7932148999535,629.3968542000512,629.3968542000512,630.6249183999607,None,0,,3.3941450101556256,4.428459310089238,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.2749817000004,None,8000.0,-3.0,0.00012851978913844324,1,"[0.4987380875381164, 0.4987380875381164, 0.4987380875381164, 0.4987380875381164]","[1587.4010519681997, 2378.4142300054423, 3563.5948725613575, 5339.359416680138]",Perfect_5th,"[7.563702587200398, 7.0, 1.6228778415857468, 0.558631801578974]",False,632.2892983000493,634.8036089000525,634.8036089000525,636.0383316000225,['space'],1,[0.1419430999085307],3.030765510047786,4.044447510037571,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.3746395000489,None,,,,,"[0.5861420608320769, 0.7613600784744744, 0.7251212136389903, 0.4985600014405221]","[316.5989498429102, 251.28475301633142, 199.44484064084685, 158.2994749214551]",Major_3rd,"[13.419576214029288, 12.012059773774315, 9.388390660889556, 8.696188121303779]",True,637.3829809000017,640.472906799987,640.472906799987,641.7001292000059,None,1,,3.6280379100935534,4.658401010092348,None,1,None,1,0,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.0710091999499,None,5366.846362951129,-5.441368198421026,7.440931827116786e-05,1,"[0.5048075851374325, 0.5048075851374325, 0.5048075851374325, 0.5048075851374325]","[2129.834390575082, 2683.423181475565, 3380.9013521169345, 4259.668781150164]",Major_3rd,"[7.6661718151528495, 5.590827075446662, 2.0, 0.5848890422849387]",False,643.087193400017,645.6256376999663,645.6256376999663,646.8410469000228,['space'],1,[0.2524238000623882],3.0653204099508002,4.080206310027279,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.2019175000023,None,189.4645708137998,-4.0,0.00019169242467719167,1,"[0.7868645812088167, 0.5800971768376775, 0.7513972673315675, 0.5618569216130698]","[3112.792238792771, 697.3547187010288, 3222.750147581242, 1839.5845989909608]",None,"[3.0, 6.0, 2.449711566732529, 7.92538900570556]",False,648.2360980999656,651.3792400000384,651.3792400000384,652.6081122000469,['space'],1,[0.44864570000208914],3.702735910192132,4.736995010171086,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.0261386999628,None,536.5387427809745,4.0,0.00010419823312636231,1,"[0.680787292345795, 0.6641530038480885, 0.5342691062832458, 0.7105358399899097]","[2703.985824455523, 1804.6940217970252, 1204.488752438537, 803.8997953272517]",Perfect_5th,"[5.0, 7.92538900570556, 5.688239098579929, 4.178795381812933]",False,654.0227717000525,656.9497202000348,656.9497202000348,658.1856392000336,['space'],1,[0.17925889999605715],3.6407539100619033,4.662274910020642,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.7202508000191,None,8000.0,-4.0,0.00011454338263838867,1,"[0.5944597678662071, 0.5215981579984114, 0.7207572300386706, 0.7246881687940921]","[1587.4010519681997, 2378.4142300054423, 3563.5948725613575, 5339.359416680138]",Perfect_5th,"[7.563702587200398, 7.0, 1.6228778415857468, 0.558631801578974]",False,660.7087304999586,663.5732038000133,663.5732038000133,664.8001169000054,['space'],1,[0.27740470005664974],3.5685925701400265,4.58786407019943,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.3506212000502,None,707.1067811865476,-6.0,2.225419062702849e-05,0,"[0.5544307639536603, 0.5544307639536603, 0.5544307639536603, 0.5544307639536603]","[140.30775603867164, 210.22410381342866, 314.9802624737183, 471.93715634084674]",Perfect_5th,"[9.18495440881352, 10.0, 13.419576214029288, 11.397291563039362]",False,666.4271159999771,669.1270149999764,669.1270149999764,670.3659182999982,None,0,,3.2196574901463464,4.233093590126373,None,1,['space'],0,,[0.4485690000001341],"{'estimation': [[125.0, 1.6379287947230827], [131.09659951981197, 1.0], [133.9716828170366, 0.7130152826479774], [139.56839394453462, 0.0], [143.5872943746293, -0.5079944276723313], [147.29320045271393, -1.0], [153.89305166811442, -1.8956878027787651], [154.73971125402616, -2.0], [162.57368761665964, -3.0], [164.93848884661162, -3.293949504102489], [171.7191159889228, -4.0], [176.77669529663666, -4.521638577860418], [183.28435068816344, -5.0], [189.46457081379936, -5.450859957749463], [203.0630990890585, -5.979145648665175], [205.811438858212, -6.0], [217.6376408240306, -6.089061649938704], [222.12874249783343, -6.0], [233.25824788420132, -5.795671397909466], [249.99999999999937, -5.199667696045591], [254.31096340975148, -5.0], [267.94336563407256, -4.41353726049228], [277.3013797049378, -4.0], [287.1745887492579, -3.5881798593276515], [304.00201212402607, -3.0], [307.78610333622805, -2.871825325950078], [329.87697769322244, -2.3883029431974405], [353.55339059327247, -2.204637480447539], [378.929141627598, -2.34295494500107], [406.12619817811606, -2.7692344686691266], [416.18521416087805, -3.0], [435.2752816480601, -3.419746608300673], [459.11841310237673, -4.0], [466.5164957684015, -4.176129146880024], [499.9999999999975, -4.922151036731568], [504.180920965038, -5.0], [535.8867312681438, -5.574156636530111], [570.4462949202727, -6.0], [574.3491774985143, -6.049088957694709], [615.5722066724546, -6.318032088050302], [659.7539553864432, -6.371285795280873], [707.1067811865431, -6.238968402647582], [750.1984974414053, -6.0], [757.8582832551941, -5.959670409797911], [812.2523963562301, -5.600330162528471], [870.5505632961181, -5.210789373488022], [904.1136676443504, -5.0], [933.0329915368008, -4.8335424334255865], [999.9999999999926, -4.5347725548370335], [1071.773462536285, -4.34102921817097], [1148.698354997026, -4.273612994826357], [1231.1444133449063, -4.340875018274721], [1319.5079107728832, -4.5301045311368044], [1414.2135623730828, -4.8143300766102515], [1468.5759423868628, -5.0], [1515.7165665103846, -5.158757166831791], [1624.5047927124563, -5.498488989725979], [1741.1011265922318, -5.794718873595274], [1853.22395098002, -6.0], [1866.065983073597, -6.0231145379838535], [1999.9999999999777, -6.165944907877561], [2143.5469250725646, -6.230892253241856], [2297.3967099940432, -6.250496320158066], [2462.2888266898062, -6.267056605094225], [2639.0158215457564, -6.32276526166797], [2828.427124746159, -6.447580412486364], [3031.4331330207615, -6.649992616546642], [3249.0095854249043, -6.9157548302924035], [3313.173187070045, -7.0], [3482.2022531844555, -7.2059043711956345], [3732.1319661471844, -7.443872930378776], [3999.9999999999504, -7.570316179445713], [4287.093850145118, -7.536298386862612], [4594.793419988081, -7.31722994837272], [4848.892460280201, -7.0], [4924.577653379601, -6.9106400284704925], [5278.031643091506, -6.394909724147215], [5534.096991282948, -6.0], [5656.854249492303, -5.818136972749653], [6062.866266041508, -5.301404481837893], [6378.478544960761, -5.0], [6498.019170849792, -4.8855963976898025], [6964.404506368894, -4.645063652600199], [7464.2639322943505, -4.581503512521346], [7999.999999999882, -4.662891558950839]], 'plus_line': [[125.0, -0.3314161219042937], [131.61091070379732, -1.0], [133.9716828170366, -1.2379040765206564], [139.42693534321597, -2.0], [143.5872943746293, -2.5469392699569395], [146.66539919341201, -3.0], [153.6258923384481, -4.0], [153.89305166811442, -4.036449443420131], [160.54338745619734, -5.0], [164.93848884661162, -5.572587626364388], [168.69318047940942, -6.0], [176.77669529663666, -6.888601461518576], [178.18702192709264, -7.0], [189.46457081379947, -7.893202220880383], [192.02885498961186, -8.0], [203.0630990890585, -8.487597627801891], [217.6376408240306, -8.591998060907228], [233.25824788420132, -8.257485727587843], [239.11212591777397, -8.0], [249.99999999999937, -7.586215320806062], [261.62146898171335, -7.0], [267.94336563407256, -6.712341488214853], [282.88329236064163, -6.0], [287.1745887492579, -5.813141288295183], [307.78610333622805, -5.049248805508713], [309.70894607216565, -5.0], [329.87697769322244, -4.567557390312403], [353.55339059327247, -4.393454532709777], [378.929141627598, -4.548341046620671], [406.12619817811606, -4.972083236671752], [407.3467763543593, -5.0], [435.2752816480601, -5.651060925151689], [449.5011815497565, -6.0], [466.5164957684015, -6.429319731542211], [491.3960881201662, -7.0], [499.9999999999975, -7.20628836857291], [535.8867312681438, -7.895818950555669], [543.4906658920146, -8.0], [574.3491774985143, -8.456974909976832], [615.5722066724546, -8.771406575711406], [659.7539553864432, -8.85700527226723], [707.1067811865431, -8.736687447579227], [757.8582832551941, -8.441023810828346], [810.880201215801, -8.0], [812.2523963562301, -7.990237130563724], [870.5505632961181, -7.533591258522625], [933.0329915368008, -7.034957431304163], [937.9569452273772, -7.0], [999.9999999999926, -6.653535455628682], [1071.773462536285, -6.401541480258111], [1148.698354997026, -6.33066803231552], [1231.1444133449063, -6.456502595743439], [1319.5079107728832, -6.723691199769468], [1396.1236339967452, -7.0], [1414.213562373081, -7.075679313941005], [1515.7165665103864, -7.468216086782897], [1624.5047927124563, -7.791885565190158], [1716.982915140633, -8.0], [1741.1011265922318, -8.061291622182646], [1866.065983073597, -8.295584107010919], [1999.9999999999802, -8.464597947469834], [2143.5469250725646, -8.583484855161648], [2297.396709994046, -8.659885599675327], [2462.2888266898062, -8.707054461873659], [2639.015821545763, -8.74961379103193], [2828.427124746159, -8.817150524600002], [3031.4331330207615, -8.931097359167499], [3118.831907812085, -9.0], [3249.0095854249043, -9.113186297785443], [3482.202253184451, -9.326985002328541], [3732.1319661471844, -9.499255662403016], [3999.9999999999504, -9.57051870118395], [4287.093850145118, -9.485565342914306], [4594.793419988081, -9.194176819903726], [4714.349211820365, -9.0], [4924.577653379601, -8.726719958839738], [5278.031643091506, -8.138297351495297], [5352.671422723338, -8.0], [5656.854249492303, -7.537582774460564], [6035.611399396967, -7.0], [6062.866266041508, -6.965509644780187], [6498.019170849792, -6.611596510284296], [6964.404506368894, -6.449876076580789], [7464.2639322943505, -6.51474967426606], [7999.999999999882, -6.787249671644223]], 'minus_line': [[125.0, 3.7157015082958176], [131.45631607999002, 3.0], [133.9716828170366, 2.740413986900296], [139.99151398012864, 2.0], [143.5872943746293, 1.5551297824225485], [148.03219511789203, 1.0], [153.89305166811442, 0.22149780310088463], [155.79360558392577, 0.0], [163.89651933710442, -1.0], [164.93848884661162, -1.123878139959134], [173.80707304832066, -2.0], [176.77669529663655, -2.293138173327062], [186.72789659678935, -3.0], [189.46457081379947, -3.1878045642836828], [203.0630990890585, -3.6839820971681405], [217.6376408240306, -3.7904105733030122], [233.25824788420132, -3.513342101137269], [248.99554946166032, -3.0], [249.99999999999937, -2.9649750376770263], [267.94336563407256, -2.2080247647103537], [272.8569618100194, -2.0], [287.1745887492579, -1.3982366845764949], [298.85275347570865, -1.0], [307.78610333622805, -0.6836569469724878], [329.87697769322244, -0.1946776411381577], [353.55339059327247, -0.0028335275784592416], [378.929141627598, -0.12294964959624698], [406.12619817811606, -0.5405126496432643], [425.1516773422802, -1.0], [435.2752816480601, -1.2191745387898398], [466.2096942211527, -2.0], [466.5164957684021, -2.0072227671604765], [499.9999999999975, -2.739356326860375], [513.9258273367313, -3.0], [535.8867312681438, -3.3682245053695934], [574.3491774985143, -3.800786812283315], [608.8154985376535, -4.0], [615.5722066724546, -4.034036367319524], [659.7539553864432, -4.051084642859274], [677.0079875244761, -4.0], [707.1067811865431, -3.900186531215194], [757.8582832551941, -3.6318692359720828], [812.2523963562301, -3.323960083087223], [870.5505632961181, -3.0194235847023148], [874.6354538452371, -3.0], [933.0329915368008, -2.710766468502482], [999.9999999999926, -2.4863409279673325], [1071.773462536285, -2.3404576806762707], [1148.698354997026, -2.2654602951710427], [1231.1444133449063, -2.2678410799402178], [1319.5079107728832, -2.366406337803225], [1414.2135623730828, -2.57706681026559], [1515.7165665103846, -2.9027044665109774], [1541.9944264934277, -3.0], [1624.5047927124563, -3.2543927029837016], [1741.1011265922318, -3.575659906612029], [1866.065983073597, -3.8258374917247715], [1999.9999999999802, -3.953805705431622], [2143.5469250725646, -3.9604160362567775], [2297.396709994046, -3.909582899848994], [2462.2888266898062, -3.8841732653392405], [2639.01582154576, -3.9516959699119383], [2683.2083421892025, -4.0], [2828.427124746159, -4.127773259601983], [3031.433133020758, -4.404192915495919], [3249.0095854249043, -4.772165358791605], [3372.7210578434415, -5.0], [3482.202253184451, -5.164190409156662], [3732.1319661471844, -5.46611386327822], [3999.9999999999504, -5.655119720384784], [4287.093850145118, -5.67156975960857], [4594.793419988081, -5.496119643639313], [4924.577653379601, -5.164367395123837], [5043.814029990376, -5.0], [5278.0316430915, -4.656694199196475], [5656.854249492303, -4.134822171488591], [5760.417589360584, -4.0], [6062.866266041508, -3.57822236533779], [6498.019170849792, -3.165408295569798], [6767.9330127169715, -3.0], [6964.404506368894, -2.8561299578410315], [7464.2639322943505, -2.676844424630146], [7999.999999999882, -2.5986250355272285]]}",,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.7142934000585,None,,,,,"[0.7795256601770268, 0.5152602165795144, 0.4987984491312014, 0.4132073522271086]","[6740.8751437973, 6578.19608187286, 1496.552513086933, 7671.6782622140445]",None,"[-0.6665017941203928, -0.2872264221292191, 7.231821992746438, -1.0]",True,671.7160020000301,674.5349540000316,674.5349540000316,675.7670762999915,None,1,,3.2653195101302117,4.274109410122037,None,1,None,1,0,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.0187915000133,None,500.0,3.0,0.0001009183181840781,1,"[0.6247833006642833, 0.6247833006642833, 0.6247833006642833, 0.6247833006642833]","[204.61327497438384, 6806.395599970907, 6918.7374012141, 1922.527021906947]",None,"[9.388390660889556, -0.6665017941203928, -0.6665017941203928, 7.92538900570556]",False,677.0342875999631,679.9439452999504,679.9439452999504,681.1491042999551,['space'],1,[0.20164630003273487],3.537881010212004,4.568748710211366,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
,,,,4,0,4,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.6517767000478,None,1622.3700328341665,1.5637025872003978,6.915394413972478e-05,1,"[0.43997849589913257, 0.7069859714673408, 0.42831411231996147, 0.7757545419470053]","[643.8379742006597, 811.1850164170834, 1022.0290775432015, 1287.6759484013191]",Major_3rd,"[7.0, 4.178795381812933, 4.0, 6.0]",False,682.6635749000125,685.2791648999555,685.2791648999555,686.4804605999961,['space'],1,[0.45862690010108054],3.3657522200373933,4.379735420108773,None,1,None,1,,,,,,,udoety,001,fr,0,0,2022-05-03_12h07.59.148,Cluster,2022.1.1,36.41952376907601,
